year,meilleurs_ADJ ans_NOUN,meilleurs_ADJ gens_NOUN
1800,3.144164484325529e-09,2.5153315874604232e-08
1801,3.095537337571841e-08,1.904946067554647e-08
1802,0.0,1.7902721083373763e-08
1803,1.950339223455444e-09,2.9255089017965474e-08
1804,1.730295728918918e-08,1.4831105232815389e-08
1805,0.0,1.1371510844071508e-08
1806,0.0,2.0171682990621775e-08
1807,1.4234775136401367e-08,0.0
1808,6.798221985349073e-09,1.3596443970698147e-08
1809,0.0,0.0
1810,0.0,2.106114038724627e-08
1811,0.0,2.2563691359778204e-08
1812,0.0,1.3336041604361526e-08
1813,2.8757416448144113e-09,2.8757416004054903e-08
1814,0.0,3.4613449884091096e-08
1815,0.0,8.091670444798638e-09
1816,0.0,6.025770460382773e-08
1817,0.0,2.0239355080775567e-08
1818,5.960588467246453e-09,8.344824387052086e-09
1819,1.035105001712111e-09,6.728182455617571e-08
1820,5.933240565525466e-09,7.475883023744245e-08
1821,9.86148829262845e-10,1.3806083387635226e-08
1822,2.8071724500478012e-08,1.303330066093622e-08
1823,8.894418535021487e-09,3.9530746676064155e-08
1824,2.863178316658832e-08,5.052667617633233e-08
1825,1.6730341556581152e-08,7.484626252107773e-08
1826,4.403992281964975e-09,2.2460359616616188e-07
1827,3.6869092223668076e-09,1.1982455028203276e-08
1828,2.109629271274116e-08,2.2930752408001354e-08
1829,0.0,9.430493719264632e-09
1830,0.0,4.4878394334091354e-08
1831,2.0268567268999504e-08,2.8064171431196883e-08
1832,0.0,5.411987746839486e-09
1833,2.3167257001688313e-09,4.170106393530659e-08
1834,2.8003592777992026e-09,2.8003592333902816e-08
1835,1.5126175867408165e-09,3.2521278114927554e-08
1836,1.2097349788575684e-08,9.207427353885578e-08
1837,5.5663127440652715e-09,5.844628248041772e-08
1838,1.830527018853445e-08,6.627769977285425e-08
1839,3.4957374772659477e-09,6.082583325905944e-08
1840,1.2102408852854296e-08,2.4841785517537573e-08
1841,1.1556987367100646e-08,1.219904177673925e-08
1842,1.341653010911159e-08,2.0795621225033756e-08
1843,9.451057714215949e-09,4.134837805480629e-09
1844,1.6465684371524958e-09,1.756339607084101e-08
1845,0.0,1.9530798311961917e-08
1846,7.610851504580296e-09,2.86870562860031e-08
1847,8.089835468183537e-09,2.6426796750911308e-08
1848,6.43617736884039e-09,1.448139919091318e-08
1849,0.0,1.005529792763582e-08
1850,2.0366988096043315e-09,1.2220192857625989e-08
1851,6.449438760824933e-09,2.192809134271556e-08
1852,2.6042181744401205e-09,9.114764054629632e-09
1853,7.763511611358354e-09,9.555090940693844e-09
1854,7.27393034694046e-09,3.896748168585873e-08
1855,5.306937111981824e-10,1.8574279891936385e-08
1856,1.5531567143511893e-09,1.863788057221427e-08
1857,1.3180074809326925e-08,3.8075771868761876e-08
1858,5.872411001917044e-09,3.425573069648635e-08
1859,1.2221216039165483e-08,1.4258085379026397e-08
1860,2.746310290291376e-09,3.707518914097818e-08
1861,1.131831339762357e-08,8.960331143725853e-09
1862,8.132375661773494e-09,6.776979422085105e-09
1863,7.991393324857654e-09,1.897955925755923e-08
1864,9.109982990196386e-09,9.109982990196386e-09
1865,4.706844247692743e-09,1.1296426905005319e-08
1866,1.9462451650298362e-09,1.3623716377253459e-08
1867,5.82337378318698e-09,2.135237053835226e-08
1868,2.9639244392143382e-09,7.409810987013543e-09
1869,2.441759683335931e-09,1.5138908793232986e-08
1870,8.601073631098188e-09,1.6628741050794815e-08
1871,1.0621177271019633e-09,7.434824311758348e-09
1872,1.1489944995446422e-08,2.116568786902917e-08
1873,1.0774807712721213e-08,4.190203295451056e-09
1874,6.572069999322139e-09,1.0156835372754358e-08
1875,1.1443054281912168e-09,2.4030413214859436e-08
1876,7.859819461941697e-09,3.688068872520489e-08
1877,1.2369631985365004e-09,8.658742167710898e-09
1878,6.039088784604019e-09,2.2344627481629686e-08
1879,8.55305515301552e-09,2.8102896010295808e-08
1880,2.5671385017744797e-09,1.4761046607247863e-08
1881,1.3945015142624584e-09,1.5339516323820135e-08
1882,2.6621540527571597e-09,1.1314154946262533e-08
1883,6.319338829996468e-09,1.2638677659992936e-08
1884,6.601696966868076e-10,1.8484751507230612e-08
1885,1.353583467533781e-08,9.66845359329227e-09
1886,7.098810428374236e-09,1.4842966855610484e-08
1887,1.9586774424595887e-09,2.4809914123125054e-08
1888,1.268122939990235e-09,1.9655905347804037e-08
1889,3.759081934617825e-09,3.00726554769426e-08
1890,8.520702365899524e-09,9.831579994568074e-09
1891,1.9122659011827636e-09,1.211101796627645e-08
1892,1.2537024751679837e-09,1.817868522380195e-08
1893,3.079208221734575e-09,2.4017824173938607e-08
1894,5.671385139294216e-09,2.5836310868498913e-08
1895,3.0093072478365457e-09,9.027921521465032e-09
1896,5.307326134129653e-09,1.7691087705884456e-08
1897,5.2440420894583895e-09,6.992056267307589e-09
1898,0.0,1.0750873968845553e-08
1899,6.080336234504102e-09,1.2713430308508578e-08
1900,1.038210628578895e-09,5.19105292084987e-09
1901,2.794369402536745e-09,1.3412973842719111e-08
1902,4.419255628107521e-09,8.838511256215043e-09
1903,0.0,6.480264325148255e-09
1904,0.0,1.5048950530172078e-08
1905,2.0643036169332163e-09,1.1353670004154992e-08
1906,3.600929110447737e-09,1.1317205839134203e-08
1907,7.71426478252124e-09,4.114274698707732e-09
1908,1.964555629285769e-09,1.1296195090437777e-08
1909,8.801573692096554e-09,1.1552065082298668e-08
1910,4.275320542035388e-09,9.085056262847502e-09
1911,4.25629931299909e-09,6.384448969498635e-09
1912,3.125652625612929e-09,2.5005221004903433e-08
1913,3.71209285532359e-09,8.484783542428431e-09
1914,6.696743604095445e-09,4.68772043404897e-09
1915,2.3561523843085297e-09,1.6493066468115103e-08
1916,0.0,2.8567400889301098e-08
1917,0.0,5.483212106582869e-09
1918,2.2972752589112133e-09,5.743188147278033e-09
1919,6.4454939163738345e-09,1.012863304339362e-08
1920,1.514446346106979e-09,7.572231730534895e-10
1921,0.0,5.300923255902035e-09
1922,3.6889677978990676e-09,5.902348387820666e-09
1923,2.0170300985000722e-08,4.246379248229459e-09
1924,5.156649773851996e-09,1.0313299547703991e-08
1925,1.3197813508725176e-08,6.598906754362588e-09
1926,4.458455382660986e-09,1.4489979882625903e-08
1927,8.919379901328739e-09,2.0068604555945058e-08
1928,0.0,7.998228745975666e-09
1929,1.1140406375176326e-09,4.4561625500705304e-09
1930,1.0503603542488804e-09,9.453243521306831e-09
1931,4.5621426636444085e-09,2.167017854048936e-08
1932,2.1919073223131136e-09,1.9727165678773417e-08
1933,4.588264879146209e-09,1.0323596200123575e-08
1934,8.38710612072191e-09,3.5944740517379614e-09
1935,1.196828414151696e-09,2.752705441366743e-08
1936,2.424942913137329e-09,1.2124714565686645e-08
1937,1.2591118148108649e-09,1.3850230295986421e-08
1938,5.186085783037697e-09,1.8151300906765755e-08
1939,1.3764645423464117e-08,3.058810094103137e-09
1940,0.0,2.5357829169792012e-09
1941,2.9515025978810172e-09,1.1806010391524069e-08
1942,0.0,6.068423541449874e-09
1943,2.9032352077962287e-09,0.0
1944,0.0,0.0
1945,0.0,4.357008087652048e-09
1946,5.568441707737293e-09,5.568441707737293e-09
1947,2.3841741914054637e-09,1.7881307101674793e-08
1948,4.348755133776194e-09,1.4133454406817236e-08
1949,9.817008539414473e-09,7.853606653895895e-09
1950,6.381216888229346e-09,6.381216888229346e-09
1951,2.1322803522849654e-09,1.2793682557799002e-08
1952,5.272402070488624e-09,5.272402070488624e-09
1953,3.232148326759443e-09,3.232148326759443e-09
1954,9.772536113672459e-10,5.863521668203475e-09
1955,0.0,2.815682353940474e-09
1956,3.488456634670456e-09,6.104799332717903e-09
1957,8.835037701437898e-10,2.2087593976038988e-08
1958,4.1361216673863055e-09,9.926692356998501e-09
1959,7.750747821333448e-10,1.0851047171911432e-08
1960,6.920833350854139e-10,8.305000243069571e-09
1961,0.0,1.042223907177231e-08
1962,6.341956293454132e-09,7.610347907416326e-09
1963,6.466053248388448e-10,8.405868889838075e-09
1964,2.4335873316516654e-09,9.734349326606662e-09
1965,6.5664522708175355e-09,1.094408652591028e-08
1966,1.1078149508847446e-09,1.0524241922382771e-08
1967,1.4791006197611978e-09,7.888536934785861e-09
1968,4.940557296606585e-09,1.0779397818794223e-08
1969,6.8126366770115965e-09,6.358460868938209e-09
1970,2.2993624781975086e-09,1.2876429700270364e-08
1971,0.0,1.284599360218408e-08
1972,2.0520587451500205e-09,1.6929485369132635e-08
1973,5.513203782392395e-10,4.410563025913916e-09
1974,1.6876715580593782e-09,9.563471792262135e-09
1975,2.8557400888473694e-09,1.0851811893530794e-08
1976,5.142174241967723e-09,8.570290255249802e-09
1977,5.876781838942691e-10,5.876781727920388e-09
1978,1.7821774056514528e-09,8.910887139279566e-09
1979,0.0,5.266775904289034e-09
1980,5.685150683554241e-10,7.95921106799824e-09
1981,1.2651099057237047e-09,6.958104314946922e-09
1982,5.586751949948621e-09,1.4277254933858785e-08
1983,0.0,7.57837881337764e-09
1984,1.1598016991243298e-09,1.0438215625185876e-08
1985,0.0,1.0226449020933615e-08
1986,5.994485463567401e-10,5.994485352545098e-09
1987,1.2221633705067347e-09,5.49973533381376e-09
1988,5.996553809062277e-10,1.0793796967334401e-08
1989,0.0,7.683371272548811e-09
1990,4.90378582185258e-09,4.358920779878872e-09
1991,5.861465202094962e-10,1.52398094144246e-08
1992,2.2039776670368383e-09,1.0468894195980738e-08
1993,1.1078414852150331e-09,6.647049133334804e-09
1994,2.1099706426497278e-09,6.857404422078162e-09
1995,2.7112254663563817e-09,1.0302656505700725e-08
1996,0.0,5.871901187504136e-09
1997,2.876936688878118e-09,5.753873377756236e-09
1998,3.337690568372409e-09,5.72175506974304e-09
1999,9.140402323914998e-10,7.769341614505265e-09
2000,0.0,5.743440834038438e-09
2001,1.3143635069212678e-09,8.324302136486494e-09
2002,2.6287327870022636e-09,7.886198361006791e-09
2003,2.083461403401543e-09,9.58392298855415e-09
2004,1.7619165015858584e-09,6.166707589017051e-09
2005,1.8014998381943315e-09,8.106749049829887e-09
2006,4.1178899179428186e-10,4.117890028965121e-09
2007,3.994479413904628e-09,1.078509459517818e-08
2008,3.8316958494988285e-09,5.5346713878634546e-09
2009,4.76819250749827e-10,5.721831008997924e-09
2010,4.723793023408973e-10,6.140930874920514e-09
2011,3.82397197240536e-10,9.55992973672437e-09
2012,6.808505426114664e-10,8.851056776393307e-09
2013,1.1156500168141292e-09,8.08846234434668e-09
2014,8.661780737106994e-10,7.145969149746634e-09
2015,4.433150790905671e-10,7.093041265449074e-09
2016,1.6570720351438695e-09,8.906762438698479e-09
2017,5.031222660711876e-10,6.5405894034142875e-09
2018,0.0,4.130346731301415e-09
2019,1.02039510174734e-09,3.826481798085979e-09
