year,grands_ADJ oeufs_NOUN,grands_ADJ jeux_NOUN
1963,6.466053248388448e-10,9.828400759914757e-08
1964,1.2167936658258327e-09,6.205647606893905e-08
1965,5.472043373977442e-10,8.755269204074878e-08
1966,1.1078149508847446e-09,6.702280375137093e-08
1967,0.0,1.1635591956604685e-07
1968,0.0,1.0330256117185854e-07
1969,0.0,9.764778929888251e-08
1970,0.0,7.495921749978152e-08
1971,5.138397485282553e-10,6.422996712274198e-08
1972,1.6929485369132635e-08,1.47235214242869e-07
1973,0.0,7.332561285933181e-08
1974,5.625571675160757e-10,6.863197432593893e-08
1975,0.0,7.42492418659424e-08
1976,5.713526873840635e-10,7.370449717214456e-08
1977,5.876781838942691e-10,8.99147636901354e-08
1978,0.0,9.920787213957283e-08
1979,0.0,7.958683778674924e-08
1980,0.0,1.1370301056246035e-07
1981,0.0,9.108791410028516e-08
1982,0.0,8.504278026233436e-08
1983,1.2630632095778083e-09,8.083604452480131e-08
1984,1.739702604197646e-09,8.176601884457568e-08
1985,6.015558051686298e-10,1.0587382426319181e-07
1986,1.7983456945813714e-09,8.991728339680094e-08
1987,1.8332451112712533e-09,9.77730660878251e-08
1988,5.996553809062277e-10,1.2352900879974982e-07
1989,5.488121956886971e-09,9.549332347091877e-08
1990,0.0,2.3429199513813614e-07
1991,5.861465202094962e-10,1.0492022506358722e-07
1992,0.0,8.209816837467798e-08
1993,0.0,1.0524494076236124e-07
1994,5.274926606624319e-10,8.017888464273426e-08
1995,5.422450821690461e-10,1.474906650145158e-07
1996,5.338092190498855e-10,8.594328493316539e-08
1997,4.79489448146353e-10,7.911575927721515e-08
1998,9.536258449571733e-10,8.821039088058313e-08
1999,4.570201161957499e-10,9.55172063665799e-08
2000,8.836062992401139e-10,8.482620650340778e-08
2001,8.762423564512289e-10,1.9014459262667316e-07
2002,0.0,7.973823379359146e-08
2003,0.0,8.792207673025132e-08
2004,8.809582507929292e-10,7.796480688826435e-08
2005,4.5037495954858286e-10,7.02584925793559e-08
2006,0.0,1.0747692469337267e-07
2007,0.0,8.74790984095597e-08
2008,0.0,1.3836678655620993e-07
2009,0.0,7.629108167428456e-08
2010,4.723793023408973e-10,9.164158210062112e-08
2011,3.82397197240536e-10,7.72442372287685e-08
2012,0.0,1.0927651228342938e-07
2013,0.0,6.610226166436917e-08
2014,6.496335691608124e-10,8.943288609675193e-08
2015,5.54143841924315e-09,6.383737027881864e-08
2016,0.0,6.897562343510799e-08
2017,1.0062445321423752e-09,5.433720340342063e-08
2018,2.5814667070633845e-10,8.3123230909532e-08
2019,0.0,7.627453457725863e-08
