year,grands_ADJ oeufs_NOUN,grands_ADJ jeux_NOUN
1800,0.0,2.829747991484055e-08
1801,0.0,1.3334621939975477e-07
1802,0.0,1.6336232988578558e-07
1803,0.0,1.1116933285038044e-07
1804,2.4718509461507665e-09,2.1999473709399808e-07
1805,5.685755422035754e-09,9.097208630848286e-08
1806,0.0,7.780506816601473e-08
1807,0.0,8.825561081948763e-08
1808,0.0,1.744876954035135e-07
1809,4.518061036407062e-09,9.713831361501946e-08
1810,0.0,2.0827128199840672e-07
1811,0.0,2.0307322312618226e-07
1812,0.0,6.668020802180763e-08
1813,0.0,9.777521370324394e-08
1814,0.0,5.034683425719777e-08
1815,0.0,9.440282111583542e-08
1816,0.0,1.0892738089296472e-07
1817,1.556873407970727e-09,7.472992535895173e-08
1818,0.0,1.2159600260019943e-07
1819,0.0,1.666519102716535e-07
1820,0.0,1.376511802320124e-07
1821,0.0,8.382264748973967e-08
1822,0.0,7.719724237631453e-08
1823,9.882686891060644e-10,1.2748666611273052e-07
1824,0.0,1.1115868936428797e-07
1825,0.0,8.805443041381977e-08
1826,0.0,1.2507337998624024e-07
1827,0.0,5.806882147352255e-08
1828,3.668920500743411e-09,3.0268594741755805e-08
1829,0.0,4.20085635721712e-08
1830,0.0,9.080047091991617e-08
1831,0.0,7.639690835503643e-08
1832,5.411987746839486e-09,8.388581240748039e-08
1833,0.0,8.91939393454777e-08
1834,0.0,1.5962048394158046e-07
1835,0.0,1.64875316954749e-07
1836,6.720750067579218e-10,6.317505202302343e-08
1837,0.0,1.0019363116953173e-07
1838,0.0,1.7989661516004674e-07
1839,0.0,1.5800734431969943e-07
1840,0.0,7.898413939555482e-08
1841,0.0,1.0080261514389122e-07
1842,0.0,3.085801836277824e-08
1843,0.0,7.678984226267005e-08
1844,5.488561272137815e-10,5.9825318532436e-08
1845,0.0,1.0100212355368399e-07
1846,0.0,9.542837009490768e-08
1847,0.0,6.256139428728602e-08
1848,8.045221711050488e-10,9.65426626420296e-08
1849,0.0,5.53041381579078e-08
1850,0.0,1.3577992596935928e-07
1851,0.0,6.771910521230495e-08
1852,0.0,7.942865498655749e-08
1853,0.0,4.4789487896323976e-08
1854,0.0,5.351534276831771e-08
1855,0.0,9.234070930119742e-08
1856,0.0,7.403380930526282e-08
1857,0.0,7.322263489983882e-08
1858,0.0,5.089422994153381e-08
1859,0.0,7.689181713566029e-08
1860,0.0,1.0390207599852985e-07
1861,4.715963730639317e-10,7.309743527139645e-08
1862,4.517986262886353e-10,9.216692137270499e-08
1863,0.0,7.941447482950892e-08
1864,0.0,7.671564772326889e-08
1865,4.706844358715045e-10,1.0072646983161349e-07
1866,0.0,8.758103159367536e-08
1867,0.0,9.12328594893097e-08
1868,0.0,7.409811209058148e-08
1869,0.0,5.56721166944385e-08
1870,0.0,1.1410757094765245e-07
1871,0.0,8.603153256458995e-08
1872,4.23313739617015e-09,6.410179709259722e-08
1873,5.986004469882289e-10,5.387404028445175e-08
1874,0.0,3.4652732239237594e-08
1875,0.0,5.950388071163104e-08
1876,0.0,4.836811684505449e-08
1877,0.0,8.967983156082937e-08
1878,0.0,5.9183070222346146e-08
1879,0.0,1.044694650786937e-07
1880,1.2835692508872398e-09,1.0396910532506354e-07
1881,0.0,8.157834141542253e-08
1882,0.0,1.044895456825401e-07
1883,0.0,7.583206473871229e-08
1884,0.0,4.555170995956814e-08
1885,0.0,8.830520781266671e-08
1886,0.0,1.0712750286856476e-07
1887,0.0,7.312395677860906e-08
1888,0.0,6.784457684538836e-08
1889,0.0,1.0337475941923913e-07
1890,6.554386478008212e-10,9.766036068725725e-08
1891,6.374220040683554e-10,5.991766849344771e-08
1892,0.0,8.775917548220491e-08
1893,4.310891643655168e-09,4.741980719202843e-08
1894,0.0,7.624862785604591e-08
1895,0.0,6.199172841725442e-08
1896,3.5382172747233653e-09,3.774098500386458e-08
1897,0.0,8.623535718843556e-08
1898,0.0,8.374365512153759e-08
1899,0.0,8.401918805134301e-08
1900,0.0,6.177353362168958e-08
1901,0.0,6.594712109730949e-08
1902,0.0,4.6156668043195737e-08
1903,1.6200660812870638e-09,5.508224720784938e-08
1904,5.374625189347171e-10,7.578221428161669e-08
1905,5.160759042333041e-10,6.244518513387476e-08
1906,0.0,6.430230486964561e-08
1907,0.0,5.0914149674063935e-08
1908,4.911389073214423e-10,4.764047356609069e-08
1909,0.0,5.831042437787204e-08
1910,0.0,5.932007263176331e-08
1911,0.0,4.628725447375359e-08
1912,0.0,3.5424063904443415e-08
1913,0.0,1.0499919622652953e-07
1914,6.696743715117748e-10,5.9601019508637165e-08
1915,1.1780761921542648e-09,5.183535289887686e-08
1916,4.394984820521586e-09,4.175235646108888e-08
1917,3.289927441585405e-09,4.82522672928809e-08
1918,0.0,4.020231791912465e-08
1919,0.0,4.88015977073708e-08
1920,0.0,8.102287996081259e-08
1921,7.572747429129834e-10,5.300923089368581e-08
1922,0.0,1.1435799862624663e-07
1923,0.0,2.569059400769902e-07
1924,0.0,1.2762708090363617e-07
1925,3.299453377181294e-09,7.038833871320094e-08
1926,0.0,1.1703445113031563e-07
1927,0.0,8.696395736862428e-08
1928,0.0,7.426926629250374e-08
1929,0.0,1.036057779568722e-07
1930,0.0,9.558279023824667e-08
1931,0.0,9.466446027062148e-08
1932,0.0,1.0849941034507538e-07
1933,2.2941324395731044e-09,1.3191261749589955e-07
1934,2.3963160344919743e-09,8.387105943086226e-08
1935,0.0,9.215578700150218e-08
1936,0.0,7.032334359280412e-08
1937,1.2591118148108649e-09,1.1206095362759072e-07
1938,2.5930428915188486e-09,7.260520018537164e-08
1939,3.058810094103137e-09,7.49408490818837e-08
1940,2.5357829169792012e-09,1.242533644862931e-07
1941,5.9030051957620344e-09,1.0625409307962741e-07
1942,6.068423541449874e-09,3.641054058256543e-08
1943,2.9032352077962287e-09,1.1903264152124393e-07
1944,0.0,1.2531425674922048e-07
1945,0.0,1.0456819099502468e-07
1946,4.1763312808029696e-09,1.7401379803771988e-07
1947,2.3841741914054637e-09,1.204008004407342e-07
1948,1.9569398546082084e-08,1.0437012742947616e-07
1949,0.0,1.5118192386864848e-07
1950,1.0635361036293034e-08,1.063536176904023e-07
1951,0.0,8.209279678261794e-08
1952,1.0544803918932644e-09,8.014050911775428e-08
1953,2.1547654771580937e-09,8.619062041859138e-08
1954,9.772536113672459e-10,1.0456613308562623e-07
1955,2.815682353940474e-09,1.2107433811081592e-07
1956,0.0,1.0378158576962448e-07
1957,8.835037701437898e-10,1.1043797149001833e-07
1958,0.0,1.1084806417205328e-07
1959,2.325224457422337e-09,9.300897108044381e-08
1960,0.0,1.5225833838172775e-07
1961,0.0,1.2854094588732323e-07
1962,6.341956404476434e-10,1.0464228328288527e-07
