year,vos_DET oeufs_NOUN,vos_DET jeux_NOUN
1868,0.0,8.249589655839884e-08
1869,4.883519144627257e-10,6.25090453842958e-08
1870,0.0,5.8487298559839473e-08
1871,0.0,5.2043770182308435e-08
1872,0.0,6.954440534556738e-08
1873,1.7958012854535355e-09,5.8662842139511895e-08
1874,5.974609140757536e-10,3.764003819739514e-08
1875,5.721527140956084e-10,9.383304688803662e-08
1876,0.0,6.650616390935227e-08
1877,0.0,6.803297569746292e-08
1878,0.0,4.891661720130003e-08
1879,0.0,6.292605025937092e-08
1880,0.0,9.883483031991602e-08
1881,0.0,8.297283865532634e-08
1882,0.0,8.186123601205963e-08
1883,0.0,7.330433315910767e-08
1884,0.0,5.941527447816952e-08
1885,0.0,4.254119401192469e-08
1886,0.0,7.550552638679875e-08
1887,0.0,5.5495858797272035e-08
1888,6.340614699951175e-10,4.5652424729425434e-08
1889,0.0,6.3277880435475e-08
1890,5.898947996740844e-09,5.2435091046909577e-08
1891,0.0,5.226860610996198e-08
1892,0.0,7.020734171803156e-08
1893,0.0,3.633465806007763e-08
1894,6.301539290376468e-10,4.2850468284783005e-08
1895,6.018614495673091e-10,5.6574975593193244e-08
1896,0.0,5.897028931833859e-08
1897,0.0,4.952706622596281e-08
1898,5.6583548957434e-10,8.657282724033877e-08
1899,0.0,5.5828543565894506e-08
1900,0.0,5.8139794534284306e-08
1901,0.0,4.415103666000064e-08
1902,0.0,5.7941350939394454e-08
1903,5.400220270956879e-10,5.0762069658816245e-08
1904,0.0,5.535864033845428e-08
1905,5.160759042333041e-10,7.225062559346185e-08
1906,1.0288369045596824e-09,5.812928394188788e-08
1907,1.028568674676933e-09,5.605699449073853e-08
1908,9.822778146428846e-10,4.223794491942101e-08
1909,5.500983557560346e-10,1.0121809990160102e-07
1910,5.344150677544235e-10,5.344150588726393e-08
1911,1.0640748282497725e-09,5.3735778937635814e-08
1912,0.0,6.720153633565928e-08
1913,5.30298971401777e-10,3.287853783673356e-08
1914,0.0,6.361906407237328e-08
1915,0.0,8.246533322875393e-08
1916,0.0,6.262853702310167e-08
1917,0.0,4.496233874107247e-08
1918,1.1486376294556067e-09,9.303964798590414e-08
1919,1.8415696745321952e-09,6.169258093269292e-08
1920,0.0,6.739286195767136e-08
1921,7.572747429129834e-10,6.891200504677286e-08
1922,0.0,8.337067253227914e-08
1923,1.0615948120573648e-09,7.00652584839645e-08
1924,0.0,7.219309572370491e-08
1925,0.0,1.121814150462086e-07
1926,1.1146138456652466e-09,7.690835612805813e-08
1927,1.1149224876660924e-09,6.801026986025249e-08
1928,0.0,9.597874806033246e-08
1929,1.1140406375176326e-09,4.2333544891803854e-08
1930,1.0503603542488804e-09,4.621585658615146e-08
1931,1.1405356659111021e-09,5.246464152008912e-08
1932,0.0,5.6989590047074046e-08
1933,0.0,4.9323848783089375e-08
1934,1.1981580172459871e-09,7.188947925840239e-08
1935,2.393656828303392e-09,4.6676309928272985e-08
1936,0.0,4.849885959501421e-08
1937,1.2591118148108649e-09,6.043736844318914e-08
1938,1.2965214457594243e-09,4.9267813606590494e-08
1939,0.0,5.047036655270176e-08
1940,2.5357829169792012e-09,1.7750480196809804e-08
1941,2.9515025978810172e-09,8.264207451702532e-08
1942,3.034211770724937e-09,5.4615812983271894e-08
1943,0.0,6.096794180621146e-08
1944,0.0,9.960876745651603e-08
1945,4.357008087652048e-09,3.485606470121638e-08
1946,2.7842208538686464e-09,1.0997672550416837e-07
1947,0.0,5.364391952866754e-08
1948,1.0871887834440486e-09,5.327225038875838e-08
1949,9.817008317369869e-10,4.0249733768149554e-08
1950,1.0635361480382244e-09,7.232046095317912e-08
1951,0.0,4.371174633366337e-08
1952,0.0,6.537778318715937e-08
1953,1.0773827385790469e-09,4.848222245890099e-08
1954,0.0,4.202190706514841e-08
1955,0.0,1.0511881098906883e-07
1956,2.616342476002842e-09,4.186147828377784e-08
1957,0.0,3.445664875645349e-08
1958,1.6544486891589827e-09,7.362296711166394e-08
1959,7.750747821333448e-10,6.278105502133258e-08
1960,1.3841666701708277e-09,5.329041685708802e-08
1961,3.47407969059077e-09,7.434530074901247e-08
1962,1.9025869768540815e-09,5.834599792198247e-08
1963,0.0,4.5908979173781006e-08
1964,4.867174663303331e-09,7.90915896664579e-08
1965,2.188817349590977e-09,4.760677657644763e-08
1966,1.1078149508847446e-09,7.034625071344891e-08
1967,1.4791006197611978e-09,8.430874176568182e-08
1968,1.3474247273492779e-09,1.068956958505396e-07
1969,1.3625273131978588e-09,4.859680985402903e-08
1970,2.7592350626548523e-09,6.57617682531253e-08
1971,1.0276794970565106e-09,1.0636482450365747e-07
1972,1.5390440033513642e-09,7.336110163791432e-08
1973,2.205281512956958e-09,6.781240663444876e-08
1974,1.6876715580593782e-09,4.725480284850647e-08
1975,3.998036124386317e-09,7.881842956081186e-08
1976,0.0,5.656391754982337e-08
1977,6.464460078348111e-09,7.052137862562091e-08
1978,2.970295565063452e-09,5.7623734561751405e-08
1979,3.5111840102075575e-09,8.075723489930908e-08
1980,2.2740602734216964e-09,7.78865623107805e-08
1981,3.1627747087981106e-09,4.807417813834647e-08
1982,4.345251713999687e-09,6.393727247644421e-08
1983,8.209910973278056e-09,8.39937009944336e-08
1984,7.538710988796993e-09,1.182997710902356e-07
1985,4.210890747202711e-09,1.1369404384620196e-07
1986,2.997242676272549e-09,7.972665916344823e-08
1987,0.0,6.721898415662508e-08
1988,1.1993107618124554e-09,5.996553648079939e-08
1989,2.7440609784434855e-09,9.768857589520508e-08
1990,2.724325431913144e-09,6.865299950753467e-08
1991,7.033758464558559e-09,4.982245577211941e-08
1992,2.7549720282848966e-09,7.548623814912503e-08
1993,2.7696036575264316e-09,1.1023022716827313e-07
1994,1.5824779264761446e-09,9.389369592938124e-08
1995,9.760411145975922e-09,9.814635898441892e-08
1996,5.338092190498855e-10,7.473329222129621e-08
1997,4.794894259418925e-09,1.1220052820171134e-07
1998,0.0,8.153500741236996e-08
1999,1.3710603763428253e-09,6.763897619777026e-08
2000,7.068850393920911e-09,7.245571820302388e-08
2001,1.3143635069212678e-09,5.082205598028189e-08
2002,1.752488598683044e-09,6.221334603040418e-08
2003,8.333845835650777e-10,6.417061088059839e-08
2004,8.809582507929292e-10,6.078611944349e-08
2005,3.602999676388663e-09,9.908249298806737e-08
2006,1.2353669198716943e-09,6.794518436770147e-08
2007,0.0,6.391167489683269e-08
2008,5.108927503272298e-09,8.770325549134483e-08
2009,4.76819250749827e-10,9.0595660529047e-08
2010,9.447586046817946e-10,1.0959200019700077e-07
2011,2.2943831279320648e-09,1.495172985144233e-07
2012,1.0212758416727752e-09,1.3923394115433751e-07
2013,5.578250084070646e-10,1.6539511155100328e-07
2014,1.9489005964601347e-09,1.3837194956511922e-07
2015,3.768178213903184e-09,1.578201638263721e-07
2016,3.72841224560716e-09,1.6363586730072655e-07
2017,2.264050280587071e-09,1.4489921557059304e-07
2018,6.9699601645822895e-09,1.3371996920863438e-07
2019,1.198964216797549e-08,1.2576370300720896e-07
