year,quelques_DET oeufs_NOUN,quelques_DET jeux_NOUN
1911,1.1172785363555704e-08,3.9902807169589494e-08
1912,6.772247651554153e-09,3.698689238218478e-08
1913,7.954484682048957e-09,6.522677331588511e-08
1914,8.705766885164223e-09,5.4913299074588195e-08
1915,4.712304657594757e-09,7.421879821833954e-08
1916,8.789969641043172e-09,3.735737053034427e-08
1917,1.096642476827725e-08,4.7155623406069935e-08
1918,5.743188147278033e-09,5.3985966808056673e-08
1919,6.445493971884986e-09,5.7088660465609564e-08
1920,4.543339038320937e-09,5.149117665581571e-08
1921,4.543648624011354e-09,4.846558204762985e-08
1922,5.1645547283207804e-09,5.6810102844195853e-08
1923,1.1677542488541803e-08,5.520293022698297e-08
1924,1.0313299547703991e-08,7.606058294307161e-08
1925,4.399271169575059e-09,5.939016167744171e-08
1926,4.458455382660986e-09,5.795992130686045e-08
1927,8.919379901328739e-09,5.2401356143150224e-08
1928,3.4278122562625413e-09,5.0274582275022794e-08
1929,4.4561625500705304e-09,4.0105462950634774e-08
1930,9.453243188239924e-09,5.3568378621804413e-08
1931,7.983749661377715e-09,4.790249796826629e-08
1932,5.4797681947604815e-09,5.808554481845363e-08
1933,1.2617728861741284e-08,5.620624476954106e-08
1934,1.0783422155213884e-08,5.751158482780738e-08
1935,5.98414207075848e-09,5.146362358487977e-08
1936,9.699771652549316e-09,8.24480599348476e-08
1937,1.1332006444320086e-08,4.91053593343338e-08
1938,1.426173557028676e-08,4.5378249491356826e-08
1939,2.7529290846928234e-08,5.047036566452334e-08
1940,2.5357829169792012e-09,4.3108311142958655e-08
1941,2.9515025978810172e-09,7.96905674782522e-08
1942,3.034211770724937e-09,9.406056555860687e-08
1943,2.9032352077962287e-09,9.290352687152392e-08
1944,1.6065930807940276e-08,8.354284375400312e-08
1945,1.742803190651898e-08,3.921307190069001e-08
1946,2.7842208538686464e-09,5.8468637043063154e-08
1947,7.152522574216391e-09,3.814678706248742e-08
1948,1.630783130757152e-08,5.3272251943070614e-08
1949,6.871905600114303e-09,4.417653798327592e-08
1950,1.0635361258337639e-08,4.998619962393036e-08
1951,1.2793682557799002e-08,4.584402679697064e-08
1952,1.581720565635436e-08,6.537778263204785e-08
1953,1.8315507332999914e-08,7.972632287689407e-08
1954,8.795282724349818e-09,7.818029157391493e-08
1955,2.2525459275613002e-08,6.569925670163457e-08
1956,2.52913103793162e-08,6.71527911055847e-08
1957,1.6786571077620493e-08,5.91947520445224e-08
1958,1.0753916701577992e-08,6.204182700919603e-08
1959,5.425523585955716e-09,5.73555332117337e-08
1960,1.799416665670961e-08,6.228750148995488e-08
1961,4.86371165564492e-09,5.6280090143800976e-08
1962,8.878739188311613e-09,5.77118033362467e-08
1963,8.405869444949587e-09,5.6901267253550714e-08
1964,8.517555549758526e-09,6.996563806094258e-08
1965,9.302474013317408e-09,5.253161577956078e-08
1966,6.092982229866095e-09,5.98220071257316e-08
1967,5.423369309198733e-09,7.148986774785371e-08
1968,3.5931326802796093e-09,7.096437082410034e-08
1969,9.083515273289322e-09,5.2684389406643106e-08
1970,3.678980065036086e-09,6.760126058935612e-08
1971,7.707596449968435e-09,7.347908481669663e-08
1972,7.182205497002769e-09,6.412683495327087e-08
1973,5.513203671370093e-09,5.3478077299828897e-08
1974,1.0126029126311664e-08,5.17552610768135e-08
1975,7.4249242310031605e-09,6.568201893486503e-08
1976,8.570290255249802e-09,6.856232093177539e-08
1977,8.22749424145286e-09,7.169673726936665e-08
1978,2.9702956760857546e-09,8.792075389951748e-08
1979,1.287434159280565e-08,5.442335349048477e-08
1980,6.822180764753938e-09,7.674953561576103e-08
1981,8.223214609248686e-09,8.349725366674221e-08
1982,6.828252629986764e-09,6.39372723654219e-08
1983,1.578829045278951e-08,6.441622391051283e-08
1984,6.378909400694965e-09,7.770671051066103e-08
1985,7.218669662023558e-09,8.241314852774906e-08
1986,5.395036972721812e-09,7.732886508904357e-08
1987,9.77730663098697e-09,6.844115185700161e-08
1988,7.795519729736355e-09,9.17472736672309e-08
1989,1.2622681122564927e-08,5.7076470438843785e-08
1990,8.172976628806339e-09,5.503137667783875e-08
1991,7.6199047072123e-09,8.381895044706766e-08
1992,1.0468893973936133e-08,6.391535056771147e-08
1993,1.218625611532076e-08,7.810282492970444e-08
1994,1.4769794165481187e-08,8.756378289120903e-08
1995,1.8978577598360857e-08,9.489288732567047e-08
1996,8.540947282753564e-09,7.31318623437005e-08
1997,1.3425704992187093e-08,6.664903307029846e-08
1998,8.10582001520288e-09,8.773357507152468e-08
1999,6.398281460207045e-09,8.63767997127951e-08
2000,5.7434409450607404e-09,8.924423811063065e-08
2001,1.1391150411821371e-08,7.141375557573326e-08
2002,5.257465574004527e-09,7.667137857936268e-08
2003,9.58392298855415e-09,6.792084139561894e-08
2004,3.9643119897903034e-09,6.034563870827014e-08
2005,2.702249757291497e-09,8.467049417149042e-08
2006,4.529678854225949e-09,7.947527630447482e-08
2007,3.1955835755326234e-09,8.30851739908045e-08
2008,5.960415355721338e-09,8.727751543702311e-08
2009,9.53638501499654e-09,1.034697749702218e-07
2010,4.723792912386671e-09,9.967202940774911e-08
2011,4.206369030868018e-09,1.2810306054822362e-07
2012,1.3617010852229328e-09,1.3038288060318592e-07
2013,2.789125042035323e-10,1.118439137970384e-07
2014,4.3308902714089825e-09,1.0242555764650163e-07
2015,4.433150790905671e-10,1.1481860640039088e-07
2016,1.4499380585064614e-09,1.1205949468351406e-07
2017,1.509366853724714e-09,1.079197244069352e-07
2018,2.8396134332808742e-09,1.2726630765902414e-07
2019,5.101975453225549e-09,1.387737362801289e-07
