year,nos_DET oies_NOUN,nos_DET joies_NOUN
1938,0.0,1.892921339674558e-07
1939,3.058810094103137e-09,1.7894039494592562e-07
1940,0.0,1.4707541140523972e-07
1941,5.9030051957620344e-09,2.2431420099167099e-07
1942,3.034211770724937e-09,2.397027336620283e-07
1943,5.806470415592457e-09,2.0903293496132846e-07
1944,0.0,2.217098487022895e-07
1945,4.357008087652048e-09,2.94098034814283e-07
1946,0.0,2.450114360286193e-07
1947,1.1920870957027319e-09,2.7537212687889223e-07
1948,1.4133454406817236e-08,1.9569398701513308e-07
1949,2.945102384188658e-09,1.6885254439102937e-07
1950,1.0635361480382244e-09,1.5102212680417892e-07
1951,4.264560815592233e-09,1.6205330966023723e-07
1952,2.1089607837865287e-09,1.7082582992600237e-07
1953,6.464296431474281e-09,1.5406573794507494e-07
1954,4.886268056836229e-09,1.4951980897848216e-07
1955,1.8771215692936494e-09,1.191972178737899e-07
1956,3.488456634670456e-09,1.2122386738866453e-07
1957,1.7670075402875796e-09,1.2722454467706257e-07
1958,8.272243445794913e-10,1.0505749481470872e-07
1959,3.8753740216890264e-09,1.3098763584906692e-07
1960,6.228750015768725e-09,1.5433458799840594e-07
1961,4.86371165564492e-09,1.8134696100347014e-07
1962,2.5367825617905737e-09,1.6742765307498075e-07
1963,2.5864212993553792e-09,1.564784826157961e-07
1964,1.2167936658258327e-09,1.6487554388433523e-07
1965,1.6416130677043839e-09,1.6306689087919324e-07
1966,1.6617224263271169e-09,1.2518309056019916e-07
1967,1.9721342336964653e-09,1.26709622350063e-07
1968,1.1228539820162808e-08,1.8145320535012388e-07
1969,4.995933444718048e-09,1.2989427355947214e-07
1970,2.7592350626548523e-09,1.503783040313067e-07
1971,6.166076982339064e-09,1.5672112674280925e-07
1972,4.104117490300041e-09,1.2363653612013081e-07
1973,2.205281512956958e-09,1.0640483516510812e-07
1974,2.2502286700643026e-09,9.901005837420485e-08
1975,2.2845920710778955e-09,9.538172029976977e-08
1976,3.4281161798155324e-09,9.427319014321256e-08
1977,7.052138428775834e-09,9.402851119943989e-08
1978,2.3762365408686037e-09,1.1524747201008267e-07
1979,2.9259866751729646e-09,1.111874956549741e-07
1980,2.8425752862659692e-09,1.1199746996481963e-07
1981,5.692994575756671e-09,1.1639011454622761e-07
1982,2.483000915987077e-09,9.000878486986608e-08
1983,1.89459470334441e-09,1.3135857246382443e-07
1984,1.739702604197646e-09,1.1424046952868139e-07
1985,2.4062232206745193e-09,9.564737069034379e-08
1986,2.3977942409381114e-09,1.0790073479149953e-07
1987,2.4443267410134695e-09,9.960631430772082e-08
1988,4.797243047249822e-09,9.714417348316573e-08
1989,5.488122178931576e-10,1.0646957004922797e-07
1990,3.8140557934163155e-09,9.916544518873138e-08
1991,5.861465035561508e-09,1.0609251965831845e-07
1992,1.65298330578878e-09,1.2176976493805114e-07
1993,2.2156829704300662e-09,1.2075472044514868e-07
1994,1.5824779264761446e-09,1.1446590431063441e-07
1995,3.795715575183323e-09,1.1929391696696712e-07
1996,2.6690460952494277e-09,1.238437370432166e-07
1997,1.438468344439059e-09,1.0356972302005829e-07
1998,5.2449422582867555e-09,9.440896198142923e-08
1999,3.1991408688814005e-09,1.1516906672781602e-07
2000,2.6508188977203417e-09,1.0647455606083156e-07
2001,6.1336963841363e-09,1.1654023235330158e-07
2002,4.819343757400674e-09,1.3450349545252038e-07
2003,4.583615376141381e-09,9.95894557931365e-08
2004,6.607187019724847e-09,1.074769082620719e-07
2005,5.854874363109275e-09,1.1934936505753058e-07
2006,1.2353669753828456e-09,1.2147775407811423e-07
2007,1.1983438685803094e-09,1.1504100960735286e-07
2008,8.514879357157668e-10,1.1963405244230785e-07
2009,5.245011536203492e-09,1.430457794437956e-07
2010,2.3618964561933353e-09,1.317938207456848e-07
2011,5.353560705856353e-09,1.9196338651994438e-07
2012,7.489356135259584e-09,1.5217010185253343e-07
2013,9.761937924679387e-09,1.623270819983702e-07
2014,6.71287994635783e-09,1.892599108543891e-07
2015,5.098123256885856e-09,2.0525488508837952e-07
2016,4.55694829093467e-09,2.2163338586622672e-07
2017,3.018733624182701e-09,1.7735059287815602e-07
2018,4.388493513030056e-09,2.204572506769864e-07
2019,6.377469385920875e-09,1.9923213745443036e-07
