year,des_DET îles_NOUN,des_DET iles_NOUN,des_DET gilles_NOUN
1800,4.276063705788147e-06,3.584347454399506e-07,0.0
1801,3.000289961363478e-06,3.0002900719416914e-07,0.0
1802,3.981117544071822e-06,2.7077865638602816e-07,0.0
1803,4.341455323242371e-06,4.1542226791868586e-07,0.0
1804,4.23180875941398e-06,3.4605912624385837e-07,0.0
1805,3.894742476973079e-06,4.4633179796527145e-07,0.0
1806,2.8903140716352027e-06,1.6425513926776603e-07,0.0
1807,3.2910801905927656e-06,2.135216305987342e-07,0.0
1808,4.0018864524427045e-06,3.489753863661349e-07,0.0
1809,3.318515751971063e-06,2.756017205562955e-07,0.0
1810,2.7028463058798025e-06,2.363527977777835e-07,0.0
1811,3.0260417602789857e-06,3.6854028939714567e-07,0.0
1812,3.326008723547602e-06,4.267533113555544e-07,0.0
1813,3.640688916561885e-06,2.4156230171712423e-07,0.0
1814,2.608595345066078e-06,1.7621391412703247e-07,3.1466771410748606e-09
1815,3.827360323782614e-06,3.2096960111971384e-07,0.0
1816,4.03263070580806e-06,4.959672210702593e-07,0.0
1817,3.1090761787311294e-06,2.522134935345477e-07,0.0
1818,3.2795159938814322e-06,2.813397803613782e-07,1.1921177378582115e-09
1819,2.586727298137248e-06,2.546358294219786e-07,0.0
1820,3.5172250179016373e-06,2.7530236756945214e-07,0.0
1821,2.921959094237536e-06,2.0709126091755792e-07,0.0
1822,2.6968907320679136e-06,3.398683645627898e-07,0.0
1823,2.610017496351702e-06,4.882047340837303e-07,0.0
1824,3.4105506259152207e-06,3.023179395711395e-07,4.210556348027694e-09
1825,3.725582956803919e-06,2.888185297589274e-07,1.7610886082763955e-09
1826,3.956546528627314e-06,3.576041787134443e-07,0.0
1827,3.0370913819410816e-06,2.5624019173164925e-07,0.0
1828,3.590955969912102e-06,3.4029238227262226e-07,9.172301251858528e-10
1829,3.2612361451356264e-06,4.2265756683423916e-07,0.0
1830,3.334569143476074e-06,2.974498249930235e-07,1.0436835840010872e-09
1831,3.0200166989402533e-06,2.946737971409874e-07,0.0
1832,2.5693411558336265e-06,4.383709959476789e-07,0.0
1833,4.806047627425869e-06,5.189465461796772e-07,1.1583628500844156e-09
1834,3.4332405789427867e-06,3.4071037724459075e-07,0.0
1835,3.022209931202724e-06,4.0462519734774105e-07,0.0
1836,2.916805563302205e-06,4.509623268145191e-07,2.016224964762614e-09
1837,3.2020214959516125e-06,5.114049805854393e-07,1.3915781860163179e-09
1838,2.6441645530894675e-06,4.1597145616911746e-07,1.2624323808552163e-09
1839,3.2293624769863527e-06,6.35525085890265e-07,0.0
1840,2.58800446317764e-06,4.4396729736995155e-07,0.0
1841,2.5855549381503806e-06,4.6741593262566994e-07,0.0
1842,2.2029942954304715e-06,4.04508388118785e-07,0.0
1843,2.3285042587417593e-06,5.079943405927878e-07,0.0
1844,2.1240732266392115e-06,4.544528633410039e-07,0.0
1845,2.0674743694826248e-06,4.871539065476327e-07,0.0
1846,2.0279992938299074e-06,4.1391324367978655e-07,0.0
1847,2.1540535648512105e-06,4.185141433410422e-07,0.0
1848,2.411152955517082e-06,4.030656070574956e-07,0.0
1849,2.295121817041945e-06,5.354446133143398e-07,0.0
1850,1.5682581384623973e-06,4.1684435014843757e-07,0.0
1851,2.211512644123559e-06,3.766472331800941e-07,0.0
1852,1.8489949233924108e-06,4.186280719853386e-07,0.0
1853,2.103314322710048e-06,3.744401331218228e-07,0.0
1854,1.977989530388413e-06,3.0134853934438155e-07,0.0
1855,2.1609847493664347e-06,3.614024244313896e-07,0.0
1856,1.815122598003427e-06,3.085604831087885e-07,0.0
1857,1.916480503183493e-06,3.168099457773188e-07,0.0
1858,1.6261685544805005e-06,3.205357820279531e-07,0.0
1859,1.9070189516412483e-06,3.1775161080105363e-07,5.092173349652285e-10
1860,1.92974074053609e-06,3.3321898651461623e-07,4.577183909670879e-10
1861,1.8496009488444543e-06,2.749406818880473e-07,0.0
1862,1.6147283012912794e-06,2.760489586917103e-07,0.0
1863,1.941908625013866e-06,3.2265250871077455e-07,0.0
1864,1.9097401100509614e-06,3.0350628155151327e-07,0.0
1865,1.7970732173466786e-06,3.0688625868302566e-07,0.0
1866,1.7842202169049415e-06,3.561628514892057e-07,0.0
1867,1.9047284602891068e-06,2.562284500129408e-07,0.0
1868,1.5456866435670236e-06,2.5390953117820914e-07,0.0
1869,1.7981117608201203e-06,2.3685068195611336e-07,0.0
1870,1.856685031498273e-06,2.8899606308030457e-07,0.0
1871,1.6356613166124134e-06,2.8252331540912223e-07,0.0
1872,1.7839651214046626e-06,2.64268726568595e-07,0.0
1873,1.967001033165161e-06,3.3461764692432894e-07,0.0
1874,1.794175101821338e-06,3.202390500001151e-07,0.0
1875,1.9544736424847997e-06,2.408762899697159e-07,0.0
1876,2.053831259729577e-06,2.6118783247319755e-07,0.0
1877,2.1009819697326293e-06,2.6903949634782265e-07,6.184815992682502e-10
1878,2.1952087294607736e-06,3.5147495380805083e-07,0.0
1879,2.100996994158777e-06,2.55369798862759e-07,6.10932526790009e-10
1880,1.9612938366719845e-06,2.5928099334215915e-07,6.417846254436199e-10
1881,2.076412741303102e-06,2.398542626735889e-07,0.0
1882,2.0525207631294506e-06,2.4891141303662323e-07,0.0
1883,1.8705243363115187e-06,2.8437025501037994e-07,0.0
1884,2.1878023268584457e-06,2.6208736603194893e-07,6.601696966868076e-10
1885,1.8731017092932234e-06,2.5524716767977296e-07,0.0
1886,1.581744040635158e-06,4.1302168496404335e-07,6.453463874400711e-10
1887,1.8640080163834227e-06,2.7356194121086475e-07,0.0
1888,1.6352445477707533e-06,2.6250144835593403e-07,0.0
1889,1.8526009029073975e-06,2.8381070227290195e-07,0.0
1890,1.6988970088505084e-06,3.080561583601593e-07,0.0
1891,1.5922801797074726e-06,3.065999781837192e-07,0.0
1892,1.770227939346114e-06,3.3661910570081943e-07,6.268512375839919e-10
1893,1.8315130354551457e-06,3.1469507943970854e-07,0.0
1894,1.5457675957009087e-06,2.999532626724033e-07,0.0
1895,1.5341448502681487e-06,4.02645318642314e-07,0.0
1896,1.616375641333434e-06,3.0723520905162616e-07,0.0
1897,1.411230041270528e-06,2.517140242908056e-07,0.0
1898,1.446841363161866e-06,3.202628796605822e-07,1.13167097914868e-09
1899,1.3979245743200863e-06,3.0788611304899405e-07,1.1055156790007459e-09
1900,1.553163144762948e-06,3.457241364301922e-07,0.0
1901,1.3642111262868184e-06,2.827901864344007e-07,1.676621730339889e-09
1902,1.3547472832442509e-06,2.9265292644797825e-07,4.910283846193408e-10
1903,1.5239421884416515e-06,2.862116745827592e-07,5.400220270956879e-10
1904,1.3613925169408958e-06,2.977542230553354e-07,1.6123875568041512e-09
1905,1.3242507250765811e-06,3.2203136557384937e-07,1.0321518084666081e-09
1906,1.3400601197588458e-06,3.0042038612343447e-07,0.0
1907,1.161768263813201e-06,3.065134617785681e-07,0.0
1908,1.2411080341223624e-06,2.7307323913206005e-07,4.4202499438483756e-09
1909,1.2030650715644242e-06,2.3764248185953463e-07,1.6502950672681038e-09
1910,1.3173331296911783e-06,2.2071342020701934e-07,0.0
1911,1.4508660655110361e-06,2.851720566354743e-07,0.0
1912,1.1231512466736149e-06,2.2660981902067334e-07,1.0418842455450772e-09
1913,1.2711266741405325e-06,2.9007354140908603e-07,1.060597942803554e-09
1914,1.3996193928278444e-06,3.1273792622243946e-07,1.3393487430235496e-09
1915,1.5691975043807815e-06,1.9673872431180683e-07,0.0
1916,1.265755624757503e-06,2.329341886042613e-07,0.0
1917,1.3938325480467029e-06,2.7745054276273606e-07,1.0966424435210342e-09
1918,1.2922173802110137e-06,3.779017720972888e-07,1.1486376294556067e-09
1919,1.3102768559036804e-06,2.633444605160129e-07,0.0
1920,1.230487708170358e-06,2.4685474775409944e-07,0.0
1921,1.219969558263756e-06,2.764052838277742e-07,0.0
1922,1.3088457464505154e-06,2.8036153909560824e-07,0.0
1923,1.2548050492000584e-06,3.089240911968716e-07,3.1847844361720945e-09
1924,1.2208368360688837e-06,2.900615425627251e-07,0.0
1925,1.6013347021726076e-06,3.6733915020903396e-07,0.0
1926,1.3185881364563556e-06,3.421864506192307e-07,0.0
1927,1.495111014548911e-06,3.389364319206223e-07,0.0
1928,1.496811343315585e-06,3.7934457652877285e-07,2.2852082448565625e-09
1929,1.5050689121665073e-06,3.8322997597539654e-07,0.0
1930,1.5524326535398814e-06,3.3821604183970067e-07,0.0
1931,1.3925940223202815e-06,3.786578508524485e-07,0.0
