year,des_DET îles_NOUN,des_DET iles_NOUN,des_DET gilles_NOUN
1932,1.7491420898352317e-06,3.945433156848921e-07,1.0959536611565568e-09
1933,1.373038234220303e-06,3.544434568070187e-07,0.0
1934,1.695393535783296e-06,3.1032292646671067e-07,0.0
1935,1.862264980445616e-06,4.3085821399557744e-07,0.0
1936,1.5119518721462555e-06,3.394920011778879e-07,0.0
1937,1.38502300828236e-06,3.437375163395373e-07,0.0
1938,1.4054292911680477e-06,3.5265383513394255e-07,0.0
1939,1.2097594215276786e-06,4.236451891515003e-07,0.0
1940,1.4225742646090112e-06,4.6911983586639394e-07,0.0
1941,1.770901540965042e-06,4.604344150394013e-07,0.0
1942,1.6536454232607412e-06,5.582949653692992e-07,0.0
1943,1.7564573120409932e-06,4.761305880673916e-07,2.9032352077962287e-09
1944,1.619445846756662e-06,3.373845327558911e-07,0.0
1945,1.6099144630743467e-06,3.899522149630741e-07,0.0
1946,1.2765652073198908e-06,2.54756209905338e-07,0.0
1947,1.1730136471044261e-06,2.7894838017239465e-07,0.0
1948,1.3948632187066323e-06,3.098488061681337e-07,0.0
1949,1.2713026027455498e-06,3.848267143835571e-07,0.0
1950,1.4921412692103786e-06,5.200691852724759e-07,0.0
1951,1.493662374230098e-06,4.147285166400394e-07,0.0
1952,1.545868311580989e-06,3.2688892559473715e-07,0.0
1953,1.4684727176472734e-06,3.555362915186322e-07,0.0
1954,1.3388374391354319e-06,3.2933446703076186e-07,0.0
1955,1.5730278235537298e-06,3.707314979450871e-07,0.0
1956,1.372707703950482e-06,4.6047627311196493e-07,0.0
1957,1.2952164780699604e-06,2.871387184133489e-07,0.0
1958,1.3831191036928203e-06,3.1434524905282757e-07,0.0
1959,1.3463049235440394e-06,3.325070978554834e-07,0.0
1960,1.1121779017742028e-06,2.6022332927366776e-07,0.0
1961,1.3660081314981198e-06,2.7375748085090024e-07,0.0
1962,1.1884826385255565e-06,2.4416532529158985e-07,6.341956404476434e-10
1963,1.1419049812388948e-06,2.508828623737358e-07,0.0
1964,1.308661566667979e-06,2.579602567109873e-07,0.0
1965,1.0758037092273298e-06,2.22712167929906e-07,0.0
1966,1.4335125637643387e-06,2.9855612926343866e-07,0.0
1967,1.1556706844828568e-06,2.4207947352250514e-07,0.0
1968,1.2719689586049299e-06,3.0721284627333034e-07,0.0
1969,1.2825924038395442e-06,2.4434656620275774e-07,1.3625273131978588e-09
1970,1.2136035856258331e-06,3.2742922262407603e-07,4.5987250119061684e-10
1971,1.081118849555196e-06,2.0861894356460908e-07,0.0
1972,1.2645811793277062e-06,2.6317653811780417e-07,0.0
1973,1.2514972773658428e-06,2.475428494408405e-07,0.0
1974,1.2860056557428834e-06,2.4640003593034976e-07,0.0
1975,1.1354422397857888e-06,2.890008938827293e-07,1.7134440533084216e-09
1976,1.1649880846675842e-06,2.2796971899108343e-07,1.142705374768127e-09
1977,1.1706548903589464e-06,2.8796230316929794e-07,0.0
1978,1.2433657907706674e-06,2.156434619760006e-07,0.0
1979,1.0492588060628805e-06,2.0013748391889408e-07,0.0
1980,1.268357106454232e-06,2.109190956334217e-07,5.685150683554241e-10
1981,1.1879381478507867e-06,2.2329190269010368e-07,0.0
1982,1.387376752148839e-06,2.278153385937287e-07,6.207502289967692e-10
1983,1.2359073888745797e-06,1.9766939629572988e-07,0.0
1984,1.395241456592089e-06,2.6037547817825413e-07,0.0
1985,1.3186102734152882e-06,2.1174764142095626e-07,0.0
1986,1.359549347768052e-06,1.834312574056085e-07,0.0
1987,1.3895997241775149e-06,2.352664495441914e-07,6.110816852533674e-10
1988,1.399595639384188e-06,2.422607744412275e-07,2.398621523624911e-09
1989,1.199154738174002e-06,1.7616871561543235e-07,1.6464366536794728e-09
1990,1.464052573396657e-06,1.427546527654755e-07,0.0
1991,1.3334832971167998e-06,1.5591497648514974e-07,0.0
1992,1.4953988305421717e-06,1.3719761166042233e-07,0.0
1993,1.3593215584251084e-06,1.4069587184195598e-07,0.0
1994,1.410515373834187e-06,1.2290579309848226e-07,5.274926606624319e-10
1995,1.446709894992182e-06,1.198361637144707e-07,5.422450821690461e-10
1996,1.4594344008855842e-06,1.0889708468297954e-07,5.338092190498855e-10
1997,1.3862039835998985e-06,9.493891051093328e-08,0.0
1998,1.287394937321551e-06,1.0728290666950357e-07,0.0
1999,1.330842536617638e-06,8.409170007550593e-08,0.0
2000,1.4729716824035677e-06,9.233685660525737e-08,4.4180314962005696e-10
2001,1.391472864042953e-06,8.280490079726199e-08,4.3812117822561447e-10
2002,1.422582606380729e-06,1.06025561996681e-07,4.38122149670761e-10
2003,1.3554999753750963e-06,7.708807425732545e-08,0.0
2004,1.3980806912172739e-06,9.998875899475124e-08,8.809582507929292e-10
2005,1.327254963712221e-06,8.467049295024509e-08,1.3511248786457486e-09
2006,1.4042005105352473e-06,7.123949535836616e-08,8.235779835885637e-10
2007,1.3225721460230488e-06,6.311277447879071e-08,3.994479469415779e-10
2008,1.494361370646402e-06,6.93962661779679e-08,4.257439678578834e-10
2009,1.4094777327500196e-06,9.011883905785112e-08,0.0
2010,1.371317090104185e-06,3.30665506087513e-08,0.0
2011,1.3609515718826515e-06,4.512286755353756e-08,3.82397197240536e-10
2012,1.445445725778427e-06,2.9276573776382264e-08,3.404252713057332e-10
2013,1.3340385365268048e-06,3.1238200304262165e-08,0.0
2014,1.346906856269925e-06,3.70291119711208e-08,0.0
2015,1.4698111812094794e-06,4.012001621200856e-08,0.0
2016,1.4213535379781206e-06,4.080539783846149e-08,6.21402013178951e-10
2017,1.1996949922377098e-06,2.4904552170523786e-08,5.031222660711876e-10
2018,1.3361671094003214e-06,1.8586560124322915e-08,0.0
2019,1.2946262941682107e-06,2.7550668413311996e-08,2.55098775436835e-10
