year,derniers_ADJ oeufs_NOUN,derniers_ADJ jeux_NOUN
1930,0.0,1.4705044737439721e-08
1931,1.1405356659111021e-09,1.9389106320488736e-08
1932,0.0,8.767629289252454e-09
1933,1.1470662197865522e-09,1.6058926854967126e-08
1934,0.0,1.677421224144382e-08
1935,2.393656828303392e-09,1.4361940969820353e-08
1936,3.6374143697059935e-09,1.4549657478823974e-08
1937,1.2591118148108649e-09,1.510934133364117e-08
1938,3.8895642262559704e-09,1.2965214679638848e-08
1939,1.5294050470515685e-09,3.8235125288110794e-08
1940,0.0,1.2678914806940611e-08
1941,0.0,1.7709015143196893e-08
1942,0.0,1.2136847082899749e-08
1943,2.9032352077962287e-09,1.1612940831184915e-08
1944,0.0,2.5705489292704442e-08
1945,2.178504043826024e-09,1.089252066321933e-08
1946,1.3921104269343232e-09,1.809743643832462e-08
1947,1.1920870957027319e-09,1.0728784083369192e-08
1948,2.174377566888097e-09,1.848220909650422e-08
1949,9.817008317369869e-10,1.8652315247891238e-08
1950,3.190608444114673e-09,8.508289184305795e-09
1951,4.264560704569931e-09,1.2793682557799002e-08
1952,2.1089607837865287e-09,1.370824520563474e-08
1953,0.0,3.016671712430252e-08
1954,1.9545072227344917e-09,2.247683283940205e-08
1955,0.0,2.3464020060259827e-08
1956,0.0,1.3953826316637219e-08
1957,6.184526224473075e-09,6.18452644651768e-09
1958,8.272243445794913e-10,2.4816730892496253e-08
1959,2.325224457422337e-09,7.750748154400355e-09
1960,0.0,3.8756666320693967e-08
1961,6.948159270159238e-10,1.876002952982958e-08
1962,6.341956404476434e-10,2.2196847582200974e-08
1963,6.466053248388448e-10,1.8104949539576864e-08
1964,2.4335873316516654e-09,2.981144464619945e-08
1965,0.0,3.1737852013158374e-08
1966,5.539074754423723e-10,1.8278947244709798e-08
1967,0.0,1.8242241384136548e-08
1968,8.982831700699023e-10,3.188905317585977e-08
1969,0.0,3.0429776920470886e-08
1970,2.7592350626548523e-09,1.3336302201460981e-08
1971,5.138397485282553e-10,1.7984391531555843e-08
1972,1.0260293725750103e-09,3.4371985424552776e-08
1973,0.0,2.7566018800939673e-08
1974,0.0,2.8127858375803783e-08
1975,0.0,2.341706872854843e-08
1976,5.713526873840635e-10,2.7996281737330264e-08
1977,0.0,2.8796231177352638e-08
1978,5.940591352171509e-10,2.2574247693363247e-08
1979,5.851973350345929e-10,3.4526642878063285e-08
1980,0.0,2.8994269207771595e-08
1981,0.0,2.5302197781407187e-08
1982,1.2415004579935385e-09,1.4277255044881088e-08
1983,6.315316047889041e-10,3.34711742766558e-08
1984,5.799008495621649e-10,3.421414973558967e-08
1985,0.0,3.368712508944327e-08
1986,0.0,3.5367463624425e-08
1987,2.4443267410134695e-09,3.422057481827778e-08
1988,2.398621523624911e-09,4.2575532377409075e-08
1989,5.488122178931576e-10,4.170972900396919e-08
1990,1.089730194969718e-09,2.7788120249283565e-08
1991,0.0,2.8721179212709558e-08
1992,0.0,3.5263641895433295e-08
1993,2.7696036575264316e-09,3.877445209354846e-08
1994,0.0,3.217705202285259e-08
1995,3.795715741716776e-09,2.6027764832292632e-08
1996,1.067618438099771e-09,3.843426288341334e-08
1997,0.0,3.116681435155755e-08
1998,5.72175506974304e-09,3.24232790616108e-08
1999,4.570201161957499e-10,1.690974427148717e-08
2000,4.4180314962005696e-10,3.4018842964833595e-08
2001,2.190605918883648e-09,3.242096580091669e-08
2002,0.0,3.50497728618393e-08
2003,0.0,2.2084691242429955e-08
2004,0.0,3.9202640605973116e-08
2005,0.0,2.7472872643485857e-08
2006,0.0,3.87081655617294e-08
2007,0.0,3.035804474471604e-08
2008,0.0,3.746546894944913e-08
2009,0.0,3.7668720365147124e-08
2010,0.0,3.542844773107845e-08
2011,3.82397197240536e-10,4.091650127047153e-08
2012,0.0,5.4808468485934014e-08
2013,0.0,4.685730203846106e-08
2014,0.0,4.049382558435344e-08
2015,2.2165753954528356e-10,2.9258795386510883e-08
2016,4.1426800878596737e-10,3.231290479632776e-08
2017,0.0,3.697948730563283e-08
2018,2.5814667070633845e-10,3.872200010635041e-08
2019,0.0,3.800971626333194e-08
