year,mêmes_ADJ oeufs_NOUN,mêmes_ADJ jeux_NOUN
1880,0.0,1.8611755026043397e-08
1881,0.0,2.649552932609822e-08
1882,0.0,3.128031167420886e-08
1883,1.2638677882037541e-09,2.590928921408775e-08
1884,0.0,3.564916539744445e-08
1885,0.0,3.7384687345820566e-08
1886,0.0,4.1947515683204983e-08
1887,0.0,3.7867764035581786e-08
1888,0.0,5.135897751529228e-08
1889,0.0,4.573549716724301e-08
1890,6.554386478008212e-10,6.423298515301212e-08
1891,6.374220040683554e-10,3.697047767925454e-08
1892,6.268512375839919e-10,4.0745330665004076e-08
1893,0.0,3.94138659487453e-08
1894,0.0,4.0329851458409394e-08
1895,0.0,2.4676319432259675e-08
1896,5.89702897624278e-10,1.946019634324614e-08
1897,5.826713556089658e-10,2.6220211779559577e-08
1898,5.6583548957434e-10,3.508179891031915e-08
1899,5.527578395003729e-10,3.924580482816964e-08
1900,0.0,3.633737222230593e-08
1901,1.1177477832191585e-09,4.1356667535019653e-08
1902,4.910283846193408e-10,3.437198614619774e-08
1903,0.0,3.834156347970463e-08
1904,0.0,4.03096898082822e-08
1905,0.0,4.0253920918775776e-08
1906,0.0,3.755254596171653e-08
1907,0.0,2.9314207949937554e-08
1908,4.911389073214423e-10,3.094175093920626e-08
1909,1.6502950117569526e-09,4.015717891547865e-08
1910,1.068830135508847e-09,3.740905540894346e-08
1911,0.0,4.362706818028528e-08
1912,0.0,3.334029585744247e-08
1913,0.0,3.0227042202568555e-08
1914,6.696743715117748e-10,3.080502031238552e-08
1915,0.0,3.062998121805549e-08
1916,1.0987462051303964e-09,4.175235646108888e-08
1917,0.0,3.180263163926611e-08
1918,1.1486376294556067e-09,6.891826043187166e-08
1919,0.0,4.880159565345821e-08
1920,0.0,5.6791737534922504e-08
1921,7.572747429129834e-10,3.104826579169995e-08
1922,2.2133805899215986e-09,5.016995974216343e-08
1923,0.0,6.051090650771584e-08
1924,1.289162443462999e-09,4.125319763570445e-08
1925,0.0,5.389107116116065e-08
1926,0.0,5.3501466368288675e-08
1927,0.0,4.1252132376712325e-08
1928,0.0,5.370239530844145e-08
1929,4.4561625500705304e-09,4.2333545335893064e-08
1930,0.0,3.571225326570726e-08
1931,0.0,4.790249885644471e-08
1932,0.0,4.3838147445462994e-08
1933,0.0,7.455930384203668e-08
1934,3.5944740517379614e-09,5.152079296522061e-08
1935,1.196828414151696e-09,4.4282650435434334e-08
1936,0.0,4.243650186808168e-08
1937,0.0,3.90324657040253e-08
1938,0.0,3.500607925754906e-08
1939,1.5294050470515685e-09,5.8117393564316444e-08
1940,0.0,7.353770570261986e-08
1941,0.0,3.5418032950929046e-08
1942,0.0,8.799214179511239e-08
1943,0.0,2.322588166236983e-08
1944,0.0,6.105053707017305e-08
1945,0.0,2.3963544037997053e-08
1946,0.0,5.290019799986112e-08
1947,0.0,6.07964452115084e-08
1948,2.174377566888097e-09,4.783630513927051e-08
1949,0.0,4.712163936826386e-08
1950,1.0635361480382244e-09,5.636741651215971e-08
1951,2.1322803522849654e-09,4.15794656483115e-08
1952,0.0,6.85412260281737e-08
1953,3.232148326759443e-09,4.8482224457302436e-08
1954,9.772536113672459e-10,7.622577880006531e-08
1955,3.754243138587299e-09,4.8805160801634884e-08
1956,0.0,3.314033714119091e-08
1957,8.835037701437898e-10,3.799066305987253e-08
1958,0.0,4.467011616160477e-08
1959,0.0,3.7203588876266735e-08
1960,0.0,6.159541698913529e-08
1961,1.3896318540318475e-09,3.2656349790993744e-08
1962,6.341956404476434e-10,4.756467220090599e-08
1963,6.466053248388448e-10,4.138274145581988e-08
1964,0.0,5.353892229553736e-08
1965,5.472043373977442e-10,4.870118708311111e-08
1966,0.0,4.375869178119274e-08
1967,0.0,4.7824255111628133e-08
1968,0.0,6.153239548445377e-08
1969,0.0,5.5409444976728395e-08
1970,0.0,4.3687889222931986e-08
1971,0.0,4.4704059565248144e-08
1972,0.0,4.8736396918158675e-08
1973,1.102640756478479e-09,3.914374840929824e-08
1974,5.625571675160757e-10,3.262831538286548e-08
1975,0.0,5.254561852297002e-08
1976,0.0,5.4849859654204636e-08
1977,1.1753563677885381e-09,6.17062092533871e-08
1978,0.0,6.475244440640182e-08
1979,0.0,4.21342086776022e-08
1980,5.685150683554241e-10,5.400893021700881e-08
1981,1.8976649140967083e-09,6.452060841155571e-08
1982,0.0,5.090151944386889e-08
1983,0.0,5.999550378721352e-08
1984,0.0,6.088958948158307e-08
1985,0.0,6.43664714861103e-08
1986,0.0,4.915478046818578e-08
1987,0.0,5.927492185975325e-08
1988,5.996553809062277e-10,4.3175187425248396e-08
1989,0.0,5.2685972251609314e-08
1990,0.0,5.5031373680236584e-08
1991,0.0,5.744235781479645e-08
1992,0.0,6.391535350980249e-08
1993,5.539207426075166e-10,5.4284233386159286e-08
1994,0.0,6.910153860228974e-08
1995,0.0,6.452716483362764e-08
1996,0.0,9.288280367059087e-08
1997,0.0,6.616954095761685e-08
1998,0.0,5.912480127712172e-08
1999,0.0,6.169771410435843e-08
2000,0.0,7.599013907011454e-08
2001,0.0,5.345078410434745e-08
2002,4.38122149670761e-10,6.528019874663116e-08
2003,0.0,8.95888450647142e-08
2004,0.0,6.871474608760586e-08
2005,0.0,6.890736703457634e-08
2006,0.0,8.15342202642455e-08
2007,0.0,7.349842540138596e-08
2008,4.257439678578834e-10,8.983197863354775e-08
2009,0.0,7.772153898244483e-08
2010,0.0,8.975206622352516e-08
2011,0.0,7.57146482732729e-08
2012,0.0,8.81701474331198e-08
2013,0.0,7.976897525852067e-08
2014,4.330890368553497e-10,8.012147129088376e-08
2015,0.0,7.292532706870691e-08
2016,0.0,7.332543930371749e-08
2017,0.0,8.226049041937245e-08
2018,0.0,8.131620155005237e-08
2019,0.0,7.117256017874496e-08
