year,mêmes_ADJ oies_NOUN,mêmes_ADJ joies_NOUN
1919,0.0,5.1563951330990676e-08
1920,7.572231730534895e-10,5.4520068459851245e-08
1921,0.0,2.4232791773215467e-08
1922,0.0,5.1645550058765366e-08
1923,0.0,5.732611896291928e-08
1924,0.0,5.543398629015428e-08
1925,0.0,6.818870446068104e-08
1926,0.0,4.346993875969929e-08
1927,0.0,5.686104742608222e-08
1928,3.4278122562625413e-09,4.34189573184085e-08
1929,0.0,5.904415445456834e-08
1930,0.0,5.566909777598994e-08
1931,0.0,4.5621426636444085e-08
1932,0.0,3.835837958376942e-08
1933,0.0,4.12943848004943e-08
1934,1.1981580172459871e-09,5.6313425034204556e-08
1935,0.0,2.5133395809007197e-08
1936,0.0,5.2136272188363364e-08
1937,2.5182236296217297e-09,4.910535977842301e-08
1938,0.0,6.352954784460962e-08
1939,0.0,4.129393715857077e-08
1940,0.0,4.057252667166722e-08
1941,0.0,5.312704587367989e-08
1942,0.0,5.76500234217292e-08
1943,0.0,6.387117679196308e-08
1944,0.0,6.105053529381621e-08
1945,0.0,5.010559434026618e-08
1946,0.0,4.872386583087973e-08
1947,0.0,2.3841742802233057e-08
1948,0.0,5.870819563824625e-08
1949,0.0,5.693864935096826e-08
1950,2.1270722960764488e-09,4.4668517773516214e-08
1951,1.0661401761424827e-09,2.4521224162299404e-08
1952,0.0,4.323369751091377e-08
1953,0.0,3.5553629373907825e-08
1954,0.0,4.9839933069506515e-08
1955,0.0,5.7252208307545516e-08
1956,0.0,4.883839466174322e-08
1957,0.0,4.94762097957846e-08
1958,0.0,4.384289198355873e-08
1959,0.0,4.4954337141689393e-08
1960,0.0,3.8064584373387333e-08
1961,6.948159270159238e-10,5.002674541287888e-08
1962,0.0,3.805173776072479e-08
1963,1.2932106496776896e-09,4.78487933719407e-08
1964,1.8251904432275978e-09,3.772060352957851e-08
1965,5.472043373977442e-10,5.690925064527619e-08
1966,5.539074754423723e-10,4.652822838124848e-08
1967,0.0,4.3879985867079085e-08
1968,8.982831700699023e-10,4.446501833399452e-08
1969,0.0,3.9967467557744385e-08
1970,9.197450023812337e-10,3.724967356788511e-08
1971,5.138397485282553e-10,3.802414028086787e-08
1972,5.130146862875051e-10,3.385897073826527e-08
1973,0.0,3.087394162548662e-08
1974,5.625571675160757e-10,3.09406438248061e-08
1975,0.0,3.3126585918807905e-08
1976,0.0,3.313845553520878e-08
1977,0.0,1.9981058585472056e-08
1978,0.0,3.5643548557118265e-08
1979,0.0,3.3356247541860284e-08
1980,5.685150683554241e-10,2.7288724169238776e-08
1981,0.0,3.0995192190630405e-08
1982,1.2415004579935385e-09,2.9796010991844923e-08
1983,0.0,2.273513821648976e-08
1984,0.0,4.465236713713239e-08
1985,0.0,3.609334697785016e-08
1986,5.994485463567401e-10,2.6375735373562748e-08
1987,0.0,3.6053819485459826e-08
1988,0.0,2.998276826815527e-08
1989,0.0,3.567279449612215e-08
1990,5.44865097484859e-10,2.397406362319998e-08
1991,0.0,3.04796188288492e-08
1992,1.1019888335184191e-09,3.636563050690711e-08
1993,0.0,3.877445209354846e-08
1994,5.274926606624319e-10,2.6902124972139063e-08
1995,5.422450821690461e-10,3.145021310047014e-08
1996,5.338092190498855e-10,2.5089033073300016e-08
1997,9.58978896292706e-10,3.4043750929413363e-08
1998,0.0,2.765514928171342e-08
1999,0.0,2.3308025731694215e-08
2000,1.7672125984802278e-09,3.799507197754792e-08
2001,0.0,3.242096724420662e-08
2002,8.76244299341522e-10,4.118348329029686e-08
2003,0.0,3.62522278862798e-08
2004,4.404791253964646e-10,2.7309706496225772e-08
2005,0.0,2.296912349208924e-08
2006,0.0,3.500206346984669e-08
2007,0.0,3.1955835311237024e-08
2008,8.514879357157668e-10,3.363377487630714e-08
2009,4.76819250749827e-10,3.623826216880843e-08
2010,9.447586046817946e-10,3.4011311100812236e-08
2011,0.0,3.059177444697525e-08
2012,3.404252713057332e-10,4.017018184754306e-08
2013,0.0,3.402732673407627e-08
2014,6.496335691608124e-10,4.742324932749398e-08
2015,4.433150790905671e-10,3.679515003796041e-08
2016,2.0713400439298368e-10,4.2669604738421185e-08
2017,0.0,2.5910797063488644e-08
2018,1.5488800242380307e-09,3.768941425619232e-08
2019,2.55098775436835e-10,3.188734609693711e-08
