year,mêmes_ADJ oies_NOUN,mêmes_ADJ joies_NOUN
1800,6.288328968651058e-09,9.432493897065797e-09
1801,2.3811825844433088e-09,7.143547975374531e-09
1802,4.475680270843441e-09,2.0140561218795483e-08
1803,0.0,7.801356893821776e-09
1804,2.4718509461507665e-09,1.2359254952798437e-08
1805,0.0,0.0
1806,0.0,2.881669125542885e-09
1807,0.0,0.0
1808,2.2660739951163578e-09,0.0
1809,0.0,1.581321384946932e-08
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,1.0668832928217853e-08
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,5.394447111228828e-09
1816,0.0,2.0858434979231788e-08
1817,0.0,4.670620334934483e-09
1818,4.768470951432846e-09,0.0
1819,0.0,0.0
1820,3.5599443393152796e-09,2.3732962262101864e-09
1821,0.0,9.86148829262845e-10
1822,2.0051231786055723e-09,0.0
1823,0.0,3.9530747564242574e-09
1824,8.421112696055388e-10,8.421112696055388e-10
1825,8.805443041381977e-10,0.0
1826,1.7615968683770689e-09,1.145037931138404e-08
1827,0.0,6.452091305675367e-09
1828,5.503380862137419e-09,2.7516904310687096e-09
1829,0.0,8.573175946935407e-09
1830,2.0873671680021744e-09,1.461157062010443e-08
1831,1.5591206103948707e-09,1.7150327380477393e-08
1832,0.0,3.3824925083081325e-08
1833,0.0,3.01174338801502e-08
1834,9.334530925997342e-10,2.8003592333902816e-08
1835,1.5126175867408165e-09,1.1344631900556124e-08
1836,6.720750067579218e-10,3.1587525484155776e-08
1837,0.0,1.1132625488130543e-08
1838,2.5248647617104325e-09,4.418513555037862e-09
1839,6.9914751765765e-10,1.6080392128969834e-08
1840,0.0,4.58617570586739e-08
1841,0.0,2.118781061710706e-08
1842,0.0,2.95163662400455e-08
1843,0.0,3.485077471054865e-08
1844,0.0,3.1833653935109396e-08
1845,0.0,2.399498022498392e-08
1846,0.0,2.5759806732139623e-08
1847,0.0,3.343798482546845e-08
1848,0.0,3.700802153616678e-08
1849,0.0,2.513824526317876e-08
1850,0.0,1.765138968323754e-08
1851,0.0,9.674158363282004e-09
1852,6.510545436100301e-10,2.7344290387532055e-08
1853,1.1943863675867306e-09,2.5679307569248522e-08
1854,1.558699391779328e-09,2.286092382064453e-08
1855,1.0613874223963649e-09,2.0697054736729115e-08
1856,5.177189232874468e-10,5.2807330064297275e-08
1857,0.0,1.757343248698362e-08
1858,4.893676019968041e-10,3.52344677878591e-08
1859,0.0,4.3283474582267445e-08
1860,0.0,3.4328881071132855e-08
1861,4.715963730639317e-10,2.9238975685075275e-08
1862,0.0,4.246907181482129e-08
1863,0.0,2.597202808374277e-08
1864,4.794727948009836e-10,2.589153069720851e-08
1865,0.0,4.047886292823932e-08
1866,0.0,3.259960479340407e-08
1867,0.0,4.173417877950669e-08
1868,0.0,4.3964877960434023e-08
1869,0.0,4.785848872757015e-08
1870,0.0,3.039045992636602e-08
1871,0.0,3.9298356568906456e-08
1872,0.0,2.963196266136947e-08
1873,0.0,5.207823861042016e-08
1874,0.0,2.5093358502203955e-08
1875,0.0,4.062284375550007e-08
1876,0.0,3.264847947548333e-08
1877,0.0,2.5976227391311113e-08
1878,0.0,2.4760263173106978e-08
1879,0.0,3.726688291294522e-08
1880,1.2835692508872398e-09,2.2462462112571302e-08
1881,6.972507571312292e-10,4.811030152040985e-08
1882,0.0,3.926677294430192e-08
1883,3.159669414998234e-09,3.6652167523243406e-08
1884,1.3203393933736152e-09,6.073561564789998e-08
1885,0.0,4.640857653726016e-08
1886,0.0,4.969167122226281e-08
1887,0.0,3.1991731930247624e-08
1888,1.268122939990235e-09,2.8532765483646472e-08
1889,4.385595886446936e-09,4.0723389105323804e-08
1890,0.0,3.9326319978272295e-08
1891,3.824531802365527e-09,4.6531805963923034e-08
1892,0.0,3.57305189879753e-08
1893,0.0,5.7273272346947124e-08
1894,0.0,3.4028310835765296e-08
1895,3.0093072478365457e-09,3.069493459406658e-08
1896,0.0,5.484237064479203e-08
1897,0.0,4.3700350005337896e-08
1898,0.0,5.035935757291554e-08
1899,0.0,5.693405569218157e-08
1900,0.0,3.633737222230593e-08
1901,0.0,6.091725168744233e-08
1902,0.0,4.7629754362787935e-08
1903,1.0800440541913758e-09,4.968202560462487e-08
1904,0.0,5.965834048993202e-08
1905,0.0,5.26397414546409e-08
1906,5.144184522798412e-10,5.14418445618503e-08
1907,0.0,6.839981381290272e-08
1908,4.911389073214423e-10,3.732655784460803e-08
1909,0.0,4.455796798197298e-08
1910,0.0,5.1303846504424655e-08
1911,0.0,4.0434844805758985e-08
1912,0.0,4.7926675961207366e-08
1913,0.0,5.090870303092743e-08
1914,0.0,5.558297289098846e-08
1915,1.1780761921542648e-09,4.830112487752558e-08
1916,0.0,5.0542325880087446e-08
1917,0.0,4.1672411299487067e-08
1918,0.0,5.858051821405752e-08
