year,mêmes_ADJ ans_NOUN,mêmes_ADJ gens_NOUN
1856,2.5885946164372342e-09,1.3046516755821358e-07
1857,1.9526036343364694e-09,1.332652033170234e-07
1858,2.446837954472869e-09,1.2870367527284543e-07
1859,1.5276520048956854e-09,1.6855094031598128e-07
1860,3.661747072225552e-09,1.739329889005603e-07
1861,2.3579819208308095e-09,1.3393336928402277e-07
1862,1.8071945051545413e-09,1.6355110687982233e-07
1863,3.4962345241140724e-09,1.1587520276634677e-07
1864,2.8768367688059016e-09,1.0979926656773387e-07
1865,3.765475597994339e-09,1.4967764627726865e-07
1866,9.731225825149181e-10,1.4937431558337266e-07
1867,9.7056229719783e-10,1.0870297728615697e-07
1868,2.9639244392143382e-09,1.2497881130002497e-07
1869,4.8835191446272574e-09,1.5041239009860874e-07
1870,4.587239033071455e-09,1.146809722740727e-07
1871,4.248470908407853e-09,1.922433057188755e-07
1872,1.2094678591978436e-09,1.2215625133649155e-07
1873,5.986004469882289e-10,2.0232694453170552e-07
1874,0.0,1.672890590498355e-07
1875,1.716458086775674e-09,1.5047616841457057e-07
1876,6.04601479992084e-10,1.390583435068038e-07
1877,1.2369631985365004e-09,1.7441180943933432e-07
1878,6.039088673581716e-10,1.5762022087528749e-07
1879,5.498392741110081e-09,1.1974277924764465e-07
1880,6.417846254436199e-10,1.4055083852326788e-07
1881,0.0,1.6803743108084745e-07
1882,0.0,1.1380708286878871e-07
1883,1.8958017378167824e-09,1.5671960795771156e-07
1884,1.3203393933736152e-09,1.4193648212312837e-07
1885,1.9336907075562237e-09,1.2504533231094683e-07
1886,1.2906927748801422e-09,1.561738258715195e-07
1887,0.0,1.5865286684402236e-07
1888,0.0,1.2744635569106322e-07
1889,2.5060546970934183e-09,1.1903760110953954e-07
1890,6.554386478008212e-10,1.0224842839079429e-07
1891,5.0993759215245404e-09,1.5170643052897503e-07
1892,1.8805537127519756e-09,1.3916097429955698e-07
1893,4.310891532632866e-09,1.459544733961593e-07
1894,6.301539290376468e-10,8.128985484745499e-08
1895,3.611168697403855e-09,1.2157600792761514e-07
1896,2.94851448812139e-09,1.4565661388132867e-07
1897,4.07869948926276e-09,1.4974654050092795e-07
1898,4.52668391659472e-09,1.5334141778566845e-07
1899,2.7637891975018647e-09,1.4703358885981288e-07
1900,3.114631885736685e-09,1.1679869516001418e-07
1901,1.1177477832191585e-09,1.5145482734624238e-07
1902,1.4730852093691738e-09,1.3405075094397034e-07
1903,2.1600881083827517e-09,1.5066613912040339e-07
1904,5.374625189347171e-10,1.6070129049694515e-07
1905,6.708986699521802e-09,1.4966201433708193e-07
1906,1.5432553568395235e-09,1.0545578277287859e-07
1907,1.5428530120153994e-09,1.2651395309148938e-07
1908,1.4734167219643268e-09,1.6453152795747883e-07
1909,1.1001967115120692e-09,1.5677802878144576e-07
1910,2.137660271017694e-09,1.5711802348050696e-07
1911,2.128149656499545e-09,1.840849392920063e-07
1912,1.5628263683176158e-09,1.5367793082532444e-07
1913,0.0,1.5961998656166543e-07
1914,3.348371913070025e-09,1.3125617215337115e-07
1915,0.0,1.2134184146361804e-07
1916,7.69122321386817e-09,1.2415831918133335e-07
1917,4.3865698851064394e-09,1.8862249362427974e-07
1918,0.0,2.1134931671440427e-07
1919,2.762354567309444e-09,1.5561263921881618e-07
1920,5.300562211374427e-09,1.8400523060790874e-07
1921,5.300923255902035e-09,1.7190136247791088e-07
1922,3.688967686876765e-09,2.3535613991043647e-07
1923,5.307974060286824e-09,2.0064142347564484e-07
1924,1.289162443462999e-09,1.6888027687400609e-07
1925,2.1996355847875293e-09,1.8806883872457547e-07
1926,0.0,1.87255125183583e-07
1927,3.3447675740205796e-09,1.5943390963002457e-07
1928,3.4278122562625413e-09,1.6796280988273793e-07
1929,1.1140406375176326e-09,1.6710609429537726e-07
1930,1.0503603542488804e-09,1.90115230225274e-07
1931,3.4216069977333063e-09,1.2545892502657807e-07
1932,0.0,1.3480230620643852e-07
1933,5.735331320977366e-09,1.3994207392897806e-07
1934,1.1981580172459871e-09,1.6774211530901084e-07
1935,3.590485242455088e-09,1.48406726907524e-07
1936,0.0,1.394342206140209e-07
1937,1.2591118148108649e-09,1.2842940577684203e-07
1938,2.5930428915188486e-09,1.2705909568921925e-07
1939,4.588215141154706e-09,1.514111005462837e-07
1940,0.0,1.1664601373695405e-07
1941,0.0,1.5938114472646703e-07
1942,3.034211770724937e-09,2.1846324216312496e-07
1943,0.0,1.9741999324196513e-07
1944,3.2131861615880553e-09,1.702988612350964e-07
1945,0.0,2.0042237736106472e-07
1946,1.3921104269343232e-09,1.9211124424600712e-07
1947,0.0,1.9431020348292805e-07
1948,4.348755133776194e-09,1.9025803510430706e-07
1949,1.9634016634739737e-09,1.492185219831299e-07
1950,2.1270722960764488e-09,1.7548346420426242e-07
1951,1.0661401761424827e-09,1.8764066567200643e-07
1952,1.0544803918932644e-09,1.4446381157995347e-07
1953,2.1547654771580937e-09,1.465240586639993e-07
1954,2.9317608341017376e-09,1.93496219935696e-07
1955,2.815682353940474e-09,1.6237100908256252e-07
1956,1.744228317335228e-09,1.718064908118322e-07
1957,2.6505113659425206e-09,1.2722453845981363e-07
1958,4.136121778408608e-09,1.7123544182595651e-07
1959,4.650448914844674e-09,1.7671705165867024e-07
1960,1.3841666701708277e-09,1.1073333183730938e-07
1961,6.948159270159238e-10,1.6328174012869567e-07
1962,6.341956404476434e-10,1.6742764330501814e-07
1963,6.466053248388448e-10,1.3966675282972574e-07
1964,2.433587276140514e-09,1.4479844878678705e-07
1965,1.0944086747954884e-09,1.5978366718627512e-07
1966,2.769537488234164e-09,1.6949569214830262e-07
1967,1.972134178185314e-09,1.6565927296596783e-07
1968,0.0,1.8100405441145995e-07
1969,2.2708788738334817e-09,1.698617353440568e-07
1970,1.8394900047624674e-09,1.26005062384138e-07
1971,1.0276794970565106e-09,1.79330072569428e-07
1972,5.130146862875051e-10,1.4159205363739602e-07
1973,0.0,1.5106178352652933e-07
1974,1.1251143350321513e-09,1.3895161998789263e-07
1975,1.7134440533084216e-09,1.3593323444638372e-07
1976,5.713526873840635e-10,1.331251695546598e-07
1977,1.1753563677885381e-09,1.6866363239387283e-07
1978,5.940591352171509e-10,1.461385465972853e-07
1979,4.096381456264453e-09,1.310842066004625e-07
1980,1.1370301367108482e-09,1.5065648995005176e-07
1981,3.795329717171114e-09,1.3536676135572634e-07
1982,1.2415004579935385e-09,1.5146305543112248e-07
1983,1.2630632095778083e-09,1.4083154553645727e-07
1984,2.8995042478108246e-09,1.5019432453300396e-07
1985,6.015558051686298e-10,1.3414694421953754e-07
1986,1.1988970927134801e-09,1.570555241414695e-07
1987,6.110816852533674e-10,1.429931160146225e-07
1988,0.0,1.535117775119943e-07
1989,1.0976244357863152e-09,1.426911779844886e-07
1990,2.1794604454505873e-09,1.5147249143865338e-07
1991,0.0,1.5474267911486095e-07
1992,1.65298330578878e-09,1.2948369487730815e-07
1993,1.1078414852150331e-09,1.5122036245429626e-07
1994,5.274926606624319e-10,1.371480919942769e-07
1995,5.422450821690461e-10,1.4098371536874765e-07
1996,1.067618438099771e-09,1.4306087336990458e-07
1997,0.0,1.08364616835388e-07
1998,0.0,1.0203796563246215e-07
1999,9.140402323914998e-10,1.1791119192139377e-07
2000,8.836062992401139e-10,1.3607537141524517e-07
2001,0.0,1.1566399393814208e-07
2002,8.76244299341522e-10,1.362559913786754e-07
2003,8.333845835650777e-10,1.1334030602938583e-07
2004,1.7619165015858584e-09,1.3302469881182333e-07
2005,0.0,1.0313586784604922e-07
2006,4.1178899179428186e-10,1.330078447381311e-07
2007,0.0,1.2103272695185296e-07
2008,0.0,1.2346575317678798e-07
2009,0.0,1.0919161042011183e-07
2010,0.0,1.3462809533848485e-07
2011,3.82397197240536e-10,1.3001505294596427e-07
2012,0.0,1.4570201756214374e-07
2013,5.578250084070646e-10,1.656740238331622e-07
2014,8.661780737106994e-10,1.8882681729337492e-07
2015,2.2165753954528356e-10,1.5782016760113038e-07
2016,2.0713400439298368e-10,1.603217185675021e-07
2017,0.0,1.433898404457068e-07
2018,0.0,1.5308097545130295e-07
2019,0.0,1.70150883604947e-07
