year,beaux_ADJ ans_NOUN,beaux_ADJ gens_NOUN
1859,2.2914779407301467e-08,2.5460866748261424e-09
1860,1.9224172476128842e-08,0.0
1861,6.602348889828136e-08,0.0
1862,6.912519268098549e-08,0.0
1863,3.795911851511846e-08,1.4983863039219614e-09
1864,4.6029388300894425e-08,4.794727948009836e-10
1865,2.9182434246877165e-08,7.0602665935837194e-09
1866,4.135770836910524e-08,2.919367858567057e-09
1867,3.299911810472622e-08,1.455843445796745e-08
1868,3.754304245262574e-08,0.0
1869,4.6393431318847433e-08,0.0
1870,3.096386436141074e-08,0.0
1871,2.973929724703339e-08,1.0621177271019633e-09
1872,2.116568786902917e-08,2.4189357183956872e-09
1873,3.95076291681562e-08,6.584604861359367e-09
1874,1.4936523129449597e-08,0.0
1875,3.3757011408397375e-08,0.0
1876,5.38095328295185e-08,5.441413541973361e-09
1877,6.741449709579683e-08,6.184815992682502e-10
1878,4.7104890654736664e-08,1.2078177347163432e-09
1879,4.948553566919145e-08,6.10932526790009e-10
1880,4.941741593711413e-08,2.5671385017744797e-09
1881,3.834879080955034e-08,7.669758161910067e-09
1882,5.856738738430067e-08,1.3310770263785798e-09
1883,4.107570461542309e-08,6.319338941018771e-10
1884,3.4328824227713994e-08,1.3203393933736152e-09
1885,3.93183761104865e-08,0.0
1886,8.002295004416737e-08,2.5813855497602844e-09
1887,1.2404957061562527e-08,6.528924623161458e-10
1888,2.0924028731883482e-08,4.4384300679212174e-09
1889,2.6313573542324775e-08,0.0
1890,2.8839300725280737e-08,0.0
1891,1.7210394887001712e-08,6.374220040683554e-10
1892,1.5044429702015805e-08,1.2537024751679837e-09
1893,1.4164357686752282e-08,6.158416554491453e-10
1894,1.9534772022211655e-08,6.301539290376468e-10
1895,2.768562623600701e-08,0.0
1896,2.6536630670648265e-08,4.717623180994224e-09
1897,1.5732126712464378e-08,5.826713556089658e-10
1898,2.9423445013776472e-08,2.8291773368493978e-09
1899,9.949641111006713e-09,0.0
1900,3.9971109089265155e-08,0.0
1901,8.38310842965484e-09,0.0
1902,1.178468167495339e-08,3.437198747846537e-09
1903,1.7820726228023887e-08,5.400220270956879e-10
1904,1.4511488011237361e-08,0.0
1905,3.4061010012464976e-08,1.0321518084666081e-09
1906,3.600929110447737e-09,0.0
1907,2.7771354993433306e-08,5.142843373384665e-10
1908,1.080505640516094e-08,0.0
1909,3.355599886845084e-08,0.0
1910,2.672075360976578e-08,0.0
1911,1.702519725199636e-08,5.320374141248863e-10
1912,2.5005221004903433e-08,0.0
1913,1.3787773589513108e-08,3.181793939432964e-09
1914,2.4777952134513725e-08,6.696743715117748e-10
1915,1.1780762143587253e-08,0.0
1916,6.592477230782379e-09,0.0
1917,1.2063066989753679e-08,0.0
1918,2.067547733020092e-08,0.0
1919,3.591060959706738e-08,0.0
1920,1.3630017114962811e-08,0.0
1921,1.2873671018098776e-08,0.0
1922,3.6151885041135756e-08,0.0
1923,4.458698299458774e-08,0.0
1924,3.351822286390416e-08,0.0
1925,1.6497267552040284e-08,2.1996355847875293e-09
1926,2.452150482668003e-08,1.1146138456652466e-09
1927,5.4631200896437804e-08,3.3447675740205796e-09
1928,1.9424270192303084e-08,0.0
1929,2.33948540540041e-08,0.0
1930,5.2518016602221e-09,0.0
1931,3.5356606531422585e-08,0.0
1932,9.863582839386709e-09,2.1919073223131136e-09
1933,1.0323596200123575e-08,0.0
1934,1.0783422155213884e-08,0.0
1935,2.2739740757060645e-08,1.196828414151696e-09
1936,1.4549657478823974e-08,0.0
1937,1.7627565185307503e-08,0.0
1938,5.704694316932546e-08,0.0
1939,2.5999884911698246e-08,0.0
1940,5.0715658339584024e-09,0.0
1941,2.6563522936839945e-08,0.0
1942,6.068423541449874e-09,0.0
1943,3.193558839598154e-08,0.0
1944,2.5705489292704442e-08,3.2131861615880553e-09
1945,4.357008087652048e-09,0.0
1946,5.4292307538617024e-08,0.0
1947,3.5762614203349585e-08,3.5762612871081956e-09
1948,1.848220954059343e-08,0.0
1949,2.2579119018928395e-08,1.9634016634739737e-09
1950,4.679559140186029e-08,0.0
1951,2.2388944032059044e-08,0.0
1952,2.2144087452602434e-08,0.0
1953,9.69644453618912e-09,0.0
1954,2.34540866728139e-08,0.0
1955,1.407841132561316e-08,0.0
1956,3.314033847345854e-08,0.0
1957,6.184526224473075e-09,0.0
1958,3.3088973339090444e-08,0.0
1959,1.3951345856355601e-08,0.0
1960,2.6991250123842292e-08,0.0
1961,2.431855783413539e-08,0.0
1962,3.7417542841922113e-08,6.341956404476434e-10
1963,1.4225316924409981e-08,0.0
1964,2.311907998375773e-08,0.0
1965,4.268193976031398e-08,5.472043373977442e-10
1966,2.326411419062424e-08,2.769537488234164e-09
1967,3.747054933000982e-08,0.0
1968,2.7397636159776084e-08,4.4914158503495116e-10
1969,7.2668124850849836e-09,9.083515606356229e-10
1970,2.851209579546321e-08,0.0
1971,3.648262136835001e-08,0.0
1972,1.1799337507056862e-08,5.130146862875051e-10
1973,1.8193572870472963e-08,1.102640756478479e-09
1974,1.406392957647995e-08,0.0
1975,1.1422960355389478e-08,5.711480177694739e-10
1976,5.713526984862938e-09,0.0
1977,9.990529292736028e-09,0.0
1978,1.900989232694883e-08,0.0
1979,1.462993370893173e-08,0.0
1980,1.989802811408481e-08,1.1370301367108482e-09
1981,1.5181319312773667e-08,6.325549528618524e-10
1982,9.932003663948308e-09,0.0
1983,1.2630632539867293e-08,0.0
1984,3.479405208395292e-09,0.0
1985,7.218669662023558e-09,0.0
1986,1.3787316177626963e-08,0.0
1987,6.110816741511371e-09,6.110816852533674e-10
1988,6.596209356501959e-09,0.0
1989,1.1525056464734007e-08,0.0
1990,9.262707045820662e-09,0.0
1991,4.68917216167597e-09,0.0
1992,1.2672871640972971e-08,0.0
1993,6.647049133334804e-09,5.539207426075166e-10
1994,1.318731612798274e-08,0.0
1995,1.7351842629409475e-08,0.0
1996,9.60856638698715e-09,0.0
1997,1.4864173003559245e-08,0.0
1998,1.0489884516573511e-08,0.0
1999,2.0108885223635298e-08,1.3710603763428253e-09
2000,1.2812291672048559e-08,0.0
2001,1.4896119893137438e-08,0.0
2002,7.009954394732176e-09,0.0
2003,6.667076668520622e-09,0.0
2004,1.0571499231559756e-08,4.404791253964646e-10
2005,1.306087415997581e-08,0.0
2006,8.64756888319107e-09,8.235779835885637e-10
2007,2.1969636776475454e-08,1.1983438685803094e-09
2008,5.5346713878634546e-09,1.2772318758180745e-09
2009,6.198650481792356e-09,2.860915504498962e-09
2010,1.2754241218715379e-08,9.447586046817946e-10
2011,1.911985902935953e-09,1.1471915639660324e-09
2012,1.327658516458996e-08,2.0425516833455504e-09
2013,1.0319762822064149e-08,0.0
2014,1.797319448826329e-08,1.0827225782605865e-09
2015,9.087958829923082e-09,1.329945265027277e-09
2016,1.6156452176119274e-08,4.1426800878596737e-10
2017,4.2765391228272165e-09,1.509366853724714e-09
2018,1.4714360396794746e-08,5.162933414126769e-10
2019,1.403043281555938e-08,5.1019755087367e-10
