year,aux_ADP oies_NOUN,aux_ADP joies_NOUN
1908,6.139236319313568e-08,4.5970602968736785e-07
1909,7.86640649286241e-08,4.945384262100561e-07
1910,7.749018304803457e-08,5.269332632451551e-07
1911,6.969690247160543e-08,5.15012231971923e-07
1912,7.866225892882994e-08,4.2144216649830923e-07
1913,6.522677464815274e-08,4.571177214529598e-07
1914,8.036092502550218e-08,4.948893774781027e-07
1915,5.301342831387501e-08,3.769843885947921e-07
1916,4.394984820521586e-08,5.438793664325203e-07
1917,4.276905407607501e-08,3.783416389069316e-07
1918,4.020231791912465e-08,4.2040136349896784e-07
1919,7.090043319113448e-08,5.41421457000979e-07
1920,5.5277291188815525e-08,4.2404496980452677e-07
1921,4.316465940235048e-08,4.785976557286631e-07
1922,7.894391068630213e-08,4.6259654595814936e-07
1923,6.157249865523795e-08,5.053191216575215e-07
1924,6.059063462071634e-08,4.4218271000318055e-07
1925,5.719052609265418e-08,5.070160113973543e-07
1926,5.5730692949396143e-08,4.3358477341826074e-07
1927,1.427100768669476e-07,4.950255743096932e-07
1928,4.227635308495792e-08,4.70752894443649e-07
1929,5.124586888172189e-08,4.1219504964828957e-07
1930,6.197126012352783e-08,4.0228800912700535e-07
1931,6.957267473239881e-08,3.855010675124504e-07
1932,6.794912410512666e-08,4.307097754008282e-07
1933,5.964744431707913e-08,4.312969110742415e-07
1934,5.511526701695857e-08,4.2055347648783936e-07
1935,5.146362269670135e-08,4.5240113877298427e-07
1936,5.698615801463802e-08,4.777137405653775e-07
1937,4.0291578073947676e-08,4.369117903024744e-07
1938,3.5006079368571363e-08,4.382242480005516e-07
1939,9.788192567583565e-08,4.6952735033300996e-07
1940,1.369322788491445e-07,3.7529588325924124e-07
1941,1.26914614373419e-07,4.279678762486583e-07
1942,7.282108072104165e-08,4.854738904214173e-07
1943,1.1612941008820599e-07,4.616144053670723e-07
1944,9.318239690969676e-08,5.912262395213475e-07
1945,7.624764108982163e-08,5.032344461142202e-07
1946,5.150808579656996e-08,5.15080841978488e-07
1947,4.7683483828109274e-08,5.149816502125759e-07
1948,5.3272248834446145e-08,4.859733735429472e-07
1949,3.141442572740516e-08,4.3980196551274275e-07
1950,4.147791021757996e-08,4.190332560938259e-07
1951,6.823297127311889e-08,4.2538994193819235e-07
1952,4.2179213899373735e-08,3.6063229913452233e-07
1953,4.417269394707546e-08,4.4172691104904516e-07
1954,4.3976413399704484e-08,4.407413882745459e-07
1955,4.22352348650179e-08,3.491446136649756e-07
1956,4.7966278060584955e-08,4.822791197511833e-07
1957,7.42143149157215e-08,3.595860391669703e-07
1958,4.6324563740540725e-08,3.4247088365191303e-07
1959,8.138285423342495e-08,3.4103291568499117e-07
1960,7.958958292419993e-08,4.1455791688349564e-07
1961,4.794229990778831e-08,4.787281682183675e-07
1962,4.693047800374828e-08,4.255452665802295e-07
1963,7.435961180135564e-08,4.687888690568798e-07
1964,4.137098486012292e-08,4.459548677004932e-07
1965,4.541796094770234e-08,4.142336820223136e-07
1966,7.200797114137458e-08,3.7776490557916986e-07
1967,4.240088635754091e-08,4.018223478396976e-07
1968,4.4914157726339e-08,4.253370775586518e-07
1969,6.994307166774405e-08,3.7742006497865077e-07
1970,5.610444731019015e-08,3.9641008697799407e-07
1971,6.474380676024794e-08,4.1364100411556137e-07
1972,4.873639625202486e-08,3.662924825675873e-07
1973,6.781240774467179e-08,3.3079223271670344e-07
1974,5.85059468649618e-08,3.071562275636097e-07
1975,5.711480133285818e-08,3.215563424419088e-07
1976,6.627691084837295e-08,3.365267389199289e-07
1977,6.053085321866547e-08,3.102940695498546e-07
1978,6.178215161689593e-08,3.5643549267661e-07
1979,6.261611462665684e-08,3.4936280712827283e-07
1980,1.205251900504578e-07,3.6896628330396197e-07
1981,5.692994659023398e-08,3.8902129517737194e-07
1982,7.697303061604543e-08,3.556898775514128e-07
1983,1.0483424506269046e-07,3.846027425424836e-07
1984,8.466552109398506e-08,3.3692239753690956e-07
1985,6.376491445969634e-08,3.452930457115144e-07
1986,5.2751471690815066e-08,3.6146747106613475e-07
1987,6.844115035820053e-08,3.3181734693243925e-07
1988,7.315795608198172e-08,3.3940494859052706e-07
1989,8.780995386370449e-08,3.748387484847626e-07
1990,5.557624138674555e-08,3.743223260244122e-07
1991,8.088821967788817e-08,3.91545881939237e-07
1992,4.407955345175907e-08,3.741252214695123e-07
1993,7.644106259085959e-08,3.633720098150661e-07
1994,9.653115773389231e-08,3.660799166027573e-07
1995,4.771756589860843e-08,3.7143789199944877e-07
1996,6.512472250363999e-08,3.36833608116649e-07
1997,5.7538734665740776e-08,4.1092246760854323e-07
1998,5.292623317387779e-08,3.466429916443303e-07
1999,5.712751499631352e-08,3.765845804082346e-07
2000,6.185244161294179e-08,3.388630034351081e-07
2001,4.6002722159377285e-08,3.4304889595659915e-07
2002,7.448076466687326e-08,3.3735406645973853e-07
2003,7.292115178358927e-08,3.629389766501845e-07
2004,5.770276489958093e-08,3.532642551817844e-07
2005,8.241861693125685e-08,4.0984122051668237e-07
2006,5.517972495594492e-08,3.8955238323978847e-07
2007,4.993099303463033e-08,4.102330422028899e-07
2008,7.748540298280204e-08,5.023778726354067e-07
2009,1.7785358430444376e-07,5.082893039798364e-07
2010,4.818268850570462e-08,5.191448622099415e-07
2011,7.342026364653975e-08,6.481632226496004e-07
2012,6.638292626703901e-08,6.457867129938677e-07
2013,5.912944922581431e-08,5.505733042809879e-07
2014,4.763979455368883e-08,5.868356538485386e-07
2015,5.984753714827207e-08,5.791911235064617e-07
2016,7.456823958307268e-08,6.276160320339841e-07
2017,4.4023198086939885e-08,4.6262093178484065e-07
2018,5.1887479757262156e-08,4.829924478144676e-07
2019,5.0509558091604845e-08,4.96932386795379e-07
