year,long_ADJ âge_NOUN,long_ADJ age_NOUN
1800,3.772997558826319e-08,0.0
1801,1.3096504858367553e-07,2.3811825844433088e-09
1802,1.5664880947952042e-08,0.0
1803,9.751695984050457e-08,0.0
1804,4.943701981119375e-08,0.0
1805,4.264316544322355e-08,0.0
1806,4.8988376022407465e-08,0.0
1807,5.4092147649953404e-08,0.0
1808,2.039466551195801e-07,2.2660739951163578e-09
1809,2.9367397402779716e-08,0.0
1810,1.1466621430145096e-07,0.0
1811,1.9053783262279467e-07,0.0
1812,4.267533171287141e-08,0.0
1813,9.777521370324394e-08,0.0
1814,5.349351184236184e-08,0.0
1815,4.315557688983063e-08,0.0
1816,5.5622493277951435e-08,0.0
1817,9.029865566390072e-08,0.0
1818,2.98029441125891e-08,0.0
1819,7.452756278780726e-08,2.070210003424222e-09
1820,3.085285271708926e-08,0.0
1821,1.311577904061778e-07,0.0
1822,6.215881853677274e-08,0.0
1823,2.7671523739059012e-08,0.0
1824,1.3389569630817277e-07,8.421112696055388e-10
1825,7.396572243578703e-08,1.7610886082763955e-09
1826,1.1362299545680798e-07,8.807984341885344e-10
1827,4.885154680778214e-08,9.217273055917019e-10
1828,9.447470006307412e-08,3.668920500743411e-09
1829,6.258418494553553e-08,0.0
1830,3.5485243188304594e-08,0.0
1831,5.6128342862393765e-08,0.0
1832,3.5177919244233635e-08,0.0
1833,4.9809603552830595e-08,0.0
1834,7.094243414940138e-08,2.8003592777992026e-09
1835,3.403389570166837e-08,0.0
1836,5.8470526198561856e-08,1.3441500135158435e-09
1837,6.122944284925325e-08,0.0
1838,5.617824072601252e-08,0.0
1839,4.1249702320556025e-08,2.7965900706306e-09
1840,6.369688776430849e-08,3.821813088222825e-09
1841,7.31942506604355e-08,0.0
1842,2.683306021822318e-08,6.708265054555795e-10
1843,3.1306630177141415e-08,0.0
1844,5.927646284931143e-08,5.488561272137815e-10
1845,2.9017185099178278e-08,5.580227946389016e-10
1846,3.102885770545072e-08,0.0
1847,3.7752563741833e-08,1.0786447290911383e-09
1848,1.126331028444838e-08,0.0
1849,3.5193544078993e-08,0.0
1850,3.326607966869233e-08,0.0
1851,4.450112811582585e-08,6.449438760824933e-10
1852,6.119912399071836e-08,1.3021090872200602e-09
1853,4.538668108011734e-08,0.0
1854,3.4810952342922974e-08,4.67609800880453e-09
1855,5.996838581268094e-08,1.0613874223963649e-09
1856,2.3815070804289462e-08,2.5885946719483854e-09
1857,4.29572786231347e-08,9.763018171682347e-10
1858,4.159624467092726e-08,1.4681028059904122e-09
1859,4.277425702525761e-08,1.018434669930457e-09
1860,3.524431591017674e-08,0.0
1861,5.1875602480322414e-08,0.0
1862,5.3312238179614724e-08,4.517986262886353e-10
1863,2.8469338886338846e-08,0.0
1864,4.93856973093898e-08,4.794727948009836e-10
1865,4.471502279557171e-08,0.0
