year,petit_ADJ arrêt_NOUN,petit_ADJ jarret_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,2.2378401354217203e-09,0.0
1803,2.145373123596528e-08,0.0
1804,4.943701892301533e-09,0.0
1805,2.842877711017877e-09,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,2.5070767684098882e-09,0.0
1812,2.6672082320544632e-09,0.0
1813,0.0,0.0
1814,3.1466771410748606e-09,0.0
1815,1.6183340889597275e-08,0.0
1816,0.0,0.0
1817,1.8682481339737933e-08,0.0
1818,4.768470951432846e-09,0.0
1819,8.280840013696888e-09,0.0
1820,0.0,0.0
1821,9.86148829262845e-10,0.0
1822,0.0,0.0
1823,2.964806067318193e-09,0.0
1824,1.3473780313688621e-08,8.421112696055388e-10
1825,8.805443041381977e-10,1.7610886082763955e-09
1826,7.927186018719112e-09,8.807984341885344e-10
1827,5.530363889061363e-09,0.0
1828,2.7516904310687096e-09,0.0
1829,8.573175946935407e-09,0.0
1830,0.0,1.0436835840010872e-09
1831,7.795603274018958e-09,0.0
1832,1.3529969367098715e-09,0.0
1833,0.0,0.0
1834,2.8003592777992026e-09,0.0
1835,3.025235173481633e-09,7.563087933704082e-10
1836,1.68018754465038e-08,0.0
1837,1.1132625488130543e-08,0.0
1838,7.574594285131298e-09,0.0
1839,6.9914749545318955e-09,1.3982950353153e-09
1840,7.64362617644565e-09,6.369688665408546e-10
1841,1.2841097074556274e-09,0.0
1842,2.683306021822318e-09,0.0
1843,8.269675610961258e-09,1.7720733769266417e-09
1844,1.2074834465636286e-08,0.0
1845,1.2276501593078137e-08,1.1160455892778032e-09
1846,3.5127007969038004e-09,5.854501328173001e-10
1847,8.629157832729106e-09,0.0
1848,8.04522137798358e-09,0.0
1849,1.256912263158938e-08,0.0
1850,6.788996032014438e-09,0.0
1851,1.1608989325395669e-08,0.0
1852,5.859490670445666e-09,6.510545436100301e-10
1853,2.9859659189668264e-09,0.0
1854,6.234797567117312e-09,0.0
1855,4.776243400783642e-09,0.0
1856,7.248064815001953e-09,1.0354378465748937e-09
1857,8.298565390418844e-09,3.905207268672939e-09
1858,9.787352261980686e-09,4.893676019968041e-10
1859,6.619825576592575e-09,0.0
1860,1.0069804545764782e-08,0.0
1861,5.659156698811785e-09,0.0
1862,1.8071945051545413e-09,0.0
1863,1.9978483312144135e-09,0.0
1864,1.821996598039277e-08,4.794727948009836e-10
1865,1.6003271596787272e-08,0.0
1866,6.3252967308358166e-09,2.432806400776144e-09
1867,2.0867089389753346e-08,0.0
1868,2.4699369660652337e-08,4.93987406535723e-10
1869,8.790334682373668e-09,0.0
1870,8.601073631098188e-09,0.0
1871,1.1683295220166201e-08,0.0
1872,1.1489944995446422e-08,6.047339295989218e-10
1873,8.380406590902112e-09,0.0
1874,1.0156835372754358e-08,0.0
1875,7.437985338754061e-09,0.0
1876,2.9020871039620033e-08,0.0
1877,2.6594708657512456e-08,1.8554447978047506e-09
1878,3.200716930384928e-08,6.039088673581716e-10
1879,1.3440515367335593e-08,0.0
1880,1.7328185109022343e-08,6.417846254436199e-10
1881,9.761510710859511e-09,6.972507571312292e-10
1882,2.0631693686823382e-08,0.0
1883,3.159669503816076e-08,0.0
1884,1.2543224237049344e-08,6.601696966868076e-10
1885,5.156508664505566e-08,0.0
1886,1.613365974151293e-08,0.0
1887,1.697520346510828e-08,0.0
1888,1.8387781741679987e-08,6.340614699951175e-10
1889,1.3783300722991498e-08,0.0
1890,2.4251230357208442e-08,0.0
1891,1.529812720946211e-08,0.0
1892,2.1312942521944933e-08,0.0
1893,1.3548516086814288e-08,0.0
1894,1.071261657159539e-08,0.0
1895,1.9259566386153892e-08,0.0
1896,1.8870492723976895e-08,0.0
1897,2.738555449077751e-08,2.330685422435863e-09
1898,1.1316709347397591e-08,0.0
1899,1.9346524382513053e-08,0.0
1900,1.9726001942999005e-08,0.0
1901,1.7325090695408107e-08,0.0
1902,3.044375845862035e-08,4.910283846193408e-10
1903,6.480264325148255e-09,5.400220270956879e-10
1904,1.2361637935498493e-08,0.0
1905,2.0126959654476195e-08,0.0
1906,9.259531807970234e-09,0.0
1907,1.7999951751335175e-08,5.142843373384665e-10
1908,9.331639461152008e-09,0.0
1909,2.2003934396774838e-08,5.500983557560346e-10
1910,3.901229872482759e-08,0.0
1911,4.0966880554549334e-08,0.0
1912,1.5107321338359014e-08,0.0
1913,2.1742256994805587e-08,0.0
1914,2.1429579888376793e-08,0.0
1915,2.3561524287174507e-08,0.0
1916,6.592477230782379e-09,0.0
1917,2.4126133979507358e-08,0.0
1918,8.040463406189247e-09,0.0
1919,1.012863304339362e-08,0.0
1920,1.3630017559052021e-08,0.0
1921,1.4388220004324381e-08,7.572747429129834e-10
1922,3.024953443286904e-08,0.0
1923,2.0170300985000722e-08,0.0
1924,3.093989942026809e-08,0.0
1925,1.6497267552040284e-08,1.0998177923937646e-09
1926,1.3375366592072169e-08,1.1146138456652466e-09
1927,2.7873062080630007e-08,0.0
1928,2.5137291359556002e-08,0.0
1929,1.7824650200282122e-08,0.0
1930,2.6259008301110498e-08,0.0
1931,1.2545892325022123e-08,0.0
1932,1.6439305028370654e-08,0.0
1933,1.605892663292252e-08,0.0
1934,1.3179738189705859e-08,0.0
1935,1.0771455727365264e-08,0.0
1936,1.9399542861009422e-08,0.0
1937,1.7627565185307503e-08,1.2591118148108649e-09
1938,1.5558256905023882e-08,2.5930428915188486e-09
1939,1.988226472349197e-08,0.0
1940,2.5357829169792012e-09,0.0
1941,1.1806010391524069e-08,0.0
1942,2.4273694165799498e-08,0.0
1943,1.1612940831184915e-08,0.0
1944,2.5705489292704442e-08,0.0
1945,0.0,0.0
1946,6.960552134671616e-09,0.0
1947,1.1920871401116528e-08,0.0
1948,1.7395020535104777e-08,0.0
1949,6.8719059331812105e-09,0.0
1950,1.0635361036293034e-08,0.0
1951,2.1322803522849654e-09,3.1984206394497505e-09
1952,1.370824520563474e-08,0.0
1953,1.723812381726475e-08,0.0
1954,1.856781906006688e-08,0.0
1955,1.595553378308523e-08,1.8771215692936494e-09
1956,7.849027205963921e-09,0.0
1957,1.3252556385623393e-08,0.0
1958,1.7371711180658167e-08,8.272243445794913e-10
1959,2.0927019450667217e-08,0.0
1960,1.1073332972788563e-08,0.0
1961,1.389631831827387e-08,0.0
1962,2.0294259828190775e-08,0.0
1963,1.2285501060915749e-08,0.0
1964,2.1293888874396316e-08,0.0
1965,1.2038495533772675e-08,0.0
1966,1.1632057428379028e-08,0.0
1967,2.662381248796919e-08,4.930335584241163e-10
1968,9.431973424511852e-09,0.0
1969,1.2262746373892242e-08,0.0
1970,1.8394900186402552e-08,1.3796175313274261e-09
1971,1.3359833683779243e-08,5.138397485282553e-10
1972,1.0773308023459549e-08,0.0
1973,2.0950174484113404e-08,1.102640756478479e-09
1974,9.563471903284437e-09,0.0
1975,1.7134440088995007e-08,0.0
1976,1.5997875024709174e-08,5.713526873840635e-10
1977,5.876782005476144e-09,0.0
1978,1.544553773769053e-08,0.0
1979,1.6970723160092405e-08,0.0
1980,1.5918422358041084e-08,1.7055452605774235e-09
1981,1.5181319312773667e-08,1.8976649140967083e-09
1982,1.2415004135846175e-08,6.207502289967692e-10
1983,9.47297351672205e-09,0.0
1984,1.797692716909438e-08,0.0
1985,6.617113634810323e-09,1.2031116103372597e-09
1986,1.4986213270340443e-08,0.0
1987,1.4665960224036212e-08,6.110816852533674e-10
1988,1.978862740337206e-08,0.0
1989,1.756199174973716e-08,0.0
1990,1.8525413703063265e-08,0.0
1991,8.20605094986604e-09,0.0
1992,1.9284805363728452e-08,0.0
1993,2.3818592431723573e-08,0.0
1994,1.3187316794116555e-08,0.0
1995,1.897857815347237e-08,0.0
1996,9.60856638698715e-09,0.0
1997,1.6302641459020606e-08,0.0
1998,1.7642078020685403e-08,4.768129224785866e-10
1999,1.5995704094606822e-08,0.0
2000,1.7672125318668463e-08,0.0
2001,2.1467937816321836e-08,0.0
2002,1.7086764003693133e-08,0.0
2003,1.583430719875878e-08,0.0
2004,1.6738206376487597e-08,4.404791253964646e-10
2005,1.5763123917267308e-08,9.007499190971657e-10
2006,1.729513776638214e-08,0.0
2007,2.3567428897308673e-08,3.994479469415779e-10
2008,3.491100719621443e-08,0.0
2009,3.1946890022283014e-08,0.0
2010,4.487603444403021e-08,9.447586046817946e-10
2011,6.271314201278244e-08,1.1471915639660324e-09
2012,6.604250213371188e-08,1.0212758416727752e-09
2013,4.127904928985515e-08,2.789125042035323e-10
2014,5.456922025359745e-08,1.2992671383216248e-09
2015,6.51673150997567e-08,1.329945265027277e-09
2016,5.7168985545530404e-08,1.6570720351438695e-09
2017,4.502944261908226e-08,5.031222660711876e-10
2018,5.705041239423281e-08,5.162933414126769e-10
2019,7.142765934275985e-08,1.02039510174734e-09
