year,grand_ADJ est_NOUN,grand_ADJ geste_NOUN
1997,5.993618246158405e-08,1.323390819152337e-07
1998,6.86610619471395e-08,1.3875255433504208e-07
1999,9.460316152676285e-08,1.489885619321285e-07
2000,5.831801630495903e-08,1.290065227976811e-07
2001,7.053750769592249e-08,1.1873083849422983e-07
2002,3.504977272861254e-07,1.401990914473572e-07
2003,9.042222659516597e-08,1.5167599087817507e-07
2004,6.915522024475429e-08,1.4800099279455026e-07
2005,5.53961203575426e-08,1.7429510990041308e-07
2006,7.494559539633627e-08,1.5606802605816483e-07
2007,9.826419430924993e-08,2.0571569336880202e-07
2008,9.919834673133288e-08,2.1542645356475987e-07
2009,9.01188379476281e-08,2.3411824656704994e-07
2010,1.0911962217141635e-07,2.8437233368094894e-07
2011,6.959628817693186e-08,3.839267890271003e-07
2012,6.22978235942373e-08,4.742124133372272e-07
2013,5.494576371667392e-08,5.483419727170258e-07
2014,5.673466454969578e-08,5.935485205554869e-07
2015,6.649726280727464e-08,5.397361064751749e-07
2016,8.347500468630642e-08,5.304701744535123e-07
2017,1.9370206594260253e-07,5.046316573498189e-07
2018,1.8096081516594253e-07,6.143890800558438e-07
2019,1.7448756534088616e-07,5.178505375624809e-07
