year,grand_ADJ est_NOUN,grand_ADJ geste_NOUN
1800,3.458580977167003e-08,6.288328968651058e-09
1801,4.7623651688866175e-09,0.0
1802,5.818384352096473e-08,0.0
1803,1.950339223455444e-09,0.0
1804,0.0,0.0
1805,5.685755422035754e-09,0.0
1806,1.152667650217154e-08,8.645007376628655e-09
1807,1.1387820464392462e-08,0.0
1808,2.039466551195801e-08,0.0
1809,2.484933525614963e-08,0.0
1810,9.360507036149102e-09,0.0
1811,1.0028307073639553e-08,0.0
1812,3.7340914360584065e-08,0.0
1813,2.3005932492381476e-08,0.0
1814,3.1466771410748606e-09,0.0
1815,5.394447111228828e-09,0.0
1816,6.952811659743929e-09,0.0
1817,4.670620334934483e-09,0.0
1818,9.536941680821087e-09,7.152706427149269e-09
1819,2.070209959015301e-08,0.0
1820,1.6613073583471305e-08,0.0
1821,9.86148829262845e-10,0.0
1822,1.0025615893027862e-08,5.012807946513931e-09
1823,3.9530747564242574e-09,0.0
1824,0.0,3.3684450784221553e-09
1825,4.4027217427355936e-09,0.0
1826,1.233117841170639e-08,8.807984341885344e-10
1827,1.8434546111834038e-08,1.8434546111834038e-09
1828,2.7516904310687096e-09,0.0
1829,1.714635211591542e-09,0.0
1830,1.0436835840010872e-09,1.0436835840010872e-09
1831,1.2472964439069756e-08,1.5591206103948707e-09
1832,9.470978667991403e-09,2.705993873419743e-09
1833,4.6334514003376626e-09,1.1583628500844156e-09
1834,4.667265462998671e-09,0.0
1835,5.294161553592858e-09,1.5126175867408165e-09
1836,1.344150035720304e-08,0.0
1837,5.5663127440652715e-09,0.0
1838,8.837027110075724e-09,1.8936485712828244e-09
1839,4.894032734625853e-09,8.38977065598101e-09
1840,7.0066574764382494e-09,0.0
1841,7.0626033910059505e-09,6.420548537278137e-10
1842,6.037438549100216e-09,2.683306021822318e-09
1843,4.13483786099178e-09,1.1813822142769936e-09
1844,3.2931368743049916e-09,0.0
1845,1.2276501593078137e-08,0.0
1846,1.3465353276842507e-08,9.367202125076801e-09
1847,3.235934187273415e-09,2.6966118227278457e-09
1848,5.63165514222419e-09,2.413566457803995e-09
1849,4.1897072478036534e-09,6.703531951757213e-09
1850,4.752297222410107e-09,1.3577992064028876e-08
1851,4.514607132577453e-09,5.159551008659946e-09
1852,1.9531636308300904e-09,0.0
1853,5.971931837933653e-09,3.5831591027601917e-09
1854,1.5067427139303646e-08,4.1565315633818045e-09
1855,4.776243400783642e-09,1.0613874223963649e-09
1856,1.5531567809645708e-08,1.5531567143511893e-09
1857,3.90520732418409e-09,2.9289055625270066e-09
1858,3.9149408159744326e-09,1.1744822003834088e-08
1859,4.073738679721828e-09,1.4258085379026397e-08
1860,1.0985241660765865e-08,1.5562426014525954e-08
1861,1.2733101795170398e-08,9.903524222920623e-09
1862,4.517986262886353e-09,2.5300723294208183e-08
1863,5.494082966350788e-09,2.6471489888990618e-08
1864,2.876836879828204e-09,1.8699438442126848e-08
1865,5.1775286835642476e-09,9.88437331983505e-09
1866,4.865613079108044e-09,2.1408697037372804e-08
1867,4.367530337390235e-09,2.232293283555009e-08
1868,3.4579118457500613e-09,9.385760613156435e-09
1869,1.0255390314739543e-08,1.0743741896135361e-08
1870,1.0894693147633916e-08,2.2362790730312554e-08
1871,0.0,6.37270636261178e-09
1872,7.861540973763681e-09,2.53988243770209e-08
1873,1.5563611455160498e-08,1.7958013742713774e-08
1874,5.377148226681783e-09,1.2546679251101978e-08
1875,1.3731665304828056e-08,6.865832347102696e-09
1876,4.836811839936672e-09,4.413590914964516e-08
1877,1.1751150275074451e-08,3.277952487223956e-08
1878,4.831270938865373e-09,1.7513357875031943e-08
1879,5.498392630087778e-09,2.504823370941267e-08
1880,7.701415505323439e-09,1.2835692508872398e-08
1881,1.2550513794895579e-08,7.251407652120179e-08
1882,4.6587693702804245e-09,4.592215674392719e-08
1883,1.4534479342298567e-08,5.624211496524367e-08
1884,6.601696966868076e-09,6.46966284989503e-08
1885,1.0313017162477678e-08,7.154655889962669e-08
1886,1.2906927970846027e-08,5.8726520535401505e-08
1887,7.181816974455302e-09,8.357023517646667e-08
1888,4.057993407968752e-08,1.2998259535379475e-07
1889,1.6915869149869422e-08,6.954302023132186e-08
1890,1.2453333919637544e-08,5.83340380444497e-08
1891,9.561329838980726e-09,5.418086956865409e-08
1892,3.761107425503951e-09,1.2286284345464082e-07
1893,1.847524977449666e-08,1.1885744299888756e-07
1894,1.3863386216783624e-08,1.235101763086277e-07
1895,2.1065150956900425e-08,1.1435367497369953e-07
1896,1.1794057841463257e-08,1.0555682194990368e-07
1897,1.3401441290028515e-08,1.4916386703589524e-07
1898,1.4711722617910539e-08,1.3976136870041955e-07
1899,4.9748205555033564e-09,1.7632974902426213e-07
1900,1.1939422339679595e-08,1.4534948888922372e-07
1901,7.824234371511807e-09,1.5983793844043248e-07
1902,1.3748794491785787e-08,1.1391858834031154e-07
1903,1.5660639007819555e-08,1.6470671937440784e-07
1904,1.5048950530172078e-08,1.5371428219168592e-07
1905,8.773290538499623e-09,1.501780815260645e-07
1906,8.7451136887573e-09,2.1194040300542838e-07
1907,7.199980778249682e-09,1.871995038982277e-07
1908,9.331639239107403e-09,2.156099867534067e-07
1909,3.8506885458033935e-09,2.1783894510463142e-07
1910,3.2064905175488434e-09,2.1643809589022567e-07
1911,4.25629931299909e-09,1.7291216636294848e-07
1912,7.814131786076928e-09,1.78162210318078e-07
1913,5.302989658506618e-09,1.675744698559356e-07
1914,7.366418253162976e-09,1.7880306302231475e-07
1915,1.767114232720246e-08,2.9569713433375e-07
1916,5.493730803607377e-09,2.7358780130271043e-07
1917,2.1932848870420685e-09,3.1034980452204763e-07
1918,2.412139021856774e-08,2.848621249995631e-07
1919,9.207848372660976e-10,3.627892226631957e-07
1920,1.0601124422748853e-08,2.748720078216138e-07
1921,6.058197943303867e-09,2.8170620680612046e-07
1922,1.6231458122017983e-08,3.371716559286142e-07
1923,9.554353308516284e-09,2.7282987957732985e-07
1924,1.5469949543600592e-08,2.6427829880049103e-07
1925,1.2097995494286806e-08,2.4415953703282867e-07
1926,4.458455493683289e-09,2.5078810494960635e-07
1927,1.1149225098705529e-08,3.9356763181785936e-07
1928,1.0283437101854531e-08,2.7422498760643066e-07
1929,1.0026365737658693e-08,2.3060641751726507e-07
1930,8.402882945013346e-09,2.3948214789015765e-07
1931,1.2545892325022123e-08,2.474962457199581e-07
1932,1.0959536500543265e-08,2.1261500648961373e-07
1933,2.1794258620033702e-08,2.0303072290062119e-07
1934,9.585264137967897e-09,2.2645185993042105e-07
1935,1.3165112555668657e-08,2.537276202474459e-07
1936,1.2124715009775855e-08,2.1703239383441542e-07
1937,1.2591118370153254e-08,2.165672299270227e-07
1938,1.6854778683850213e-08,2.1262951577227795e-07
1939,7.647025235257843e-09,2.0341087747510755e-07
1940,2.02862628917444e-08,1.2171757646228798e-07
1941,0.0,2.862957444449421e-07
1942,1.5171058853624686e-08,2.730790527039062e-07
1943,1.4516176261025748e-08,2.932267477717687e-07
1944,6.4263723231761105e-09,3.116790594503982e-07
1945,1.742803190651898e-08,3.093475697824033e-07
1946,1.9489545977080525e-08,2.881668592635833e-07
1947,2.7418002979118228e-08,2.729879327034723e-07
1948,9.784698828951832e-09,2.641868661612534e-07
1949,7.362756271334092e-08,2.424800982225861e-07
1950,3.084254718288548e-08,2.616298786506377e-07
1951,1.2793682224732095e-08,2.5800591174629517e-07
1952,3.0579930365703945e-08,2.1300503760812717e-07
1953,2.3702420026694426e-08,2.715004541187227e-07
1954,1.2704296947774196e-08,3.146756739624834e-07
1955,1.9709777365761738e-08,2.1680753548025677e-07
1956,8.721141808720745e-09,2.258775708696703e-07
1957,2.1204090427939803e-08,2.1557491436396958e-07
1958,2.068060844795383e-08,2.3575893237648415e-07
1959,1.3951346078400206e-08,1.9609392154507077e-07
1960,2.4915000451652958e-08,2.429212599963648e-07
1961,2.014966143937258e-08,2.480492753420549e-07
1962,1.8391673295425903e-08,1.9025868880362395e-07
1963,1.8751554531348802e-08,2.082069130437958e-07
1964,8.517555771803131e-09,2.287572158365947e-07
1965,1.313290448612392e-08,2.0301280301282532e-07
1966,1.7725039658245123e-08,2.5202788833667e-07
1967,1.7256174211777164e-08,2.3961430883900903e-07
1968,1.3474247301248354e-08,2.3445190322490816e-07
1969,1.3625273381778769e-08,1.9529558414888015e-07
1970,2.759235046001507e-08,1.7659104400991055e-07
1971,1.695671192347703e-08,1.8857919314996252e-07
1972,1.7955513909040377e-08,1.559564708486505e-07
1973,9.372446485578223e-09,1.4995914909832209e-07
1974,1.4063928965857286e-08,1.5526578067692753e-07
1975,1.5420996479775795e-08,1.3136404675151425e-07
1976,1.88546389057187e-08,1.3369653117933922e-07
1977,1.0578207698674902e-08,1.480948981225083e-07
1978,2.079206917748877e-08,1.3425736256067466e-07
1979,1.2289144368793359e-08,1.7204801849857176e-07
1980,7.390695833109362e-09,1.603212496092965e-07
1981,1.2018544437442102e-08,1.4295741834757791e-07
1982,2.1105507896912457e-08,1.558083084773898e-07
1983,1.0104505787644769e-08,1.5977749967532873e-07
1984,2.841514157303493e-08,1.5889283133674326e-07
1985,2.1656008541981464e-08,1.7384962802680093e-07
1986,2.637573637276347e-08,1.5885386517311417e-07
1987,2.8109758298811016e-08,1.5643691142486205e-07
1988,2.9383114052983217e-08,1.475152231478205e-07
1989,4.390497854167563e-08,1.6738772501412313e-07
1990,5.285191467807593e-08,1.4166492690037558e-07
1991,3.8099522925438833e-08,1.3833057721512887e-07
1992,7.107828087216106e-08,1.5262544650340715e-07
1993,4.98528672787657e-08,1.5288212296127313e-07
1994,6.699156829270692e-08,1.6141275693826174e-07
1995,6.6153898692356e-08,1.0736452793480566e-07
1996,6.138805841438e-08,1.3718896241243783e-07
