year,tout_DET est_NOUN,tout_DET geste_NOUN
1917,1.688829419643767e-07,1.0856760113142627e-07
1918,9.648556442698464e-08,1.2979605124030513e-07
1919,1.2062281545821563e-07,1.3167223400500916e-07
1920,1.4614407017887743e-07,7.042175154126085e-08
1921,1.0904756386764802e-07,1.0601845978897018e-07
1922,1.2837608076576856e-07,1.1730917126584472e-07
1923,1.337609427665143e-07,8.492758318823235e-08
1924,1.10867969804751e-07,1.0700048047596056e-07
1925,1.363774058127376e-07,8.578578647444601e-08
1926,1.3598289150262843e-07,1.0365908487131037e-07
1927,1.3267577991804558e-07,7.804457302640344e-08
1928,1.2454385323046324e-07,1.1883082606800599e-07
1929,1.3479891647349973e-07,1.114040655281201e-07
1930,1.3444612290136604e-07,9.033099246380516e-08
1931,1.1405356659111021e-07,9.352392726924563e-08
1932,1.2822657446953656e-07,1.4028207573346663e-07
1933,1.2961848128156817e-07,8.832410003378754e-08
1934,9.345632712154384e-08,1.4138264425866964e-07
1935,1.256669799332144e-07,9.574627224395726e-08
1936,1.0912242931482297e-07,8.002311435717502e-08
1937,1.271702905203398e-07,1.4353875332773214e-07
1938,1.2576257701901739e-07,1.348382241417312e-07
1939,1.4682288274059374e-07,1.5446990886403e-07
1940,1.1918179687597785e-07,7.860927153657826e-08
1941,1.0330258781721113e-07,7.9690567034163e-08
1942,1.8205270668758544e-07,9.102635578628337e-08
1943,1.1322617265996371e-07,1.0741970335459428e-07
1944,1.5744612369417155e-07,1.2852744468716537e-07
1945,1.764588302144432e-07,1.2199622290154366e-07
1946,1.6287691728678055e-07,1.9071912760182386e-07
1947,1.5497132133113212e-07,1.4305045858975518e-07
1948,1.9134522699637557e-07,1.54380803252252e-07
1949,1.6001723934788714e-07,1.452917164357359e-07
1950,1.839917569412819e-07,1.4038676532379668e-07
1951,2.0576505344038765e-07,1.0234945690967834e-07
1952,1.8031614845703814e-07,1.4973621631497736e-07
1953,1.3359546224833707e-07,1.8100030452217197e-07
1954,1.9935974027163184e-07,1.6124684165674807e-07
1955,1.4266123882222814e-07,1.8020366354676298e-07
1956,2.1715642528619128e-07,1.9796991246323614e-07
1957,1.687492179880401e-07,1.5019564791884932e-07
1958,1.3980091129184302e-07,1.3980091395637828e-07
1959,1.8369272858365093e-07,1.4881435461688852e-07
1960,1.64023747084574e-07,1.4256916358590388e-07
1961,2.3762704620677866e-07,1.486906135994559e-07
1962,1.6996442875338857e-07,1.4967017669675897e-07
1963,1.8686893765718082e-07,1.4289977023906886e-07
1964,2.433587311667651e-07,1.5879157011511325e-07
1965,2.3420345152125321e-07,1.3898989692506802e-07
1966,1.9331370926245484e-07,1.5454019042238087e-07
1967,1.9672038775730982e-07,1.5974288025688566e-07
1968,2.3490104972268e-07,1.805549167954723e-07
1969,1.9257053412991e-07,1.4806130366196157e-07
1970,1.8808784965629322e-07,1.8808785817725493e-07
1971,1.880653454078285e-07,1.680255987679402e-07
1972,1.9391955152769924e-07,1.6365168775678285e-07
1973,1.9902665432391942e-07,1.4499726042060956e-07
1974,1.755178341000807e-07,1.7045482003652523e-07
1975,1.4050241148311216e-07,1.427870053305469e-07
1976,1.8626097708640543e-07,1.7711933431030502e-07
1977,1.6748828468582388e-07,1.7982952371653482e-07
1978,1.936632730847876e-07,1.823761621722042e-07
1979,2.282269632170042e-07,1.8609274832215306e-07
1980,1.6316382445147326e-07,1.7282858699729786e-07
1981,2.1253846538282772e-07,2.1064080257815476e-07
1982,1.9305332277230747e-07,1.9429482200905568e-07
1983,1.81881102401249e-07,1.812495664665903e-07
1984,1.8614817509643444e-07,1.7976925903440133e-07
1985,1.7204496050027274e-07,1.738496226977304e-07
1986,2.0740919570716443e-07,1.8882628616267993e-07
1987,2.1143426565117807e-07,1.6499204846809334e-07
1988,2.2127283771933293e-07,1.667041953368198e-07
1989,2.1293914664877178e-07,1.706806038725972e-07
1990,1.9397197537074362e-07,1.8743358687345335e-07
1991,2.0163440694886958e-07,2.004621144635621e-07
1992,2.0662290772799352e-07,1.7135925922673323e-07
1993,1.9110265958577344e-07,1.7448503264461124e-07
1994,1.9675476159441985e-07,1.8251246380884822e-07
1995,2.087643548587259e-07,2.0659537369738246e-07
1996,2.0017845647757326e-07,1.9857702326930848e-07
1997,1.711777367630063e-07,2.0138556777737904e-07
1998,2.1885713064051515e-07,2.0932086819414053e-07
1999,1.7595274573456443e-07,2.0017481006107118e-07
2000,1.7362864102032916e-07,1.9616060065175134e-07
2001,1.7130537821596903e-07,2.1862246413206776e-07
2002,2.032886768921216e-07,1.971549608015266e-07
2003,1.8167783794043046e-07,2.120963706886414e-07
2004,1.9116793950613165e-07,2.4226352124401274e-07
2005,1.932108605329219e-07,2.4545434840206326e-07
2006,2.1618922757538073e-07,2.359550990149728e-07
2007,2.1969637231666894e-07,2.4206545568006277e-07
2008,2.2266408969406903e-07,2.2990173498271815e-07
2009,1.8595951023492319e-07,2.1933685623309884e-07
2010,2.1162592878098963e-07,2.4091344563714756e-07
2011,1.9922893990109714e-07,2.8985706634898634e-07
2012,2.532764092344486e-07,2.903827649447521e-07
2013,2.3010282312885266e-07,2.2787150832925818e-07
2014,2.5335708286888803e-07,2.275882859947842e-07
2015,2.4271500027872595e-07,2.1412117590102753e-07
2016,2.3074727906191583e-07,1.7378542338519765e-07
2017,2.3822839523290895e-07,1.9470832057777443e-07
2018,2.204572595587706e-07,2.0471031092483827e-07
2019,2.632619384712598e-07,1.7882424785398143e-07
