year,tout_DET arrêt_NOUN,tout_DET jarret_NOUN
1800,1.5720821977538435e-08,0.0
1801,2.3811825844433088e-09,0.0
1802,3.8043282302169246e-08,0.0
1803,2.9255089017965474e-08,0.0
1804,2.7190360185613827e-08,0.0
1805,8.528632911009026e-09,0.0
1806,1.152667650217154e-08,0.0
1807,1.395008020210753e-07,0.0
1808,1.1330369886763947e-07,0.0
1809,1.7620438086396462e-07,0.0
1810,1.9189039335287816e-07,0.0
1811,1.0529722160868005e-07,0.0
1812,1.680341199516988e-07,0.0
1813,1.236568909490643e-07,0.0
1814,5.3493510066005e-08,0.0
1815,9.979727177977793e-08,0.0
1816,4.1716871734820415e-08,0.0
1817,4.514932783195036e-08,0.0
1818,2.8610825708597076e-08,0.0
1819,7.452756101145042e-08,0.0
1820,6.526564710895855e-08,1.1866481131050932e-09
1821,5.1279740453935574e-08,0.0
1822,6.917674966189225e-08,0.0
1823,6.127265805844218e-08,0.0
1824,6.905312588401102e-08,0.0
1825,1.0126259653020497e-07,0.0
1826,1.241925815520517e-07,0.0
1827,1.8065854590076924e-07,8.295545583791863e-09
1828,1.0089530988466322e-07,0.0
1829,1.2516836989107105e-07,0.0
1830,8.245100246995207e-08,0.0
1831,1.496755785979076e-07,0.0
1832,9.741577855493233e-08,0.0
1833,6.950177144915415e-08,1.1583628500844156e-09
1834,9.894603181237471e-08,0.0
1835,7.865611451052246e-08,0.0
1836,5.981467765536763e-08,0.0
1837,4.661786778825672e-08,1.3915781860163179e-09
1838,6.312161815458239e-08,1.8936485712828244e-09
1839,8.669429263363782e-08,0.0
1840,7.579929572898436e-08,0.0
1841,5.971110184077588e-08,0.0
1842,6.641182181965632e-08,0.0
1843,5.316219997553162e-08,0.0
1844,5.653218160261986e-08,0.0
1845,5.0780073479472776e-08,0.0
1846,7.552306868774394e-08,0.0
1847,1.1595431104183263e-07,0.0
1848,1.0458787969014338e-07,0.0
1849,1.3239476004400785e-07,0.0
1850,1.765138968323754e-07,0.0
1851,1.5091686833557105e-07,0.0
1852,4.7526981461487594e-08,0.0
1853,3.0456853039595444e-08,0.0
1854,8.988499544670958e-08,0.0
1855,4.82931277190346e-08,0.0
1856,7.351608743988436e-08,0.0
1857,6.931743001814539e-08,0.0
1858,7.487324182875454e-08,0.0
1859,5.4995471288066256e-08,0.0
1860,5.355305177090486e-08,0.0
1861,5.234719591129533e-08,0.0
1862,2.755971673096269e-08,0.0
1863,7.791608602758515e-08,0.0
1864,4.554991583916035e-08,0.0
1865,5.036323535989595e-08,3.765475486972036e-09
1866,6.47126512376417e-08,0.0
1867,8.492420100481013e-08,0.0
1868,9.039969128821213e-08,0.0
1869,9.181015947490323e-08,4.883519144627257e-10
1870,6.135432339959834e-08,0.0
1871,4.779529660936532e-08,0.0
1872,6.773020100325766e-08,0.0
1873,6.105724281724179e-08,1.1972008939764578e-09
1874,1.194921814828831e-07,0.0
1875,7.83849216645649e-08,0.0
1876,3.748529131542e-08,0.0
1877,6.122967821653447e-08,0.0
1878,5.495570754021628e-08,0.0
1879,1.0508039505197075e-07,0.0
1880,7.508879740214525e-08,0.0
1881,1.268996374648168e-07,0.0
1882,7.653693234743741e-08,0.0
1883,4.92908434068795e-08,0.0
1884,5.809493330843907e-08,0.0
1885,6.123353823994648e-08,0.0
1886,5.2918403881108134e-08,0.0
1887,9.466940475988395e-08,1.3057849246322917e-09
1888,8.179392807505792e-08,2.53624587998047e-09
1889,7.267558643775374e-08,0.0
1890,1.0880281742231546e-07,0.0
1891,9.242619114502304e-08,0.0
1892,1.3038505386475663e-07,6.268512375839919e-10
1893,1.133148632703751e-07,6.158416554491453e-10
1894,9.26326286787571e-08,0.0
1895,1.0592761334748957e-07,0.0
1896,7.960988845923112e-08,0.0
1897,1.1129022858824555e-07,0.0
1898,8.261198125580904e-08,0.0
1899,8.125540063019798e-08,0.0
1900,9.655359178850631e-08,0.0
1901,9.109644416582796e-08,0.0
1902,1.3748795169021832e-07,0.0
1903,1.4202579556865658e-07,2.1600881083827517e-09
1904,1.1501697727567262e-07,0.0
1905,9.599011718819384e-08,0.0
1906,8.539346652014501e-08,0.0
1907,1.1314255665695327e-07,0.0
1908,9.086069496788696e-08,0.0
1909,1.0231829428164474e-07,0.0
1910,8.283433494682413e-08,0.0
1911,1.0640748371315567e-07,0.0
1912,1.2085856937460449e-07,0.0
1913,1.2090816525756054e-07,0.0
1914,1.238897597843902e-07,0.0
1915,2.049852536600838e-07,0.0
1916,1.2745455801876915e-07,0.0
1917,1.239205928982301e-07,0.0
1918,1.2175559049865115e-07,0.0
1919,1.427216549387822e-07,0.0
1920,1.734041061851599e-07,0.0
1921,1.8098866227944654e-07,0.0
1922,1.741192754423082e-07,0.0
1923,1.295145715118906e-07,0.0
1924,8.379555715976039e-08,0.0
1925,1.198801378166081e-07,0.0
1926,1.0477370082639936e-07,0.0
1927,9.922810129125992e-08,0.0
1928,9.369353826116367e-08,0.0
1929,1.749043789800453e-07,0.0
1930,1.6700728977525614e-07,0.0
1931,8.66807079447085e-08,0.0
1932,8.767629644523822e-08,0.0
1933,9.061823380562828e-08,0.0
1934,1.1861764548370957e-07,0.0
1935,1.0891138657598276e-07,0.0
1936,6.91108743566815e-08,0.0
1937,1.6872098029807603e-07,0.0
1938,1.1668693034039279e-07,0.0
1939,1.3917585661715748e-07,0.0
1940,8.621662050956047e-08,0.0
1941,7.969056881051984e-08,0.0
1942,9.709477932773325e-08,0.0
