year,tout_DET arrêt_NOUN,tout_DET jarret_NOUN
1943,1.2774234825485564e-07,0.0
1944,1.4459337727146249e-07,0.0
1945,1.982438604386516e-07,0.0
1946,8.63108446935712e-08,0.0
1947,9.775114406807006e-08,0.0
1948,8.80622899046557e-08,0.0
1949,9.03164725229999e-08,0.0
1950,8.614642688087315e-08,1.0635361480382244e-09
1951,9.488647378930182e-08,1.0661401761424827e-09
1952,9.173979087506723e-08,3.1634410646574906e-09
1953,1.4005975756958833e-07,0.0
1954,1.0554339269219781e-07,0.0
1955,1.0230312241787942e-07,0.0
1956,9.157198910259012e-08,0.0
1957,8.569986853501632e-08,0.0
1958,1.0092137081585406e-07,0.0
1959,1.0153479834684731e-07,0.0
1960,7.889750008871488e-08,0.0
1961,1.000534926021146e-07,0.0
1962,1.2493654288903144e-07,0.0
1963,8.405869245109443e-08,0.0
1964,7.909158838970143e-08,0.0
1965,9.411914803081345e-08,0.0
1966,8.696347286729633e-08,0.0
1967,8.923907479641002e-08,0.0
1968,8.084548674958114e-08,0.0
1969,9.446856452655084e-08,0.0
1970,9.059488448315278e-08,0.0
1971,7.861748230197918e-08,0.0
1972,8.259536699029013e-08,0.0
1973,8.324937894599316e-08,0.0
1974,9.507215814608116e-08,0.0
1975,7.482039166006871e-08,0.0
1976,7.48472031020242e-08,0.0
1977,9.22654752599783e-08,0.0
1978,1.0158410823635222e-07,0.0
1979,6.905328664430499e-08,0.0
1980,7.333844642687382e-08,5.685150683554241e-10
1981,7.337637342175185e-08,0.0
1982,6.952402564763815e-08,0.0
1983,6.441622435460204e-08,0.0
1984,5.0451371969018055e-08,0.0
1985,8.301470089122631e-08,0.0
1986,6.414099384954852e-08,0.0
1987,7.516304911803218e-08,0.0
1988,5.037105266225694e-08,0.0
1989,6.640627780996056e-08,0.0
1990,7.028759618776803e-08,0.0
1991,6.09592376576984e-08,0.0
1992,5.344645970239981e-08,0.0
1993,5.317638995805396e-08,0.0
1994,5.907917621783554e-08,0.0
1995,5.530899738204198e-08,0.0
1996,6.886139036765826e-08,0.0
1997,5.178486084389533e-08,0.0
1998,5.292623583841305e-08,0.0
1999,5.255731494457905e-08,0.0
2000,6.450325873430529e-08,0.0
2001,4.8193331103618675e-08,0.0
2002,6.615644565499679e-08,0.0
2003,5.0003073681637034e-08,0.0
2004,5.5059892645203945e-08,0.0
2005,6.260211904418611e-08,0.0
2006,6.465087043494577e-08,0.0
2007,5.392547475224774e-08,0.0
2008,6.130713003926758e-08,4.257439678578834e-10
2009,4.720510382583143e-08,0.0
2010,4.440365319879902e-08,4.723793023408973e-10
2011,6.156594700712503e-08,0.0
2012,4.22127328647548e-08,0.0
2013,4.0721223726336575e-08,0.0
2014,4.8722517576038626e-08,0.0
2015,4.433150913030204e-08,0.0
2016,4.6812285603436976e-08,0.0
2017,4.251383067810366e-08,0.0
2018,4.311049295324665e-08,0.0
2019,4.872386583087973e-08,0.0
