year,long_ADJ arrêt_NOUN,long_ADJ marais_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,2.4718509461507665e-09
1805,0.0,1.1371510844071508e-08
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,2.5070767684098882e-09
1812,0.0,0.0
1813,0.0,8.627225156487839e-09
1814,3.1466771410748606e-09,0.0
1815,2.697223555614414e-09,0.0
1816,9.270415546325239e-09,0.0
1817,7.784366928831332e-09,9.341240669868967e-09
1818,0.0,0.0
1819,0.0,0.0
1820,5.933240565525466e-09,1.1866481131050932e-09
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,9.882686669016039e-09
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,8.807984341885344e-10
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,0.0
1830,2.2961039292113128e-08,0.0
1831,0.0,1.5591206548037917e-08
1832,0.0,1.3529969367098715e-09
1833,0.0,2.3167257001688313e-09
1834,9.334530925997342e-10,1.8669061851994684e-09
1835,1.1344631900556124e-08,0.0
1836,0.0,2.016224964762614e-09
1837,6.957890930081589e-10,2.0873671680021744e-09
1838,1.2624323808552163e-08,0.0
1839,0.0,2.0974426639952526e-09
1840,1.2739377330817092e-09,0.0
1841,1.926164561183441e-09,7.0626033910059505e-09
1842,6.708265054555795e-10,0.0
1843,0.0,0.0
1844,0.0,0.0
1845,2.7901139176833567e-09,0.0
1846,3.5127007969038004e-09,1.7563503984519002e-09
1847,4.853901280910122e-09,5.393223645455691e-10
1848,4.02261068899179e-09,4.02261068899179e-09
1849,1.6758829879393033e-09,5.02764896381791e-09
1850,6.788996032014438e-10,1.3577992064028876e-09
1851,5.159551008659946e-09,0.0
1852,3.2552727180501506e-09,0.0
1853,2.9859659189668264e-09,4.777545470346922e-09
1854,1.0391328686409906e-08,4.1565315633818045e-09
1855,0.0,6.368324534378189e-09
1856,7.248064815001953e-09,5.177189343896771e-09
1857,8.78671624349181e-09,1.4644527812635033e-09
1858,9.787352039936081e-10,0.0
1859,1.3748867822016564e-08,0.0
1860,4.119465657481669e-09,0.0
1861,4.715963619617014e-09,4.715963730639317e-10
1862,5.873382225018986e-09,2.2589932147099034e-09
1863,1.5982786649715308e-08,9.989241656072068e-10
1864,1.4384183621984903e-08,2.3973640850272204e-09
1865,1.2708479601997169e-08,3.765475486972036e-09
1866,1.654308451337627e-08,9.731225825149181e-10
1867,1.2132028714972876e-08,1.455843445796745e-09
1868,1.0867722721741302e-08,1.0867722721741302e-08
1869,2.5882650689368347e-08,0.0
1870,1.3188312664169644e-08,0.0
1871,3.3987767267262825e-08,0.0
1872,1.6327815544059376e-08,0.0
1873,1.616221290134945e-08,0.0
1874,1.9118749250424116e-08,3.5847653734322193e-09
1875,1.0870901234749653e-08,7.437985338754061e-09
1876,1.4510435519810017e-08,3.02300739996042e-09
1877,1.36065949618569e-08,2.4739263970730008e-09
1878,1.4493812372506909e-08,1.8117265465633636e-09
1879,3.0546627449723474e-09,0.0
1880,1.5402831010646878e-08,0.0
1881,1.6036766581351003e-08,0.0
1882,1.5307385581309063e-08,9.317538740560849e-09
1883,2.6541223885345744e-08,2.5277355764075082e-09
1884,3.6309332429596e-08,0.0
1885,1.2891271161663553e-08,4.511945039809007e-09
1886,2.0005737511041843e-08,1.936039106809062e-09
1887,2.0892558405538608e-08,1.9586774424595887e-09
1888,3.233713385952797e-08,0.0
1889,4.448247253874271e-08,6.265136742733546e-10
1890,4.2603512107053376e-08,0.0
1891,2.422203682073132e-08,0.0
1892,3.322311670217459e-08,0.0
1893,4.187723234849727e-08,6.158416554491453e-10
1894,4.474092762940529e-08,2.520615716150587e-09
1895,2.6481902892783182e-08,1.8055843487019274e-09
1896,3.774098406017501e-08,0.0
1897,3.96216535136773e-08,0.0
1898,3.677930704437671e-08,2.26334195829736e-09
1899,2.1557555740514545e-08,1.1055156790007459e-09
1900,5.4506056557102056e-08,1.038210628578895e-09
1901,5.253414459005512e-08,1.1177477832191585e-09
1902,5.155797921929661e-08,2.455141867585553e-09
1903,5.238213574010331e-08,3.2401321625741275e-09
1904,5.482117870769798e-08,0.0
1905,5.728442697972014e-08,1.0321518084666081e-09
1906,4.2696732704960993e-08,0.0
1907,4.011417686911045e-08,0.0
1908,4.2237946473733246e-08,4.911389073214423e-10
1909,3.795678793494517e-08,1.6502950117569526e-09
1910,3.099607304157814e-08,3.206490406526541e-09
1911,6.437652944057959e-08,2.128149656499545e-09
1912,4.740573211758914e-08,2.6047106693738442e-09
1913,4.560571259526469e-08,0.0
1914,5.5582971392187375e-08,0.0
1915,6.243804029359978e-08,0.0
1916,1.1207211070285439e-07,0.0
1917,9.760118047097421e-08,2.1932848870420685e-09
1918,5.858051999041436e-08,0.0
1919,6.353415216153735e-08,0.0
1920,4.619061400035207e-08,1.514446346106979e-09
1921,4.84655819921187e-08,4.543648568500203e-09
1922,3.541408943874558e-08,7.377935484775833e-10
1923,6.794207063620661e-08,0.0
1924,7.09039369439779e-08,0.0
1925,2.859526304632709e-08,2.1996355847875293e-09
1926,4.2355324580967135e-08,0.0
1927,7.246996447385357e-08,0.0
1928,5.598760022262894e-08,0.0
1929,5.1245868659677285e-08,0.0
1930,4.3064773080914165e-08,0.0
1931,4.790249708008787e-08,0.0
1932,6.246935990716906e-08,0.0
1933,4.817677989876756e-08,0.0
1934,4.313368862085554e-08,0.0
1935,5.385727686046948e-08,0.0
1936,4.607391712596609e-08,0.0
1937,3.021868422159457e-08,2.5182236296217297e-09
1938,4.408173026604345e-08,3.8895642262559704e-09
1939,5.8117391787959605e-08,1.5294050470515685e-09
1940,3.550096194793184e-08,0.0
1941,2.3612020783048138e-08,0.0
1942,4.8547388331598995e-08,0.0
1943,6.09679391416762e-08,0.0
1944,2.2492303131116387e-08,0.0
1945,5.2284097051824574e-08,0.0
1946,4.733175629212383e-08,0.0
1947,3.933887415819015e-08,0.0
1948,3.0441286158477965e-08,0.0
1949,2.9451024508020396e-08,2.945102384188658e-09
1950,4.3604980959344175e-08,0.0
1951,6.503454763606697e-08,0.0
1952,2.7416489856157966e-08,0.0
1953,4.417269394707546e-08,0.0
1954,4.4953667233116335e-08,3.9090144454689835e-09
1955,4.1296673192192657e-08,0.0
1956,5.3198963234635244e-08,0.0
1957,3.8874166108371355e-08,1.7670075402875796e-09
1958,2.647117886001027e-08,1.6544486891589827e-09
1959,2.7127616819555556e-08,0.0
1960,3.252791613839179e-08,0.0
1961,2.987708425106206e-08,0.0
1962,2.5367825895461493e-08,0.0
1963,3.103705381590771e-08,1.2932106496776896e-09
1964,4.015419063918557e-08,6.083968329129164e-10
1965,1.9699356812452606e-08,0.0
1966,2.1048484843966264e-08,5.539074754423723e-10
1967,2.5144710535940362e-08,9.860671168482327e-10
1968,3.4134758908344054e-08,0.0
1969,2.7704722072030563e-08,0.0
1970,2.9431839410065663e-08,4.5987250119061684e-10
1971,2.569198720436816e-08,5.138397485282553e-10
1972,3.231992451446786e-08,1.0260293725750103e-09
1973,3.307922430417776e-08,2.205281512956958e-09
1974,3.150320015965491e-08,0.0
1975,3.712462071092659e-08,0.0
1976,3.0853044341583313e-08,0.0
1977,3.23223002252071e-08,0.0
1978,2.6138602615688455e-08,0.0
1979,2.1652302062413753e-08,0.0
1980,2.4446148327861295e-08,2.2740602734216964e-09
1981,3.479052201882382e-08,0.0
1982,2.296775925003658e-08,0.0
1983,2.084054351314535e-08,0.0
1984,2.667543874679268e-08,5.799008495621649e-10
1985,3.188245756291508e-08,0.0
1986,1.9781802029772422e-08,5.994485463567401e-10
1987,3.666489978293441e-08,0.0
1988,2.218724926006388e-08,5.996553809062277e-10
1989,2.140367705294466e-08,5.488122178931576e-10
1990,2.179460345530515e-08,0.0
1991,2.1687420748151e-08,0.0
1992,2.9753697949885805e-08,1.65298330578878e-09
1993,2.2156829260211452e-08,0.0
1994,3.270454462800387e-08,0.0
1995,4.6633078509827897e-08,0.0
1996,2.6690461396583487e-08,1.067618438099771e-09
1997,2.589242975581385e-08,4.79489448146353e-10
1998,3.766822098683065e-08,0.0
1999,2.0108884779546088e-08,0.0
2000,2.076474858725419e-08,0.0
2001,3.242096746625123e-08,0.0
2002,2.3658595527109583e-08,0.0
2003,2.250138431136861e-08,1.6667691671301554e-09
2004,2.3785873548565206e-08,1.3214374039449694e-09
2005,2.1617998058331978e-08,0.0
2006,2.9237018472905163e-08,4.1178899179428186e-10
2007,2.7561907978146394e-08,0.0
2008,3.193079756158568e-08,4.257439678578834e-10
2009,3.147007077153319e-08,4.76819250749827e-10
2010,2.4091344918986124e-08,0.0
2011,1.9119860333871586e-08,0.0
2012,2.2808493871373514e-08,0.0
2013,3.1796025590224986e-08,0.0
2014,3.746220156308766e-08,2.1654451842767486e-10
2015,2.5268959202850994e-08,4.433150790905671e-10
2016,2.4027545286742225e-08,6.214020409345267e-10
2017,3.194826325714217e-08,2.515611330355938e-10
2018,3.5366095219036e-08,2.5814667070633845e-10
2019,3.035675533169524e-08,5.1019755087367e-10
