year,étaient_VERB à_ADP,étaient_VERB a_ADP,étaient_VERB las_ADJ,etaient_VERB à_ADP,etaient_VERB a_ADP
1800,4.401830210554181e-06,1.8864986905953174e-08,5.973912209356058e-08,9.432493897065797e-09,0.0
1801,4.538534085440915e-06,7.143547975374531e-09,4.524246932646747e-08,4.7623651688866175e-09,0.0
1802,3.5939713143307017e-06,2.4616241489638924e-08,4.475680270843441e-09,2.0140561218795483e-08,2.2378401354217203e-09
1803,3.8051118735893397e-06,3.315576746487636e-08,2.7304748684287006e-08,5.851017448321727e-09,0.0
1804,5.532002433028538e-06,2.719036040765843e-08,2.2246657849223084e-08,0.0,0.0
1805,4.4178318603371736e-06,5.117179879832179e-08,3.4114531644036106e-08,8.528632911009026e-09,0.0
1806,5.0198677854496054e-06,4.3225037771321695e-08,1.152667650217154e-08,8.645007376628655e-09,0.0
1807,6.058320650481619e-06,5.124519120158766e-08,4.839823830593559e-08,3.131650672116848e-08,0.0
1808,3.7775453165522777e-06,2.7192887941396293e-08,3.852325747288887e-08,2.2660739062985158e-08,0.0
1809,5.073782631370705e-06,2.4849335034105025e-08,2.4849335034105025e-08,6.7770917766551975e-09,0.0
1810,4.046079084218945e-06,2.8081520664358095e-08,5.148278958699848e-08,7.020380277111826e-09,0.0
1811,5.926729500060901e-06,5.515569068137438e-08,9.526891631139733e-08,2.5070768572277302e-08,0.0
1812,4.747630555357318e-06,3.200649834056435e-08,7.20146218213813e-08,5.3344164641089264e-09,0.0
1813,5.20796811542823e-06,3.45088981834607e-08,7.189353823378042e-08,1.4378708002027452e-08,0.0
1814,5.89687306273845e-06,7.237357557698942e-08,9.125363931161701e-08,1.8880061958270744e-08,0.0
1815,7.4146673796349205e-06,5.664169577812572e-08,4.045835311217161e-08,1.0788894222457657e-08,0.0
1816,6.394269348675152e-06,2.5493642752394408e-08,3.7081662185300956e-08,1.622322720606917e-08,0.0
1817,6.8829372139589395e-06,1.0586738918849647e-07,9.185553295765203e-08,3.113746815941454e-09,0.0
1818,7.089524387993151e-06,1.3709353607893604e-07,4.410835785506606e-08,1.668964877410417e-08,2.384235475716423e-09
1819,6.882413345010718e-06,1.1386154818993077e-07,1.0765091928988113e-07,1.7596784473994376e-08,1.035105001712111e-09
1820,8.509453437000047e-06,9.611849449697729e-08,8.42520151422832e-08,1.898636980968149e-08,0.0
1821,7.599262971780263e-06,9.664258326935737e-08,9.368413600441272e-08,1.577838126820552e-08,9.86148829262845e-10
1822,8.821539267955814e-06,8.421517350143404e-08,1.0526896687679255e-07,1.4035862250239006e-08,1.0025615893027862e-09
1823,8.968538168119267e-06,6.028439081262604e-08,5.435477845594505e-08,1.680056804787e-08,1.9765373782121287e-09
1824,8.07332071417477e-06,6.821101283804865e-08,1.1284291190349904e-07,1.431589158329416e-08,0.0
1825,8.682166480866726e-06,4.3146670236637874e-08,6.163810439829831e-08,1.1447076175841175e-08,0.0
1826,8.674984201206826e-06,5.72518965569202e-08,5.6371099788066203e-08,1.5854372037438225e-08,0.0
1827,9.34539275476709e-06,4.7008091641487226e-08,1.3457218983603525e-07,1.474763688946723e-08,0.0
1828,9.189728189085145e-06,4.677873732816806e-08,1.0823315221841767e-07,3.66892045633449e-08,0.0
1829,1.0456702511874028e-05,6.172686917160775e-08,7.458663020543099e-08,1.800366966620004e-08,8.57317605795771e-10
1830,1.0139386176888365e-05,9.184415450391725e-08,1.1063045946002603e-07,9.39315203396518e-09,0.0
1831,9.000803402159363e-06,1.0602019973049437e-07,9.822459645647541e-08,1.5591206548037917e-08,0.0
1832,8.779597010288853e-06,5.953186432705593e-08,8.523880978827947e-08,3.2471927369215337e-08,0.0
1833,1.0826059224200435e-05,8.571884868580071e-08,1.459537202208594e-07,1.6217079235048004e-08,0.0
1834,9.440944268135354e-06,8.121042105457832e-08,1.3161688627860713e-07,1.120143711119681e-08,0.0
1835,1.0021091839007568e-05,5.294161553592858e-08,1.0890846624533879e-07,2.3445572594482655e-08,0.0
1836,9.596558811608702e-06,6.18309008437734e-08,1.7742780755725107e-07,8.736974699274924e-09,1.3441500135158435e-09
1837,1.0080592801386956e-05,6.74915412446353e-08,1.3219992922586243e-07,1.3219993100221927e-08,6.957890930081589e-10
1838,1.0555197150097229e-05,8.837026399532988e-08,1.2119350856210076e-07,1.0730675015224733e-08,0.0
1839,9.991516890295316e-06,6.921560125050519e-08,1.4891841715325427e-07,6.292327547896548e-09,3.4957374772659477e-09
1840,1.1370530955900904e-05,7.962110659676114e-08,1.4459193664606573e-07,1.592422194107712e-08,6.369688665408546e-10
1841,9.980100912798662e-06,6.869987068114369e-08,8.603534951134861e-08,9.630822361827995e-09,6.420548537278137e-10
1842,1.0713099072745536e-05,6.641182404010237e-08,1.200779422561027e-07,1.2074877098200432e-08,0.0
1843,9.009811037685722e-06,7.029224158294767e-08,6.556670939517062e-08,1.0041748765843295e-08,1.1813822142769936e-09
1844,9.56217172642937e-06,8.946354823624603e-08,1.4764229661068384e-07,1.0977122322231025e-08,0.0
1845,9.860263162408955e-06,6.194053209229722e-08,8.816760299623638e-08,1.4508592549589139e-08,0.0
1846,9.546350156597327e-06,7.55230664672979e-08,1.2470087540350505e-07,9.367202125076801e-09,0.0
1847,9.506095921096858e-06,9.492073616002017e-08,1.2296550266910344e-07,3.775256551818984e-09,5.393223645455691e-10
1848,9.157875865639653e-06,8.045221733254948e-08,8.20612626739603e-08,1.045878850192139e-08,8.045221711050488e-10
1849,9.348074854642618e-06,1.1144621581138381e-07,1.0139092410099693e-07,1.3407063903514427e-08,1.6758829879393033e-09
1850,9.920080628944561e-06,1.0387164195435616e-07,1.1133953137232311e-07,1.9009188889640427e-08,0.0
1851,9.299445991928224e-06,9.287191571338838e-08,1.1737978411474614e-07,1.7413483988093503e-08,6.449438760824933e-10
1852,8.244955097325146e-06,7.161600046323713e-08,1.1914298170268012e-07,3.906327261660181e-09,6.510545436100301e-10
1853,8.598985004937276e-06,6.4496861851282e-08,7.524634071387482e-08,5.3747388761848924e-09,0.0
1854,8.217462891479954e-06,9.14436943943997e-08,1.1586331538637751e-07,7.79349651480743e-09,1.558699391779328e-09
1855,8.528248145012185e-06,8.384960281659914e-08,1.2418232131494733e-07,6.8990182455763716e-09,2.653468555990912e-09
1856,8.054153113334905e-06,6.00553935470316e-08,9.9919752472033e-08,3.6240324075009767e-09,1.5531567143511893e-09
1857,8.823815733194351e-06,8.689086122837253e-08,9.860648475523703e-08,3.4170564155999728e-09,0.0
1858,8.8428723756806e-06,7.780944999424833e-08,1.0668213690223638e-07,5.872411001917044e-09,4.893676019968041e-10
1859,9.78002844931325e-06,8.503929405101474e-08,9.624207564229437e-08,4.073738679721828e-09,5.092173349652285e-10
1860,9.398331712873187e-06,7.872756424553984e-08,1.1946450229061156e-07,4.119465657481669e-09,1.373155145145688e-09
1861,8.823096322885249e-06,6.083593229178064e-08,9.809204470911936e-08,3.3011746669586728e-09,1.4147891747029462e-09
1862,9.075731213670224e-06,7.545037361555984e-08,7.680576885604751e-08,9.035972858839614e-09,4.517986262886353e-10
1863,8.948362847149838e-06,6.193329771253531e-08,8.390963301962984e-08,3.995696662428827e-09,0.0
1864,8.168298336386215e-06,5.9454624778965126e-08,7.096197407463478e-08,2.8768367688059016e-09,0.0
1865,8.847455319482833e-06,7.813361346808989e-08,9.319551708131257e-08,1.4120533631256649e-09,9.41368871743009e-10
1866,8.847630851960275e-06,6.422609111211841e-08,1.0947628936719411e-07,3.8924903300596725e-09,0.0
1867,8.607917152403388e-06,6.454239098729886e-08,8.589476152565112e-08,1.067618526917613e-08,4.85281148598915e-10
1868,8.433847142441664e-06,5.8290512860992294e-08,7.360412013213136e-08,2.9639244392143382e-09,9.87974813071446e-10
1869,8.269751560874283e-06,6.006728658913829e-08,7.471784613244381e-08,9.767038289254515e-10,3.906815315701806e-09
1870,8.220905328926165e-06,3.7844722022839505e-08,7.396923251690168e-08,3.4404292748035914e-09,1.1468097582678638e-09
1871,8.968521797214635e-06,6.160282683964624e-08,9.134212319850121e-08,8.496941816815706e-09,3.18635318130589e-09
1872,9.030492037709337e-06,6.893966730814327e-08,9.252428867512208e-08,1.2094678591978436e-09,0.0
1873,8.369631359528285e-06,4.190203162224293e-08,1.1014248002538807e-07,4.190203295451056e-09,1.7958012854535355e-09
1874,8.860345587891061e-06,4.002987985529671e-08,6.691562504101967e-08,4.182226565063729e-09,1.1949218281515073e-09
1875,8.356862963410094e-06,4.176714929471359e-08,6.064819046969205e-08,1.1443054281912168e-09,0.0
1876,7.873724825913087e-06,5.3809530164983244e-08,1.3119851871579158e-07,3.627608879952504e-09,6.04601479992084e-10
1877,7.860900950618088e-06,4.762308147832073e-08,1.0266794703284177e-07,1.2369631985365004e-09,0.0
1878,7.908186489657965e-06,5.6163526274133346e-08,8.937850992651875e-08,6.039088784604019e-09,0.0
1879,7.752733836241532e-06,4.154341226580982e-08,1.0324759358582014e-07,3.0546627449723474e-09,0.0
1880,7.339448984566843e-06,4.42831402658328e-08,9.562590719269792e-08,5.134277003548959e-09,0.0
1881,7.657905371161178e-06,5.78718140076262e-08,1.2132163362821302e-07,4.8807553554297556e-09,0.0
1882,7.65302775107557e-06,4.126338803978058e-08,8.186123778841647e-08,5.324308105514319e-09,3.3276925659464496e-09
1883,7.160443146858597e-06,5.308244865886991e-08,6.951272979449641e-08,4.423537092179686e-09,6.319338941018771e-10
1884,7.398521574941697e-06,4.027035060971684e-08,7.261866841190567e-08,3.9610181801208455e-09,1.3203393933736152e-09
1885,7.733473466942087e-06,6.123353946119181e-08,7.02574283195645e-08,1.933690763067375e-09,0.0
1886,7.4543959271977656e-06,5.098236366407605e-08,8.066830048392148e-08,2.5813855497602844e-09,0.0
1887,7.275833468156634e-06,4.831404132321637e-08,7.834709236931303e-08,3.9173548849191775e-09,0.0
1888,6.89541866449872e-06,4.375024076352929e-08,7.03808211710566e-08,4.4384300679212174e-09,6.340614699951175e-10
1889,7.293245744222077e-06,5.0121094830046786e-08,9.898916175643535e-08,4.385595886446936e-09,0.0
1890,7.007949989201734e-06,4.391438845896545e-08,5.702316130395957e-08,4.5880703680722945e-09,0.0
1891,6.6731709011946805e-06,4.653180751823527e-08,6.437961985739094e-08,5.736798147637501e-09,1.9122659011827636e-09
1892,7.0984633566695265e-06,4.576013967749759e-08,4.576013878931917e-08,6.268512375839919e-09,0.0
1893,6.840768946858589e-06,4.803564879196642e-08,7.88277318974906e-08,1.847525021858587e-09,0.0
1894,6.88947284288588e-06,4.600123792997124e-08,9.767386188741511e-08,2.520615716150587e-09,1.8904617871129403e-09
1895,7.37821937946137e-06,5.838056171825201e-08,5.8982422501685505e-08,3.0093072478365457e-09,0.0
1896,6.90306205797242e-06,4.540712161826832e-08,8.96348382184442e-08,2.358811590497112e-09,1.179405795248556e-09
1897,6.772972028556978e-06,3.787363889173889e-08,1.0021947360883132e-07,2.9133566670225264e-09,1.1653427112179315e-09
1898,6.751548880856717e-06,5.37543712875177e-08,6.903192684148962e-08,1.6975064687230201e-09,5.6583548957434e-10
1899,6.787866368540563e-06,5.472302611053692e-08,9.120504529391837e-08,3.3165470370022376e-09,5.527578395003729e-10
1900,6.734353064530296e-06,4.516216356442726e-08,8.565237408220128e-08,2.07642125715779e-09,1.5573159428683425e-09
1901,6.534353360621026e-06,4.694540622907084e-08,6.874148539282032e-08,2.235495566438317e-09,2.794369402536745e-09
1902,5.82506982027553e-06,4.2719469961483014e-08,6.383368855722438e-08,9.820567692386817e-10,1.4730852093691738e-09
1903,6.552627382916398e-06,4.860198377087954e-08,8.262337303222012e-08,4.320176216765503e-09,0.0
1904,6.559192570421146e-06,4.622177662838567e-08,5.965834048993202e-08,5.374625189347171e-09,5.374625189347171e-10
1905,6.431338078982662e-06,4.59307549771637e-08,6.967025001358707e-08,2.580379465655369e-09,0.0
1906,6.164276328490814e-06,4.1153477514654924e-08,6.327346824264168e-08,1.0288369045596824e-09,5.144184522798412e-10
1907,6.239297363208607e-06,6.068555213900595e-08,4.937129460813594e-08,3.599990305858114e-09,0.0
1908,6.3568108998879325e-06,3.8799972124081705e-08,6.679488961935931e-08,1.4734167219643268e-09,0.0
1909,6.090138867875794e-06,4.290767224857106e-08,7.866406548373561e-08,5.5009836685826485e-09,0.0
1910,6.108364232204622e-06,4.542528231343823e-08,1.0153886620400954e-07,4.275320542035388e-09,0.0
1911,6.366891739162384e-06,3.032613316023003e-08,7.18250490194805e-08,3.7242617878519013e-09,0.0
1912,6.193481112859445e-06,5.001044278696298e-08,7.762037768088703e-08,3.125652625612929e-09,0.0
1913,6.124422725406475e-06,3.393913261540149e-08,6.522677153952827e-08,3.181793939432964e-09,5.30298971401777e-10
1914,5.940681148786098e-06,2.8126323492472238e-08,5.893134513712539e-08,2.678697486047099e-09,0.0
1915,6.517117526527727e-06,4.9479200625590636e-08,8.482148672328549e-08,1.1780761921542648e-09,0.0
1916,6.43206021777587e-06,4.614733928320902e-08,8.570220444426013e-08,3.2962386153911893e-09,0.0
1917,6.559018402185757e-06,6.141197883557936e-08,5.812205117194935e-08,4.386569774084137e-09,0.0
1918,6.7425030465528835e-06,4.5945506066402686e-08,9.189101035644853e-08,2.2972752589112133e-09,0.0
1919,6.579928594874218e-06,4.3276886296794714e-08,1.0312790266198135e-07,6.4454939163738345e-09,0.0
1920,6.3084262365009636e-06,4.391894270483476e-08,9.086677721370506e-08,5.300562211374427e-09,0.0
1921,5.9128010434505995e-06,3.0290990271630847e-08,6.891200143854803e-08,4.543648568500203e-09,0.0
1922,5.87505019211676e-06,3.8365264742878935e-08,7.304156213194801e-08,1.4755870969551665e-09,0.0
1923,5.939622951700585e-06,3.71558197542754e-08,1.0828266994167279e-07,1.0615948120573648e-09,1.0615948120573648e-09
1924,5.921122919971822e-06,4.383152263365275e-08,7.219309594574952e-08,2.578324886925998e-09,0.0
1925,5.5947730288608e-06,2.3096174084358267e-08,7.6987248576188e-08,1.0998177923937646e-09,1.0998177923937646e-09
1926,5.580871402344201e-06,2.3406890647947876e-08,9.920063348545227e-08,0.0,0.0
1927,5.838849119754741e-06,2.8987984457273797e-08,1.226414667598874e-07,1.1149224876660924e-09,0.0
1928,5.539344783755951e-06,3.656333102952658e-08,7.998228568339982e-08,3.4278122562625413e-09,0.0
1929,6.059266979718814e-06,2.2280812528308047e-08,9.023729319324048e-08,3.342121912552898e-09,0.0
1930,5.764377419836819e-06,2.4158287814657342e-08,1.1133819555197988e-07,3.1510811737689437e-09,0.0
1931,6.0665092860290315e-06,2.2810713318222042e-08,5.816731984964463e-08,4.5621426636444085e-09,0.0
1932,5.7208781072404236e-06,2.8494794523936662e-08,7.342889318806556e-08,1.0959536611565568e-09,0.0
1933,5.580477136390982e-06,3.6706120143392695e-08,7.226517340086502e-08,1.1470662197865522e-09,0.0
1934,5.495950972544961e-06,2.995395043114968e-08,9.106000931069502e-08,0.0,0.0
1935,5.401286671258276e-06,2.752705441366743e-08,6.223507398317452e-08,2.393656828303392e-09,1.196828414151696e-09
1936,5.127541953697801e-06,1.576212893539264e-08,9.699771652549316e-08,2.424942913137329e-09,1.2124714565686645e-09
1937,5.414180577645311e-06,2.6441348222050465e-08,5.9178255185088346e-08,1.2591118148108649e-09,0.0
1938,5.283324753690977e-06,2.7226950916059423e-08,8.557041297763135e-08,2.5930428915188486e-09,1.2965214457594243e-09
1939,5.190800948184915e-06,1.6823455517567254e-08,6.423501019980904e-08,1.5294050470515685e-09,1.5294050470515685e-09
1940,5.243999112281017e-06,4.057252667166722e-08,7.86092684279538e-08,0.0,0.0
1941,5.3717349146609195e-06,2.9515025978810172e-08,7.37875680556499e-08,5.9030051957620344e-09,0.0
1942,5.916712780162925e-06,3.3376328811840494e-08,6.068423630267716e-08,6.068423541449874e-09,0.0
1943,5.934212822467089e-06,3.774205858952939e-08,1.335488235554294e-07,0.0,0.0
1944,6.346042482618941e-06,2.2492303131116387e-08,5.7837350908584995e-08,0.0,0.0
1945,6.786040103179403e-06,2.178504043826024e-08,1.1981772729541262e-07,6.535512131478072e-09,0.0
1946,5.969369340164121e-06,3.480276067335808e-08,1.1136883415474585e-07,0.0,0.0
1947,6.438462605729001e-06,2.6225916771593916e-08,8.344609625510202e-08,1.0728784083369192e-08,0.0
1948,5.392456387198763e-06,2.8266907703411448e-08,9.893417995954223e-08,1.0871887834440486e-09,0.0
1949,5.40720839126152e-06,2.2579119240973e-08,5.988375306742455e-08,4.908504269707237e-09,0.0
1950,5.070940460427664e-06,2.1270722960764488e-08,5.7430952438153327e-08,2.1270722960764488e-09,0.0
1951,5.695320851373253e-06,2.2388944476148254e-08,7.249753508631329e-08,5.330700769690111e-09,0.0
1952,5.126883479533717e-06,1.4762725708550306e-08,7.592258555177978e-08,2.1089607837865287e-09,1.0544803918932644e-09
1953,5.0798594202206004e-06,2.26250382873161e-08,6.679773179030235e-08,3.232148326759443e-09,0.0
1954,5.118854460306466e-06,2.345408756099232e-08,5.668070812703263e-08,9.772536113672459e-10,9.772536113672459e-10
1955,4.974372131982818e-06,2.5341141185464267e-08,5.0682281482750113e-08,6.569925492527773e-09,1.8771215692936494e-09
1956,5.073088232165901e-06,3.401245241008155e-08,7.674604773910687e-08,8.72114158667614e-10,8.72114158667614e-10
1957,5.0501075747888535e-06,1.5903067751565914e-08,6.361226922990681e-08,2.6505113659425206e-09,8.835037701437898e-10
1958,4.993126367480727e-06,1.4062814024384807e-08,6.617794667818089e-08,4.1361216673863055e-09,0.0
1959,5.090691047371365e-06,2.0927019339644914e-08,6.200598079431074e-08,7.750747821333448e-10,7.750747821333448e-10
1960,5.000302280677715e-06,2.283874928066254e-08,7.059249895746689e-08,1.3841666701708277e-09,6.920833350854139e-10
1961,5.164566573512275e-06,2.0844478310078074e-08,4.238377115939329e-08,6.948159270159238e-10,0.0
1962,5.3215358093439136e-06,2.727041303884903e-08,7.10299090656008e-08,3.170978146727066e-09,1.2683912808952869e-09
1963,5.460582087835064e-06,2.133797571968188e-08,5.043521511538529e-08,2.5864212993553792e-09,6.466053248388448e-10
1964,5.05212710777414e-06,2.1293888874396316e-08,5.536411151751963e-08,3.041984220075733e-09,0.0
1965,5.124568815517705e-06,2.6265808195091722e-08,6.457010925942086e-08,1.0944086747954884e-09,1.0944086747954884e-09
1966,5.218362275627442e-06,2.1602390987141007e-08,8.640956394856403e-08,1.6617224263271169e-09,1.1078149508847446e-09
1967,5.14332623424707e-06,2.1693475904527304e-08,5.916402656680475e-08,4.930335584241163e-10,0.0
1968,5.615617283183383e-06,1.7516521760851944e-08,8.12946296946393e-08,1.3474247273492779e-09,8.982831700699023e-10
1969,5.397879249358084e-06,1.816703121271246e-08,5.7226149152711514e-08,5.450109252791435e-09,4.5417578031781147e-10
1970,4.773016826220555e-06,2.207388005714961e-08,5.5184699476740207e-08,9.197450023812337e-10,0.0
1971,4.624043867806904e-06,1.849823094701719e-08,5.960541216154525e-08,2.569198631618974e-09,5.138397485282553e-10
1972,4.8274682740157004e-06,2.87288229872118e-08,5.84836747918871e-08,3.0780880067027283e-09,1.5390440033513642e-09
1973,4.8168863031605724e-06,2.0950174040024194e-08,4.5759591671412636e-08,4.9618833486420044e-09,1.102640756478479e-09
1974,4.765984158439096e-06,2.53150723161788e-08,5.40054898579001e-08,3.3753431161187564e-09,5.625571675160757e-10
1975,4.5943147597427014e-06,1.9419032604162112e-08,3.655347313724633e-08,3.4268881066168433e-09,5.711480177694739e-10
1976,4.633098797057755e-06,1.9997344447020282e-08,4.8564977817022736e-08,2.856763492431469e-09,1.142705374768127e-09
1977,4.619738319888711e-06,2.291945033761067e-08,4.58388988988645e-08,2.3507127355770763e-09,1.1753563677885381e-09
1978,4.82435416415683e-06,1.7227715254364284e-08,3.089107636355948e-08,5.346532105932056e-09,1.7821774056514528e-09
1979,4.77404000776005e-06,1.8141117164027776e-08,4.6230589134665934e-08,4.681578680276743e-09,0.0
1980,4.543003797152778e-06,1.4781391444174119e-08,4.43441763309238e-08,1.1370301367108482e-09,5.685150683554241e-10
1981,4.529093530436512e-06,1.3916208740916147e-08,4.680906684484398e-08,1.8976649140967083e-09,1.8976649140967083e-09
1982,4.664937932830071e-06,2.296775791776895e-08,3.9107263205551135e-08,3.7245013739806154e-09,6.207502289967692e-10
1983,4.601339242071845e-06,1.3262164144656197e-08,5.3680185629900734e-08,3.157658134966823e-09,1.89459470334441e-09
1984,4.65022503703949e-06,1.797692661398287e-08,4.349256244040589e-08,5.799008384599347e-09,5.799008495621649e-10
1985,4.7216117309289984e-06,2.2257565235328514e-08,3.7296459254321235e-08,2.4062232206745193e-09,0.0
1986,4.971826456312556e-06,2.0980699177997053e-08,3.8364706966831363e-08,1.1988970927134801e-09,1.1988970927134801e-09
1987,4.63627657154575e-06,1.5277042075823033e-08,4.5831125561335284e-08,4.277571630240118e-09,6.110816852533674e-10
1988,4.720487140730256e-06,2.0987938498251424e-08,4.9171742233511395e-08,4.797243047249822e-09,0.0
