year,sont_VERB égales_ADJ,sont_VERB egales_ADJ,sont_VERB légales_ADJ
1849,1.26948134493432e-06,1.0893239199560867e-08,1.75967720394965e-08
1850,1.4684597999803373e-06,1.3577992064028876e-09,3.258718184184772e-08
1851,1.4169416999720852e-06,6.449438760824933e-10,2.0638204034639784e-08
1852,1.2942964531248435e-06,1.3021090872200602e-09,3.1901673525069896e-08
1853,1.338309971288254e-06,2.9859659189668264e-09,1.1943863675867306e-08
1854,1.2906029951409437e-06,7.27393034694046e-09,2.234135720868835e-08
1855,1.3224887425167253e-06,1.0613874223963649e-09,2.4942604426314574e-08
1856,1.4967254173825495e-06,4.141751386299575e-09,2.485050742961903e-08
1857,1.2374625839584041e-06,6.345961978126979e-09,3.417056260168749e-08
1858,1.5713593484179e-06,9.787352039936081e-10,2.1532175153993194e-08
1859,1.2806815448129782e-06,3.5645213447565993e-09,3.564521455778902e-08
1860,1.3269255987324868e-06,7.323494255473406e-09,1.7393299245327398e-08
1861,1.6402121900682687e-06,1.8863854922557266e-09,2.5466203590340797e-08
1862,1.293499508392415e-06,3.6143890103090826e-09,3.162590550553901e-08
1863,1.3630319699586835e-06,1.4983863039219614e-09,2.2475793948206757e-08
1864,1.382799496241205e-06,4.794728170054441e-09,1.1986819536957682e-08
1865,1.3160337175577297e-06,9.41368871743009e-10,3.718406876851432e-08
1866,1.4557913345925044e-06,4.865612912574591e-10,1.9462452316432177e-08
1867,1.458755150451907e-06,4.85281148598915e-10,1.5043715606566366e-08
1868,1.7299438468398876e-06,1.4819622196071691e-09,1.4819621974027086e-08
1869,1.531959924250259e-06,3.4184632902167778e-09,2.0022428159904848e-08
1870,1.5952123249007855e-06,2.8670243956696595e-09,2.2936194721268066e-08
1871,1.4476664773610537e-06,0.0,3.292564998425007e-08
1872,1.4187057786330115e-06,2.4189357183956872e-09,5.0797650197331734e-08
1873,1.914922904688865e-06,4.788803575905831e-09,2.8732820900323475e-08
1874,1.4028382793185301e-06,5.974609251779839e-09,2.6885741633009275e-08
1875,1.7891214838527958e-06,4.005069165202713e-09,9.7265964171811e-09
1876,1.4401607586478349e-06,0.0,3.4462285469771814e-08
1877,1.3427235217022826e-06,1.2369631985365004e-09,4.329371261491133e-08
1878,1.2404287872413988e-06,8.4547240319921e-09,2.0532901601200138e-08
1879,1.3898714996685158e-06,1.832797580370027e-09,2.6270098985037293e-08
1880,1.3394045481618377e-06,8.343199908722454e-09,1.4761046607247863e-08
1881,1.7019890492520062e-06,1.045876096839038e-08,4.6715802004548834e-08
1882,1.4814887663305853e-06,1.9966155395678697e-09,1.3310770485830403e-08
1883,1.332748638560588e-06,1.8958017378167824e-09,2.9700893300343978e-08
1884,1.408141997671919e-06,6.601696966868076e-10,3.300848483434038e-08
1885,1.4496234825855936e-06,4.511945039809007e-09,2.127059772760731e-08
1886,1.5365696981461952e-06,1.2906927748801422e-09,2.2587123282846733e-08
1887,1.4788014368605218e-06,1.3057849246322917e-09,2.8727268674977324e-08
1888,1.5356969242930063e-06,0.0,2.53624587998047e-08
1889,1.1947615803364897e-06,0.0,2.255449160770695e-08
1890,1.2256703030288918e-06,5.243509182406569e-09,2.3595790488162294e-08
1891,1.810915932765056e-06,5.099376032546843e-09,2.103492668936724e-08
1892,1.3571328736361465e-06,8.149066310636499e-09,1.7551833764173352e-08
1893,1.4675506463390775e-06,1.2316833108982905e-09,2.5249507484836897e-08
1894,1.3182819884605124e-06,8.822155450616265e-09,1.5123694518948128e-08
1895,1.3180765563447494e-06,6.018614495673091e-10,2.467631965430428e-08
1896,1.5721478803243372e-06,2.358811590497112e-09,4.363801409112966e-08
1897,1.3850097957401886e-06,1.1653427112179315e-09,3.3212268046867166e-08
1898,1.3642293197335675e-06,3.3950129374460403e-09,2.6028432742464247e-08
1899,1.255313009096426e-06,3.3165470370022376e-09,1.9899282222013426e-08
1900,1.327352265434456e-06,2.07642125715779e-09,2.0245107812399965e-08
1901,1.4692794820803101e-06,2.794369402536745e-09,1.9560586150824122e-08
1902,1.4436234323511599e-06,4.419255628107521e-09,3.093478762039581e-08
1903,1.3570753480962594e-06,7.560307935250421e-09,3.402138926134057e-08
1904,1.2764734265147126e-06,4.837162670412454e-09,2.364835083312755e-08
1905,1.3366366147238296e-06,2.0643036169332163e-09,3.251278357652154e-08
1906,1.4213381973604555e-06,1.0288369045596824e-09,2.983626856689625e-08
1907,1.319139300903771e-06,5.142843484406967e-09,5.708556294337086e-08
1908,1.2101662605346064e-06,1.7189861978295085e-08,3.6835419603420405e-08
1909,1.2377213352010585e-06,5.500983557560346e-10,5.3909639419202904e-08
1910,1.1741099115170073e-06,5.878565634276356e-09,5.5579165825214716e-08
1911,1.2832742868340574e-06,1.5961122423746588e-09,7.554931258368924e-08
1912,1.4716614487042534e-06,1.5628263128064646e-09,5.0531385964447395e-08
1913,1.1947636266995687e-06,2.121195885607108e-09,4.0833021186514884e-08
1914,1.3621177004097262e-06,2.343860217024485e-08,6.294939147721834e-08
1915,1.1604050769165042e-06,4.712304768617059e-09,6.950649833470379e-08
1916,1.3382729093791568e-06,2.197492410260793e-09,4.394984642885902e-08
1917,1.1712140803865623e-06,6.57985488317081e-09,4.386569685266295e-08
1918,1.3255278190626996e-06,1.1486376294556067e-09,4.135095466040184e-08
1919,1.0579817626421573e-06,0.0,1.9336480860943084e-08
1920,1.3842039834344178e-06,3.028892692213958e-09,2.4231141537711665e-08
1921,1.4585111784981564e-06,1.5145494858259667e-09,5.831015631452274e-08
1922,1.1871097740367986e-06,7.377935484775833e-10,5.6072310350430143e-08
1923,1.3577797517427825e-06,0.0,3.503262746562541e-08
1924,1.4000304418004816e-06,0.0,3.7385710305315456e-08
1925,1.117414853979426e-06,0.0,3.739380360912037e-08
1926,1.3386512591750943e-06,4.458455382660986e-09,2.7865345586519652e-08
1927,1.103773229260696e-06,2.2298449753321847e-09,3.679244209298105e-08
1928,1.0317714895791141e-06,3.4278122562625413e-09,3.884854127278459e-08
1929,1.2176463997093379e-06,4.4561625500705304e-09,2.8965056131369238e-08
1930,1.1102308690169593e-06,4.201441416995522e-09,2.941009036305786e-08
1931,1.1131628525617998e-06,1.1405356659111021e-09,2.0529641986399838e-08
1932,9.523837434244342e-07,3.287861094491973e-09,3.1782654730250215e-08
1933,1.2491551615312346e-06,5.964744076436546e-08,3.6706120587481905e-08
1934,1.156222538156726e-06,0.0,2.875579241390369e-08
1935,1.147758439401514e-06,2.393656828303392e-09,2.6330225111337313e-08
1936,1.2391458312777104e-06,2.424942913137329e-09,2.0612015205756506e-08
1937,1.1306824490020517e-06,2.5182236296217297e-09,3.273690629690407e-08
1938,1.3159692571207415e-06,3.8895642262559704e-09,1.6854778905894818e-08
1939,1.1332891745041707e-06,3.058810094103137e-09,6.423501019980904e-08
1940,1.653330514272966e-06,5.0715658339584024e-09,4.81798743123818e-08
1941,1.3340792293092818e-06,5.9030051957620344e-09,3.836953510472085e-08
1942,1.413942641192989e-06,6.068423541449874e-09,3.6410540360520827e-08
1943,1.1787135463237064e-06,2.9032352077962287e-09,1.4516175816936538e-08
1944,1.3848832622898044e-06,0.0,3.534504600111177e-08
1945,1.4530621683661593e-06,2.178504043826024e-09,2.3963544037997053e-08
1946,1.4881660490573267e-06,9.744772988540262e-09,1.2528993842408909e-08
1947,1.5246794191625668e-06,1.1920870957027319e-09,1.6689218895749036e-08
1948,1.4709663673784235e-06,3.2615663503321457e-09,3.370285384107774e-08
1949,1.1407363444959628e-06,0.0,2.2579119463017605e-08
1950,1.2613538729056017e-06,4.2541445921528975e-09,3.1906084663191336e-08
1951,1.272971417165536e-06,0.0,2.5587364671508794e-08
1952,1.6080825844255742e-06,1.0544803918932644e-09,9.49032352703938e-09
1953,1.3585796523329918e-06,2.1547654771580937e-09,1.5083358673173564e-08
1954,1.2235215081091155e-06,1.9545072227344917e-09,3.224937072943135e-08
1955,1.318677846029459e-06,1.0324168187025862e-08,2.0648336374051723e-08
1956,1.3334625919014798e-06,5.232684952005684e-09,3.662879421995058e-08
1957,1.2669444231505622e-06,7.068030161150318e-09,3.0039127463243886e-08
1958,1.3301767012308119e-06,7.445019267748876e-09,3.308897444931347e-08
1959,1.2075664699295885e-06,9.300897829689347e-09,2.325224279786653e-08
1960,1.182078335659753e-06,5.536666680683311e-09,3.1835833746995945e-08
1961,1.1763233942474471e-06,1.042223907177231e-08,2.501337403870707e-08
1962,1.213216251017002e-06,1.4586500007851555e-08,2.663621678777872e-08
1963,1.282218363485299e-06,9.052474325699222e-09,2.0691370394843034e-08
1964,1.2380875205053599e-06,1.1559539991878864e-08,2.007709554163739e-08
1965,1.1671868378471117e-06,1.7510538796727815e-08,3.611548504700579e-08
1966,1.2629089951587957e-06,3.8773522170743036e-09,2.991100300775429e-08
1967,1.0886180916713784e-06,4.930335695263466e-09,2.7609879715839725e-08
1968,1.1174643077538349e-06,4.491415683816058e-09,1.8414805680322388e-08
1969,8.942720910454227e-07,4.087581828571274e-09,2.9521425720657746e-08
1970,9.878061746348976e-07,3.219107425067591e-09,1.977451802304131e-08
1971,9.51631193402136e-07,2.0553589941130213e-09,2.0553589052951793e-08
1972,9.434340313418943e-07,3.0780880067027283e-09,2.3085660660893126e-08
1973,8.914850582186773e-07,5.513203671370093e-09,2.4809416743210022e-08
1974,7.555142929049907e-07,7.875800456247362e-09,3.150320099232218e-08
1975,8.247377536463318e-07,2.1132477101559743e-08,2.056132863970106e-08
1976,6.970502681724611e-07,1.1427053969725876e-08,2.7996280849151844e-08
1977,6.746545295754913e-07,4.11374712072643e-09,3.819908195312749e-08
1978,6.796036586820264e-07,7.72276909088987e-09,2.6732661528861e-08
1979,6.957996561141044e-07,1.1118749476679568e-08,2.750427441355896e-08
1980,6.003519388286804e-07,2.8425752862659692e-09,2.3309118191150446e-08
1981,6.471037181654538e-07,1.8976649140967083e-09,1.771153890217647e-08
1982,6.915157655384974e-07,2.483000915987077e-09,3.3520510811513304e-08
1983,5.898505150980782e-07,2.5261264191556165e-09,3.410270821291306e-08
1984,7.271956405929814e-07,1.739702604197646e-09,2.4355836458767044e-08
1985,6.544927373397513e-07,1.2031116103372597e-09,2.466378745680231e-08
1986,6.222276169864926e-07,8.991728250862252e-09,2.577628777089558e-08
1987,6.47135493636597e-07,3.0554083707556856e-09,2.688759437319277e-08
1988,5.630764121633547e-07,2.99827696004229e-09,2.278690480750356e-08
1989,5.586908287114056e-07,2.1952488715726304e-09,2.1952487827547884e-08
1990,8.036760164031875e-07,1.089730194969718e-09,2.3974064289333796e-08
1991,4.865016194344207e-07,5.861465202094962e-10,3.6341083309299194e-08
1992,5.879110176465474e-07,9.366905473484621e-09,3.361066092111287e-08
1993,4.874502792517887e-07,1.1078414852150331e-09,2.1048988330107932e-08
1994,4.974255602974154e-07,5.274926606624319e-10,2.162719953124892e-08
1995,5.726108156522969e-07,6.506940763983948e-09,2.3316537756112865e-08
1996,5.482220899466483e-07,1.6014276571496566e-09,2.5622842514394506e-08
1997,5.341512405721005e-07,8.630809844589749e-09,2.924885578181602e-08
1998,4.7681291448498087e-07,3.337690568372409e-09,2.288702027897216e-08
1999,5.155187068339728e-07,3.1991407301035224e-09,2.6050146928469076e-08
2000,4.979121399628639e-07,4.4180314962005696e-10,2.8717204836326005e-08
2001,5.134780280968698e-07,1.3143635069212678e-09,2.760163475556965e-08
2002,4.902586852040258e-07,6.133709984368352e-09,3.724038322161505e-08
2003,5.658681061504467e-07,6.667076668520622e-09,3.4585461605729506e-08
2004,5.04348577123892e-07,8.80958239690699e-09,3.567880924038036e-08
2005,5.737776973546715e-07,3.1526248278623825e-09,2.432024714948966e-08
2006,5.71974908325501e-07,8.235779835885637e-10,3.1295964930677656e-08
2007,4.797369683728903e-07,2.3966877371606188e-09,2.8760252845927425e-08
2008,4.900313115285826e-07,3.8316958494988285e-09,2.5118893798303787e-08
2009,6.170041046971164e-07,4.76819250749827e-10,3.385416635914851e-08
2010,5.36150480456854e-07,9.447586046817946e-10,4.2514137987836875e-08
2011,4.787613079315634e-07,4.206369030868018e-09,3.47981448101109e-08
2012,4.963400215274305e-07,3.404252713057332e-10,3.574465523570325e-08
2013,4.521171774740651e-07,1.6734750252211938e-09,3.7374276340429446e-08
2014,3.9411102648045926e-07,8.661780737106994e-10,4.222617988602906e-08
2015,4.900848011857306e-07,2.2165753954528356e-10,3.679515003796041e-08
2016,4.64808692868246e-07,4.1426800878596737e-10,3.956259320148092e-08
2017,3.9796969986127806e-07,7.54683426862357e-10,4.1507586701072796e-08
2018,4.3317010067767114e-07,5.162933414126769e-10,3.407535942301365e-08
2019,3.910664361228555e-07,1.02039510174734e-09,3.851991436931712e-08
