year,aurait_VERB également_ADV,aurait_VERB egalement_ADV,aurait_VERB légalement_ADV
1800,9.746909768182377e-08,0.0,3.144164484325529e-09
1801,9.28661236798689e-08,2.3811825844433088e-09,0.0
1802,1.1636768704192946e-07,0.0,0.0
1803,1.2677205063482688e-07,0.0,0.0
1804,1.2606439270257397e-07,0.0,4.943701892301533e-09
1805,1.02343598484822e-07,0.0,2.842877711017877e-09
1806,1.7578182109900808e-07,0.0,0.0
1807,2.135216305987342e-07,0.0,2.8469551160981155e-09
1808,1.7222161829977267e-07,0.0,0.0
1809,1.7620438086396462e-07,0.0,0.0
1810,2.7145469516653975e-07,7.020380277111826e-09,1.1700633351097167e-08
1811,1.855236746450828e-07,5.0141535368197765e-09,2.5070767684098882e-09
1812,3.040617286842462e-07,0.0,2.6672082320544632e-09
1813,2.3293507922517165e-07,0.0,0.0
1814,1.541871768040437e-07,0.0,0.0
1815,1.8610842289490392e-07,0.0,0.0
1816,2.850652833785716e-07,2.3176038865813098e-09,9.270415546325239e-09
1817,1.4167548556542897e-07,0.0,0.0
1818,1.5974377731708955e-07,0.0,1.3113295338484932e-08
1819,1.552657522552181e-07,1.035105001712111e-09,3.1053151161586356e-09
1820,1.6613073228199937e-07,1.1866481131050932e-09,1.1866481131050932e-09
1821,1.893405681130389e-07,0.0,0.0
1822,1.8647645561031823e-07,4.010246357211145e-09,2.0051231786055723e-09
1823,2.154425686740069e-07,9.882686891060644e-10,4.941343334508019e-09
1824,2.08843601967601e-07,3.3684450784221553e-09,1.1789557774477544e-08
1825,1.5585634116632718e-07,1.7610886082763955e-09,5.283265824829186e-09
1826,2.105108194427885e-07,8.807984341885344e-10,5.284790383086602e-09
1827,2.811268302593817e-07,1.8434546111834038e-09,4.608636583469661e-09
1828,3.476302197213954e-07,2.7516904310687096e-09,1.2841221419535032e-08
1829,2.8805871465920063e-07,0.0,1.7146351893870815e-08
1830,2.421346039227501e-07,0.0,5.218417697960831e-09
1831,2.6349138693149143e-07,1.5591206103948707e-09,1.091384405071949e-08
1832,3.801921479862358e-07,0.0,4.058990921151917e-09
1833,3.7299284372238617e-07,0.0,4.6334514003376626e-09
1834,3.192409678831609e-07,0.0,5.600718555598405e-09
1835,2.1327907973045512e-07,0.0,0.0
1836,2.6143717946069955e-07,0.0,4.032449929525228e-09
1837,2.4352618765988154e-07,6.957890930081589e-10,1.1828414692161004e-08
1838,2.2723783388300944e-07,1.2624323808552163e-09,6.943378316748294e-09
1839,2.9923512556706555e-07,1.3982950353153e-09,5.5931801412612e-09
1840,2.465069428581046e-07,6.369688665408546e-10,3.1848443882154243e-09
1841,2.9855550565116573e-07,0.0,4.494383976094696e-09
1842,3.045552432467957e-07,6.708265054555795e-10,7.379091560011375e-09
1843,2.557692369009601e-07,1.7720733769266417e-09,6.497602011990011e-09
1844,3.7267329844326014e-07,5.488561272137815e-10,1.920996517412732e-08
1845,2.4162386580428574e-07,0.0,1.1160455670733427e-08
1846,2.5818351900852576e-07,0.0,1.7563503984519002e-09
1847,2.615713583509205e-07,0.0,5.3932236454556914e-09
1848,3.378993085334514e-07,0.0,1.206783295515379e-08
1849,3.066865872369817e-07,3.3517659758786067e-09,1.4245005175439474e-08
1850,2.539084391628421e-07,6.788996032014438e-10,7.467895635215882e-09
1851,2.250854151952808e-07,0.0,9.029214709244116e-09
1852,2.8581294486684783e-07,0.0,7.812654523320361e-09
1853,2.520155248930678e-07,5.971931837933653e-10,1.7915795513800958e-09
1854,2.80046322131966e-07,3.117398783558656e-09,6.754363734984281e-09
1855,2.8179834998809383e-07,0.0,1.1675261646360013e-08
1856,2.3970386564542423e-07,1.0354378465748937e-09,1.501384794266869e-08
1857,2.6116074991477944e-07,9.763018171682347e-10,4.881509085841174e-10
1858,2.740458455718908e-07,0.0,8.808616946964776e-09
1859,2.994197814132349e-07,1.018434669930457e-09,5.092173349652285e-09
1860,2.0368467801290535e-07,0.0,1.8308735638683515e-09
1861,2.1221836732365773e-07,0.0,2.357981809808507e-09
1862,2.3990506292648206e-07,9.035972525772706e-10,5.873382225018986e-09
1863,2.2625631856953987e-07,0.0,9.989241656072068e-10
1864,2.2870852944834041e-07,4.794727948009836e-10,5.274200631788517e-09
1865,2.0568910485962988e-07,4.706844358715045e-10,3.294791106611683e-09
1866,2.56904371553901e-07,0.0,5.352174259343201e-09
1867,2.5137563852695166e-07,0.0,1.067618526917613e-08
1868,3.141759918889875e-07,0.0,1.975949626142892e-09
1869,2.729887285113364e-07,4.883519144627257e-10,0.0
1870,2.838354191680992e-07,0.0,6.880858549607183e-09
1871,2.464113038058713e-07,1.0621177271019633e-09,1.0621177271019633e-09
1872,2.3524150094544893e-07,0.0,9.071008832961525e-09
1873,3.08877844190647e-07,0.0,9.577607151811662e-09
1874,2.6766250016407866e-07,5.974609140757536e-10,9.559374625212058e-09
1875,2.8321559852884093e-07,0.0,4.577221712764867e-09
1876,2.230979418982315e-07,0.0,3.02300739996042e-09
1877,2.2945667410567694e-07,0.0,4.329371083855449e-09
1878,2.639081628785789e-07,0.0,5.435179861734696e-09
1879,2.584244498393673e-07,0.0,9.774920428640144e-09
1880,2.689077689410624e-07,0.0,7.701415505323439e-09
1881,2.593772876480216e-07,0.0,4.183504653809678e-09
1882,2.3493510070693446e-07,1.9966155395678697e-09,7.986462158271479e-09
1883,2.527735603052861e-07,0.0,5.687405213450347e-09
1884,2.528449840610847e-07,0.0,1.9805090900604227e-09
1885,2.5009066462189367e-07,6.445635691854079e-10,4.511945039809007e-09
1886,2.381328130240945e-07,0.0,3.872078213618124e-09
1887,2.5723963403834205e-07,6.528924623161458e-10,3.9173548849191775e-09
1888,2.561608312134922e-07,6.340614699951175e-10,5.706553452000662e-09
1889,3.351848079091724e-07,6.265136742733546e-10,1.8795409673089125e-09
1890,2.5627650757087395e-07,0.0,3.9326319978272295e-09
1891,2.460448911278945e-07,1.2748440081367107e-09,7.0116419337296065e-09
1892,2.294275560643655e-07,0.0,5.014809900671935e-09
1893,2.7712874839380675e-07,0.0,6.158416554491453e-10
1894,2.1614279432924377e-07,1.8904617871129403e-09,8.192000855444803e-09
1895,2.557911216172215e-07,6.018614495673091e-10,5.416753268150387e-09
1896,2.924926434388908e-07,0.0,9.435246361988447e-09
1897,2.5113135393439734e-07,0.0,4.661370844871726e-09
1898,2.964978023101139e-07,0.0,5.6583548957434e-10
1899,2.9406717771962576e-07,0.0,1.1055156790007459e-09
1900,2.4190308067773003e-07,1.5573159428683425e-09,7.786579381274805e-09
1901,3.062629048145027e-07,5.588738916095792e-10,8.941982265753268e-09
1902,2.170345396734774e-07,9.820567692386817e-10,9.820567692386817e-10
1903,3.0133227824080677e-07,0.0,2.1600881083827517e-09
1904,3.1495304142481473e-07,5.374625189347171e-10,6.449550227216605e-09
1905,2.5132897008006694e-07,0.0,0.0
1906,2.5206503551089554e-07,0.0,1.5432553013283723e-09
1907,2.2422797485432966e-07,0.0,1.131425531042396e-08
1908,2.946833319583675e-07,0.0,3.437972351250096e-09
1909,3.025540991075104e-07,0.0,2.2003934230241384e-09
1910,2.6293221822015767e-07,1.068830135508847e-09,2.137660271017694e-09
1911,2.7453131679067155e-07,1.0640748282497725e-09,1.5961122423746588e-09
1912,3.516359470268071e-07,0.0,2.0837684910901544e-09
1913,2.3492243883538322e-07,5.30298971401777e-10,6.363587878865928e-09
1914,2.812632260429382e-07,6.696743715117748e-10,5.357394972094198e-09
1915,2.90984814910189e-07,0.0,4.712304768617059e-09
1916,2.966614829347236e-07,1.0987462051303964e-09,6.592477230782379e-09
1917,2.939001717550127e-07,0.0,6.57985488317081e-09
1918,2.549975590682152e-07,0.0,1.1486376294556067e-09
1919,2.476911333815224e-07,0.0,1.8415696745321952e-09
1920,2.9228814923953905e-07,7.572231730534895e-10,3.786115865267448e-09
1921,2.8246347483218415e-07,0.0,6.815472630705699e-09
1922,3.032331505892216e-07,7.377935484775833e-10,7.377935484775833e-10
1923,2.9087698294461006e-07,1.0615948120573648e-09,1.0615948120573648e-09
1924,2.4751918203946843e-07,0.0,1.289162443462999e-09
1925,3.002502637627913e-07,1.0998177923937646e-09,5.499089184013428e-09
1926,2.886849870264996e-07,0.0,4.458455382660986e-09
1927,2.686963114229002e-07,2.2298449753321847e-09,7.804457524684949e-09
1928,2.959344556074939e-07,0.0,1.0283437212876834e-08
1929,3.2418583373328147e-07,0.0,4.4561625500705304e-09
1930,2.5628793309806497e-07,0.0,2.100720708497761e-09
1931,2.942582000287075e-07,0.0,3.4216069977333063e-09
1932,3.660485106138367e-07,0.0,4.383814644626227e-09
1933,3.0970787179285253e-07,0.0,2.2941324395731044e-09
1934,2.528113327571191e-07,0.0,0.0
1935,2.8245150929251395e-07,1.196828414151696e-09,0.0
1936,3.031178721357719e-07,0.0,1.2124714565686645e-09
1937,2.530814811052551e-07,0.0,5.0364472592434595e-09
1938,2.969034085253952e-07,1.2965214457594243e-09,1.1668692678767911e-08
1939,2.7529290491656866e-07,3.058810094103137e-09,0.0
1940,2.155415472770983e-07,5.0715658339584024e-09,0.0
1941,2.9219876296338043e-07,0.0,0.0
1942,2.5790799895730743e-07,0.0,3.034211770724937e-09
1943,3.367752867688978e-07,2.9032352077962287e-09,0.0
1944,3.373845345322479e-07,3.2131861615880553e-09,0.0
1945,3.747026937617193e-07,2.178504043826024e-09,1.089252066321933e-08
1946,2.839905164364609e-07,0.0,4.1763312808029696e-09
1947,2.9206134399828443e-07,1.1920870957027319e-09,1.1920870957027319e-09
1948,3.2072068734123604e-07,0.0,2.174377566888097e-09
1949,4.054424493915576e-07,0.0,3.9268033269479474e-09
1950,3.243785329232196e-07,1.0635361480382244e-09,9.571825110299415e-09
1951,3.2837118624229333e-07,2.1322803522849654e-09,3.1984206394497505e-09
1952,3.4165165629929106e-07,3.1634410646574906e-09,0.0
1953,3.39375560542976e-07,0.0,5.386913581872932e-09
1954,3.127211698483734e-07,2.9317608341017376e-09,9.772536113672459e-10
1955,3.8574847849304206e-07,0.0,9.385607846468247e-10
1956,3.6018315086039365e-07,0.0,4.360570571293465e-09
1957,3.675375808143144e-07,0.0,6.184526224473075e-09
1958,3.28408077621134e-07,0.0,4.9633461784992505e-09
1959,3.797866554577922e-07,0.0,6.200598257066758e-09
1960,3.1489790330851974e-07,0.0,2.7683333403416555e-09
1961,3.3837534374470124e-07,0.0,0.0
1962,3.621257178565429e-07,6.341956404476434e-10,3.170978146727066e-09
1963,3.614523791384272e-07,6.466053248388448e-10,4.526237162849611e-09
1964,3.2549229445066885e-07,0.0,3.041984220075733e-09
1965,3.42549924425839e-07,0.0,2.188817349590977e-09
1966,3.8441177707682073e-07,5.539074754423723e-10,2.769537488234164e-09
1967,3.53012040932299e-07,9.860671168482327e-10,4.437302081328198e-09
1968,3.3371219387845485e-07,1.3474247273492779e-09,1.3474247273492779e-09
1969,3.329108437810646e-07,4.5417578031781147e-10,1.8167031212712459e-09
1970,3.747960874989076e-07,9.197450023812337e-10,3.219107425067591e-09
1971,3.7150613252379117e-07,1.0276794970565106e-09,1.0276794970565106e-09
1972,3.642404351467121e-07,2.565073486948677e-09,2.0520587451500205e-09
1973,3.6332014019535563e-07,5.513203782392395e-10,2.205281512956958e-09
1974,3.746630738987733e-07,0.0,3.3753431161187564e-09
1975,3.8609604757766647e-07,5.711480177694739e-10,3.4268881066168433e-09
1976,3.7994954027453787e-07,0.0,5.713526873840635e-10
1977,3.9374438642880705e-07,5.876781838942691e-10,5.876781838942691e-10
1978,3.2376223657593073e-07,5.940591352171509e-10,1.7821774056514528e-09
1979,3.938378085877048e-07,1.7555920051037788e-09,1.7555920051037788e-09
1980,4.5253798930389166e-07,1.7055452605774235e-09,1.7055452605774235e-09
1981,4.0103984133565973e-07,1.8976649140967083e-09,2.5302198114474095e-09
1982,3.612766192873096e-07,1.8622506869903077e-09,1.2415004579935385e-09
1983,3.9597031786797743e-07,6.315316047889041e-10,0.0
1984,4.424643407219264e-07,0.0,5.799008495621649e-10
1985,4.0244083265861263e-07,1.2031116103372597e-09,1.8046674155058895e-09
1986,4.058266540596378e-07,1.1988970927134801e-09,2.3977941854269602e-09
1987,3.807038808645302e-07,0.0,1.2221633705067347e-09
1988,3.9337393786809116e-07,0.0,5.996553809062277e-10
1989,3.967912221014558e-07,1.0976244357863152e-09,2.1952488715726304e-09
1990,3.6179042695039243e-07,2.724325431913144e-09,1.6345953479657283e-09
1991,4.185086197594501e-07,5.861465202094962e-10,4.10302547493302e-09
1992,4.512644409260247e-07,1.1019888335184191e-09,1.1019888335184191e-09
1993,4.265189659236057e-07,2.2156829704300662e-09,2.2156829704300662e-09
1994,5.106128924126097e-07,5.274926606624319e-10,5.274926717646622e-09
1995,4.3379606040616636e-07,1.626735190995987e-09,3.253470381991974e-09
1996,4.564068945001054e-07,5.338092190498855e-10,5.338092190498855e-10
1997,4.790099410456605e-07,9.58978896292706e-10,4.79489448146353e-10
1998,4.815810257241537e-07,9.536258449571733e-10,3.337690568372409e-09
1999,5.269441771815764e-07,4.570201161957499e-10,2.285100553223174e-09
2000,5.147006731931469e-07,4.4180314962005696e-10,1.3254094488601709e-09
2001,5.375746923164115e-07,4.3812117822561447e-10,2.190605918883648e-09
2002,5.121647745909286e-07,4.38122149670761e-10,8.76244299341522e-10
2003,5.371163638301368e-07,8.333845835650777e-10,1.6667691671301554e-09
2004,5.607299158327805e-07,8.809582507929292e-10,1.3214374039449694e-09
2005,5.332439627636631e-07,2.702249757291497e-09,9.007499190971657e-10
2006,5.279134711599909e-07,2.8825228870488218e-09,2.0589450144825605e-09
2007,5.216789986661752e-07,0.0,7.988958938831558e-10
2008,5.257937800706713e-07,8.514879357157668e-10,1.2772318758180745e-09
2009,5.368984830056434e-07,0.0,1.907277002999308e-09
2010,4.686002625930996e-07,9.447586046817946e-10,2.3618964561933353e-09
2011,4.221664937631431e-07,1.529588788962144e-09,7.64794394481072e-10
2012,4.357443401659111e-07,0.0,6.808505426114664e-10
2013,4.36776986134646e-07,0.0,3.904775169871755e-09
2014,4.1078496337831893e-07,0.0,2.165445156521173e-09
2015,3.8191595308489923e-07,0.0,2.881548111233201e-09
2016,3.6787000112781243e-07,0.0,2.0713399884186856e-09
2017,3.879072778545378e-07,0.0,3.5218559180094644e-09
2018,3.975458753302519e-07,5.162933414126769e-10,1.5488800242380307e-09
2019,3.9259700201910164e-07,0.0,1.53059265262101e-09
