year,fut_VERB à_ADP,fut_VERB a_ADP,fut_VERB las_ADJ
1841,1.0721031685534399e-05,5.6500827572136814e-08,3.980740004294603e-08
1842,1.1138403351651505e-05,1.2410290395337142e-07,4.024958855097793e-08
1843,1.1096132766397204e-05,7.619915548540135e-08,5.965980420796768e-08
1844,1.0532548913033679e-05,8.013299140907648e-08,2.6345094994439933e-08
1845,9.8262235042057e-06,8.09133013923713e-08,3.627148004170522e-08
1846,9.968459380615968e-06,9.19156706302715e-08,4.976326195560432e-08
1847,9.364253855892457e-06,7.280851654911658e-08,4.0449176452739266e-08
1848,9.237523954652715e-06,8.045221733254948e-08,2.654923214606697e-08
1849,8.308189535455313e-06,7.206296892547925e-08,1.75967720394965e-08
1850,8.758484000281896e-06,8.214685465190996e-08,4.0055077477063605e-08
1851,9.245270121027716e-06,7.739326246536393e-08,3.353708066811123e-08
1852,8.512538443028461e-06,9.63560697897492e-08,1.6276363368206148e-08
1853,9.779038009583019e-06,8.062108047823813e-08,1.4332636411040767e-08
1854,1.0469783774169628e-05,9.3521959954046e-08,2.7017454939937124e-08
1855,1.0037009815277997e-05,9.870903028286193e-08,2.2289135870323662e-08
1856,8.857135071593802e-06,9.940203238301137e-08,1.7084724746041502e-08
1857,1.0088614544656593e-05,1.0397614647050801e-07,3.9540225316159194e-08
1858,9.790777767193504e-06,9.200110978602183e-08,3.6213201326518174e-08
1859,9.234656317858025e-06,7.638260246523032e-08,2.2914779407301467e-08
1860,9.643668818171136e-06,7.186178585527614e-08,2.1512764902809067e-08
1861,8.613235877419356e-06,5.6591563268870715e-08,4.2443675241088386e-09
1862,9.561414117342792e-06,8.26791513031111e-08,1.2650361647104091e-08
1863,8.48486160975881e-06,5.993545126870004e-08,1.9978482868054925e-08
1864,8.143366358126514e-06,8.24693171530555e-08,2.1576274988888144e-08
1865,8.091065865301061e-06,5.2245973769515786e-08,2.6358328852893465e-08
1866,8.646680726087652e-06,8.222885927722245e-08,1.6543083347642096e-08
1867,8.525419616489671e-06,1.1258522825130513e-07,1.3102591012170706e-08
1868,8.795445864961948e-06,7.261615120324194e-08,3.062721987134864e-08
1869,7.972344974405132e-06,9.083345453575475e-08,1.8069020057964735e-08
1870,9.031699846673291e-06,9.174477977325068e-08,2.465641024684828e-08
1871,6.658416168647818e-06,6.266494545492662e-08,2.1242353653860846e-08
1872,7.5513125921133906e-06,7.55917443084897e-08,8.4662747923403e-09
1873,7.740502041997388e-06,8.021245889722195e-08,1.3767810003173508e-08
1874,7.890665983723011e-06,3.764003908557356e-08,2.0313670745508716e-08
1875,7.772122444293927e-06,8.525075656518055e-08,2.6319025181464895e-08
1876,7.602863661304582e-06,6.831996612888247e-08,1.874264654588842e-08
1877,7.845439540687948e-06,7.11253853591387e-08,1.4843558382438005e-08
1878,8.143711056618486e-06,6.220261461464816e-08,1.9325083755461492e-08
1879,8.162058293237351e-06,4.3987143594215183e-08,2.2604503158163425e-08
1880,8.022308065847028e-06,5.776061628992579e-08,2.3104245627791897e-08
1881,6.985058007558109e-06,5.020205590122728e-08,2.5101027034679646e-08
1882,6.968853995203972e-06,5.790185064746822e-08,1.8635077481121698e-08
1883,7.156019364629174e-06,1.3776158791500848e-07,1.516641390253426e-08
1884,6.863124326628167e-06,5.743476272357384e-08,2.9047466654219534e-08
1885,6.666076387773501e-06,7.863675799413272e-08,1.353583467533781e-08
1886,6.967804893065477e-06,1.4004016990476487e-07,2.452316216761119e-08
1887,5.965478521829937e-06,4.439668860323209e-08,1.6322312390570914e-08
1888,6.5333692873537075e-06,6.340614677746714e-08,2.53624587998047e-08
1889,6.433042472053785e-06,7.8940724179688e-08,2.255449160770695e-08
1890,5.728533778892597e-06,3.93263200892946e-08,1.5730527991308918e-08
1891,5.775680619990453e-06,1.0326236310476133e-07,1.5935549768641977e-08
1892,6.061651674826862e-06,5.829716687166808e-08,1.4417578242387208e-08
1893,6.319767180684721e-06,6.404753083444348e-08,1.2932674486876294e-08
1894,6.077834768802859e-06,4.4740930071895946e-08,8.822155450616265e-09
1895,6.727005256834673e-06,8.36587430441682e-08,3.250051960890232e-08
1896,6.219006536412053e-06,7.902018750449713e-08,1.6511680911435178e-08
1897,5.735817012464395e-06,5.477110631701976e-08,1.2818770045441852e-08
1898,5.93731192566338e-06,5.262270086348053e-08,1.3580051749784161e-08
1899,6.0659644987026695e-06,5.859233098703953e-08,1.713549302451156e-08
1900,5.951023467787309e-06,6.125442753024402e-08,1.4015843596837385e-08
1901,5.720074113924056e-06,5.9240631511414676e-08,1.676621685930968e-08
1902,4.9677341849019285e-06,4.4683582001159294e-08,1.5221880644844532e-08
1903,5.5616869758523535e-06,4.86019817724781e-08,2.3220946943069976e-08
1904,5.575098839472048e-06,5.2671326855602274e-08,2.2573425795258117e-08
1905,5.59890759177506e-06,4.438252965144329e-08,1.4966200723165457e-08
1906,5.645228156936355e-06,9.002323214657437e-08,2.006231980544726e-08
1907,5.749184765591053e-06,6.068555302718437e-08,2.7771354993433306e-08
1908,5.837186108692549e-06,7.36708387627516e-08,2.161011281032188e-08
1909,6.315679002000252e-06,5.721022855453839e-08,3.245580160182726e-08
1910,5.858792519575218e-06,5.932007129949568e-08,2.8323999146095957e-08
1911,5.96520339968265e-06,4.7351329857114877e-08,1.3300935464144459e-08
1912,6.192959972395329e-06,5.053138663058121e-08,2.2921453179947093e-08
1913,5.930333372816676e-06,8.00751458474025e-08,1.4318072061314524e-08
1914,5.800719463877613e-06,6.897646331882612e-08,1.2723813114234872e-08
1915,5.500437964656157e-06,2.945190524794583e-08,1.767114277129167e-08
1916,5.427806172519922e-06,4.175235601699967e-08,5.493730803607377e-09
1917,5.591779881797265e-06,4.496234051742931e-08,6.57985488317081e-09
1918,5.94075390836224e-06,6.776961924970237e-08,3.44591288836682e-09
1919,5.861716090294067e-06,4.235610262526279e-08,3.6831393490643904e-09
1920,5.830618647451047e-06,4.0132827727745735e-08,3.180337415642498e-08
1921,5.48266916666762e-06,3.104826418187656e-08,1.1359120755116692e-08
1922,5.993097147438675e-06,3.7627471360934805e-08,3.098733003525922e-08
1923,5.735796548833605e-06,5.944931080748006e-08,4.458698299458774e-08
1924,5.9185449572396465e-06,4.769901040813096e-08,2.4494086758863887e-08
1925,5.933517059020232e-06,6.818870446068104e-08,1.7597084678300234e-08
1926,5.9988515204167925e-06,7.022067105566521e-08,8.916910765321973e-09
1927,6.2513704506272916e-06,3.567751971633726e-08,2.5643217327342427e-08
1928,6.054659024812281e-06,4.22763521967795e-08,2.0566874425753667e-08
1929,5.9578892432909925e-06,4.456162616683912e-08,3.342121956961819e-08
1930,5.8326509133621585e-06,4.201441561324515e-08,3.466189113510154e-08
1931,5.80418600293342e-06,4.790249708008787e-08,2.3951248095954725e-08
1932,5.921437605138635e-06,5.150982307355889e-08,2.520693342944469e-08
1933,5.745654561906122e-06,3.4411986593596566e-08,1.4911860191091364e-08
1934,5.489960130944382e-06,3.9539212792760736e-08,1.0783422155213884e-08
1935,5.171495558897732e-06,6.223507931224503e-08,1.555876849579363e-08
1936,5.142091595189413e-06,3.6374143252970725e-08,1.576212937948185e-08
1937,5.197613518248545e-06,4.5328023556834296e-08,1.888667711114067e-08
1938,5.291104116622591e-06,4.7971293604121e-08,1.5558256905023882e-08
1939,5.158683052286506e-06,4.7411558234955464e-08,1.988226472349197e-08
1940,5.233855972619494e-06,3.55009599495304e-08,7.607348528892999e-09
1941,4.82865834783297e-06,6.493305626520396e-08,1.4757512545315876e-08
1942,5.4069655561761465e-06,4.2478966344461355e-08,1.517105907566929e-08
1943,6.160665179777425e-06,9.290352864788076e-08,2.9032352077962287e-09
1944,5.812653853354277e-06,7.390327816381159e-08,1.6065930807940276e-08
1945,6.345982455968624e-06,3.0499057057653545e-08,1.3071024262956144e-08
1946,6.065425168344518e-06,2.9234318077442367e-08,1.8097434661967782e-08
1947,6.214349923538975e-06,3.0994263822137214e-08,2.0265479960812627e-08
1948,5.721874458686216e-06,4.8923494810892976e-08,2.6092530802657166e-08
1949,5.210868039284833e-06,4.9085043030139275e-08,1.47255123650325e-08
1950,5.466575657919748e-06,2.7651939404904624e-08,1.595304155443955e-08
1951,5.546061402128544e-06,5.010858750154057e-08,2.0256663901818683e-08
1952,5.451663582789479e-06,2.003512689086051e-08,2.2144087452602434e-08
1953,5.424622031569015e-06,3.878577858884569e-08,1.8315507332999914e-08
1954,5.239056463324232e-06,3.713563656582153e-08,1.07497895029951e-08
1955,5.1132792577845976e-06,1.970977603349411e-08,1.595553378308523e-08
1956,5.120182322571054e-06,2.4419195998603982e-08,9.593255967388359e-09
1957,5.342547410691623e-06,5.47772354142495e-08,7.068030161150318e-09
1958,5.174288162379526e-06,4.3015665251999735e-08,9.926692356998501e-09
1959,4.941101906297263e-06,2.0151945223645384e-08,1.7826719656000023e-08
1960,5.57611565454863e-06,3.598833298035231e-08,8.305000243069571e-09
1961,5.1868009904865175e-06,4.029932243465595e-08,1.598076693198891e-08
1962,5.4718398132536095e-06,2.6636217065334478e-08,1.77574772664002e-08
1963,5.338373739505187e-06,2.651081842941494e-08,1.681173777967615e-08
1964,5.4798301789560355e-06,7.239922039659064e-08,2.6769461314302134e-08
1965,5.515272732736776e-06,6.128688512241354e-08,1.641613067704384e-08
1966,5.381764822232071e-06,5.2621208723735435e-08,1.606331601067268e-08
1967,6.017967734806007e-06,6.458739409964664e-08,9.860671390526932e-09
1968,6.277202828641748e-06,5.34478479252698e-08,1.5719955115400808e-08
1969,5.606800186797045e-06,4.9050982775522556e-08,1.3171097990039016e-08
1970,4.954206360707758e-06,4.598725028559514e-08,1.241655755990223e-08
1971,5.094721018394921e-06,4.059333980066526e-08,1.0276794526475896e-08
1972,5.14553721586708e-06,5.694463156569185e-08,1.1799337507056862e-08
1973,4.822950813831994e-06,3.804110537686256e-08,1.4334330167287135e-08
1974,4.402009835757781e-06,8.382101618353843e-08,2.812785782069227e-09
1975,4.634295237337938e-06,3.8838065208324224e-08,4.569184142155791e-09
1976,4.416556294017937e-06,2.742492899443505e-08,5.713526984862938e-09
1977,4.566259576677112e-06,4.231282924038737e-08,4.7014254711541525e-09
1978,4.900987732980866e-06,4.45544341420856e-08,1.4257419245211622e-08
1979,4.634177912521409e-06,6.495690385577291e-08,9.363157360553487e-09
1980,4.6510217543982435e-06,4.263863129239098e-08,7.390696055153967e-09
1981,4.608162726071896e-06,6.072527591882704e-08,5.060439622894819e-09
1982,4.474988600122742e-06,3.600351305976801e-08,5.586751949948621e-09
1983,4.795219410880236e-06,2.3998200759933752e-08,2.5261264191556165e-09
1984,4.6531245061487425e-06,3.0154843622121064e-08,5.799008384599347e-09
1985,4.776954483531881e-06,3.549179172779304e-08,7.218669662023558e-09
1986,4.780002655024873e-06,3.1770773123440676e-08,1.1988970705090196e-08
1987,4.52017138741212e-06,7.455196771033457e-08,1.0388388815840699e-08
1988,4.7126918616413604e-06,3.0582424537239916e-08,1.139345240375178e-08
1989,4.9047348511521704e-06,4.6649036633539254e-08,8.232182935330457e-09
1990,4.798626832780428e-06,2.342919880327088e-08,1.6345952147389653e-08
1991,4.689758497988805e-06,3.6341082421120774e-08,1.1136783939491579e-08
1992,5.066944595455425e-06,4.518154361754512e-08,8.264915862810085e-09
1993,5.195776338950964e-06,3.655876845698458e-08,5.539207315052863e-09
1994,4.751126198243583e-06,2.6374632922099295e-08,1.2659823411809157e-08
1995,4.91382479594904e-06,3.145021548744964e-08,7.591431483433553e-09
1996,4.840581823373213e-06,3.896807276859704e-08,6.4057106285986265e-09
1997,4.780989456776297e-06,1.347365311543669e-07,7.192341833217597e-09
1998,4.679918674810324e-06,3.337690490656797e-08,1.0013071261028017e-08
1999,4.797797373612411e-06,2.467908566394783e-08,6.8553016596695215e-09
2000,4.680904567067046e-06,2.076474858725419e-08,1.1045078629479121e-08
2001,4.807065579370828e-06,2.4534786063901137e-08,4.8193329327261836e-09
2002,4.7531871132378e-06,2.4096717288202285e-08,7.009954394732176e-09
2003,4.578615062200697e-06,2.4584845659259003e-08,8.333845613606172e-09
2004,4.678769073507283e-06,5.021462148868672e-08,9.690540814233373e-09
2005,4.829821136809187e-06,2.9724747108161864e-08,7.205999352777326e-09
2006,4.868993073614547e-06,3.211954113790938e-08,5.7650457740976435e-09
2007,4.897631242783973e-06,2.276853305893667e-08,5.192823504529542e-09
2008,4.993976745026885e-06,2.128719933658374e-08,4.6831836186811415e-09
2009,5.031396540289279e-06,1.7165492582904562e-08,6.198650481792356e-09
2010,5.014306225348264e-06,3.164941286826206e-08,6.140930874920514e-09
2011,4.961603735864628e-06,1.2619107425670961e-08,9.55992973672437e-09
2012,5.658208465320058e-06,8.170206511337597e-09,1.5659562535574878e-08
2013,5.888121904717991e-06,9.204112416671961e-09,1.4782362889320666e-08
2014,6.62236425341689e-06,4.3308904240646484e-09,1.2126492698882885e-08
2015,6.462425517383963e-06,3.989835795081831e-09,1.884089151360513e-08
2016,6.670750735793263e-06,6.006886099640951e-09,1.7606391011781852e-08
2017,5.4218971854425035e-06,7.295273080076825e-09,1.2326495379966218e-08
2018,5.94460152569809e-06,5.162933414126769e-09,1.290733386838383e-08
2019,6.305021543084877e-06,3.826481742574828e-09,1.5305927192343916e-08
