year,soient_VERB à_ADP,soient_VERB a_ADP,soient_VERB là_ADV
1831,1.5404111763928086e-06,6.236482441579483e-09,1.3720261904381914e-07
1832,1.6574211940678651e-06,1.4882966303808587e-08,1.2853470821028168e-07
1833,1.5394642787214252e-06,1.0425265983826648e-08,1.18153010930655e-07
1834,1.666213734097255e-06,3.360431177767964e-08,9.614566920390644e-08
1835,1.6215260529861553e-06,1.2100940693926532e-08,1.3159773004645103e-07
1836,1.6795154351711972e-06,1.478564976009622e-08,1.2231765822434681e-07
1837,1.5759623011035728e-06,2.9223141906342676e-08,1.2941677596245427e-07
1838,1.5647849522792967e-06,9.468243078458727e-09,1.0351945434194931e-07
1839,1.6346068605344044e-06,1.747868783041895e-08,1.4612183463214024e-07
1840,1.428721134288935e-06,1.9746035029299946e-08,1.4077012622237817e-07
1841,1.5345110568887321e-06,2.8892467529573196e-08,1.5473521841613547e-07
1842,1.4107481547398493e-06,2.0795621225033756e-08,1.6099835420391173e-07
1843,1.687013764239964e-06,8.860366718099755e-09,2.280067690207943e-07
1844,1.556555957904493e-06,1.5367971228918975e-08,1.4654457913820806e-07
1845,1.2934968935951474e-06,4.296775513168427e-08,1.428538354275588e-07
1846,1.4999232007539831e-06,3.1028856151138484e-08,1.5690064003592852e-07
1847,1.5041700862639118e-06,3.937053172364813e-08,1.6395399882185302e-07
1848,1.3049349263383192e-06,2.4940186749145e-08,1.3033259449457546e-07
1849,1.3147301842764136e-06,2.178647862116634e-08,1.0306680309213334e-07
1850,1.329964334217948e-06,4.0055075700706766e-08,1.4867900688386726e-07
1851,1.3156854947737884e-06,3.611685550630739e-08,1.6639552313790773e-07
1852,1.330104396402021e-06,3.645905466420629e-08,1.5690415011704317e-07
1853,1.4601373550249264e-06,2.6276500530997282e-08,1.5586742563300504e-07
1854,1.3716554576603812e-06,3.3252252062965226e-08,1.6781996237114072e-07
1855,1.3389402511165827e-06,4.086341576226005e-08,1.5283978882507654e-07
1856,1.4532370187225752e-06,7.765784149071919e-08,1.6359918220132386e-07
1857,1.1608228760451311e-06,3.661131797727535e-08,1.303362893168014e-07
1858,1.4137830248728278e-06,4.0128144362938656e-08,1.6247004452907277e-07
1859,1.2878106190328253e-06,3.462677744536791e-08,2.0674224288086407e-07
1860,1.4184693100105505e-06,3.570203349623213e-08,1.4006182880166307e-07
1861,1.4058288115847972e-06,4.197207764677913e-08,1.4996764718944178e-07
1862,1.3761786021859734e-06,3.975828111180135e-08,1.5903312089449173e-07
1863,1.4124788094704854e-06,6.792684248413394e-08,1.613262554656103e-07
1864,1.3391675111051882e-06,2.0137857159596706e-08,1.91309638353232e-07
1865,1.3023837936998461e-06,3.4359963985153286e-08,1.8874446539030032e-07
1866,1.2635996426979546e-06,4.281739340861179e-08,1.3526404529784486e-07
1867,1.5014599057394662e-06,3.930777303651212e-08,1.305406271967513e-07
1868,1.6948707752817427e-06,4.2482917628205996e-08,1.941370442182233e-07
1869,1.388872874485969e-06,2.392924380867356e-08,1.3234337359335768e-07
1870,1.2374076732157846e-06,5.67670848106161e-08,1.2729587695048394e-07
1871,1.3021563063375652e-06,4.460894498237167e-08,1.1470871186247678e-07
1872,1.2312382295931457e-06,4.3540841376810135e-08,1.608592299362499e-07
1873,1.3061461459074053e-06,4.489503541149631e-08,1.0954388329764697e-07
1874,1.4189696457833634e-06,6.213593550796759e-08,1.577296870891587e-07
1875,1.3233892559583182e-06,7.552415892675413e-08,1.4418247928915662e-07
1876,1.4722046444148873e-06,5.320493179361563e-08,1.3543072441279946e-07
1877,1.319839725510974e-06,4.7004601100297805e-08,1.3853987468337436e-07
1878,1.1727910305125988e-06,2.657198927558113e-08,1.4493812727778277e-07
1879,1.8315756733500166e-06,3.299035677972739e-08,1.5090033400610992e-07
1880,1.3002556897845352e-06,4.299957057085635e-08,1.2643157276670536e-07
1881,1.2543540606202441e-06,3.904604173321502e-08,1.0389036475544344e-07
1882,1.3344047147256788e-06,3.7270156738600235e-08,1.0448954412822786e-07
1883,1.3580258837464498e-06,6.256145435035165e-08,1.1880356964866223e-07
1884,1.2107511793146841e-06,5.743476183539542e-08,1.4127631686733366e-07
1885,1.255609845429717e-06,6.767917432037862e-08,1.1731057014685575e-07
1886,1.3274775483296253e-06,5.4854442987917196e-08,8.389503136640997e-08
1887,1.2953386203662376e-06,3.3297515411589984e-08,9.401651368534658e-08
1888,1.2503692232712638e-06,4.3750240097395476e-08,1.6802628977075074e-07
1889,1.419679961145448e-06,8.269980583675007e-08,1.440981520772766e-07
1890,1.2636857036341098e-06,3.4082809463598096e-08,1.0028211505641593e-07
1891,1.2627330079340027e-06,5.864282570655632e-08,1.1983533454440476e-07
1892,1.2436728411557851e-06,4.1999032029949035e-08,1.046841546781252e-07
1893,1.319132820754021e-06,6.158416487878071e-08,1.2994259179777146e-07
1894,1.3069392252873513e-06,5.671385583383426e-08,1.0460555444069541e-07
1895,1.1784446769524948e-06,3.791727021251745e-08,1.5588211965678056e-07
1896,1.2478113831093651e-06,5.3662962296030514e-08,1.179405799689448e-07
1897,1.2853730595452362e-06,4.89443928719524e-08,9.905413378419325e-08
1898,1.2504964388426743e-06,4.243766027478557e-08,1.4315638452444546e-07
1899,1.204459294967819e-06,4.200959757838518e-08,1.486918534965298e-07
1900,1.2925722785439575e-06,4.6719480062407115e-08,1.2302795937557676e-07
1901,1.2233749657752924e-06,4.6945406895204655e-08,1.2183450337488466e-07
1902,1.3920654282628675e-06,4.1246384085980026e-08,8.494791359225928e-08
1903,1.1783280342569924e-06,5.346218090451771e-08,1.0584431464621957e-07
1904,1.2125154853492859e-06,4.40719265526468e-08,1.0373026526622198e-07
1905,1.1807816235887003e-06,4.541468001661997e-08,1.181813829020939e-07
1906,1.2536377198557602e-06,2.7264177138164314e-08,1.224315866465986e-07
1907,1.3237678331279312e-06,3.394276593127188e-08,1.5634243766271538e-07
1908,1.4066217772779055e-06,3.339744591990268e-08,1.502884998672016e-07
1909,1.3251869859232102e-06,3.3005900901272867e-08,1.479764506484571e-07
1910,1.3381753660723916e-06,4.595969627096963e-08,1.5017063503819372e-07
1911,1.3380740710999817e-06,3.830669426108102e-08,1.3673361820565333e-07
1912,1.2242139746376779e-06,5.0010445118431335e-08,1.4742661846867122e-07
1913,1.2106725080229808e-06,6.310557776334491e-08,1.468928161330041e-07
1914,1.2141196066295379e-06,3.214436905540907e-08,1.6005218128611887e-07
1915,1.2782127214450156e-06,6.008188691009053e-08,1.201637758185825e-07
1916,1.5547258271908504e-06,7.36159972980488e-08,1.5602195446717815e-07
1917,1.4212486121323309e-06,5.5928764064461234e-08,1.261138748986923e-07
1918,1.3841083728038939e-06,5.168869243732388e-08,1.0912057746281789e-07
1919,1.2614751767614507e-06,6.445493916373835e-08,1.1970202251632145e-07
1920,1.4069206599742756e-06,5.149117532354808e-08,1.249418204452013e-07
1921,1.2101249922125135e-06,5.6038330420449256e-08,1.0374664327628125e-07
1922,1.1295619515294675e-06,4.72187856592754e-08,1.3058945569355274e-07
1923,1.215526026498992e-06,3.503262968607146e-08,1.8896388098710304e-07
1924,1.1177038459209143e-06,3.609654875003088e-08,1.4567535799869802e-07
1925,1.1834039241875871e-06,4.839198353145946e-08,1.3527758824238845e-07
1926,1.1748029464797582e-06,4.681378085180654e-08,1.0700293273657735e-07
1927,1.0736703188740648e-06,4.236705530846763e-08,1.304459260609292e-07
1928,1.1071833796449937e-06,4.456156044163606e-08,1.2225864054471458e-07
1929,1.1775409802794456e-06,3.342121868143977e-08,1.4148315585771343e-07
1930,1.2520295058493502e-06,3.9913695237814295e-08,1.1974107394507882e-07
1931,1.1542221045601764e-06,2.9653928201867075e-08,1.4028589134795766e-07
1932,1.1737663498934126e-06,4.60300545457315e-08,9.753987484373283e-08
1933,1.1275660654064268e-06,4.129438258004825e-08,1.3191261416523048e-07
1934,1.2305082464081352e-06,4.912447870708547e-08,1.413826424823128e-07
1935,1.2183713806734886e-06,3.4708024898577605e-08,1.2806063409698254e-07
1936,1.1191111752850702e-06,4.849885737456816e-08,1.0306007425242569e-07
1937,1.1621601743172505e-06,4.155068900058012e-08,1.3850230118350737e-07
1938,1.1435319038355374e-06,7.649476252424847e-08,1.3743127169618674e-07
1939,1.2357593277556589e-06,1.9423443831101395e-07,1.1164657109929976e-07
1940,1.0168489552597748e-06,2.3253129322053923e-06,9.382397081481031e-08
1941,9.680928769739694e-07,4.427253985639368e-08,1.475751361112998e-07
1942,1.2288558082218515e-06,7.58552971547033e-08,1.6688164805600536e-07
1943,1.2077458677595132e-06,2.322588166236983e-08,1.451617634984359e-07
1944,1.304553620684601e-06,8.354284020128944e-08,1.4138018400444707e-07
1945,1.2461042615541373e-06,4.1391578164962084e-08,1.241747327185294e-07
1946,1.2445467518773512e-06,3.062642850437669e-08,1.3642682006320683e-07
1947,1.1944712241529487e-06,5.9604353452868963e-08,1.9431020348292805e-07
1948,1.1948204701184295e-06,9.7846991842232e-08,1.4568330186648382e-07
1949,1.3704543562198523e-06,3.043272556180199e-08,1.1682239886567913e-07
1950,1.2549726307042874e-06,6.700277843663116e-08,1.2868787280240213e-07
1951,1.1524974752319395e-06,9.488647334521261e-08,1.162092786444191e-07
1952,1.270648908757721e-06,7.592258810529273e-08,9.279427359842884e-08
1953,1.2206746760057285e-06,5.171437011952662e-08,1.023513576114965e-07
1954,1.1902949381692451e-06,3.9090145342868254e-08,1.0749789680630784e-07
1955,1.25391716210288e-06,6.382213513234092e-08,1.0699592678520276e-07
1956,1.2706702818832127e-06,1.2209598176937675e-07,1.203517570047552e-07
1957,1.2148176438131486e-06,7.333081236682304e-08,9.89524195915692e-08
1958,1.283024971598934e-06,7.94135385229211e-08,1.4062814557291858e-07
1959,1.31917727230757e-06,1.1471106953209187e-07,1.2866240695075248e-07
1960,1.1827704611278023e-06,6.367166666132462e-08,1.1627000162661716e-07
1961,1.1797974366345443e-06,2.119188626803492e-07,1.5146987664138578e-07
1962,1.2829777915612794e-06,1.2747332578388892e-07,1.3762046080501023e-07
1963,1.2421288602126879e-06,1.4289977778858542e-07,1.131559344003108e-07
1964,1.3323890470928745e-06,3.57737343692488e-07,1.235045630210152e-07
1965,1.352689082523284e-06,1.411787187155511e-07,1.1710172742596114e-07
1966,1.2507231303970912e-06,2.4925836572542437e-07,1.1410494238361935e-07
1967,1.3336557458387688e-06,2.4750284866037475e-07,1.1980715441950451e-07
1968,1.2827483715227572e-06,1.7561435450286211e-07,1.1992079862466198e-07
1969,1.455633423574909e-06,1.8303284038401202e-07,1.2626087197986635e-07
1970,1.2858034779128502e-06,3.30188468927739e-07,1.2140634453317034e-07
1971,1.3087498018649057e-06,2.749042611327468e-07,1.2743225852318574e-07
1972,1.2635551911444054e-06,2.534292574685182e-07,1.210714657418066e-07
1973,1.149502963926352e-06,1.8138441038040298e-07,1.190852003674081e-07
1974,1.2348129985184642e-06,1.7045482275657164e-07,9.338449302731533e-08
1975,1.2114049923184211e-06,1.1365845198341162e-07,8.510105686809766e-08
1976,1.2009833199044806e-06,1.405527596531897e-07,6.684826558966961e-08
1977,1.2499914419095148e-06,1.7924185247153446e-07,1.0225600277635749e-07
1978,1.2291083066884312e-06,1.0574252506945214e-07,1.1287123413694644e-07
1979,1.1780022077800822e-06,1.1235789176833322e-07,1.0592071930659586e-07
1980,1.1899020364580792e-06,1.216622266264622e-07,1.0631232072455532e-07
1981,1.1430267932155402e-06,9.108791193535026e-08,8.855769095816868e-08
1982,1.2371551747492049e-06,7.94560310879433e-08,1.1421803947087028e-07
1983,1.2592739722094848e-06,5.115406098710196e-08,1.0925496951585956e-07
1984,1.310575953539228e-06,3.59538514516089e-08,1.1598017124470061e-07
1985,1.1525809213708271e-06,3.8258950363356803e-07,1.0106137438015139e-07
1986,1.1473445056253695e-06,3.237022144775281e-08,1.0730128963132302e-07
1987,1.1830541097879177e-06,5.133086161679401e-08,1.0755037749277108e-07
1988,1.1861183111250284e-06,2.698449275140291e-08,1.037403833947792e-07
1989,1.3835556273988914e-06,1.811080274638499e-08,1.0427432073356613e-07
1990,1.1725496733561158e-06,4.685839899432054e-08,9.099247222366103e-08
1991,1.1336073839629535e-06,1.52398094144246e-08,1.0960940244331141e-07
1992,1.156537337010377e-06,9.366905251440016e-09,1.135048464107058e-07
1993,1.1676648909997311e-06,1.2186256392876516e-08,1.0746062173438986e-07
1994,1.1356917184457416e-06,2.1627199309204315e-08,1.0391605087534117e-07
1995,1.1571510185603984e-06,2.2774293062521878e-08,9.326615213467448e-08
1996,1.1690422070387285e-06,3.0427125041754266e-08,9.341661666439904e-08
1997,1.1066616707466892e-06,1.917957836994333e-08,1.1124155463448915e-07
1998,1.1915554978259024e-06,2.7655150058869538e-08,1.1252785014903566e-07
1999,1.169971483250265e-06,1.645272384998009e-08,1.037435666262354e-07
2000,1.2233529105287744e-06,9.719669402663556e-09,9.101145082013318e-08
2001,1.1658404446279746e-06,1.2705514140787244e-08,1.090921699642422e-07
2002,1.1513850495248334e-06,7.886198694073698e-09,1.0909241865419972e-07
2003,1.1684052196869743e-06,1.3334153559085848e-08,1.2625775980268372e-07
2004,1.2104366078347084e-06,1.321437362311606e-08,1.0659594806838868e-07
2005,1.1417005225666799e-06,1.3511249230546696e-08,1.0718923704189365e-07
2006,1.2328962384344777e-06,1.2888995504223288e-07,1.2106596614103182e-07
2007,1.0940879064946785e-06,1.0026143684727096e-07,1.430023672810421e-07
2008,1.1418453595979372e-06,3.0653565546989725e-08,1.192083090018059e-07
2009,1.1453198567323852e-06,1.6688673776243945e-08,1.6211853903769224e-07
2010,1.1398512924643e-06,2.0312310056169736e-08,1.7997651013956784e-07
2011,1.0737713864727993e-06,1.185431283690086e-08,1.770498982978097e-07
2012,1.0842544497791096e-06,4.1872308231827304e-08,2.056168568742578e-07
2013,1.0991941508109448e-06,3.5979714319012146e-08,2.2006196331858519e-07
2014,1.05738683942036e-06,3.0316233134985993e-09,2.252062927254883e-07
2015,1.069054292202054e-06,5.763095889399494e-09,2.4116340568980377e-07
2016,1.1069241736549884e-06,9.94243232188552e-09,2.2743313365936046e-07
2017,1.1466156593087362e-06,4.779661388898404e-09,2.5332207087558345e-07
2018,1.0547872761890176e-06,1.1874746963513871e-08,2.7337731012266886e-07
2019,1.0232012073174701e-06,9.693753355577428e-09,2.4744582560742856e-07
