year,petit_ADJ art_NOUN,petit_ADJ lard_NOUN
1943,2.9032352522051497e-08,5.806470415592457e-09
1944,2.2492303131116387e-08,6.4263723231761105e-09
1945,1.5249528306782167e-08,2.178504043826024e-09
1946,1.3921104269343232e-08,2.7842208538686464e-09
1947,1.1920871401116528e-08,0.0
1948,2.0656586885436923e-08,0.0
1949,1.0798709260129158e-08,3.9268033269479474e-09
1950,7.444753036267571e-09,3.190608444114673e-09
1951,9.595261474260042e-09,4.264560704569931e-09
1952,9.49032352703938e-09,0.0
1953,7.54167928107563e-09,5.386913581872932e-09
1954,2.736310134032749e-08,3.9090144454689835e-09
1955,1.595553333899602e-08,1.8771215692936494e-09
1956,1.4825940697349438e-08,0.0
1957,4.4175189062301e-09,0.0
1958,6.617794756635931e-09,2.4816730892496253e-09
1959,1.7826719878044628e-08,7.750747821333448e-10
1960,1.0381249748725452e-08,2.076250060767393e-09
1961,3.335116405267513e-08,0.0
1962,1.5220695148698837e-08,1.2683912808952869e-09
1963,9.69907976156037e-09,1.2932106496776896e-09
1964,1.0342745937474973e-08,6.0839683291291635e-09
1965,1.1491291473930687e-08,1.0944086747954884e-09
1966,1.7725039436200518e-08,1.1078149508847446e-09
1967,1.2818872185960117e-08,2.9582014060558492e-09
1968,1.706738020357257e-08,1.796566312384229e-09
1969,1.7258679291254353e-08,1.3625273131978588e-09
1970,6.898087712148282e-09,2.7592349793881255e-09
1971,3.1344224216134364e-08,2.5691987426412766e-09
1972,3.950213012249293e-08,0.0
1973,1.3783009789047895e-08,2.921997932503473e-08
1974,7.875800289713908e-09,3.937900283634832e-09
1975,1.4278700888326057e-08,5.711480177694739e-10
1976,1.8283285663223126e-08,2.856763492431469e-09
1977,1.116588538296881e-08,1.7630346071939584e-09
1978,8.910887250301869e-09,3.2079192635592335e-08
1979,6.43717057435822e-09,1.7555920051037788e-09
1980,1.7055451828618118e-08,1.0233271119375331e-08
1981,1.644642960707543e-08,4.491140043194619e-08
1982,6.207502289967692e-09,1.8622506869903077e-09
1983,8.209910862255754e-09,5.052252838311233e-09
1984,1.6237224120807525e-08,5.799008384599347e-09
1985,1.8046673599947383e-08,3.609334831011779e-09
1986,1.1988971038157104e-08,1.1988970927134801e-09
1987,1.0999470334560613e-08,6.110816852533674e-10
1988,1.1993107784658008e-08,1.798966087207532e-09
1989,9.329807371116772e-09,2.7440609784434855e-09
1990,8.717841726291198e-09,1.6345953479657283e-09
1991,8.20605139395525e-09,5.861465202094962e-10
1992,1.2672871863017576e-08,2.2039776670368383e-09
1993,9.970573311424147e-09,1.661762283333701e-09
1994,2.004472143823932e-08,2.637463358823311e-09
1995,1.735184240736487e-08,3.145021310047014e-08
1996,1.1209993155958387e-08,2.135236876199542e-09
1997,2.3015494066136455e-08,1.1507746755512471e-08
1998,1.0013071150005715e-08,9.536258449571733e-10
1999,1.0511462422702067e-08,5.941261482789173e-09
2000,2.0322944327411108e-08,1.3254094488601709e-09
2001,1.3143635679835342e-08,1.4019877703219663e-08
2002,1.2705542173918616e-08,6.133709984368352e-09
2003,1.5417615240043148e-08,2.083461403401543e-09
2004,1.3214374039449694e-08,4.404791198453495e-09
2005,1.3961623857028371e-08,4.503749373441224e-09
2006,1.0294724850368198e-08,3.706100981659688e-09
2007,1.47795736760159e-08,1.757570977645173e-08
2008,5.534671554396908e-09,3.405951742863067e-09
2009,9.53638501499654e-09,2.384096253749135e-09
2010,1.3698999934419476e-08,6.14093115247627e-09
2011,3.0591775501687124e-09,1.1471915639660324e-09
2012,6.468080210320082e-09,3.744677901096338e-09
2013,4.7415126269712005e-09,2.7891249310130206e-09
2014,8.01214718182397e-09,1.3209215457554713e-08
2015,1.0417904455772842e-08,2.1722438958704515e-08
2016,1.284230832787614e-08,2.4441812129794016e-08
2017,6.037467220609827e-09,1.0062445321423752e-09
2018,7.486253561506118e-09,1.2391040193904246e-08
2019,6.12237061048404e-09,5.2550347795499164e-08
