year,fût_VERB également_ADV,fût_VERB egalement_ADV,fût_VERB légalement_ADV
1880,1.1552123169167317e-07,0.0,7.701415505323439e-09
1881,1.108628708834658e-07,0.0,2.1614773970668466e-08
1882,1.1513816389197018e-07,0.0,1.5307385581309063e-08
1883,1.1564389978957479e-07,0.0,1.2006744043446815e-08
1884,1.2081105182915053e-07,0.0,1.7164412113856997e-08
1885,9.668453770927954e-08,0.0,2.0626034213933053e-08
1886,8.195899425800235e-08,0.0,2.2587123282846733e-08
1887,1.0511568859783438e-07,0.0,2.415702127223085e-08
1888,1.1413106193458589e-07,0.0,2.0924028731883482e-08
1889,8.457934796979316e-08,0.0,2.5060547415023393e-08
1890,1.0093755520301784e-07,1.3108772956016423e-09,1.9663159989136147e-08
1891,1.2238501767569687e-07,0.0,1.1473596295275001e-08
1892,1.1095266927441116e-07,0.0,4.4506439422775657e-08
1893,9.422377189594044e-08,0.0,2.7097032173628577e-08
1894,1.2161970630586438e-07,0.0,1.5753848003896564e-08
1895,1.2940020610585634e-07,0.0,1.625025980445116e-08
1896,7.66613794667137e-08,0.0,2.5357223876198987e-08
1897,6.700720689423179e-08,0.0,1.6897470089816125e-08
1898,7.978280081033517e-08,0.0,2.6594268121016285e-08
1899,9.949641111006713e-08,0.0,1.2160672469008205e-08
1900,1.1108853925634321e-07,0.0,9.34389543516545e-09
1901,9.333194128657851e-08,0.0,1.3412973842719111e-08
1902,7.709145677381457e-08,0.0,5.4013122863239005e-09
1903,9.612391949076482e-08,0.0,1.4580594509538969e-08
1904,1.0104295711244049e-07,0.0,1.3974025492302644e-08
1905,1.1508493003020703e-07,0.0,1.4966200723165457e-08
1906,8.179253541129583e-08,0.0,1.3374879870298173e-08
1907,7.97140700115051e-08,0.0,1.491424583832668e-08
1908,8.00556421154397e-08,0.0,1.0313916831705683e-08
1909,6.161101850921114e-08,0.0,8.251475058784763e-09
1910,1.1062392246685704e-07,0.0,1.6566866989364826e-08
1911,5.958818860563042e-08,0.0,1.2236860413850081e-08
1912,9.168581271978837e-08,0.0,2.1879568379290504e-08
1913,8.37872349279678e-08,0.0,1.8030165804816534e-08
1914,7.165515825136026e-08,0.0,5.357394972094198e-09
1915,1.0484878032457345e-07,2.3561523843085297e-09,1.6493066468115103e-08
1916,7.361599330124591e-08,0.0,8.789969641043172e-09
1917,6.250861872558744e-08,0.0,2.631941953268324e-08
1918,8.270190932080368e-08,0.0,3.331049214239101e-08
1919,5.893022958503025e-08,0.0,1.3811772170413406e-08
1920,6.815008646299248e-08,0.0,1.4387239843927091e-08
1921,9.011569090944249e-08,0.0,7.572747762196741e-09
1922,4.500540740082215e-08,0.0,6.640141769764796e-09
1923,8.705077192416866e-08,0.0,1.1677542488541803e-08
1924,1.0571132236236735e-07,0.0,3.867487219366694e-09
1925,5.719052609265418e-08,0.0,5.499089184013428e-09
1926,1.0031524766418443e-07,0.0,1.0031524944054127e-08
1927,8.027441822378023e-08,0.0,6.689535148041159e-09
1928,8.798051709391075e-08,0.0,6.8556245125250825e-09
1929,9.580749349424877e-08,0.0,1.0026365515614089e-08
1930,9.87338708569041e-08,0.0,9.453243521306831e-09
1931,8.55401722787974e-08,0.0,3.4216069977333063e-09
1932,8.548438756861287e-08,0.0,2.082311922890767e-08
1933,1.0323596200123575e-07,0.0,6.882397318719313e-09
1934,7.7880272897346e-08,0.0,7.188948103475923e-09
1935,7.061287732312849e-08,0.0,1.196828414151696e-08
1936,7.274828561776303e-08,0.0,7.274828739411987e-09
1937,8.310137644684801e-08,0.0,7.554670666820584e-09
1938,5.8343463393839556e-08,0.0,1.5558256905023882e-08
1939,5.8117393564316444e-08,0.0,6.117620188206274e-09
1940,4.81798743123818e-08,0.0,2.5357829169792012e-09
1941,1.7709016475464523e-08,0.0,8.854508237732261e-09
1942,4.8547388331598995e-08,0.0,6.068423541449874e-09
1943,8.709705667797607e-08,0.0,2.9032352077962287e-09
1944,4.4984606262232774e-08,0.0,9.639558484764166e-09
1945,8.278315277721049e-08,0.0,6.535512131478072e-09
1946,7.65660743695662e-08,0.0,1.8097434661967782e-08
1947,7.510148947176276e-08,0.0,3.5762612871081956e-09
1948,7.175445659868274e-08,0.0,7.610321262063735e-09
1949,5.693864935096826e-08,0.0,8.835307596655184e-09
1950,5.104973510583477e-08,0.0,3.190608444114673e-09
1951,6.716683031982029e-08,0.0,7.462981344019681e-09
1952,5.2724018928529404e-08,0.0,1.2653764258629963e-08
1953,7.54167928107563e-08,0.0,7.54167928107563e-09
1954,6.352148318455875e-08,0.0,7.818028890937967e-09
1955,6.288357212724804e-08,0.0,5.631364707880948e-09
1956,6.01758785023776e-08,0.0,6.104799332717903e-09
1957,6.007825703591152e-08,0.0,1.0602045463770082e-08
1958,5.1287909030861556e-08,0.0,5.790570245522986e-09
1959,5.5805383425422406e-08,0.0,4.650448914844674e-09
1960,6.22874978262189e-08,0.0,1.3841666701708277e-09
1961,5.905935296368625e-08,0.0,4.16889545107324e-09
1962,5.390662849436012e-08,0.0,7.610347907416326e-09
1963,5.043521511538529e-08,0.0,3.2330267352165265e-09
1964,7.057403195176448e-08,0.0,9.125952438182594e-09
1965,5.855086371298057e-08,0.0,1.0396882466068291e-08
1966,6.868452828712179e-08,0.0,6.092982118843793e-09
1967,5.571279260152551e-08,0.0,4.930335695263466e-09
1968,7.141350977235561e-08,0.0,7.186265360559219e-09
1969,6.948889108571166e-08,0.0,1.0446043141598693e-08
1970,7.909807209216524e-08,0.0,8.277704743875347e-09
1971,4.984245549621846e-08,0.0,3.5968783507200897e-09
1972,4.873639625202486e-08,0.0,2.0520587451500205e-09
1973,4.9618833486420044e-08,0.0,4.410563025913916e-09
1974,4.2754344065087935e-08,0.0,6.1881286761433785e-09
1975,5.6543655091445544e-08,0.0,1.1422960355389478e-09
1976,4.1137393935741784e-08,0.0,1.085570122683066e-08
1977,3.8786758693731826e-08,0.0,3.526069214387917e-09
1978,3.6237608469491533e-08,5.940591352171509e-10,4.158414057542359e-09
1979,4.9741775143274936e-08,0.0,5.851973128301324e-09
1980,5.059784058403238e-08,0.0,3.411090521154847e-09
1981,4.2381181231121445e-08,0.0,0.0
1982,3.289976291398489e-08,0.0,1.2415004579935385e-09
1983,3.410270821291306e-08,0.0,3.78918940668882e-09
1984,2.7255339318799088e-08,0.0,6.958810416790584e-09
1985,3.789801539255677e-08,0.0,3.0077789148208467e-09
1986,4.076250093021372e-08,0.0,2.3977941854269602e-09
1987,3.727598141267663e-08,0.0,3.6664902225425067e-09
1988,3.1182079140990027e-08,0.0,2.99827696004229e-09
1989,2.9635859988275115e-08,0.0,3.2928733073589456e-09
1990,3.3236769780842224e-08,0.0,2.179460389939436e-09
1991,2.8721180100887977e-08,0.0,4.10302547493302e-09
1992,3.526364267258941e-08,0.0,5.509944167592096e-10
1993,4.708326173386013e-08,0.0,2.2156829704300662e-09
1994,3.3759530282395644e-08,0.0,2.637463358823311e-09
1995,3.849940100053573e-08,0.0,3.253470381991974e-09
1996,3.149474281372022e-08,0.0,1.6014276571496566e-09
1997,4.171558032339817e-08,0.0,4.79489448146353e-10
1998,3.671459580800729e-08,0.0,1.43043876743576e-09
1999,4.2959889867688617e-08,0.0,5.484241505371301e-09
2000,3.932047931698435e-08,0.0,3.092622158362701e-09
2001,2.93541191354052e-08,0.0,3.066848330846028e-09
2002,3.1106672793157486e-08,0.0,4.38122149670761e-10
2003,3.666892212095263e-08,0.0,8.333845835650777e-10
2004,2.9071621554521698e-08,0.0,1.7619165015858584e-09
2005,2.7472871977352042e-08,0.0,1.3511248786457486e-09
2006,3.3766696105885785e-08,0.0,8.235779835885637e-10
2007,2.6363563776499177e-08,3.994479469415779e-10,1.997239706952314e-09
2008,3.789121194586187e-08,0.0,3.405951742863067e-09
2009,2.2887324035991696e-08,0.0,9.53638501499654e-10
2010,2.7870378005445673e-08,0.0,4.723793023408973e-10
2011,3.326855591012645e-08,0.0,1.529588788962144e-09
2012,4.629783845189195e-08,0.0,1.7021263287730903e-09
2013,4.016339971713023e-08,0.0,1.1156500168141292e-09
2014,3.681256899312757e-08,0.0,1.7323561474213989e-09
2015,4.1893276403470736e-08,0.0,1.329945265027277e-09
2016,4.9297891990818243e-08,0.0,3.72841224560716e-09
2017,3.446387353278624e-08,0.0,3.5218559180094644e-09
2018,4.827342792168565e-08,0.0,2.0651733656507076e-09
2019,3.163224704394452e-08,0.0,2.5509878653906526e-09
