year,sont_VERB également_ADV,sont_VERB egalement_ADV,sont_VERB légalement_ADV
1838,8.373714408094202e-06,1.830527018853445e-08,1.2750567179864447e-07
1839,8.957477561466476e-06,8.38977065598101e-09,1.91566414287081e-07
1840,8.455124529405111e-06,2.93005673057678e-08,1.7452947104201755e-07
1841,9.255220930981523e-06,2.5682194593201757e-08,1.9261646277968225e-07
1842,8.465159226034302e-06,2.2137274680034125e-08,2.2875184413351235e-07
1843,9.76530549223753e-06,1.6539350389255247e-08,1.618493597477233e-07
1844,8.831644151996443e-06,2.1954244755484353e-08,1.8496452014460374e-07
1845,8.797229753554348e-06,1.6182660211860878e-08,1.7856729073173483e-07
1846,8.525910018875038e-06,1.9905304071698993e-08,1.949548931179379e-07
1847,8.842190368341107e-06,1.833696039454935e-08,2.453916874145534e-07
1848,9.15787603616991e-06,2.815827521152059e-08,2.1400289540451922e-07
1849,8.934970026075462e-06,2.1786478399121734e-08,2.3965125706126855e-07
1850,8.469951637835038e-06,1.2899092460827433e-08,1.9348639046512517e-07
1851,8.66611060246214e-06,1.0319102239364497e-08,2.5926743618676085e-07
1852,9.10760175543146e-06,1.6927417911816178e-08,2.5911970169545384e-07
1853,8.602567419302432e-06,1.4332636188996162e-08,1.2899373302843742e-07
1854,8.303191066261206e-06,3.429138556443334e-08,1.8236782750591374e-07
1855,8.37010108512004e-06,2.7596072982305486e-08,1.6080019804576295e-07
1856,9.056975073917783e-06,3.1063134731112996e-08,1.5220936688820075e-07
1857,8.219973182121976e-06,1.659713172452726e-08,1.430282187131482e-07
1858,7.92432970797563e-06,1.2723557263338847e-08,1.1598012150670911e-07
1859,8.087390142463846e-06,1.884104072757964e-08,1.721154632150501e-07
1860,8.132283085160452e-06,1.373155145145688e-08,1.2175308938822127e-07
1861,7.89876750673102e-06,8.017138342086838e-09,1.2450144942777186e-07
1862,7.845483011692522e-06,1.8071945051545413e-08,1.3599138526387833e-07
1863,7.969916168804048e-06,1.3984938762590104e-08,2.1576761355390772e-07
1864,8.195628367957397e-06,1.3904711382295432e-08,1.1890925288859933e-07
1865,8.452551000459607e-06,1.3649848362717876e-08,1.440294351007232e-07
1866,8.402427141618318e-06,8.758102965078507e-09,1.381834054403619e-07
1867,8.688958558877857e-06,1.261730986357179e-08,1.5577525402932224e-07
1868,9.542355030589533e-06,7.903798504571569e-09,1.150990627252213e-07
1869,8.771288847242431e-06,4.0044856319809696e-08,1.7434163623875065e-07
1870,8.479511791392724e-06,1.7202146818107167e-08,1.7603529567367104e-07
1871,9.191566959998454e-06,1.274541272522356e-08,1.4975860396226892e-07
1872,8.661603686732633e-06,9.071008721939222e-09,1.6327815899330744e-07
1873,8.936506063150773e-06,9.577607318345116e-09,2.0053114724305487e-07
1874,8.985214776657813e-06,1.8521287614703397e-08,1.1053026793828025e-07
1875,8.837470545586257e-06,1.2587359321525327e-08,1.4418247928915662e-07
1876,9.64097560540722e-06,7.255217759905008e-09,1.3361692197122466e-07
1877,8.974167656106147e-06,1.2369632429454214e-08,9.215375618154553e-08
1878,8.98072858035448e-06,9.058632899350272e-09,1.4191859065704193e-07
1879,8.727782500272951e-06,1.4662380642960215e-08,1.1852090864294951e-07
1880,9.44129325830545e-06,1.0910338410496934e-08,1.6365507349291875e-07
1881,9.545362672724877e-06,1.045876096839038e-08,1.1853262549266219e-07
1882,8.622051240081419e-06,1.0648616211028639e-08,1.3244216745533777e-07
1883,8.792095911758224e-06,5.687405213450347e-09,1.4534479630956554e-07
1884,9.435805566226918e-06,5.281357573494461e-09,1.3929580688909482e-07
1885,9.244331067748135e-06,7.734762830224895e-09,1.6694196258715266e-07
1886,8.796716912229385e-06,1.2906927859823725e-08,1.1358096685398777e-07
1887,9.378146927474518e-06,1.2404956672984468e-08,2.2133055055384432e-07
1888,9.359381095919161e-06,9.510922271971367e-09,1.3885946259506454e-07
1889,9.556213228734123e-06,5.01210956072029e-09,1.622670424694661e-07
1890,9.895812979721086e-06,5.898947996740844e-09,1.953207116045519e-07
1891,9.901075912921442e-06,1.4023284311548423e-08,2.1289894769349615e-07
1892,9.437872080297893e-06,1.191017329205124e-08,1.5608596015681542e-07
1893,1.0024670160646565e-05,1.1700991342511458e-08,1.7920991979281098e-07
1894,9.410088324557364e-06,2.6466465019581165e-08,1.4997663244642467e-07
1895,9.617144542062306e-06,6.018614717717696e-09,1.6190073259814142e-07
1896,9.645770205679582e-06,8.255840455717589e-09,1.6924472712176453e-07
1897,1.003942770694266e-05,1.2236098023699071e-08,1.643133202833269e-07
1898,9.649192207916713e-06,1.0750873968845553e-08,1.7710651434299507e-07
1899,9.563815950741628e-06,1.4371703827009696e-08,1.5200840941531624e-07
1900,9.688062647228435e-06,7.267474289029963e-09,1.4119664704104196e-07
1901,9.574069053996936e-06,1.1177477665658131e-08,2.492577593216083e-07
1902,1.1685493291224702e-05,1.0311596021495006e-08,1.8609975960259817e-07
1903,9.8451413634848e-06,1.4040572704487886e-08,2.025082568302139e-07
1904,9.87856154210931e-06,1.3974025492302644e-08,1.5693906263436475e-07
1905,1.004077296329342e-05,1.0837593933388234e-08,1.899159283169638e-07
1906,9.798128502325198e-06,1.080278771992127e-08,1.6461390206501392e-07
1907,9.804830568782563e-06,1.3885676664049384e-08,1.949137669043921e-07
1908,9.775628797115132e-06,9.82277836847345e-09,1.5077963833043384e-07
1909,9.828607005601953e-06,8.251475058784763e-09,1.408251852907938e-07
1910,9.647795337741627e-06,1.2825961626106164e-08,1.7208164981852292e-07
1911,9.588910245383886e-06,1.276889793899727e-08,1.346054688822207e-07
1912,9.718696333038679e-06,1.4586378993541871e-08,1.7347372738285571e-07
1913,9.758031296769332e-06,1.007568084521182e-08,1.4052922647778132e-07
1914,9.585718856897074e-06,2.9465673123674208e-08,2.0960808555514632e-07
1915,1.0011291465161776e-05,1.4136913861761968e-08,1.1898569596269226e-07
1916,9.25583782418471e-06,1.6481193521045157e-08,2.0876177586615086e-07
1917,9.667999847806641e-06,1.9739564316445524e-08,1.4585344842998893e-07
1918,9.638217875362898e-06,1.4932289182922887e-08,1.7918746308964728e-07
1919,9.520915625671478e-06,2.5781975665495338e-08,1.3811772547889234e-07
1920,1.0161935279029422e-05,1.1358347595802343e-08,1.1661236731796976e-07
1921,9.985424753722327e-06,9.84457149133533e-09,1.5145495524393482e-07
1922,9.727070505505253e-06,8.115729421831475e-09,1.2837608104332432e-07
1923,9.52993656255785e-06,1.6985517437007047e-08,1.0509788950230359e-07
1924,1.0103166403041541e-05,1.5469949543600592e-08,1.2633792323413218e-07
1925,9.951151582754392e-06,3.079489729884699e-08,1.5507430917161003e-07
1926,1.016193488112549e-05,1.6719207018844884e-08,1.226075170279728e-07
1927,9.71989430809117e-06,1.8953683067479687e-08,1.7169806754147032e-07
1928,1.0268583650940855e-05,1.828166640294171e-08,2.0224092400766835e-07
1929,1.0239147684387717e-05,8.912325322185666e-09,1.4816741100709407e-07
1930,1.0490999159173953e-05,1.05036033204442e-08,1.5125188979059345e-07
1931,1.0062946103062131e-05,1.3686427990933225e-08,9.238338893879927e-08
1932,1.0326074971089838e-05,1.53433514782364e-08,1.1069132122010217e-07
1933,1.0532362068715884e-05,4.244145102028085e-08,1.353538161552592e-07
1934,1.06564177144719e-05,9.585264137967897e-09,1.066360653112497e-07
1935,1.1033561577278306e-05,3.2314365405738954e-08,1.3763526762744505e-07
1936,1.0880719116812543e-05,3.031178641421661e-08,1.2852197528445686e-07
1937,1.1451622071945167e-05,2.770046048095054e-08,1.4227963651691766e-07
1938,1.148588341948198e-05,3.7599123259290934e-08,1.51693003047626e-07
1939,1.1277832868472615e-05,4.129393715857077e-08,1.1011716338771294e-07
1940,1.0566607443251996e-05,2.5357829613881222e-08,1.0396709626547818e-07
1941,1.126588551869645e-05,2.3612020783048138e-08,1.0920559390115159e-07
1942,1.0604569808947417e-05,2.4273694165799498e-08,1.0012898599143227e-07
1943,1.0884228913710103e-05,2.9032351633873077e-08,9.290352664947932e-08
1944,1.0699909637423843e-05,5.7837350908584995e-08,6.747690939334916e-08
1945,1.040017838249696e-05,2.3963545370264683e-08,8.06046500656521e-08
1946,1.022226706481888e-05,3.3410652022780596e-08,8.074240476219074e-08
1947,1.0038565335435123e-05,2.9802177392568296e-08,1.1086410256488932e-07
1948,1.1493759473069076e-05,2.5005341353079302e-08,1.1306763525453789e-07
1949,1.3877323226552107e-05,1.6688914139528777e-08,1.3154790834413177e-07
1950,1.1561701285245363e-05,4.147790888531233e-08,1.605939590199057e-07
1951,1.1885330650329706e-05,6.076999015114382e-08,1.1194472038233982e-07
1952,1.2224590818732395e-05,2.8470970803162743e-08,1.4446381157995347e-07
1953,1.2287550191558694e-05,3.016671690225792e-08,1.3036330515081573e-07
1954,1.2456074671263195e-05,4.0067397399923266e-08,1.3974727153254207e-07
1955,1.2561697360524704e-05,4.223523664137474e-08,1.2482858835483057e-07
1956,1.2612514581178402e-05,2.8779767236031262e-08,1.3779404040015208e-07
1957,1.277988212677883e-05,2.738861626383482e-08,1.1662249477240039e-07
1958,1.3410960661985882e-05,3.1434525760154486e-08,1.1167528413125183e-07
1959,1.3344462900022336e-05,3.255313940631055e-08,1.061852478168035e-07
1960,1.312051540480752e-05,3.1835833247395584e-08,1.0658083532399942e-07
1961,1.3242496379461954e-05,2.7792636803081194e-08,1.1256018195293649e-07
1962,1.283421755715608e-05,3.932013054042116e-08,8.1811237617746e-08
1963,1.3185576221985684e-05,4.008952836365154e-08,8.535190409997284e-08
1964,1.2604157404894067e-05,4.380457352404221e-08,8.943433704722281e-08
1965,1.2932627669215435e-05,4.6512369067386317e-08,1.378954905817409e-07
1966,1.2768120939199434e-05,3.821961580552369e-08,1.0801195449161582e-07
1967,1.2206525127567147e-05,3.599144826615941e-08,1.459379319612708e-07
1968,1.2006003771602991e-05,2.9643344057195264e-08,8.219291203204193e-08
1969,1.2745535173053213e-05,3.6788238122476e-08,1.0536878078393208e-07
1970,1.2895744532670506e-05,4.9666228824074565e-08,1.1772736244197723e-07
1971,1.2576741767134081e-05,5.7036210976413315e-08,1.1355858475781133e-07
1972,1.3243986813904485e-05,9.644676274289665e-08,1.0927212912292816e-07
1973,1.2690292351180688e-05,1.0916143633465936e-07,8.765994075066175e-08
1974,1.3546376408157812e-05,8.832147768700338e-08,1.2094979240373505e-07
1975,1.3318029800757358e-05,1.2793715464809452e-07,1.0452009036043819e-07
1976,1.306854966287574e-05,8.11320849392061e-08,1.1484188888744029e-07
1977,1.3208067059622408e-05,8.462565936895317e-08,8.345030266809772e-08
1978,1.2816825687878008e-05,7.485145125940562e-08,7.069303920026471e-08
1979,1.2745013066250976e-05,7.256446976633413e-08,9.363157149611112e-08
1980,1.3237873190519167e-05,8.300320097909264e-08,7.731804718691393e-08
1981,1.3156510249245912e-05,6.009272057738713e-08,9.931112426864175e-08
1982,1.3356061742797465e-05,6.145427333681397e-08,9.994078331576617e-08
1983,1.3629083809973963e-05,5.241712264236753e-08,7.388919698314567e-08
1984,1.365202604119986e-05,6.726849832716653e-08,9.800324107800407e-08
1985,1.4033695038051519e-05,5.233535471660389e-08,1.0527226701473325e-07
1986,1.3127923011779785e-05,5.155257354338971e-08,7.612996455463872e-08
1987,1.4162428783492942e-05,7.638521060115977e-08,1.0571712893980845e-07
1988,1.4385132999450434e-05,7.015968117585203e-08,9.834348446702279e-08
1989,1.37246955205228e-05,6.750390157961306e-08,1.0427432073356613e-07
1990,1.4040628627753904e-05,4.8492995174953535e-08,1.2041518004934915e-07
1991,1.3377035998018982e-05,6.037309274731228e-08,1.1254013243533478e-07
1992,1.3421121877854603e-05,5.730341912091319e-08,1.3223865380496136e-07
1993,1.3587122339231428e-05,6.037736222097578e-08,9.250476473710023e-08
1994,1.3897849328259326e-05,3.217705185631914e-08,9.442118908964403e-08
1995,1.4388473289272952e-05,1.3068106419211745e-07,1.106179965404408e-07
1996,1.471018083520903e-05,5.71175839958471e-08,8.327423706155912e-08
1997,1.4761082582026575e-05,4.1236093428764775e-08,1.0932359573168071e-07
1998,1.4545654948960873e-05,4.625085470166823e-08,1.0537565420243311e-07
1999,1.5481556545182684e-05,3.93037282719888e-08,1.307077591161665e-07
2000,1.586426708399813e-05,2.7833599092197403e-08,1.1796144150366672e-07
2001,1.6014642596928752e-05,3.548781601914186e-08,1.2486453071502979e-07
2002,1.6059367510479206e-05,4.5126581027510326e-08,1.0295870411791697e-07
2003,1.6476429664180614e-05,2.6668306674082487e-08,1.1000676725103631e-07
2004,1.6744814445246448e-05,3.303593382186776e-08,9.822684676752402e-08
2005,1.7037684017395804e-05,4.4136744925538096e-08,1.1304411762225186e-07
2006,1.645426414143003e-05,3.088417410701538e-08,1.1735986049643543e-07
2007,1.570509533621589e-05,1.4779573703771476e-08,1.0145977569209208e-07
2008,1.7091916674871754e-05,1.873273464125802e-08,1.1197066385193466e-07
2009,1.647982691110883e-05,9.53638501499654e-09,1.001320437676867e-07
2010,1.5386810787276772e-05,1.322662068758973e-08,1.0675772443846654e-07
2011,1.6718023204020938e-05,1.1471915806193778e-08,1.0248244736166257e-07
2012,1.4882712065400483e-05,8.851056915171185e-09,7.76169642169311e-08
2013,1.2749090330999024e-05,3.904775003338301e-09,1.048711016360393e-07
2014,1.1381146350686322e-05,2.598534235009886e-09,7.384168154711546e-08
2015,1.1958867787598138e-05,4.211493223604812e-09,9.664268746378823e-08
2016,1.1169080011086407e-05,1.657072062899445e-09,8.347500202177116e-08
2017,1.1856579362756747e-05,2.515611413622665e-09,9.005888418345265e-08
2018,1.1362067596110137e-05,1.0325866828253538e-09,7.512067939918765e-08
2019,1.1095011416273337e-05,5.1019755087367e-10,8.290709901936921e-08
