year,devaient_VERB imiter_VERB,devaient_VERB limiter_VERB
1955,8.447047505910632e-09,2.815682353940474e-09
1956,8.72114114258693e-09,1.1337483840634377e-08
1957,7.068030161150318e-09,6.184526224473075e-09
1958,9.099467845885556e-09,4.9633461784992505e-09
1959,6.975672928177801e-09,1.007597205671118e-08
1960,4.844583401109048e-09,4.844583401109048e-09
1961,6.94815938118154e-09,4.16889545107324e-09
1962,5.0735651235811474e-09,6.976152100435229e-09
1963,5.819448034571906e-09,1.3578711488548834e-08
1964,6.083968440151466e-09,5.475571551727398e-09
1965,6.5664522708175355e-09,7.660860390501512e-09
1966,8.308612464702492e-09,3.8773522170743036e-09
1967,3.451234853457663e-09,7.888536934785861e-09
1968,9.88111459321317e-09,4.491415683816058e-09
1969,4.995933444718048e-09,7.72098829315837e-09
1970,6.438214850135182e-09,6.438214850135182e-09
1971,8.221435976452085e-09,1.490135304038631e-08
1972,1.0260293947794707e-08,1.0260293947794707e-08
1973,7.1671650836435674e-09,1.2129047988196362e-08
1974,5.625571564138454e-09,6.1881286761433785e-09
1975,6.282628195464213e-09,8.567219822452898e-09
1976,6.8562320265641574e-09,6.2848797277581525e-09
1977,8.22749424145286e-09,1.4104276857551667e-08
1978,1.7821774056514528e-09,7.72276909088987e-09
1979,9.948355028654987e-09,1.521513048885481e-08
1980,3.411090521154847e-09,9.664756106531058e-09
1981,6.958104314946922e-09,5.69299452024552e-09
1982,6.2075020679230875e-09,1.1173503899897241e-08
1983,5.68378455412244e-09,1.1999100379966876e-08
1984,3.479405208395292e-09,9.858314165001048e-09
1985,6.015557829641693e-09,1.142956040922627e-08
1986,8.392279760016663e-09,7.1933827783254856e-09
1987,6.721898593298192e-09,1.0388388815840699e-08
1988,4.797243047249822e-09,8.994830658082265e-09
1989,0.0,1.2073869015694072e-08
1990,3.814055737905164e-09,9.262707045820662e-09
1991,4.10302547493302e-09,4.10302547493302e-09
1992,4.958949695321735e-09,5.509944056569793e-09
1993,3.323524566667402e-09,6.647049133334804e-09
1994,2.1099706426497278e-09,7.384897138251745e-09
1995,3.253470381991974e-09,9.21816667442954e-09
1996,5.871901187504136e-09,8.540947504798169e-09
1997,4.794894259418925e-09,9.58978851883785e-09
1998,2.86087753487152e-09,8.582632382569955e-09
1999,4.570201106446348e-09,8.683382013430219e-09
2000,6.185244316725402e-09,5.3016377954406835e-09
2001,3.5049694258049158e-09,5.257454027685071e-09
2002,2.6287327870022636e-09,4.81934359086722e-09
2003,7.083769126836614e-09,1.2500768420409258e-08
2004,6.607186797680242e-09,1.1452457648886138e-08
2005,4.954124666056714e-09,2.251874686720612e-09
2006,3.706100981659688e-09,8.235780057930242e-09
2007,7.589511241690161e-09,7.988958827809256e-09
2008,7.663391698997657e-09,6.3861596011349775e-09
2009,2.384096253749135e-09,6.198650481792356e-09
2010,3.7790344187271785e-09,3.3066551718974324e-09
2011,3.059177577924288e-09,5.353560705856353e-09
2012,7.829781267787439e-09,5.446804340891731e-09
2013,5.578249862026041e-09,5.578249862026041e-09
2014,4.114345752981308e-09,4.7639794331644225e-09
2015,5.319781060109108e-09,3.768178213903184e-09
2016,3.72841224560716e-09,2.278474076078396e-09
2017,3.773417134311785e-09,3.018733707449428e-09
2018,5.162933192082164e-09,2.8396134332808742e-09
2019,4.846876677788714e-09,3.826481798085979e-09
