year,eut_VERB également_ADV,eut_VERB egalement_ADV,eut_VERB légalement_ADV
1800,1.320549074534938e-07,0.0,0.0
1801,1.04772034603684e-07,0.0,0.0
1802,7.608656460433849e-08,0.0,0.0
1803,1.8333189188979304e-07,0.0,1.950339223455444e-09
1804,5.6852570651244605e-08,0.0,0.0
1805,8.24434565060983e-08,0.0,0.0
1806,1.930718269704812e-07,5.76333825108577e-09,0.0
1807,1.195721210933698e-07,0.0,0.0
1808,1.3369836437959748e-07,2.2660739951163578e-09,0.0
1809,1.7394535234416253e-07,0.0,0.0
1810,7.722418615685456e-08,0.0,0.0
1811,1.855236746450828e-07,0.0,0.0
1812,1.8403736135041981e-07,0.0,0.0
1813,1.581657897986588e-07,0.0,0.0
1814,3.7445457223839185e-07,0.0,0.0
1815,3.263640451223182e-07,0.0,0.0
1816,3.036061002603674e-07,0.0,0.0
1817,3.0203344181245484e-07,0.0,1.556873407970727e-09
1818,2.2531025933858473e-07,0.0,1.1921176934492905e-08
1819,1.4698491668241331e-07,0.0,0.0
1820,1.3171793966648693e-07,0.0,0.0
1821,8.776724769177235e-08,0.0,0.0
1822,1.6542266223495972e-07,0.0,1.0025615893027862e-09
1823,1.1266263300058199e-07,0.0,0.0
1824,1.1452713266635328e-07,8.421112696055388e-10,0.0
1825,8.981552213072064e-08,0.0,0.0
1826,9.248383747717526e-08,0.0,0.0
1827,2.0278000079088088e-07,0.0,0.0
1828,1.8436325888160354e-07,0.0,9.172301251858528e-10
1829,1.79179380666028e-07,8.57317605795771e-10,8.57317605795771e-10
1830,1.4715938334575185e-07,1.0436835840010872e-09,0.0
1831,1.559120619276655e-07,0.0,0.0
1832,1.2988770947686135e-07,0.0,0.0
1833,2.490480142114393e-07,0.0,0.0
1834,1.8855752159652184e-07,0.0,0.0
1835,1.3462296521993267e-07,7.563087933704082e-10,1.5126175867408165e-09
1836,1.1089237261785456e-07,6.720750067579218e-10,0.0
1837,1.8925463507457607e-07,0.0,0.0
1838,1.6600985475179186e-07,0.0,0.0
1839,1.7059198853530688e-07,0.0,2.0974426639952526e-09
1840,1.8854278494018217e-07,0.0,0.0
1841,2.311397508947266e-07,0.0,6.420548537278137e-10
1842,2.2271440514032292e-07,0.0,0.0
1843,2.345043697005167e-07,0.0,5.906911071384968e-10
1844,1.756339571556964e-07,0.0,5.488561272137815e-10
1845,1.9028577469271113e-07,0.0,0.0
1846,1.7622049597321165e-07,0.0,2.3418005312692003e-09
1847,2.3406590798913385e-07,2.1572894581822766e-09,3.235934187273415e-09
1848,1.6814513514873397e-07,0.0,0.0
1849,1.40774176315972e-07,0.0,0.0
1850,1.6904600386169477e-07,0.0,2.0366988096043315e-09
1851,1.6768541399869719e-07,0.0,6.449438760824933e-10
1852,1.8034211279882584e-07,0.0,0.0
1853,1.4452075447479729e-07,1.1943863675867306e-09,8.957897534855874e-09
1854,1.6106559996842407e-07,2.0782657816909023e-09,0.0
1855,1.496556194524601e-07,0.0,3.714855978387277e-09
1856,1.5842199729831918e-07,1.0354378465748937e-09,0.0
1857,1.684120576328496e-07,0.0,0.0
1858,2.016194571297092e-07,1.468102750479261e-09,2.936205500958522e-09
1859,1.7262468077205995e-07,0.0,3.055304009791371e-09
1860,2.3069006260811875e-07,4.577183909670879e-10,6.865775947773045e-09
1861,1.730758754092676e-07,0.0,9.431927461278633e-10
1862,2.0692377233899606e-07,0.0,8.584174260306554e-09
1863,1.413477690448417e-07,4.994620828036034e-10,1.4983863039219614e-09
1864,1.946659580198684e-07,0.0,4.794727948009836e-10
1865,1.623861294319795e-07,0.0,0.0
1866,1.7272925845190912e-07,0.0,1.9462451650298362e-09
1867,1.8295099835086148e-07,0.0,1.455843445796745e-09
1868,2.158724896617059e-07,0.0,7.903798504571569e-09
1869,1.606677813015267e-07,9.767038289254515e-10,0.0
1870,2.517247423838853e-07,5.734048791339319e-10,1.7202146374017957e-09
1871,1.8268424639700243e-07,1.0621177271019633e-09,0.0
1872,1.9049119259761937e-07,0.0,1.8142017887967654e-09
1873,2.0112975107622333e-07,2.3944017879529156e-09,0.0
1874,1.7147128517081e-07,1.1949218281515073e-09,0.0
1875,1.7908379845721356e-07,0.0,5.721527140956084e-10
1876,1.4631355327310303e-07,0.0,0.0
1877,1.595682590505021e-07,0.0,6.184815992682502e-10
1878,2.3250491665294248e-07,0.0,6.039088673581716e-10
1879,1.9733120382170455e-07,0.0,0.0
1880,2.02803946081076e-07,6.417846254436199e-10,1.2835692508872398e-09
1881,1.6455118156954995e-07,0.0,0.0
1882,1.6771571154095e-07,0.0,0.0
1883,1.7694148368718743e-07,0.0,6.319338941018771e-10
1884,1.8418734271108406e-07,0.0,1.9805090900604227e-09
1885,1.7338760471830028e-07,6.445635691854079e-10,0.0
1886,2.0973757841602492e-07,0.0,1.2906927748801422e-09
1887,1.6322312035299547e-07,0.0,1.3057849246322917e-09
1888,1.826097104640212e-07,0.0,6.340614699951175e-10
1889,1.9547226770555426e-07,0.0,6.265136742733546e-10
1890,1.8680000835047395e-07,0.0,1.3108772956016423e-09
1891,1.281218260373862e-07,0.0,1.9122659011827636e-09
1892,1.7927945350493246e-07,6.268512375839919e-10,0.0
1893,1.8105744459262496e-07,0.0,0.0
1894,1.8652556832421396e-07,0.0,2.520615716150587e-09
1895,2.1787384696381196e-07,1.2037228991346183e-09,6.018614495673091e-10
1896,1.7691087350613088e-07,5.89702897624278e-10,5.89702897624278e-10
1897,1.9053352673381596e-07,0.0,5.826713556089658e-10
1898,1.8333069817799696e-07,0.0,5.6583548957434e-10
1899,1.851738744562681e-07,0.0,0.0
1900,1.681901267147623e-07,0.0,1.038210628578895e-09
1901,1.771630167013427e-07,0.0,2.794369402536745e-09
1902,1.3257766795504722e-07,1.9641135384773634e-09,0.0
1903,2.2086901196871622e-07,0.0,1.6200660812870638e-09
1904,1.7252547479529312e-07,0.0,2.1498500757388683e-09
1905,1.8320695005513699e-07,1.0321518084666081e-09,3.096455536422127e-09
1906,2.2891620687914838e-07,5.144184522798412e-10,3.600929110447737e-09
1907,1.8668521306608454e-07,0.0,2.5714217422034835e-09
1908,1.8957962311105803e-07,0.0,4.911389073214423e-10
1909,1.672298992616561e-07,0.0,5.500983557560346e-10
1910,1.7796021722915611e-07,0.0,0.0
1911,1.9046939314648625e-07,5.320374141248863e-10,0.0
1912,2.2869359384003474e-07,1.0418842455450772e-09,2.0837684910901544e-09
1913,2.06816594072734e-07,0.0,1.590896969716482e-09
1914,1.7813337649386085e-07,0.0,6.696743715117748e-10
1915,2.1087564050503715e-07,0.0,0.0
1916,1.7799688123432134e-07,1.0987462051303964e-09,2.197492410260793e-09
1917,2.0836206715557637e-07,0.0,0.0
1918,2.1249796589017933e-07,0.0,0.0
1919,2.1546365758240427e-07,0.0,9.207848372660976e-10
1920,2.1050804832611902e-07,0.0,1.514446346106979e-09
1921,2.2718242576047487e-07,1.5145494858259667e-09,0.0
1922,2.1322233578757732e-07,0.0,0.0
