year,seraient_VERB à_ADP,seraient_VERB a_ADP,seraient_VERB là_ADV
1857,9.553112931826035e-07,1.1227470564367792e-08,8.396195738669121e-08
1858,9.73352143773809e-07,1.0766087521485446e-08,1.1842696068242731e-07
1859,1.043386305354943e-06,1.2730432930041502e-08,1.425808591193345e-07
1860,9.895871926346445e-07,8.238931037407582e-09,9.9324893199082e-08
1861,1.0667509968698141e-06,3.772771095533756e-09,8.205776680370036e-08
1862,1.0282936955263722e-06,9.035972969861916e-09,1.1746764272402288e-07
1863,1.1487627489259467e-06,8.990317823531768e-09,1.1537574096109893e-07
1864,1.0289486453984864e-06,7.671564605793435e-09,1.1123768928200661e-07
1865,1.0971654091918026e-06,7.530950973944073e-09,1.0449194576267473e-07
1866,1.063136437551293e-06,1.9462451206209153e-08,1.3380434893406346e-07
1867,1.1680717761919368e-06,1.261730986357179e-08,1.1840860025813527e-07
1868,1.2700415936706122e-06,1.0373735648272486e-08,1.2152089823302958e-07
1869,1.0338410447729984e-06,6.348574776993132e-09,1.4308710660770885e-07
1870,1.065959622792434e-06,8.601073187008978e-09,9.289158953151855e-08
1871,1.3000320677747368e-06,1.274541272522356e-08,1.083360103848463e-07
1872,1.0994062904501334e-06,1.3908880158730597e-08,9.433849612605627e-08
1873,1.0206138085777638e-06,1.0176207876355647e-08,1.412697088198911e-07
1874,1.0353998050049995e-06,7.766991827473646e-09,1.009708938681797e-07
1875,9.25170922982943e-07,1.0870901512305409e-08,1.104254749861866e-07
1876,1.0616802228469169e-06,8.464420719889176e-09,1.2031568985548802e-07
1877,1.0217315775662428e-06,1.2369632429454214e-08,1.323550691267883e-07
1878,1.1063610827477532e-06,6.039088784604019e-09,1.1897004981165082e-07
1879,1.2059807659170474e-06,9.774920428640144e-09,1.0935692529301377e-07
1880,1.0287807299391716e-06,1.0268554229142524e-08,8.150664854156275e-08
1881,1.2564458984343219e-06,1.8128519130300447e-08,1.366611428466058e-07
1882,1.0981385685226996e-06,1.2645231528551903e-08,1.1913139275065987e-07
1883,1.246805595656042e-06,1.3270611554094813e-08,1.0932456717682726e-07
1884,1.1130460961794597e-06,9.242375753615306e-09,8.846274113238906e-08
1885,1.1363655403329176e-06,1.4824961813708626e-08,1.121540620374617e-07
1886,1.0686935638659634e-06,1.0970888419947755e-08,8.131364381824824e-08
1887,1.140603103522153e-06,8.4876022321545e-09,9.597518868531552e-08
1888,1.157162159870495e-06,1.3315290647852862e-08,1.1856949555522078e-07
1889,1.1390018244128441e-06,1.0024218788373673e-08,1.0400127337106824e-07
1890,1.128665303440357e-06,2.0318598914492725e-08,9.962667490981403e-08
1891,1.1250498346271343e-06,1.7847816891070067e-08,1.0772431835448515e-07
1892,1.1458840845079976e-06,1.3790727004803216e-08,9.277398049789554e-08
1893,1.1540872719706385e-06,9.23762488724833e-09,1.1454654469389425e-07
1894,1.236992147823912e-06,8.82215478448245e-09,1.1279755085524812e-07
1895,1.2602978358700057e-06,1.2639090218868887e-08,1.1375181685480129e-07
1896,1.3356770978134591e-06,9.435246750566506e-09,7.253345302160596e-08
1897,1.2218617939652177e-06,1.573212637939747e-08,9.788878685412783e-08
1898,1.2431405593815725e-06,2.2067583760332354e-08,1.1939128796711884e-07
1899,1.2940060969413025e-06,2.1004797901014172e-08,1.0447123344192732e-07
1900,1.255196593774599e-06,1.7649581240952728e-08,1.2718079744900024e-07
1901,1.2965874702786095e-06,1.7883964587017687e-08,1.005972976031444e-07
1902,1.1907438874914078e-06,1.7677021180162455e-08,9.133128031635351e-08
1903,1.3241340184322326e-06,1.566063922986416e-08,1.0044409748388716e-07
1904,1.3033466075285105e-06,1.289910045443321e-08,9.45934033325102e-08
1905,1.5074576822371455e-06,1.4966201167254667e-08,1.192135385963411e-07
1906,1.3580647646449506e-06,1.4403717052413612e-08,1.1677298772383438e-07
1907,1.3505106153388624e-06,1.9028520426012108e-08,1.1674254807303441e-07
1908,1.3398268947639735e-06,1.6698722626884432e-08,1.3015180400088866e-07
1909,1.3944993497716496e-06,2.7504917177179067e-08,9.516701737766198e-08
1910,1.23396443996171e-06,1.5498037186922886e-08,1.0955508855658991e-07
1911,1.2832742868340574e-06,1.4897047151407605e-08,1.3088120454085583e-07
1912,1.3893526329411543e-06,1.6149205861459848e-08,9.63742934345646e-08
1913,1.328398980149359e-06,1.8030165416238475e-08,1.0712039255622585e-07
1914,1.3018469644521247e-06,1.4063161857258422e-08,1.0312985665450469e-07
1915,1.4490336752714938e-06,2.0027295266622502e-08,1.5432797795256192e-07
1916,1.375630290567642e-06,1.3184954683609362e-08,1.0108465176017489e-07
1917,1.3422903748505632e-06,2.3029490536785602e-08,1.1843738434436091e-07
1918,1.5207962178465095e-06,1.9526839700745313e-08,1.48174251535238e-07
1919,1.608611114534142e-06,1.8415696301232742e-08,9.023691660559052e-08
1920,1.6250008911811165e-06,1.741613209205184e-08,1.1434070046334455e-07
1921,1.5107631270439015e-06,1.9689142760626055e-08,8.02711213054863e-08
1922,1.5478908608201891e-06,1.4755870914040514e-08,1.0107771686307387e-07
1923,1.3514102192857536e-06,1.3800732112656533e-08,1.0509788950230359e-07
1924,1.4760910289624007e-06,2.4494086647841584e-08,8.508472149060253e-08
1925,1.2383948160277214e-06,1.3197813508725176e-08,1.242794098743616e-07
1926,1.3475681726049515e-06,4.458455382660986e-09,1.0365909020038089e-07
1927,1.4059172599445446e-06,1.3379070296082318e-08,1.0034302277972529e-07
1928,1.360841565656301e-06,2.285208267061023e-08,9.597874850442167e-08
1929,1.3814103567710845e-06,1.1140405931087116e-08,1.0249173953980062e-07
1930,1.3234540574558196e-06,7.352522701786768e-09,8.087774716614149e-08
1931,1.5226150935632177e-06,6.843213995466613e-09,9.010231849515549e-08
1932,1.4861132058285875e-06,1.53433514782364e-08,1.1288322809832607e-07
1933,1.5129803614399862e-06,1.0323596200123575e-08,9.291236580111217e-08
1934,1.4785269968342618e-06,1.677421224144382e-08,1.1981580883002607e-07
1935,1.4421782452700427e-06,1.3165112555668657e-08,1.1369869667987587e-07
1936,1.376155069010565e-06,1.2124715009775855e-08,7.881064334469556e-08
1937,1.4857519090583082e-06,1.76275650742852e-08,6.295559273894469e-08
1938,1.3626440704683773e-06,5.186085783037697e-09,8.9459980756601e-08
1939,1.4070526503928704e-06,1.988226561167039e-08,1.391758530644438e-07
1940,1.2780345741703059e-06,5.0715658339584024e-09,7.100192078723921e-08
1941,1.2661946584557882e-06,2.9515025978810172e-09,1.0035108743977617e-07
1942,1.3805663456878392e-06,1.8205270624349623e-08,9.406056733496371e-08
1943,1.3471011470755911e-06,2.0322646232528996e-08,1.5967793842719402e-07
1944,1.3945227692602202e-06,1.927911696952833e-08,9.318240046241044e-08
1945,1.3964211120764958e-06,1.5249528306782167e-08,1.3071024795863195e-07
1946,1.4519712294713827e-06,1.6705325123211878e-08,1.2111360092603718e-07
1947,1.4710354889757582e-06,2.5033829231801974e-08,1.1801662225252585e-07
1948,1.4818383533565793e-06,1.848220954059343e-08,9.675979839585125e-08
1949,1.4244478734326549e-06,2.454252068240237e-08,9.915178367236877e-08
1950,1.4740611504748813e-06,8.508289184305795e-09,1.0422654384001362e-07
1951,1.4147680076348479e-06,1.4925962799061665e-08,9.808489664919762e-08
1952,1.467836682422785e-06,2.2144087452602434e-08,8.330395218081321e-08
1953,1.5126453263292206e-06,2.4779802543228868e-08,8.511323557058859e-08
1954,1.390631837239198e-06,1.6613311615287785e-08,8.795282724349818e-08
1955,1.4303666375781177e-06,1.1262729859851106e-08,9.291751723594643e-08
1956,1.3596260259873816e-06,1.5698055078061657e-08,8.895564462818584e-08
1957,1.4109555195318535e-06,1.855357895097498e-08,9.276789825207743e-08
1958,1.269789322577708e-06,1.6544486669545222e-08,6.86596237642334e-08
1959,1.3153019153833156e-06,1.3951346411467114e-08,8.138285068071127e-08
1960,1.3260316791274818e-06,1.038125013730351e-08,7.751333441774477e-08
1961,1.4118659237283282e-06,9.72742286720063e-09,8.337791257417848e-08
1962,1.3597154975286685e-06,1.52206956482992e-08,7.737186535905494e-08
1963,1.3682168855666532e-06,8.405868778815773e-09,8.664511597089586e-08
1964,1.3110951613271027e-06,1.2776333546682395e-08,7.544120705915702e-08
1965,1.2142464811404352e-06,1.1491291473930687e-08,9.138312151435457e-08
1966,1.2911583553432138e-06,1.495550217001096e-08,9.028691749790596e-08
1967,1.1995506383755128e-06,1.8735275830739084e-08,8.381570637538971e-08
1968,1.2553507531265495e-06,1.0779397818794223e-08,8.219291203204193e-08
1969,1.355714744022407e-06,8.629339909305145e-09,7.948076330421827e-08
1970,1.350645561615238e-06,1.8394900547225035e-08,6.576176758699148e-08
1971,1.2912793181385496e-06,1.0276794637498199e-08,7.090988418667621e-08
1972,1.2486777904996416e-06,1.231235235987782e-08,7.490014297673042e-08
1973,1.2200720220789663e-06,1.3783009289447534e-08,8.545465846054867e-08
1974,1.2848805681642261e-06,1.012602890426706e-08,6.469407765052893e-08
1975,1.148007527262962e-06,1.31364044086979e-08,6.453972645203976e-08
1976,1.2266941666894127e-06,1.3712464497217525e-08,6.456285461808875e-08
1977,1.1365696082066279e-06,1.057820719907454e-08,8.227494419088544e-08
1978,1.1554450338735478e-06,1.1881182482298414e-08,7.247521693898307e-08
1979,1.1446460348452092e-06,1.0533551697555765e-08,6.905328575612657e-08
1980,1.2024094075968605e-06,1.3075846516663603e-08,7.731804885224847e-08
1981,1.1708592637660331e-06,1.3283653954587749e-08,5.8827609450418095e-08
1982,1.2148082078056177e-06,1.0552753781922775e-08,6.76617730732687e-08
1983,1.1386514415789861e-06,8.209910973278056e-09,6.062703050702112e-08
1984,1.1221081877010874e-06,8.118611838359158e-09,9.568363878997843e-08
1985,1.1122766636617598e-06,1.082800415996843e-08,7.579603078511354e-08
1986,1.1779163742176024e-06,5.395036861699509e-09,8.392279937652347e-08
1987,1.1133907946714316e-06,6.721898704320495e-09,6.110816741511371e-08
1988,1.156135567725869e-06,1.139345195966257e-08,5.876622566347578e-08
1989,1.1025637149941758e-06,5.4881220679092735e-09,6.695508858456378e-08
1990,1.090275077331171e-06,8.172976573295188e-09,6.865300150593612e-08
1991,1.1933942687392118e-06,5.2753188484189195e-09,6.975143662657501e-08
1992,1.0953768878607661e-06,9.366905473484621e-09,7.824120729083006e-08
1993,1.0928856681857724e-06,6.093128224193833e-09,7.311754046668284e-08
1994,1.1272518349869642e-06,4.219941229788304e-09,7.754142217208937e-08
1995,1.1088911833212478e-06,4.880205572987961e-09,8.730145850677218e-08
1996,1.1460883797553834e-06,3.736664311304594e-09,6.192186674525146e-08
1997,1.1450207466623397e-06,4.315405033317177e-09,7.575933125281153e-08
1998,1.1681917158057331e-06,3.814503268806391e-09,8.916401839087484e-08
1999,1.074454303306993e-06,5.484241422104574e-09,6.261175400368302e-08
2000,1.0726980690378696e-06,4.859834423776022e-09,6.273604924444953e-08
2001,9.892776233755285e-07,4.381211921034023e-09,6.308945188493453e-08
2002,1.074275473911257e-06,3.504977197366088e-09,7.623325615213616e-08
2003,1.1617380550887901e-06,4.583615098585625e-09,7.708807459039235e-08
2004,1.1245432460782467e-06,3.964312045301455e-09,7.620288755560978e-08
2005,1.0430684369566734e-06,5.404499514582994e-09,7.115924205436386e-08
2006,1.03400213902205e-06,4.529679020759403e-09,7.000412693969338e-08
2007,1.0225867299595848e-06,2.7961356841021967e-09,7.869124374337844e-08
2008,1.0153993343919865e-06,2.9802078027607593e-09,8.387156213984781e-08
2009,1.0251613957734662e-06,1.907277002999308e-09,1.0728432897622042e-07
2010,1.0094745448441245e-06,2.8342759250676863e-09,1.6580513317876466e-07
2011,9.13164512894582e-07,3.823971805871906e-09,1.594596312770591e-07
2012,9.399141731591953e-07,2.3829769546512836e-09,1.9642537552044814e-07
2013,9.566698508933769e-07,8.367375126105969e-10,2.2061979620957572e-07
2014,9.443506314710248e-07,1.5158115873603606e-09,2.364666187304465e-07
2015,8.669026101415511e-07,8.866301581811342e-10,2.2010593170307402e-07
2016,8.803195328255242e-07,1.2428040818690533e-09,2.43382459075292e-07
2017,8.799608508525125e-07,1.257805665177969e-09,2.3697059248206642e-07
2018,9.045459137269063e-07,2.5814667070633845e-10,2.5608150622247194e-07
2019,8.502441914970404e-07,1.7856914835689963e-09,2.3596636822276196e-07
