year,soit_VERB à_ADP,soit_VERB a_ADP,soit_VERB là_ADV
1909,6.369588845700491e-06,3.6306491590920587e-08,8.377998028663569e-07
1910,6.082712388888467e-06,2.4583092561591968e-08,8.881978601493756e-07
1911,6.369552011165069e-06,4.3095030433093484e-08,7.767746410536347e-07
1912,6.534698059112998e-06,3.07355862427805e-08,7.834969437681139e-07
1913,6.473889698099811e-06,3.6590629692856425e-08,9.015082582664036e-07
1914,6.096045581216458e-06,2.5447626228469744e-08,8.357536103176244e-07
1915,5.74076511838939e-06,3.769843870404799e-08,7.457222181983525e-07
1916,6.134299837867729e-06,3.515987789803887e-08,7.93294759660057e-07
1917,6.743254289176548e-06,1.5352994542361387e-08,8.553811312594917e-07
1918,6.072847099858336e-06,2.8715940736390166e-08,7.661412837478565e-07
1919,6.293564183579292e-06,3.683139282451009e-08,7.172914138209308e-07
1920,6.740043318131939e-06,3.407504278740703e-08,8.003848961379845e-07
1921,6.4633400143065955e-06,3.4077364041706915e-08,7.633329346390383e-07
1922,6.255013886402594e-06,3.024953565411437e-08,7.960792345329537e-07
1923,6.374876647896599e-06,2.9724655181695425e-08,8.588302193857089e-07
1924,6.658523943769978e-06,1.9337436762967286e-08,8.199073135983781e-07
1925,6.4185364863078576e-06,3.739380560752181e-08,8.721555104784784e-07
1926,6.420175850507803e-06,2.563611800621146e-08,8.270434932455828e-07
1927,6.3104612308961805e-06,1.56089151603922e-08,8.83018628883292e-07
1928,6.294606009760173e-06,3.427812289569232e-08,8.101063144749787e-07
1929,6.360057795973262e-06,2.1166771890790415e-08,8.321883342432557e-07
1930,6.5805074882518966e-06,3.7812972863982e-08,8.7705092255419e-07
1931,6.343659151752945e-06,1.9389106320488736e-08,7.641588695150858e-07
1932,6.3631068769609556e-06,1.4247397372990633e-08,7.660715937163332e-07
1933,6.558924724231474e-06,2.982372127036115e-08,7.123281307030993e-07
1934,6.2160438574210275e-06,2.156684431042777e-08,7.991714028321439e-07
1935,6.309679520200007e-06,3.4708024898577605e-08,7.767416150272766e-07
1936,6.413974006136414e-06,3.6374142808881516e-08,7.965937243170629e-07
1937,6.240158199943835e-06,3.7773354444325946e-08,7.567261945951032e-07
1938,6.236268291104352e-06,4.148868559816776e-08,7.843954676900466e-07
1939,6.3990305534389336e-06,7.95290642230384e-08,7.295262207662745e-07
1940,6.347064754663734e-06,2.0793420252296357e-07,8.139863325595798e-07
1941,6.271943220781395e-06,1.033025864849435e-07,6.198155233505531e-07
1942,6.411289632524131e-06,5.158159921414551e-08,6.735950250913447e-07
1943,6.102600309532136e-06,2.6129116870166058e-08,8.129058528538735e-07
1944,5.9893791330978274e-06,5.462416652335378e-08,8.900525472199661e-07
1945,6.487584869319107e-06,5.664110513947662e-08,7.951539942041563e-07
1946,6.363336979120504e-06,6.403707875080045e-08,7.976792630870477e-07
1947,6.196468802954769e-06,4.410722298509029e-08,1.0216186865363852e-06
1948,6.243725238164188e-06,3.261566305923225e-08,8.936691529015661e-07
1949,6.2720864661969244e-06,4.9085041253782435e-08,7.382390094790026e-07
1950,6.657736321358243e-06,3.7223764293159434e-08,8.837985205900623e-07
1951,6.6249949668417685e-06,6.290226917116115e-08,9.104837204176874e-07
1952,6.493490218417719e-06,6.115986195265322e-08,8.024595672395662e-07
1953,6.547254997713026e-06,3.986316210458085e-08,7.951084626256488e-07
1954,6.395147465809714e-06,5.570345562588841e-08,8.511879059369676e-07
1955,6.592450972675579e-06,7.320774075836312e-08,8.944484193307289e-07
1956,6.371666131599341e-06,5.9303762567353147e-08,7.5961145284964e-07
1957,6.3921497712726705e-06,6.714628841830717e-08,8.013379328986048e-07
1958,6.892433248140151e-06,4.715178791858676e-08,7.478108159375552e-07
1959,6.638515515078325e-06,6.588135781360194e-08,7.417465894832276e-07
1960,6.585172741324641e-06,6.505583455274078e-08,7.647520874343172e-07
1961,6.714701157761738e-06,7.295567189258279e-08,8.733836125429661e-07
1962,6.867704541946296e-06,5.898019284078515e-08,7.699135267102974e-07
1963,6.7706041591009125e-06,6.466053059650534e-08,7.448893484252039e-07
1964,6.71913448968553e-06,7.118243011694503e-08,8.091677727861679e-07
1965,6.669873528153403e-06,5.690925153345461e-08,7.611612318214611e-07
1966,6.500104063889012e-06,7.920876954337075e-08,7.317117933780537e-07
1967,6.648557700827951e-06,1.1586288567455583e-07,7.686393246331136e-07
1968,6.450571618188405e-06,7.141351088257863e-08,8.407930636167293e-07
1969,6.769035735487705e-06,8.67475719867894e-08,7.648320092812355e-07
1970,6.725175353494706e-06,1.0852991316756544e-07,7.693666930208565e-07
1971,6.773949280614033e-06,1.4849968965613414e-07,7.409569207084132e-07
1972,6.600446795346215e-06,8.926455236091257e-08,6.40755331460241e-07
1973,6.3633397076046094e-06,7.332560930661813e-08,7.365640044554311e-07
1974,6.474470410466893e-06,7.14447597194301e-08,6.131872964942886e-07
1975,6.516798748634756e-06,5.483021148222633e-08,5.785729513263504e-07
1976,6.375153134285938e-06,8.627425562846014e-08,6.096333322602732e-07
1977,6.250545084185433e-06,6.581995826149267e-08,5.800383746645821e-07
1978,6.383759682648815e-06,7.30692755190887e-08,6.683165452159301e-07
1979,6.771318567189155e-06,8.01720336784939e-08,6.255759785744885e-07
1980,6.486756774393143e-06,6.42422040009194e-08,6.503812528535491e-07
1981,6.187652616063133e-06,5.882761100473033e-08,6.078852834434656e-07
1982,6.6947914092452265e-06,7.635227949887025e-08,6.493047521871631e-07
1983,6.30710610494134e-06,6.694235044069075e-08,6.365838771671406e-07
1984,6.361512532748748e-06,4.001315923041204e-08,6.27452720891597e-07
1985,6.161736109788762e-06,4.752290960752248e-08,6.40055361600389e-07
1986,6.3253810367314145e-06,4.016305293896849e-08,6.216281462911866e-07
1987,6.152981313789496e-06,5.1330862782528186e-08,5.695281402040564e-07
1988,6.1464675127353985e-06,2.5785181434478943e-08,5.324939706952136e-07
1989,6.198833943926729e-06,3.402635706528656e-08,5.47714591903059e-07
1990,6.122104423411656e-06,4.740326375873849e-08,5.421407536232437e-07
1991,6.135781859484268e-06,6.38899714799912e-08,6.148677016426518e-07
1992,6.055428457329981e-06,3.636563183917474e-08,5.201387125453039e-07
1993,6.103652594902087e-06,2.4372512508197275e-08,5.145923864802171e-07
1994,6.165861577756004e-06,2.4792155328690058e-08,5.306576440489152e-07
1995,6.130080691946205e-06,2.982347968583099e-08,5.270622409625503e-07
1996,6.139339802757604e-06,3.469759835006414e-08,4.6921829266466375e-07
1997,6.294737431744579e-06,4.26745603299139e-08,4.96751056289213e-07
1998,6.152316927909851e-06,3.051602670556264e-08,5.025607947573008e-07
1999,6.11035875408561e-06,1.6909744743331956e-08,5.173467911845364e-07
2000,6.059330189600587e-06,2.827540224181746e-08,5.261875344331202e-07
2001,5.940485152677866e-06,1.9715453131174954e-08,4.828095256925735e-07
2002,6.174893769639311e-06,1.664864135442201e-08,4.740481642784289e-07
2003,6.212881999090314e-06,3.083522948088557e-08,4.846131105296081e-07
2004,6.0905049394932576e-06,2.2904914187549252e-08,4.5149110405873216e-07
2005,5.922430773352971e-06,3.873224752037885e-08,4.7064182240319496e-07
2006,5.9355265875638e-06,5.188541107870037e-08,4.7438092565244006e-07
2007,6.0304655562504195e-06,3.7947553682693425e-08,5.596265850726923e-07
2008,5.923801381868543e-06,3.193079822771949e-08,5.653880066347483e-07
2009,6.096134256949881e-06,4.100645401017289e-08,6.475205509559601e-07
2010,6.10928145761136e-06,3.4011309324455397e-08,7.53917390738934e-07
2011,6.244928499654634e-06,2.3326228643094638e-08,8.00357327079837e-07
2012,6.154888978926465e-06,3.40425272693512e-08,9.61360910878284e-07
2013,6.3575316744390875e-06,2.2034088054123657e-08,1.0383912467659684e-06
2014,6.379184924298897e-06,1.9922095528812633e-08,1.1448709074102226e-06
2015,6.309925083769485e-06,3.036708264014809e-08,1.0958748362099868e-06
2016,6.515607310575433e-06,4.101253231469926e-08,1.2154623618698679e-06
2017,6.708632099616807e-06,3.169670331759633e-08,1.2339073691691738e-06
2018,6.561055670317728e-06,4.491752009228023e-08,1.3353927670323174e-06
2019,6.527212462970056e-06,2.44894819423358e-08,1.3094220321363537e-06
