year,était_VERB égal_ADJ,était_VERB egal_ADJ,était_VERB légal_ADJ,etait_VERB égal_ADJ,etait_VERB egal_ADJ
1800,1.5091990235305275e-07,0.0,6.288328968651058e-09,0.0,0.0
1801,1.6668278135512082e-07,0.0,4.7623651688866175e-09,0.0,0.0
1802,1.7007585029205075e-07,0.0,1.5664880947952042e-08,0.0,0.0
1803,1.0726865440346955e-07,0.0,1.1702034896643454e-08,0.0,0.0
1804,1.9033252840472414e-07,0.0,1.2359254952798437e-08,0.0,0.0
1805,2.6723051860244595e-07,0.0,0.0,0.0,0.0
1806,1.440834580535011e-07,0.0,0.0,0.0,0.0
1807,1.679703558465917e-07,0.0,4.27043254092041e-08,0.0,0.0
1808,2.583324487659411e-07,2.2660739951163578e-09,2.039466551195801e-08,4.5321479902327155e-09,0.0
1809,2.4623432182124816e-07,0.0,2.4849335034105025e-08,0.0,0.0
1810,1.8721013361755467e-07,0.0,4.212228077449254e-08,2.3401267590372754e-09,0.0
1811,2.0056614857821842e-07,0.0,7.521229861140455e-09,0.0,0.0
1812,2.5605197606637375e-07,0.0,2.400487453257938e-08,0.0,0.0
1813,2.386865673997818e-07,0.0,5.751483289628823e-09,0.0,0.0
1814,2.517341783914162e-07,3.1466771410748606e-09,5.349351184236184e-08,0.0,0.0
1815,3.560334960184264e-07,0.0,5.933891955578474e-08,0.0,0.0
1816,2.456660013194778e-07,2.3176038865813098e-09,2.3176038865813098e-09,0.0,0.0
1817,3.7053587220725603e-07,0.0,2.6466848268569265e-08,0.0,0.0
1818,2.7299495286570163e-07,0.0,2.384235386898581e-08,1.1921177378582115e-09,0.0
1819,3.9437500731764885e-07,3.1053151161586356e-09,2.173720581311045e-08,0.0,1.035105001712111e-09
1820,2.3258303372131195e-07,1.1866481131050932e-09,2.8479554714522237e-08,1.1866481131050932e-09,0.0
1821,3.2444296493849833e-07,0.0,1.972297702934611e-08,0.0,0.0
1822,4.361143055575667e-07,0.0,4.0102463572111446e-08,0.0,0.0
1823,4.79310301670921e-07,9.882686891060644e-10,3.755420863171821e-08,0.0,0.0
1824,3.157917376483965e-07,8.421112696055388e-10,3.452656116564867e-08,8.421112696055388e-10,0.0
1825,2.298220636021142e-07,0.0,4.3146670236637874e-08,0.0,0.0
1826,1.8056367423469055e-07,0.0,6.34174881497529e-08,0.0,0.0
1827,3.1062211292010034e-07,9.217273055917019e-10,5.7147094167930845e-08,1.8434546111834038e-09,0.0
1828,2.7516904310687096e-07,0.0,5.503380862137419e-08,9.172301251858528e-10,0.0
1829,2.7348431785867433e-07,0.0,4.4580517055692326e-08,8.57317605795771e-10,8.57317605795771e-10
1830,2.285667051182827e-07,0.0,5.844628248041772e-08,0.0,0.0
1831,2.104812892866903e-07,0.0,4.5214498811674275e-08,0.0,0.0
1832,3.098363094977685e-07,0.0,1.7588959622116818e-08,0.0,0.0
1833,2.884323464513727e-07,0.0,1.9692167896323554e-08,1.1583628500844156e-09,0.0
1834,2.884370076117193e-07,9.334530925997342e-10,6.814207864636046e-08,0.0,0.0
1835,2.9798565037708613e-07,2.2689263801112247e-09,5.218530674255817e-08,0.0,1.5126175867408165e-09
1836,3.2797260018924135e-07,6.720750067579218e-10,3.8980349614803345e-08,0.0,0.0
1837,3.7015979614807293e-07,0.0,5.0792603900617905e-08,6.957890930081589e-10,0.0
1838,3.0613983881266904e-07,0.0,1.64116205070286e-08,0.0,0.0
1839,2.740658260336204e-07,0.0,4.4046291947097416e-08,6.9914751765765e-10,0.0
1840,3.471480454209086e-07,6.369688665408546e-10,4.2039946634986336e-08,0.0,0.0
1841,2.889246957238356e-07,0.0,3.2102743574569104e-08,0.0,0.0
1842,2.89797043251383e-07,0.0,4.22620693996123e-08,6.708265054555795e-10,6.708265054555795e-10
1843,3.603215645853197e-07,0.0,4.4892523476391943e-08,0.0,0.0
1844,3.946275626276474e-07,5.488561272137815e-10,4.7750482679020934e-08,0.0,0.0
1845,3.1528287536275457e-07,0.0,4.51998474204629e-08,5.580227946389016e-10,0.0
1846,2.763324573606951e-07,5.854501328173001e-10,3.6297908678761814e-08,5.854501328173001e-10,0.0
1847,2.8961611064914905e-07,0.0,6.040410482910374e-08,5.3932236454556914e-09,0.0
1848,2.58251617424321e-07,0.0,5.873011943435813e-08,0.0,0.0
1849,2.8406216756593494e-07,0.0,3.1841775438579134e-08,0.0,0.0
1850,3.998718796083267e-07,6.788996032014438e-10,7.19633561629962e-08,6.788996032014438e-10,0.0
1851,3.1602249350726197e-07,6.449438760824933e-10,7.739326690625603e-08,6.449438760824933e-10,0.0
1852,2.708386830363452e-07,1.9531636308300904e-09,5.9245962802378926e-08,0.0,0.0
1853,3.386085438705777e-07,0.0,3.2248433257109355e-08,0.0,0.0
1854,2.2757009787710558e-07,5.195664454227256e-10,3.636965217879151e-08,5.195664454227256e-10,5.195664454227256e-10
1855,2.5314091089967405e-07,0.0,2.812676669350367e-08,0.0,0.0
1856,2.4022156708269904e-07,0.0,3.2616291889553395e-08,0.0,0.0
1857,3.036298608094512e-07,0.0,2.9777204701986193e-08,0.0,0.0
1858,2.994929673150182e-07,4.893676019968041e-10,4.404308384664546e-08,0.0,0.0
1859,4.995421818421164e-07,0.0,3.8700516569178944e-08,0.0,0.0
1860,3.071290279876848e-07,0.0,2.70053845952134e-08,0.0,0.0
1861,2.8437261789804325e-07,0.0,4.95176202264247e-08,0.0,0.0
1862,2.7650077072394197e-07,0.0,2.891511208247266e-08,0.0,0.0
1863,2.417396558485052e-07,0.0,2.3474717281146695e-08,4.994620828036034e-10,0.0
1864,2.4453112246192177e-07,4.794727948009836e-10,1.8699438442126848e-08,9.589455896019672e-10,0.0
