year,pouvant_VERB imiter_VERB,pouvant_VERB limiter_VERB
1861,1.131831339762357e-08,4.2443675241088386e-09
1862,4.9697850279528666e-09,0.0
1863,1.4484400345793347e-08,4.994620828036034e-10
1864,5.274200631788517e-09,4.315255264231155e-09
1865,6.589582213223366e-09,4.706844358715045e-10
1866,7.298419202328432e-09,0.0
1867,5.82337378318698e-09,2.91168689159349e-09
1868,1.1361710683388537e-08,3.457911734727759e-09
1869,4.883519366671862e-09,1.953407657850903e-09
1870,4.013834153937523e-09,1.1468097582678638e-09
1871,4.248470908407853e-09,3.18635318130589e-09
1872,7.861540751719076e-09,1.8142017887967654e-09
1873,2.9930022904522957e-09,0.0
1874,6.572069999322139e-09,5.974609140757536e-10
1875,1.716458086775674e-09,5.721527140956084e-10
1876,6.04601479992084e-09,1.269663130187837e-08
1877,6.184816214727107e-09,0.0
1878,2.4156354694326865e-09,0.0
1879,5.498392852132383e-09,4.27652757650776e-09
1880,7.701415505323439e-09,1.9253538763308597e-09
1881,1.3945015142624584e-09,0.0
1882,0.0,1.9966155395678697e-09
1883,1.0742875922176154e-08,6.319338829996468e-09
1884,6.601696966868076e-09,1.9805090900604227e-09
1885,4.511945039809007e-09,3.86738152613475e-09
1886,3.872078213618124e-09,4.5174246565693466e-09
1887,1.1099172247952538e-08,6.528924623161458e-10
1888,3.804368819970705e-09,3.804368819970705e-09
1889,4.385595886446936e-09,1.8795409673089125e-09
1890,1.3108772956016423e-09,1.9663159989136147e-09
1891,1.4023283867459213e-08,1.2748440081367107e-09
1892,1.002961980134387e-08,1.8805537127519756e-09
1893,4.310891643655168e-09,1.2316833108982905e-09
1894,5.671385139294216e-09,1.8904617871129403e-09
1895,6.018614495673091e-10,4.814891596538473e-09
1896,2.948514543632541e-09,2.358811590497112e-09
1897,2.330685422435863e-09,4.661370844871726e-09
1898,1.3580051749784161e-08,1.2448380992680086e-08
1899,3.8693048765026106e-09,4.9748205555033564e-09
1900,4.671947717582725e-09,4.15284251431558e-09
1901,1.676621730339889e-09,5.588738916095792e-10
1902,7.856454153909453e-09,5.4013122863239005e-09
1903,1.6200660812870638e-09,3.2401321625741275e-09
1904,5.374625189347171e-10,4.299700151477737e-09
1905,5.160758931310738e-09,2.580379465655369e-09
1906,7.201858220895474e-09,6.6874399351490865e-09
1907,4.114274698707732e-09,5.142843373384665e-10
1908,2.4556945366072114e-09,0.0
1909,1.1001967115120692e-09,5.500983557560346e-10
1910,0.0,8.01622590529405e-09
1911,2.128149656499545e-09,5.3203743632934675e-09
1912,2.6047106693738442e-09,5.209421227725386e-10
1913,3.71209285532359e-09,2.6514948014977335e-09
1914,6.696743715117748e-10,3.3483718020477227e-09
1915,3.534228465440492e-09,8.246533234057551e-09
1916,2.197492410260793e-09,4.394984820521586e-09
1917,1.0966424435210342e-09,1.0966424435210342e-09
1918,0.0,2.2972752589112133e-09
1919,4.603924352863942e-09,8.287063479883727e-09
1920,7.572231730534895e-10,9.843901693784574e-09
1921,7.572747429129834e-10,6.815472630705699e-09
1922,0.0,4.426761179843197e-09
1923,2.1231896241147297e-09,6.369568872344189e-09
1924,0.0,0.0
1925,6.598906754362588e-09,0.0
1926,3.343841648018042e-09,1.1146138456652466e-09
1927,2.2298449753321847e-09,3.3447675740205796e-09
1928,1.1426041224282812e-09,9.14083297942625e-09
1929,1.1140406375176326e-09,6.684243825105796e-09
1930,2.100720708497761e-09,5.2518016602221e-09
1931,0.0,9.124285327288817e-09
1932,6.575722188983946e-09,3.287861094491973e-09
1933,1.1470662197865522e-09,6.882397318719313e-09
1934,1.1981580172459871e-09,4.7926320689839486e-09
1935,1.196828414151696e-09,2.393656828303392e-09
1936,1.2124714565686645e-09,6.0623572828433225e-09
1937,1.2591118148108649e-09,0.0
1938,2.5930428915188486e-09,5.186085783037697e-09
1939,0.0,4.588215141154706e-09
1940,5.0715658339584024e-09,5.0715658339584024e-09
1941,0.0,0.0
1942,6.068423541449874e-09,9.102635090130207e-09
1943,0.0,5.806470415592457e-09
1944,1.2852744646352221e-08,6.4263723231761105e-09
1945,0.0,4.357008087652048e-09
1946,4.1763312808029696e-09,1.2528993842408909e-08
1947,2.3841741914054637e-09,7.152522574216391e-09
1948,5.435944139264848e-09,8.697510267552389e-09
1949,9.817008317369869e-10,1.570721330779179e-08
1950,1.0635361480382244e-09,5.317680518146517e-09
1951,6.396841278899501e-09,3.1984206394497505e-09
1952,4.2179215675730575e-09,1.2653764258629963e-08
1953,4.3095309543161875e-09,9.69644453618912e-09
1954,1.9545072227344917e-09,6.840775057526116e-09
1955,1.8771215692936494e-09,1.220129064449793e-08
1956,8.72114158667614e-10,8.72114114258693e-09
1957,3.534015080575159e-09,9.718541527092839e-09
1958,8.272243445794913e-10,4.1361216673863055e-09
1959,3.100299128533379e-09,9.300897829689347e-09
1960,1.3841666701708277e-09,3.460416619915918e-09
1961,0.0,3.47407969059077e-09
1962,5.0735651235811474e-09,1.2683912808952869e-09
1963,4.526237162849611e-09,7.759263453976928e-09
1964,6.6923653285755336e-09,1.0951143103454797e-08
1965,3.2832261354087677e-09,1.094408652591028e-08
1966,4.431259803538978e-09,1.1078149952936656e-08
1967,9.860671168482327e-10,6.902469706915326e-09
1968,5.838840522187638e-09,1.0779397818794223e-08
1969,1.8167031212712459e-09,6.8126366770115965e-09
1970,2.2993624781975086e-09,6.438214850135182e-09
1971,3.083038491169532e-09,3.083038491169532e-09
1972,6.156176013405457e-09,7.69522046084603e-09
1973,1.6539611902288698e-09,8.269805285010534e-09
1974,3.3753431161187564e-09,1.800182936051442e-08
1975,2.8557400888473694e-09,1.2565256390928425e-08
1976,2.856763492431469e-09,9.141642998145016e-09
1977,1.7630346071939584e-09,1.057820764316375e-08
1978,2.970295565063452e-09,1.2475242172627077e-08
1979,1.7555920051037788e-09,7.607565244427406e-09
1980,3.97960553399912e-09,1.5349906234973787e-08
1981,3.1627747087981106e-09,1.0753434587229549e-08
1982,3.1037510339615437e-09,2.1726258125909226e-08
1983,1.89459470334441e-09,1.705135410645653e-08
1984,1.739702604197646e-09,2.0296528902008504e-08
1985,2.4062232206745193e-09,1.5038894574104233e-08
1986,5.994485463567401e-10,1.1389522214244607e-08
1987,3.6664902225425067e-09,6.721898593298192e-09
1988,1.798966087207532e-09,8.395175221664886e-09
1989,2.7440609784434855e-09,1.4269117443177493e-08
1990,2.179460389939436e-09,1.6345952147389653e-08
1991,1.7584396161396398e-09,1.1722930182145319e-08
1992,3.856960972825618e-09,1.2672871640972971e-08
1993,3.877445031719162e-09,1.772546376344053e-08
1994,1.5824779264761446e-09,1.2659823411809157e-08
1995,2.7112254663563817e-09,1.4640617607142303e-08
1996,4.804283193493575e-09,1.7615704450690828e-08
1997,3.3564262480467733e-09,1.8220598363427598e-08
1998,3.814503379828693e-09,1.5734826774860267e-08
1999,4.570201106446348e-09,1.96518641359944e-08
2000,2.2090156370779823e-09,1.5463109903635086e-08
2001,1.7524847129024579e-09,2.190605918883648e-08
2002,3.504977197366088e-09,1.1391176002462089e-08
2003,4.583615265119079e-09,1.5417615628621206e-08
2004,2.2023955992267474e-09,1.5857247959161214e-08
2005,4.503749373441224e-09,1.7564623533417034e-08
2006,7.000412693969338e-09,1.3589036562677848e-08
2007,4.7933754743212376e-09,1.7975157362570826e-08
2008,6.3861596011349775e-09,1.8732734474724566e-08
2009,1.907277002999308e-09,1.9549588614609092e-08
2010,1.8895172093635892e-09,1.1809482280966677e-08
2011,4.206369030868018e-09,2.2943831723409858e-08
2012,4.085103366691101e-09,1.2595735121578855e-08
2013,3.6258624991347688e-09,1.2829975304384789e-08
2014,1.5158115873603606e-09,1.407539329534302e-08
2015,1.7732603163622684e-09,1.0639562120218216e-08
2016,3.935546111222266e-09,8.699628573083373e-09
2017,1.7609279590047322e-09,9.30776167251679e-09
2018,4.130346731301415e-09,1.0067719991013746e-08
2019,3.3162841361900064e-09,1.1224345897176136e-08
