year,avaient_VERB également_ADV,avaient_VERB egalement_ADV,avaient_VERB légalement_ADV
1800,1.8550569791386806e-07,0.0,0.0
1801,3.3812793276410957e-07,0.0,0.0
1802,2.0364345232337655e-07,0.0,0.0
1803,1.6967950955404376e-07,0.0,0.0
1804,1.1864884186252311e-07,0.0,7.4155526164076946e-09
1805,2.9850215810256486e-07,0.0,0.0
1806,2.1900684998854558e-07,0.0,0.0
1807,4.925232133246027e-07,0.0,1.7081731584767113e-08
1808,1.7901984961099515e-07,0.0,1.1330369531492579e-08
1809,3.6596293284674175e-07,4.518061036407062e-09,0.0
1810,2.620942041176022e-07,0.0,4.680253518074551e-09
1811,4.287101376121427e-07,0.0,0.0
1812,2.74722452786591e-07,0.0,8.00162425207418e-09
1813,2.7894694198948855e-07,0.0,2.8757416448144113e-09
1814,1.950939889638903e-07,0.0,0.0
1815,4.288585557787883e-07,0.0,8.091670444798638e-09
1816,2.062667476820934e-07,0.0,0.0
1817,3.643083914539602e-07,0.0,1.556873407970727e-09
1818,5.602953478955897e-07,2.384235475716423e-09,5.960588467246453e-09
1819,5.66202459140186e-07,1.035105001712111e-09,1.1386155129855524e-08
1820,4.817791250388836e-07,3.5599443393152796e-09,1.0679833017945839e-08
1821,5.680217327608261e-07,3.94459531705138e-09,9.86148829262845e-10
1822,4.832346576222335e-07,0.0,1.7043547018147365e-08
1823,5.92961214351817e-07,0.0,9.882686891060644e-10
1824,4.89266653858067e-07,0.0,1.9368560089105813e-08
1825,5.424153073363414e-07,0.0,4.4027217427355936e-09
1826,5.478566436067922e-07,4.403992281964975e-09,2.7304752237000685e-08
1827,7.484425736947742e-07,5.530363722527909e-09,8.295545583791863e-09
1828,5.714343842555536e-07,1.8344602503717056e-09,6.420610709767516e-09
1829,5.898344852539594e-07,8.57317605795771e-10,2.3147574523818548e-08
1830,4.602644594342564e-07,1.0436835840010872e-09,4.174734336004349e-09
1831,5.425739573183819e-07,4.677361609140007e-09,2.3386808933878456e-08
1832,5.452577624964761e-07,1.3529969367098715e-09,1.2176972319366541e-08
1833,6.150906983748428e-07,1.1583628500844156e-09,6.950177322551099e-09
1834,6.730196560056356e-07,0.0,1.0267983796552471e-08
1835,5.407607659435598e-07,7.563087933704082e-10,1.1344631900556124e-08
1836,5.524456696548441e-07,0.0,1.3441500135158435e-09
1837,6.380386139426264e-07,6.957890930081589e-10,1.1828414692161004e-08
1838,6.394220122274419e-07,3.1560809521380406e-09,1.9567702125300457e-08
1839,6.564995373992133e-07,0.0,1.11863602825224e-08
1840,7.22959669019474e-07,0.0,7.0066574764382494e-09
1841,5.393260948949319e-07,0.0,4.494383976094696e-09
1842,7.157718755479436e-07,6.708265054555795e-10,1.542900918138912e-08
1843,7.141455284909171e-07,5.906911071384968e-10,6.497602011990011e-09
1844,7.722405825916212e-07,1.097712254427563e-09,8.232841963717874e-09
1845,6.322398462543788e-07,0.0,6.696273757711424e-09
1846,7.19518197911384e-07,0.0,8.196302303531411e-09
1847,7.615231538693479e-07,5.393223645455691e-10,1.5101026207275936e-08
1848,6.452268053180887e-07,8.045221711050488e-10,2.413566591030758e-08
1849,7.156020274123875e-07,8.379414939696517e-10,2.4300303991253713e-08
1850,6.184775429574074e-07,6.788996032014438e-10,5.431196825611551e-09
1851,6.29465205292945e-07,0.0,6.449438760824933e-09
1852,6.477992542386346e-07,0.0,5.208436348880241e-09
1853,5.380710490499041e-07,0.0,8.360704129017904e-09
1854,5.933449074291275e-07,0.0,1.1430461910322265e-08
1855,6.500998210867692e-07,1.0613874223963649e-09,4.2455496895854594e-09
1856,5.322150400388637e-07,0.0,5.177189232874468e-10
1857,6.00425607899524e-07,9.763018171682347e-10,1.2203773103180993e-08
1858,6.900083349137276e-07,4.893676019968041e-10,4.404308473482388e-09
1859,5.968026925984304e-07,0.0,9.165912473463322e-09
1860,6.37144012216595e-07,0.0,7.323494255473406e-09
1861,6.206208240655542e-07,4.715963730639317e-10,2.4051415081771665e-08
1862,5.868864150215813e-07,0.0,8.584174260306554e-09
1863,5.28430859958462e-07,4.994620828036034e-10,6.493007020935693e-09
1864,5.470784572025877e-07,0.0,1.1507347075223606e-08
1865,5.770590973952494e-07,0.0,6.589582213223366e-09
1866,5.585723670264997e-07,0.0,2.919367858567057e-09
1867,6.104837098064309e-07,0.0,5.82337378318698e-09
1868,6.525573894577974e-07,0.0,2.222943251695142e-08
1869,5.953010031589656e-07,0.0,1.5627261262807224e-08
1870,5.676708383361984e-07,1.1468097582678638e-09,1.77755516972411e-08
1871,5.990344220663246e-07,0.0,9.559059321873065e-09
1872,5.78730350753176e-07,6.047339295989218e-10,3.628403577593531e-09
1873,6.165584522932477e-07,0.0,1.3169209722718733e-08
1874,6.034355237716227e-07,0.0,5.974609140757536e-10
1875,5.704362706637767e-07,5.721527140956084e-10,6.293679799540541e-09
1876,5.659069870489475e-07,0.0,3.627608879952504e-09
