year,ont_VERB également_ADV,ont_VERB egalement_ADV,ont_VERB légalement_ADV
1800,2.8203155992834184e-06,6.288328968651058e-09,4.087413785214267e-08
1801,2.131158351348361e-06,3.5717739876872656e-08,0.0
1802,2.4191051863908797e-06,2.2378401354217203e-09,4.475680270843441e-09
1803,2.7480278652625145e-06,7.801356893821776e-09,1.755305234496518e-08
1804,2.6819582934489716e-06,1.4831105232815389e-08,2.4718509461507665e-09
1805,2.510261078114695e-06,5.685755422035754e-09,2.55858996212055e-08
1806,2.7952189611823997e-06,5.76333825108577e-09,8.645007376628655e-09
1807,2.8355673666879966e-06,8.540865792383556e-09,5.124519342203371e-08
1808,2.8076655764763814e-06,1.5862518409903714e-08,3.6257184365950934e-08
1809,3.3027025989618153e-06,1.8072244145628247e-08,2.4849335034105025e-08
1810,2.698166099435184e-06,2.106114038724627e-08,3.978215445954447e-08
1811,2.1886779535407186e-06,7.521229861140455e-09,1.2535384286138651e-08
1812,2.6352016688768742e-06,1.3336041604361526e-08,1.8670457180292033e-08
1813,2.6514337463368065e-06,2.8757416448144113e-09,8.627225156487839e-09
1814,3.077450157817907e-06,6.293354282149721e-09,3.1466771410748606e-09
1815,3.0910181463283948e-06,1.888056444521169e-08,1.3486118000116676e-08
1816,3.0082498732042495e-06,6.952811659743929e-09,1.8540831092650478e-08
1817,2.126689154557937e-06,9.341240669868967e-09,1.401186100480345e-08
1818,2.3437034923912137e-06,1.1921176934492905e-08,1.4305412854298538e-08
1819,2.4035138359579378e-06,9.315945348475907e-09,8.280840013696888e-09
1820,2.0730742109620337e-06,1.4239777357261119e-08,1.4239777357261119e-08
1821,2.1369846239238655e-06,1.1833786173198746e-08,1.676452932031225e-08
1822,2.0903409989614374e-06,1.5038423839541792e-08,9.023054303725075e-09
1823,2.008162027777871e-06,2.9648061783404955e-09,5.929612356680991e-09
1824,1.962119151599495e-06,6.736890156844311e-09,1.0947446504872005e-08
1825,2.124753495813536e-06,4.4027217427355936e-09,1.1447076175841175e-08
1826,2.2248969275828756e-06,1.145037931138404e-08,1.3211976401805714e-08
1827,2.3144572877664693e-06,3.6869092223668076e-09,2.3043183361437514e-08
1828,2.4095634358900497e-06,1.1923991571904935e-08,4.3109814384934e-08
1829,2.1818732731659907e-06,3.429270423183084e-09,3.6864655328372464e-08
1830,2.266880832824114e-06,3.1310507520032616e-09,1.2524203008013046e-08
1831,2.134436044798349e-06,4.677361609140007e-09,1.870944643656003e-08
1832,2.3298606591781734e-06,5.411987746839486e-09,1.352996914505411e-08
1833,2.37811891601325e-06,3.4750886612755494e-09,1.0425265983826648e-08
1834,2.4932533051469363e-06,7.467624740797874e-09,3.547121707470069e-08
1835,2.4564909750779407e-06,6.050470346963266e-09,3.7059130875150004e-08
1836,1.959770728976462e-06,1.3441500135158435e-09,1.2097349788575684e-08
1837,2.467963946761742e-06,9.74104708006962e-09,1.7394727436226276e-08
1838,2.0710203649798586e-06,2.5248647617104325e-09,5.680945491803868e-09
1839,2.3924828873589377e-06,6.9914749545318955e-09,3.0063343814390464e-08
1840,2.2529588562525404e-06,5.095750932326837e-09,1.0191501864653674e-08
1841,2.391654421174394e-06,3.2102742686390684e-09,2.6966304300657384e-08
1842,2.1922611050939622e-06,6.037438549100216e-09,5.567860084099152e-08
1843,2.443098383597686e-06,4.134837805480629e-09,3.898561473647533e-08
1844,2.1372457492674357e-06,4.9397050894128824e-09,2.5796238034558883e-08
1845,2.311330513649068e-06,3.348136878855712e-09,3.5155437672074186e-08
1846,2.5385117856657757e-06,7.025401593807601e-09,9.952652035849496e-09
1847,2.3552207579768947e-06,8.089835468183537e-09,3.128069891999985e-08
1848,2.340354937402367e-06,2.413566457803995e-09,5.792559676365272e-08
1849,2.3194221334676968e-06,7.54147322368226e-09,4.273501730267526e-08
1850,2.1507538914278257e-06,2.0366988096043315e-09,1.765138968323754e-08
1851,2.2863259738770125e-06,2.579775504329973e-09,4.70809027319774e-08
1852,2.462939259650909e-06,1.3021090872200602e-09,2.7344290387532055e-08
1853,2.3654822332019876e-06,2.9859659189668264e-09,6.569124799682413e-09
1854,1.992537296047203e-06,9.352196350675968e-09,1.2989160858012383e-08
1855,2.2480185535300734e-06,4.776243400783642e-09,4.086341576226005e-08
1856,2.337500937699133e-06,3.6240324075009767e-09,1.5531567143511893e-08
1857,2.247446679426446e-06,1.9526036343364694e-09,1.122747050885664e-08
1858,2.1018337870160053e-06,1.9574704079872163e-09,1.3702292633865909e-08
1859,2.287404297973694e-06,1.5276520048956854e-09,2.189634606963864e-08
1860,2.095434775029048e-06,3.204028820036342e-09,1.7393299245327398e-08
1861,2.232537175572702e-06,0.0,2.5937801240161207e-08
1862,2.2120060885200132e-06,2.2589932147099034e-09,2.936691068100572e-08
1863,2.0982403201585953e-06,5.9935452156878455e-09,1.1987090431375691e-08
1864,2.4035971191160854e-06,9.589455896019672e-10,1.821996598039277e-08
1865,2.401902672310996e-06,9.41368871743009e-10,8.943004559114343e-09
1866,2.1622784314168086e-06,4.865612801552288e-09,1.3623716377253459e-08
1867,2.5467553825819778e-06,7.76449837758264e-09,2.0867089389753346e-08
1868,2.7747272808298362e-06,1.975949626142892e-09,2.8157282727647726e-08
1869,2.3968311184674462e-06,4.395167341186834e-09,1.4650557211837167e-08
1870,2.3744695711869213e-06,7.454262984651905e-09,2.465641024684828e-08
1871,2.4513677363557917e-06,5.3105884134652115e-09,1.0621176826930423e-08
1872,2.4394966349206015e-06,3.0236697590169115e-09,3.205089882385437e-08
1873,2.5069386331288968e-06,5.9860045809045914e-09,1.1972009161809183e-08
1874,2.545183540370033e-06,1.1949218281515073e-09,1.4936523129449597e-08
1875,2.6587936243771537e-06,4.005069165202713e-09,2.0597497041308088e-08
1876,2.4335209314330086e-06,3.02300739996042e-09,1.753344314181504e-08
1877,2.552473561401314e-06,1.2369631985365004e-09,1.793596560162314e-08
1878,2.5261507214935364e-06,3.6234530931267273e-09,2.113680963589104e-08
1879,2.542090257406926e-06,2.443730107160036e-09,2.1382637882538802e-08
1880,2.567138466247343e-06,1.9253538763308597e-09,1.9253539207397807e-08
1881,2.563093866037036e-06,1.3945015142624584e-09,2.022027167924989e-08
1882,2.4025940583705108e-06,2.6621540527571597e-09,2.1297232422057277e-08
1883,2.4070361952510666e-06,7.58320695126713e-09,1.3902545781263598e-08
1884,2.603709363668827e-06,3.300848483434038e-09,2.706695756415911e-08
1885,2.750352713576376e-06,1.2891271383708158e-09,1.6758653131887513e-08
1886,2.440700034078702e-06,3.2267319927115068e-09,2.0651084398082276e-08
1887,2.643561555437657e-06,4.570247347235323e-09,3.1991731930247624e-08
1888,2.6256485101683325e-06,6.340614699951175e-10,2.599652049184442e-08
1889,2.823697219156429e-06,3.759081934617825e-09,1.6915869593958632e-08
1890,2.6466612990105887e-06,7.865263995654459e-09,2.5562107097698572e-08
1891,2.640201861581204e-06,1.2748440081367107e-09,1.7210394887001712e-08
1892,2.459137416366275e-06,3.1342561879199593e-09,4.8894396087462155e-08
1893,2.6265647665724146e-06,2.4633666773077323e-09,2.771287377356657e-08
1894,2.5262871226061634e-06,2.520615716150587e-09,3.465846631911518e-08
1895,2.648792239767772e-06,1.8055843487019274e-09,3.1898657715245804e-08
1896,2.5870266426863964e-06,2.358811590497112e-09,8.845543852942228e-09
1897,2.88364065070823e-06,1.7480140668268973e-09,3.26295968022805e-08
1898,2.8834976895097952e-06,2.26334195829736e-09,2.3199254184369522e-08
1899,2.6886140673809678e-06,3.3165470370022376e-09,1.1607914629507832e-08
1900,2.853522008905429e-06,5.19105292084987e-09,1.764958135197503e-08
1901,2.8256663089365475e-06,3.353243460679778e-09,3.073806459363837e-08
1902,2.7694001722977646e-06,3.928227076954727e-09,3.1425816615637814e-08
1903,3.0694852686252716e-06,3.2401321625741275e-09,2.59210564124146e-08
1904,2.899072871542785e-06,8.061937784020756e-09,8.599400302955473e-09
1905,2.786293700651754e-06,1.5482277682110634e-09,2.7352022868853965e-08
1906,3.0962845976034714e-06,2.0576738091193647e-09,3.549487459508782e-08
1907,2.9519920126119814e-06,5.65712765521198e-09,4.4742737514980035e-08
1908,2.850570201218261e-06,3.929111258571538e-09,3.437972395659017e-08
1909,2.775246120911845e-06,2.2003934230241384e-09,2.8055016088046614e-08
1910,2.698261656775003e-06,2.137660271017694e-09,2.939282950364941e-08
1911,2.8107536564903057e-06,3.7242617878519013e-09,1.9685383989553884e-08
1912,2.846427790359485e-06,2.0837684910901544e-09,5.5219864236732974e-08
1913,2.819599568937292e-06,3.181793939432964e-09,2.4393752795504042e-08
1914,2.9231287008713025e-06,0.0,2.4777952134513725e-08
1915,3.536584621599559e-06,0.0,3.180805663305364e-08
1916,3.4445692413953566e-06,2.197492410260793e-09,3.5159878564172686e-08
1917,3.41713783313935e-06,3.289927441585405e-09,2.52227767560953e-08
1918,3.355170454355516e-06,3.44591288836682e-09,2.756730310693456e-08
1919,3.1813115093370925e-06,6.4454939163738345e-09,3.038589824200244e-08
1920,2.8918351873130632e-06,0.0,2.1202248845497706e-08
1921,3.0200116647449704e-06,2.2718242842501013e-09,2.2718241510233383e-08
1922,2.9777348711235163e-06,3.6889677978990676e-09,1.9920426197472807e-08
1923,2.665664503354037e-06,5.307974060286824e-09,5.095655097875351e-08
1924,2.815530724120663e-06,1.289162443462999e-09,4.512068585427187e-08
1925,2.9882050398555293e-06,5.499089184013428e-09,2.0896537833436923e-08
1926,2.7653569745211826e-06,5.57306911730393e-09,2.5636119005412183e-08
1927,2.699227248825764e-06,1.3379070296082318e-08,3.1217830098739796e-08
1928,3.0918868141327494e-06,4.570416489713125e-09,2.2852082892654835e-08
1929,2.9143303112988406e-06,2.2280812750352652e-09,1.4482528065684619e-08
1930,3.218304060581545e-06,5.2518016602221e-09,2.4158287814657342e-08
1931,3.214029504761129e-06,4.5621426636444085e-09,2.0529641986399838e-08
1932,3.400744311932158e-06,3.287861094491973e-09,5.4797681947604815e-09
1933,3.6694649061530527e-06,6.882397318719313e-09,2.2941325283909464e-08
1934,3.303321713943319e-06,9.585264137967897e-09,6.11060571031885e-08
1935,3.5904851749535283e-06,7.180970484910176e-09,2.154291145473053e-08
1936,3.6410518120533197e-06,1.576212937948185e-08,1.9399543305098632e-08
1937,3.606096260710956e-06,6.295559185076627e-09,2.2664012888640173e-08
1938,3.579695608380007e-06,2.074434313215079e-08,3.8895642262559704e-08
1939,3.4426907937756823e-06,1.5294050470515685e-08,1.2235240376412548e-08
1940,3.253409495584947e-06,1.2678914806940611e-08,2.028626333583361e-08
1941,3.1964773725690065e-06,2.3612020783048138e-08,3.836953510472085e-08
1942,3.4104539814450163e-06,2.1239483061208375e-08,1.517105907566929e-08
1943,3.3590430366103874e-06,1.4516175816936538e-08,1.4516175816936538e-08
1944,3.2678103920602553e-06,2.5705489292704442e-08,1.6065930807940276e-08
1945,3.6359232922222873e-06,2.178504043826024e-09,1.089252066321933e-08
1946,3.240833112982955e-06,1.3921104269343232e-08,1.6705325123211878e-08
1947,3.200753859289307e-06,9.536696765621855e-09,2.26496545963073e-08
1948,3.885612766652002e-06,4.348755133776194e-09,1.848220954059343e-08
1949,5.738041309655273e-06,3.8286332326720185e-08,2.5524220959027843e-08
1950,4.4041030236030565e-06,1.1698897850465073e-08,2.2334258886758107e-08
1951,4.363711838095696e-06,8.529121409139861e-09,2.4521224162299404e-08
1952,4.4825960081595895e-06,1.0544804140977249e-08,3.268889159357968e-08
1953,4.568103037172477e-06,2.2625037066070774e-08,3.555363037310855e-08
1954,4.609705335667513e-06,1.07497895029951e-08,3.127211556375187e-08
1955,4.7782128191897755e-06,2.1586897602787758e-08,2.7218263198847126e-08
1956,5.182102512435449e-06,1.1337484062678982e-08,3.0523995775411095e-08
1957,5.250662987066335e-06,1.767007518083119e-08,4.770920369878695e-08
1958,5.17677010236639e-06,1.2408364835625463e-08,5.8732928964744247e-08
1959,5.294535981192894e-06,1.627656998071103e-08,3.642851353902188e-08
1960,5.293745452661369e-06,8.997083578154985e-09,3.5988332314218496e-08
1961,5.360505028306761e-06,1.459113452284555e-08,5.766972321907815e-08
1962,5.548577583169845e-06,1.7757478432134377e-08,2.8538803320543593e-08
1963,5.463814801487388e-06,1.6811738556832267e-08,3.0390449268224984e-08
1964,5.480438602489812e-06,2.433587353856126e-08,4.3804570581951197e-08
1965,5.208290730251974e-06,2.134096988015699e-08,2.5718604135249734e-08
1966,5.405029305904918e-06,1.7725039214155913e-08,2.99110034518435e-08
1967,5.148256548181962e-06,2.2679543354442444e-08,2.662381248796919e-08
1968,4.852975024505213e-06,9.881114954035652e-09,1.122853987567396e-08
1969,5.006833767140506e-06,1.4533624914658816e-08,2.0892086283197386e-08
1970,5.363493066568026e-06,1.3796174869185052e-08,2.115413444414571e-08
1971,5.39172030755708e-06,1.3873672988218289e-08,3.3399583654336595e-08
1972,5.5867300403633635e-06,3.1806910438803015e-08,3.078088184338412e-08
1973,5.367655191435006e-06,1.4885650045926013e-08,3.1425260837991686e-08
1974,6.009235733017704e-06,2.7565300597665043e-08,7.538266011408723e-08
1975,5.548702887381296e-06,3.655347446951396e-08,4.569184053337949e-08
1976,5.751807364617889e-06,1.6569227490048632e-08,4.228009742313077e-08
1977,6.073654063243339e-06,3.7611404490878186e-08,7.46351282998603e-08
1978,5.801581650644039e-06,2.31683069396027e-08,6.831679932872703e-08
1979,6.035140216908985e-06,3.920822289060766e-08,5.149736370668734e-08
1980,6.296304192687785e-06,3.752199351225727e-08,4.3207143640699996e-08
1981,6.457120747427325e-06,3.1627748420248736e-08,2.5302198558563305e-08
1982,6.395589700503024e-06,3.165826212292444e-08,4.1590265231761236e-08
1983,6.672762907555807e-06,3.220811195525641e-08,2.9050454042334195e-08
1984,6.650302857735824e-06,3.247444679832512e-08,2.4935735698505823e-08
1985,6.473342153867634e-06,2.7671566815712367e-08,3.368712508944327e-08
1986,6.456660173626005e-06,2.4577390123070586e-08,4.3160294893596074e-08
1987,6.9999405241105705e-06,4.094247363362058e-08,3.238733015109574e-08
1988,7.0555453248744016e-06,2.3986215569316016e-08,2.278690480750356e-08
1989,6.768501137344174e-06,3.183110952598156e-08,1.6464365870660913e-08
1990,6.683315348254837e-06,2.2339468941368068e-08,2.1794603066727092e-08
1991,6.985694071204307e-06,1.9928981409567115e-08,1.641210189973208e-08
1992,6.916081936481078e-06,1.9835799003331545e-08,2.093778761480536e-08
1993,7.105695097209264e-06,1.8279383895425383e-08,1.4955859939380645e-08
1994,7.456636183178489e-06,1.4769794220992338e-08,2.5847139539791897e-08
1995,7.154381535201537e-06,3.0365723879821616e-08,2.006306737412089e-08
1996,7.583827752455363e-06,2.402141530133406e-08,3.096093337262573e-08
1997,7.3687939874389485e-06,2.3974472629362253e-08,1.6782131240233866e-08
1998,7.503128088615085e-06,2.241020813364969e-08,2.0502955777601528e-08
1999,7.965403476362098e-06,1.2796563642059056e-08,2.422206613061917e-08
2000,8.162755378293696e-06,1.5463110236701993e-08,1.4579503826439577e-08
2001,8.303272764464964e-06,7.886181485616817e-09,1.5334240544007116e-08
2002,8.264298145377325e-06,1.1391175447350577e-08,2.1906107150471144e-08
2003,8.688867666251099e-06,1.2084076239649022e-08,1.3750845795357236e-08
2004,8.610926016672238e-06,1.4095332012686868e-08,1.805964444656638e-08
2005,8.737724790819357e-06,1.216012357474483e-08,2.026687362377544e-08
2006,8.09371300647399e-06,1.8942294122137326e-08,1.8118715416903797e-08
2007,7.737706631871788e-06,7.1900631282151295e-09,1.2782334302130494e-08
