year,soient_VERB en_PRON,soient_VERB lents_ADJ
1866,5.887391552050758e-08,4.379051787850585e-09
1867,7.95861101465789e-08,1.455843445796745e-09
1868,7.656804790201477e-08,9.87974857480367e-09
1869,3.613804100410789e-08,3.906815315701806e-09
1870,8.601072920555453e-08,2.2936195165357276e-09
1871,7.647247457498452e-08,1.0621177271019633e-09
1872,7.680120717168393e-08,3.628403577593531e-09
1873,1.0116347626265565e-07,1.1972008939764578e-09
1874,9.38013648976721e-08,4.779687312606029e-09
1875,6.522540968445512e-08,1.2015206607429718e-08
1876,6.046014622285156e-08,5.441413541973361e-09
1877,7.174386418284939e-08,0.0
1878,9.964496594516703e-08,7.2469061862534545e-09
1879,1.0019293394947226e-07,2.443730107160036e-09
1880,7.444701788372754e-08,3.8507077526617195e-09
1881,7.111957667227387e-08,6.9725074602899895e-09
1882,4.924984975396285e-08,6.655385131892899e-10
1883,8.341527113486791e-08,6.319338829996468e-09
1884,7.856019657026536e-08,1.1222884843675729e-08
1885,7.734762530464678e-08,3.86738152613475e-09
1886,5.679048031836942e-08,4.5174246565693466e-09
1887,8.030577003381723e-08,9.140494583448344e-09
1888,7.798956058735484e-08,6.974675947901687e-09
1889,8.207329482701198e-08,1.3156786771162388e-08
1890,6.357754911423541e-08,1.1797895993481688e-08
1891,6.82041534361133e-08,7.649063604731055e-09
1892,6.268512287022077e-08,1.8805537127519756e-09
1893,6.774258315411785e-08,6.158416554491453e-10
1894,5.734400687629204e-08,6.301539290376468e-10
1895,8.125129369318529e-08,5.416753268150387e-09
1896,1.014288981693312e-07,2.358811590497112e-09
1897,6.059782009515402e-08,2.330685422435863e-09
1898,9.39286937118311e-08,6.7900258748920805e-09
1899,7.517506617205072e-08,5.527578395003729e-10
1900,7.578937477603631e-08,2.07642125715779e-09
1901,5.085752285971523e-08,2.794369402536745e-09
1902,1.0802624661465643e-07,2.9461704187383475e-09
1903,6.102249017203576e-08,4.320176216765503e-09
1904,7.040758998044794e-08,4.299700151477737e-09
1905,5.16075902012858e-08,4.64468330463319e-09
1906,7.561951065326866e-08,5.658602919567102e-09
1907,6.83998173656164e-08,3.0857059130084963e-09
1908,5.598983587873363e-08,1.2278472460991452e-08
1909,7.316308270333138e-08,8.801573692096554e-09
1910,7.107720367827142e-08,1.6032452032632705e-09
1911,6.597263846330748e-08,3.1922244847493175e-09
1912,4.115442919783163e-08,2.6047106693738442e-09
1913,7.212066233108771e-08,6.363587878865928e-09
1914,5.022557747480505e-08,2.678697486047099e-09
1915,5.772573485884891e-08,0.0
1916,8.899844416987435e-08,4.394984820521586e-09
1917,5.9218690839912824e-08,5.483212106582869e-09
1918,6.087779436114715e-08,5.743188147278033e-09
1919,2.9465115680693543e-08,1.4732557396257562e-08
1920,3.7861157320406846e-08,3.028892692213958e-09
1921,6.058198170899587e-08,6.815472630705699e-09
1922,4.500540784491136e-08,7.377935484775833e-10
1923,4.883336268690641e-08,3.1847844361720945e-09
1924,6.316896117297688e-08,2.578324886925998e-09
1925,5.719052387220813e-08,1.0998178368026856e-08
1926,8.805449080995231e-08,4.458455382660986e-09
1927,4.9056590900597996e-08,1.1149224876660924e-09
1928,6.627103654732736e-08,3.4278122562625413e-09
1929,3.119313873867213e-08,4.4561625500705304e-09
1930,4.8316574741136264e-08,5.2518016602221e-09
1931,6.044839295782367e-08,1.2545892325022123e-08
1932,5.808554437436442e-08,6.575722188983946e-09
1933,6.882397451946076e-08,2.2941324395731044e-09
1934,7.548395508649719e-08,4.7926320689839486e-09
1935,4.4282651323612754e-08,3.590485242455088e-09
1936,6.18360447290911e-08,6.0623572828433225e-09
1937,6.547381481425418e-08,0.0
1938,5.0564336273595245e-08,7.779128452511941e-09
1939,8.717608857011783e-08,1.070583532936098e-08
1940,8.875240098404902e-08,7.607348528892999e-09
1941,9.149658142248995e-08,2.9515025978810172e-09
1942,3.6410541692788456e-08,3.034211770724937e-09
1943,3.774205858952939e-08,2.0322646676618206e-08
1944,6.105053529381621e-08,9.639558484764166e-09
1945,5.2284097051824574e-08,4.357008087652048e-09
1946,5.986074569364064e-08,5.568441707737293e-09
1947,5.006765668724711e-08,3.5762612871081956e-09
1948,5.762100485640076e-08,6.523132700664291e-09
1949,6.871905666727685e-08,4.908504269707237e-09
1950,6.168509547599399e-08,1.808011518278363e-08
1951,6.076998948501e-08,8.529121409139861e-09
1952,6.959570642006696e-08,4.2179215675730575e-09
1953,7.541678881395342e-08,8.619061908632375e-09
1954,9.088458652328768e-08,4.886268278880834e-09
1955,6.569925714572378e-08,5.631364707880948e-09
1956,6.279222097838044e-08,4.360570571293465e-09
1957,6.714628497661579e-08,4.417518795207798e-09
1958,5.4596807075313336e-08,6.617794756635931e-09
1959,6.43312061399115e-08,7.750747599288843e-09
1960,6.436375343810141e-08,4.844583401109048e-09
1961,6.600751589758147e-08,3.47407969059077e-09
1962,8.054284705849568e-08,9.512934440181198e-09
1963,9.440437498398069e-08,7.759263453976928e-09
1964,7.787479439080869e-08,2.4335873316516654e-09
1965,8.700548770335104e-08,7.660860390501512e-09
1966,8.807129026067173e-08,3.3234448526542337e-09
1967,9.219727226117413e-08,3.944268467392931e-09
1968,7.276093449970489e-08,6.287982134978165e-09
1969,7.675570484755312e-08,2.2708788183223305e-09
1970,8.001781859334756e-08,5.518470125309705e-09
1971,7.450676209330709e-08,4.624557625731995e-09
1972,8.618646774039007e-08,9.234264020108185e-09
1973,6.560712662029289e-08,4.410563025913916e-09
1974,8.550868646484133e-08,1.6876715580593782e-09
1975,9.53817216320374e-08,6.282628195464213e-09
1976,7.82753204475739e-08,6.8562320265641574e-09
1977,8.403797835399018e-08,4.7014254711541525e-09
1978,8.792075179009373e-08,4.158414057542359e-09
1979,9.246117826933187e-08,5.266775904289034e-09
1980,9.607904472019868e-08,3.411090521154847e-09
1981,8.476236385002167e-08,1.2651099057237047e-09
1982,7.138627933223063e-08,5.586751949948621e-09
1983,7.073153796000042e-08,2.5261264191556165e-09
1984,1.1018115897432068e-07,9.858314165001048e-09
1985,8.00069234196954e-08,4.210890747202711e-09
1986,8.871838647062091e-08,6.593933843390687e-09
1987,9.838414882779034e-08,4.277571630240118e-09
1988,7.975416593808404e-08,2.398621523624911e-09
1989,9.659095145941876e-08,4.939309850016116e-09
1990,7.137732854767265e-08,5.993515905799995e-09
1991,7.971593013467171e-08,2.9307325455363298e-09
1992,6.556833653803551e-08,4.958949695321735e-09
1993,6.591656642740418e-08,3.323524566667402e-09
1994,7.64864367397422e-08,2.1099706426497278e-09
1995,7.86255398566027e-08,4.337960657352369e-09
1996,7.90037617548478e-08,3.736664311304594e-09
1997,8.151320685101382e-08,3.835915585170824e-09
1998,7.724369055495117e-08,3.337690568372409e-09
1999,7.769342050267802e-08,2.7421207526856506e-09
2000,8.305899257265992e-08,5.3016377954406835e-09
2001,8.49955057447005e-08,5.257454027685071e-09
2002,8.455757694036947e-08,2.1906108038649563e-09
2003,7.708807459039235e-08,2.083461403401543e-09
2004,8.85363036218223e-08,1.7619165015858584e-09
2005,8.286899344511767e-08,1.8014998381943315e-09
2006,7.53573843326194e-08,2.8825228870488218e-09
2007,7.110173286251076e-08,2.7961355453243186e-09
2008,7.19507307900269e-08,4.6831836186811415e-09
2009,7.247652922259817e-08,7.1522885392028e-09
2010,6.329882751288096e-08,8.502827775203059e-09
2011,5.5447593183544086e-08,6.118355155848576e-09
2012,5.514889236946097e-08,3.744677901096338e-09
2013,5.4109026204063326e-08,3.904775169871755e-09
2014,5.8683564188588555e-08,4.114345752981308e-09
2015,5.0316259783689254e-08,4.654808538617772e-09
2016,5.406197473023511e-08,4.349814286541687e-09
2017,4.9809102620201884e-08,5.0312225496895735e-09
2018,6.118076295580366e-08,3.3559066636712487e-09
2019,5.1785050914077146e-08,4.08158040698936e-09
