year,puissent_VERB imiter_VERB,puissent_VERB limiter_VERB
1800,1.2576657937302116e-08,3.144164484325529e-09
1801,9.524730337773235e-09,0.0
1802,2.4616241489638924e-08,0.0
1803,1.5602713787643552e-08,0.0
1804,1.2359254952798437e-08,0.0
1805,1.1371510844071508e-08,0.0
1806,1.729001475325731e-08,0.0
1807,2.8469551160981155e-09,0.0
1808,2.039466551195801e-08,0.0
1809,9.036122072814123e-09,0.0
1810,3.7442028144596406e-08,0.0
1811,1.504245972228091e-08,0.0
1812,1.0668832928217853e-08,0.0
1813,3.163315653864629e-08,0.0
1814,0.0,0.0
1815,5.394447111228828e-09,0.0
1816,2.3176038865813098e-09,0.0
1817,3.113746815941454e-09,0.0
1818,7.152706427149269e-09,7.152706427149269e-09
1819,2.898294049202832e-08,0.0
1820,1.3053129244156025e-08,2.3732962262101864e-09
1821,1.577838126820552e-08,0.0
1822,1.0025615893027862e-08,0.0
1823,2.9648061783404955e-09,9.882686891060644e-10
1824,3.115811608722652e-08,0.0
1825,1.937197424695114e-08,0.0
1826,1.145037931138404e-08,0.0
1827,2.488663675137559e-08,9.217273055917019e-10
1828,1.559291185060374e-08,4.586150570418113e-09
1829,1.8860987438529264e-08,0.0
1830,1.2524203008013046e-08,0.0
1831,4.677361609140007e-09,0.0
1832,2.570694235259907e-08,0.0
1833,3.59092489077284e-08,0.0
1834,1.3068342852307069e-08,0.0
1835,8.31939672707449e-09,2.2689263801112247e-09
1836,2.016224964762614e-09,1.4113575197427508e-08
1837,4.174734336004349e-09,0.0
1838,1.0730675015224733e-08,0.0
1839,5.5931801412612e-09,4.194885327990505e-09
1840,7.0066574764382494e-09,0.0
1841,6.420548537278137e-09,0.0
1842,4.024959032733477e-09,0.0
1843,4.7255288571079745e-09,2.953455480181333e-09
1844,9.330554107123135e-09,0.0
1845,5.580227835366713e-09,0.0
1846,1.1709002656346001e-09,0.0
1847,5.9325460100012606e-09,0.0
1848,6.43617736884039e-09,0.0
1849,3.3517659758786067e-09,0.0
1850,7.467895635215882e-09,0.0
1851,1.9348316282474798e-09,4.514607354622058e-09
1852,9.765818376195057e-09,0.0
1853,1.911018188138769e-08,0.0
1854,2.5978321716024766e-08,0.0
1855,5.837630823180007e-09,0.0
1856,1.9155599773057475e-08,0.0
1857,1.9526036343364694e-09,0.0
1858,8.808616946964776e-09,0.0
1859,1.5276520048956854e-09,0.0
1860,5.034902272882391e-09,0.0
1861,1.4147890858851042e-08,0.0
1862,9.487771457372673e-09,4.517986262886353e-10
1863,7.991393324857654e-09,0.0
1864,1.1986819536957682e-08,0.0
1865,6.589582213223366e-09,0.0
1866,8.271541673821048e-09,9.731225825149181e-10
1867,4.85281148598915e-09,0.0
1868,6.421836395986702e-09,1.975949626142892e-09
1869,6.8369265804335555e-09,1.4650557433881772e-09
1870,1.3188312664169644e-08,0.0
1871,7.434824311758348e-09,0.0
1872,7.256807155187062e-09,0.0
1873,3.591602570907071e-09,0.0
1874,1.0156835372754358e-08,0.0
1875,6.865832347102696e-09,0.0
1876,3.02300739996042e-09,0.0
1877,6.184816214727107e-09,0.0
1878,6.039088784604019e-09,0.0
1879,9.163987790827832e-09,3.0546627449723474e-09
1880,6.417846254436199e-10,6.417846254436199e-10
1881,2.091752326904839e-09,6.972507571312292e-10
1882,1.0648616211028639e-08,0.0
1883,5.687405213450347e-09,0.0
1884,2.6406787867472303e-09,0.0
1885,6.445635691854079e-10,0.0
1886,5.808117542471791e-09,0.0
1887,2.6115698492645834e-09,5.223139698529167e-09
1888,6.974675947901687e-09,0.0
1889,8.14467782106476e-09,1.50363277384713e-08
1890,1.9663159989136147e-09,0.0
1891,1.2748440081367107e-09,0.0
1892,8.775916882086676e-09,0.0
1893,0.0,4.310891643655168e-09
1894,1.2603078580752936e-09,1.8904617871129403e-09
1895,1.2037228991346183e-09,7.22233739480771e-09
1896,1.179405795248556e-09,5.89702897624278e-10
1897,5.2440420894583895e-09,1.1653427112179315e-09
1898,2.8291773368493978e-09,0.0
1899,2.7637891975018647e-09,1.1055156790007459e-09
1900,3.114631885736685e-09,2.595526460424935e-09
1901,7.824234593556412e-09,5.58873880507349e-09
1902,2.455141867585553e-09,3.437198747846537e-09
1903,1.0800440541913758e-09,3.7801539676252105e-09
1904,4.837162670412454e-09,1.0749250378694342e-09
1905,6.708986699521802e-09,5.160759042333041e-10
1906,5.144184522798412e-10,3.0865106026567446e-09
1907,6.685696440911215e-09,4.114274698707732e-09
1908,6.384805573134145e-09,2.4556945366072114e-09
1909,5.5009836685826485e-09,5.500983557560346e-10
1910,1.6032452032632705e-09,0.0
1911,5.320374141248863e-10,1.0640748282497725e-09
1912,3.646594803896619e-09,3.125652625612929e-09
1913,1.590896969716482e-09,2.121195885607108e-09
1914,1.3393487430235496e-09,2.0090231700464756e-09
1915,2.3561523843085297e-09,1.5314990164938536e-08
1916,1.0987462051303964e-09,4.394984820521586e-09
1917,4.386569774084137e-09,4.386569774084137e-09
1918,0.0,0.0
1919,9.207848372660976e-10,0.0
1920,1.514446346106979e-09,5.300562211374427e-09
1921,0.0,5.300923255902035e-09
1922,7.377935484775833e-10,0.0
1923,3.1847844361720945e-09,3.1847844361720945e-09
1924,0.0,0.0
1925,4.399271169575059e-09,5.499089184013428e-09
1926,0.0,3.343841648018042e-09
1927,4.4596899506643695e-09,0.0
1928,0.0,1.1426041224282812e-09
1929,0.0,4.4561625500705304e-09
1930,3.1510811737689437e-09,6.302162347537887e-09
1931,0.0,0.0
1932,2.1919073223131136e-09,0.0
1933,3.4411986593596566e-09,3.4411986593596566e-09
1934,1.1981580172459871e-09,1.1981580172459871e-09
1935,0.0,3.590485242455088e-09
1936,1.2124714565686645e-09,1.2124714565686645e-09
1937,1.2591118148108649e-09,3.777335333410292e-09
1938,1.2965214457594243e-09,0.0
1939,0.0,1.5294050470515685e-09
1940,0.0,2.5357829169792012e-09
1941,0.0,0.0
1942,3.034211770724937e-09,9.102635090130207e-09
1943,4.064529335323641e-08,0.0
1944,0.0,9.639558484764166e-09
1945,4.357008087652048e-09,0.0
1946,5.568441707737293e-09,2.7842208538686464e-09
1947,2.3841741914054637e-09,3.5762612871081956e-09
1948,4.348755133776194e-09,5.435944139264848e-09
1949,9.817008317369869e-10,1.9634016634739737e-09
1950,5.317680518146517e-09,2.1270722960764488e-09
1951,0.0,2.1322803522849654e-09
1952,0.0,2.1089607837865287e-09
1953,0.0,2.1547654771580937e-09
1954,1.2704297169818801e-08,1.9545072227344917e-09
1955,4.6928039232341234e-09,1.8771215692936494e-09
1956,7.849027205963921e-09,2.616342476002842e-09
1957,1.7670075402875796e-09,2.6505113659425206e-09
1958,1.6544486891589827e-09,8.272243445794913e-10
1959,4.650448914844674e-09,7.750747821333448e-10
1960,6.920833350854139e-10,1.3841666701708277e-09
1961,1.3896318540318475e-09,2.779263708063695e-09
1962,1.9025869768540815e-09,1.2683912808952869e-09
1963,1.939815863494232e-09,3.2330267352165265e-09
1964,0.0,4.867174663303331e-09
1965,1.6416130677043839e-09,4.924839203113152e-09
1966,3.3234448526542337e-09,3.8773522170743036e-09
1967,3.944268467392931e-09,2.9582012395223956e-09
1968,2.6948494546985557e-09,8.982831700699023e-10
1969,1.3625273131978588e-09,4.541757636644661e-09
1970,2.2993624781975086e-09,5.518470125309705e-09
1971,3.5968783507200897e-09,3.5968783507200897e-09
1972,1.5390440033513642e-09,4.104117490300041e-09
1973,2.205281512956958e-09,8.269805285010534e-09
1974,5.625571675160757e-10,3.937900228123681e-09
1975,2.2845920710778955e-09,7.4249242310031605e-09
1976,3.4281160132820787e-09,9.712995741040231e-09
1977,1.1753563677885381e-09,4.7014254711541525e-09
1978,0.0,1.7821774056514528e-09
1979,1.7555920051037788e-09,4.096381456264453e-09
1980,0.0,3.411090521154847e-09
1981,3.795329828193417e-09,5.69299452024552e-09
1982,4.345251713999687e-09,2.483000915987077e-09
1983,6.315316047889041e-10,1.2630632095778083e-09
1984,4.059305780401701e-09,2.8995041922996734e-09
1985,6.015558051686298e-10,3.609334831011779e-09
1986,5.994485352545098e-09,9.591176741707841e-09
1987,6.110816852533674e-10,3.0554083707556856e-09
1988,1.798966087207532e-09,4.797243047249822e-09
1989,6.585746614717891e-09,5.488121956886971e-09
1990,5.448650863826288e-09,8.717841559757744e-09
1991,2.9307325455363298e-09,5.2753188484189195e-09
1992,3.30596661157756e-09,3.30596661157756e-09
1993,2.2156829704300662e-09,4.4313659408601325e-09
1994,5.274926717646622e-09,5.274926717646622e-09
1995,2.7112254663563817e-09,3.795715741716776e-09
1996,3.2028553142993132e-09,5.871901187504136e-09
1997,4.79489448146353e-10,5.753873377756236e-09
1998,4.291316191284977e-09,5.2449422582867555e-09
1999,4.113180906983871e-09,3.1991407301035224e-09
2000,8.836062992401139e-10,2.6508188977203417e-09
2001,4.381211837767296e-09,3.066848330846028e-09
2002,1.752488598683044e-09,8.762443215459825e-09
2003,2.5001538617175356e-09,2.9168460979889232e-09
2004,1.3214374039449694e-09,5.726228824443069e-09
2005,2.702249757291497e-09,3.602999676388663e-09
2006,2.4707338397433887e-09,2.8825228870488218e-09
2007,4.393927444112933e-09,2.3966877371606188e-09
2008,4.6831836186811415e-09,5.960415716543821e-09
2009,9.53638501499654e-10,3.814554005998616e-09
2010,3.3066551718974324e-09,2.8342759250676863e-09
2011,2.6767803529281764e-09,6.883149605840799e-09
2012,2.382976926895708e-09,2.7234021704458655e-09
2013,8.367375126105969e-10,1.1156500168141292e-09
2014,1.9489005964601347e-09,1.0827225782605865e-09
2015,1.5516027351836215e-09,1.10828768384863e-09
2016,2.6927420293532123e-09,2.0713399884186856e-09
2017,1.2578056374223934e-09,3.2702947017071438e-09
2018,2.323319980845895e-09,3.0977600484760615e-09
2019,2.2958890344426663e-09,2.2958890344426663e-09
