year,soit_VERB à_ADP,soit_VERB a_ADP,soit_VERB las_ADJ
1800,5.150141532794805e-06,3.144164484325529e-08,6.288328968651058e-09
1801,5.0409635150572285e-06,4.7623651688866175e-09,4.7623651688866175e-09
1802,5.2656378102255985e-06,2.9091921760482364e-08,8.951360541686881e-09
1803,5.336128197086509e-06,2.5354410126965377e-08,5.851017448321727e-09
1804,6.0758097788493615e-06,1.9774807791250737e-08,1.4831105232815389e-08
1805,5.321866865415359e-06,1.7057266044062658e-08,2.842877711017877e-09
1806,5.6567164392618e-06,4.034336775760039e-08,2.881669125542885e-09
1807,5.696757398254704e-06,1.7081731140677903e-08,8.540865792383556e-09
1808,5.069207418273436e-06,3.85232588051565e-08,2.2660739951163578e-09
1809,4.983421149518108e-06,1.5813214071513926e-08,1.8072244145628247e-08
1810,5.63970570510719e-06,4.680253518074551e-09,7.020380277111826e-09
1811,5.074323325970909e-06,6.267691787797958e-08,5.0141535368197765e-09
1812,5.470444193633739e-06,2.1337664968257286e-08,1.600324850414836e-08
1813,5.228098416409921e-06,1.4378708224072057e-08,2.5881675469463516e-08
1814,5.450044682220323e-06,6.608021863030444e-08,0.0
1815,4.517849447438493e-06,2.697223555614414e-09,2.697223555614414e-09
1816,5.249372861726442e-06,2.0858434979231788e-08,2.3176038865813098e-09
1817,5.467739356390666e-06,1.5568733968684967e-08,0.0
1818,5.3454559747478925e-06,2.1458119281447807e-08,1.668964877410417e-08
1819,4.930205250275321e-06,1.8631890030818e-08,7.24573512300708e-09
1820,5.1144534154445864e-06,1.0679833017945839e-08,2.610625848831205e-08
1821,5.988881639495958e-06,2.4653720287481917e-08,9.86148829262845e-10
1822,5.537147444556467e-06,1.5038423839541792e-08,2.5064039732569654e-08
1823,4.723924121208256e-06,7.906149623870817e-09,3.9530747564242574e-09
1824,5.383617462939583e-06,1.9368559200927393e-08,1.7684335773537896e-08
1825,5.087785211799201e-06,2.2013607603454943e-08,2.6416328680056722e-08
1826,4.901643478660844e-06,1.409277539110576e-08,6.1655889282974385e-09
1827,5.29993212694535e-06,9.217273055917019e-10,3.6869092223668076e-09
1828,5.190605406824034e-06,1.375845176676549e-08,1.0089530988466322e-08
1829,5.402815531851957e-06,1.2002446592163096e-08,1.3717081692732336e-08
1830,5.432373200164875e-06,2.8179455879850934e-08,1.2524203008013046e-08
1831,5.294773472996894e-06,4.677361609140007e-09,7.795603274018958e-09
1832,5.612231234408682e-06,1.3529969367098715e-08,2.705993829010822e-08
1833,5.369011887523811e-06,4.6334514003376626e-09,8.108539617524002e-09
1834,5.638056791212875e-06,6.534171648198139e-09,1.120143711119681e-08
1835,5.3743301577924285e-06,3.403389570166837e-08,2.571449897459388e-08
1836,6.520471742987866e-06,2.7555075554630548e-08,8.064899859050456e-09
1837,5.770874849986285e-06,2.2265250865238784e-08,1.948209416013924e-08
1838,5.397529548645252e-06,6.943378094703689e-09,8.837027110075724e-09
1839,7.977972018125001e-06,1.188550780018005e-08,4.894032734625853e-09
1840,5.484302164404653e-06,1.2102408408765086e-08,8.280594876453051e-09
1841,5.53001837033662e-06,1.3483151928284087e-08,7.0626033910059505e-09
1842,5.826128017361043e-06,1.2074877098200432e-08,1.341653010911159e-08
1843,5.7031224969250616e-06,1.0041748821354446e-08,1.3585895075607368e-08
1844,5.496794074133504e-06,1.4270259418580622e-08,1.5916826967554698e-08
1845,5.532237992156297e-06,3.180729912788394e-08,8.928364714222425e-09
1846,5.588707153947325e-06,1.2879902921980602e-08,5.854501328173001e-09
1847,5.594391041086055e-06,1.6718993300912643e-08,6.47186837454683e-09
1848,5.4779916354164016e-06,2.011305433313737e-08,4.02261068899179e-09
1849,6.069210030545946e-06,1.7596771373362685e-08,8.379414495607307e-09
1850,5.448848241940141e-06,1.425689166723032e-08,1.0862393651223101e-08
1851,5.6432591009070165e-06,2.3217978872835943e-08,7.739326512989919e-09
1852,5.699331268260721e-06,1.4323199959420663e-08,9.765818376195057e-09
1853,5.753359346272191e-06,1.5527022778627497e-08,8.360704129017904e-09
1854,5.628982762573287e-06,3.273268656123207e-08,6.754363734984281e-09
1855,5.794113803858636e-06,1.3798036491152743e-08,1.326734277995456e-08
1856,5.636923560814466e-06,2.7439102989745834e-08,2.5885946719483854e-09
1857,5.517569661606103e-06,1.8549734193129552e-08,2.4407544874094356e-09
1858,5.824453182867728e-06,1.3212924976357954e-08,8.808616946964776e-09
1859,5.8621099014999345e-06,2.0368694064742954e-08,1.2221216039165483e-08
1860,5.771828909928445e-06,1.6935580715582432e-08,6.408057640072684e-09
1861,6.418426437448943e-06,1.6034277017240584e-08,6.6023493339173456e-09
1862,6.101088729337789e-06,1.5361153821169538e-08,4.066187830886747e-09
1863,6.00353405388887e-06,1.9479021395873986e-08,4.495158911765884e-09
1864,5.983340997772757e-06,1.0068928801842958e-08,1.102787461348953e-08
1865,6.325057256617583e-06,1.6003270930653457e-08,3.765475486972036e-09
1866,6.011951427353779e-06,2.4814626353730773e-08,6.3252967308358166e-09
1867,6.090278475312516e-06,1.261730986357179e-08,0.0
1868,6.331436452455819e-06,1.5807597231187742e-08,1.975949626142892e-09
1869,6.105375632614596e-06,2.637100249280877e-08,3.4184632902167778e-09
1870,5.9399012570793275e-06,2.1789385851178622e-08,8.027668307875047e-09
1871,6.0264560488576535e-06,2.4428708167434365e-08,3.18635318130589e-09
1872,5.928811333433259e-06,1.814201766592305e-08,2.4189357183956872e-09
1873,6.309847321972484e-06,1.1373408770332105e-08,2.3944017879529156e-09
1874,6.272742211876903e-06,1.9716210775122534e-08,2.9873046258899194e-09
1875,6.571173798874952e-06,2.9179788363364878e-08,3.432916173551348e-09
1876,6.078663318476174e-06,1.209202915575247e-08,1.5115036333668286e-08
1877,6.243571533559589e-06,9.277224211068358e-09,5.566334504436554e-09
1878,5.847649390489096e-06,2.174071972449454e-08,4.22736201599605e-09
1879,6.285273684625281e-06,1.8938908552534883e-08,7.94212251520321e-09
1880,6.018014573783148e-06,1.8611753915820373e-08,7.059631101924424e-09
1881,6.333825695037376e-06,1.7431268706236125e-08,1.9523021421719022e-08
1882,6.292001216934295e-06,2.1297231977968067e-08,8.652000893505374e-09
1883,6.007163392496295e-06,1.327061183165057e-08,1.2638677882037541e-09
1884,6.19041111349361e-06,2.772712726084592e-08,5.941527270181268e-09
1885,6.322523859125795e-06,3.6095559929893994e-08,1.0957580620640783e-08
1886,6.043669145583408e-06,3.033128015417219e-08,5.808117542471791e-09
1887,6.0856104937556665e-06,1.3710741431083306e-08,2.6115698492645834e-09
1888,6.114254574640654e-06,2.7264642987745447e-08,9.510921827882157e-09
1889,5.801516635983717e-06,2.3181005337491456e-08,1.0650732740202784e-08
1890,6.195861715241335e-06,3.5393687092266646e-08,4.5880703680722945e-09
1891,6.030012173141586e-06,4.716922941128132e-08,2.5496880162734215e-09
1892,6.155052233225433e-06,2.507404972540428e-08,3.761107425503951e-09
1893,6.1565688156406395e-06,2.9560399572581275e-08,4.310891643655168e-09
1894,6.089807357056998e-06,3.5918773511056656e-08,6.301539290376468e-10
1895,6.041485448804451e-06,2.467631921021507e-08,7.824199066419624e-09
1896,6.26146538706962e-06,1.1794057730440954e-08,1.7691086373616827e-09
1897,6.30566955805989e-06,2.5054868513230133e-08,1.3984112534615178e-08
1898,6.315289738267893e-06,2.4330925718629715e-08,4.52668391659472e-09
1899,6.263851901167072e-06,2.984892333302014e-08,9.949641111006713e-09
1900,6.219400802365271e-06,2.491705508589348e-08,7.786579381274805e-09
1901,6.456670234911144e-06,3.129693815218104e-08,2.794369402536745e-09
1902,7.296681815205375e-06,2.7497589094593877e-08,4.419255628107521e-09
1903,6.3852203311398625e-06,1.6200661034915242e-08,1.2420506401156217e-08
1904,6.539843980135629e-06,4.192207736508635e-08,5.374625189347171e-09
1905,6.36940876574954e-06,2.6835946798087207e-08,1.0321518084666081e-09
1906,6.4863024817896076e-06,2.2634412066846465e-08,3.0865106026567446e-09
1907,6.2716976572119165e-06,2.674278487546644e-08,2.5714217422034835e-09
1908,6.136780484666815e-06,1.7189861534205875e-08,8.840499887696751e-09
1909,6.369588845700491e-06,3.6306491590920587e-08,1.8153246017504898e-08
1910,6.082712388888467e-06,2.4583092561591968e-08,3.206490406526541e-09
1911,6.369552011165069e-06,4.3095030433093484e-08,5.852411444351446e-09
1912,6.534698059112998e-06,3.07355862427805e-08,8.856016364688912e-09
1913,6.473889698099811e-06,3.6590629692856425e-08,4.772690687104841e-09
1914,6.096045581216458e-06,2.5447626228469744e-08,1.0045115850232378e-08
1915,5.74076511838939e-06,3.769843870404799e-08,7.068456930880984e-09
1916,6.134299837867729e-06,3.515987789803887e-08,1.3184954461564757e-08
1917,6.743254289176548e-06,1.5352994542361387e-08,1.5352993543160665e-08
1918,6.072847099858336e-06,2.8715940736390166e-08,2.986458014220261e-08
1919,6.293564183579292e-06,3.683139282451009e-08,2.762354567309444e-09
1920,6.740043318131939e-06,3.407504278740703e-08,9.086678076641874e-09
1921,6.4633400143065955e-06,3.4077364041706915e-08,9.087297137000405e-09
1922,6.255013886402594e-06,3.024953565411437e-08,8.115729421831475e-09
1923,6.374876647896599e-06,2.9724655181695425e-08,1.6985516992917837e-08
1924,6.658523943769978e-06,1.9337436762967286e-08,1.2891624656674594e-08
1925,6.4185364863078576e-06,3.739380560752181e-08,6.598906754362588e-09
1926,6.420175850507803e-06,2.563611800621146e-08,5.57306911730393e-09
1927,6.3104612308961805e-06,1.56089151603922e-08,1.3379070296082318e-08
1928,6.294606009760173e-06,3.427812289569232e-08,1.0283437212876834e-08
1929,6.360057795973262e-06,2.1166771890790415e-08,1.4482528065684619e-08
1930,6.5805074882518966e-06,3.7812972863982e-08,1.2604324695075775e-08
1931,6.343659151752945e-06,1.9389106320488736e-08,5.7026783295555106e-09
1932,6.3631068769609556e-06,1.4247397372990633e-08,4.383814644626227e-09
1933,6.558924724231474e-06,2.982372127036115e-08,1.1470662197865522e-09
1934,6.2160438574210275e-06,2.156684431042777e-08,4.7926320689839486e-09
1935,6.309679520200007e-06,3.4708024898577605e-08,5.98414207075848e-09
1936,6.413974006136414e-06,3.6374142808881516e-08,1.2124714565686645e-09
1937,6.240158199943835e-06,3.7773354444325946e-08,5.0364472592434595e-09
1938,6.236268291104352e-06,4.148868559816776e-08,0.0
1939,6.3990305534389336e-06,7.95290642230384e-08,3.058810094103137e-09
1940,6.347064754663734e-06,2.0793420252296357e-07,2.5357829169792012e-09
1941,6.271943220781395e-06,1.033025864849435e-07,2.3612020783048138e-08
1942,6.411289632524131e-06,5.158159921414551e-08,0.0
1943,6.102600309532136e-06,2.6129116870166058e-08,1.1612940831184915e-08
1944,5.9893791330978274e-06,5.462416652335378e-08,6.4263723231761105e-09
1945,6.487584869319107e-06,5.664110513947662e-08,1.3071024262956144e-08
1946,6.363336979120504e-06,6.403707875080045e-08,6.960552134671616e-09
1947,6.196468802954769e-06,4.410722298509029e-08,9.536696765621855e-09
1948,6.243725238164188e-06,3.261566305923225e-08,5.435944139264848e-09
1949,6.2720864661969244e-06,4.9085041253782435e-08,6.8719057111366055e-09
1950,6.657736321358243e-06,3.7223764293159434e-08,9.571825110299415e-09
1951,6.6249949668417685e-06,6.290226917116115e-08,2.1322803522849654e-09
1952,6.493490218417719e-06,6.115986195265322e-08,3.1634410646574906e-09
1953,6.547254997713026e-06,3.986316210458085e-08,2.1547654771580937e-09
1954,6.395147465809714e-06,5.570345562588841e-08,5.863521668203475e-09
1955,6.592450972675579e-06,7.320774075836312e-08,7.508486277174597e-09
1956,6.371666131599341e-06,5.9303762567353147e-08,5.232684952005684e-09
1957,6.3921497712726705e-06,6.714628841830717e-08,1.7670075402875796e-09
1958,6.892433248140151e-06,4.715178791858676e-08,9.926692356998501e-09
1959,6.638515515078325e-06,6.588135781360194e-08,6.975672928177801e-09
1960,6.585172741324641e-06,6.505583455274078e-08,5.536666680683311e-09
1961,6.714701157761738e-06,7.295567189258279e-08,2.779263708063695e-09
1962,6.867704541946296e-06,5.898019284078515e-08,5.0735651235811474e-09
1963,6.7706041591009125e-06,6.466053059650534e-08,5.819448034571906e-09
1964,6.71913448968553e-06,7.118243011694503e-08,4.867174663303331e-09
1965,6.669873528153403e-06,5.690925153345461e-08,2.188817349590977e-09
1966,6.500104063889012e-06,7.920876954337075e-08,5.539074976468328e-09
1967,6.648557700827951e-06,1.1586288567455583e-07,4.930335695263466e-09
