year,soit_VERB à_ADP,soit_VERB a_ADP,soit_VERB las_ADJ
1968,6.450571618188405e-06,7.141351088257863e-08,8.084548142051062e-09
1969,6.769035735487705e-06,8.67475719867894e-08,9.083515273289322e-09
1970,6.725175353494706e-06,1.0852991316756544e-07,4.1388523719376735e-09
1971,6.773949280614033e-06,1.4849968965613414e-07,3.5968783507200897e-09
1972,6.600446795346215e-06,8.926455236091257e-08,1.5390440033513642e-09
1973,6.3633397076046094e-06,7.332560930661813e-08,4.410563025913916e-09
1974,6.474470410466893e-06,7.14447597194301e-08,3.3753431161187564e-09
1975,6.516798748634756e-06,5.483021148222633e-08,1.7134440533084216e-09
1976,6.375153134285938e-06,8.627425562846014e-08,2.856763492431469e-09
1977,6.250545084185433e-06,6.581995826149267e-08,2.3507127355770763e-09
1978,6.383759682648815e-06,7.30692755190887e-08,3.5643548113029055e-09
1979,6.771318567189155e-06,8.01720336784939e-08,2.3407893401383717e-09
1980,6.486756774393143e-06,6.42422040009194e-08,3.411090521154847e-09
1981,6.187652616063133e-06,5.882761100473033e-08,2.5302198114474095e-09
1982,6.6947914092452265e-06,7.635227949887025e-08,5.586751949948621e-09
1983,6.30710610494134e-06,6.694235044069075e-08,4.4207211225000265e-09
1984,6.361512532748748e-06,4.001315923041204e-08,6.378909400694965e-09
1985,6.161736109788762e-06,4.752290960752248e-08,3.0077789148208467e-09
1986,6.3253810367314145e-06,4.016305293896849e-08,1.7983456945813714e-09
1987,6.152981313789496e-06,5.1330862782528186e-08,1.8332451112712533e-09
1988,6.1464675127353985e-06,2.5785181434478943e-08,1.1993107618124554e-09
1989,6.198833943926729e-06,3.402635706528656e-08,1.6464366536794728e-09
1990,6.122104423411656e-06,4.740326375873849e-08,1.6345953479657283e-09
1991,6.135781859484268e-06,6.38899714799912e-08,3.5168792322792797e-09
1992,6.055428457329981e-06,3.636563183917474e-08,1.1019888335184191e-09
1993,6.103652594902087e-06,2.4372512508197275e-08,5.539207315052863e-09
1994,6.165861577756004e-06,2.4792155328690058e-08,4.747434001473039e-09
1995,6.130080691946205e-06,2.982347968583099e-08,2.1689803286761844e-09
1996,6.139339802757604e-06,3.469759835006414e-08,2.6690460952494277e-09
1997,6.294737431744579e-06,4.26745603299139e-08,1.917957792585412e-09
1998,6.152316927909851e-06,3.051602670556264e-08,4.291316191284977e-09
1999,6.11035875408561e-06,1.6909744743331956e-08,7.312321859131998e-09
2000,6.059330189600587e-06,2.827540224181746e-08,1.7672125984802278e-09
2001,5.940485152677866e-06,1.9715453131174954e-08,1.7524847129024579e-09
2002,6.174893769639311e-06,1.664864135442201e-08,2.1906108038649563e-09
2003,6.212881999090314e-06,3.083522948088557e-08,3.333538334260311e-09
2004,6.0905049394932576e-06,2.2904914187549252e-08,4.845270407116686e-09
2005,5.922430773352971e-06,3.873224752037885e-08,1.3511248786457486e-09
2006,5.9355265875638e-06,5.188541107870037e-08,2.8825228870488218e-09
2007,6.0304655562504195e-06,3.7947553682693425e-08,2.3966877371606188e-09
2008,5.923801381868543e-06,3.193079822771949e-08,2.1287198670449925e-09
2009,6.096134256949881e-06,4.100645401017289e-08,4.291373478793048e-09
2010,6.10928145761136e-06,3.4011309324455397e-08,5.196172381261022e-09
2011,6.244928499654634e-06,2.3326228643094638e-08,1.529588788962144e-09
2012,6.154888978926465e-06,3.40425272693512e-08,3.4042526575461807e-09
2013,6.3575316744390875e-06,2.2034088054123657e-08,5.857162754807632e-09
2014,6.379184924298897e-06,1.9922095528812633e-08,3.897801192920269e-09
2015,6.309925083769485e-06,3.036708264014809e-08,3.546520632724537e-09
2016,6.515607310575433e-06,4.101253231469926e-08,6.8354220061905835e-09
2017,6.708632099616807e-06,3.169670331759633e-08,4.024978128569501e-09
2018,6.561055670317728e-06,4.491752009228023e-08,4.904786798931582e-09
2019,6.527212462970056e-06,2.44894819423358e-08,4.08158040698936e-09
