year,eut_VERB assez_ADV,eut_VERB lassé_VERB
1947,2.2888072237492452e-07,0.0
1948,2.011299216064799e-07,0.0
1949,1.894682668535097e-07,0.0
1950,2.0313540005645336e-07,0.0
1951,2.24955570615748e-07,0.0
1952,2.720559280078305e-07,0.0
1953,2.0793487465198268e-07,0.0
1954,1.9740522816391604e-07,0.0
1955,2.1493042368092574e-07,0.0
1956,1.909930062993226e-07,0.0
1957,2.235264560113137e-07,0.0
1958,2.465128545736661e-07,3.3088973783179654e-09
1959,1.782672001127139e-07,0.0
1960,1.806337479592912e-07,0.0
1961,1.9315882582304766e-07,0.0
1962,2.0611358308997296e-07,0.0
1963,1.9980105037120666e-07,6.466053248388448e-10
1964,1.8677782520626351e-07,1.2167936658258327e-09
1965,1.997295839828439e-07,5.472043373977442e-10
1966,2.7307638106321974e-07,0.0
1967,2.2876757554968208e-07,0.0
1968,2.50621013719865e-07,2.245707841908029e-09
1969,2.130084340024041e-07,4.5417578031781147e-10
1970,2.0602287520432583e-07,0.0
1971,2.168403767655036e-07,0.0
1972,1.9751065849504812e-07,1.5390440033513642e-09
1973,2.100530593907024e-07,0.0
1974,1.125114366118396e-07,1.6876715580593782e-09
1975,1.4392929870155058e-07,0.0
1976,1.5312251377963548e-07,0.0
1977,1.3575366608620243e-07,1.1753563677885381e-09
1978,1.5623754734406248e-07,5.940591352171509e-10
1979,1.6092926102828642e-07,1.1703946700691858e-09
1980,1.4042322504792537e-07,0.0
1981,1.2587842945777084e-07,6.325549528618524e-10
1982,1.365650490470216e-07,6.207502289967692e-10
1983,1.4525227243211702e-07,0.0
1984,1.3743650129072194e-07,5.799008495621649e-10
1985,1.1008471290097077e-07,0.0
1986,1.5465772662537347e-07,0.0
1987,1.3443796831325017e-07,0.0
1988,1.4151866878364672e-07,1.1993107618124554e-09
1989,1.366542363712142e-07,0.0
1990,1.0733842259469384e-07,0.0
1991,1.1312627634652017e-07,3.5168792322792797e-09
1992,1.1846380232327647e-07,5.509944167592096e-10
1993,1.1576943848012888e-07,0.0
1994,1.060260217400355e-07,5.274926606624319e-10
1995,1.0628003366264238e-07,5.422450821690461e-10
1996,1.094308927918064e-07,5.338092190498855e-10
1997,1.1891338402847396e-07,4.79489448146353e-10
1998,9.917708609918918e-08,0.0
1999,1.3527795772461104e-07,1.8280804647829996e-09
2000,1.1221799667282539e-07,0.0
2001,1.1566399393814208e-07,0.0
2002,1.3012227384479047e-07,4.38122149670761e-10
2003,1.2334092502896965e-07,8.333845835650777e-10
2004,1.0571498876288388e-07,4.404791253964646e-10
2005,1.3195986525715853e-07,0.0
2006,1.095358683755876e-07,4.1178899179428186e-10
2007,1.2982057739918673e-07,3.994479469415779e-10
2008,1.1197066385193466e-07,0.0
2009,1.497212451795349e-07,1.430457752249481e-09
2010,1.5588517499054433e-07,9.447586046817946e-10
2011,2.0496489128163375e-07,3.82397197240536e-10
2012,2.791487361264444e-07,6.808505426114664e-10
2013,3.143343860756431e-07,0.0
2014,3.0857594879307726e-07,1.5158115873603606e-09
2015,3.2073845090963005e-07,8.866301581811342e-10
2016,3.666271766178397e-07,1.2428040818690533e-09
2017,2.56089236927437e-07,2.515611330355938e-10
2018,3.046130814254866e-07,5.162933414126769e-10
2019,2.93618683144814e-07,5.1019755087367e-10
