year,eut_VERB assez_ADV,eut_VERB lassé_VERB
1800,6.571303856617305e-07,6.288328968651058e-09
1801,5.905332614020153e-07,0.0
1802,7.116331630641071e-07,0.0
1803,7.879370400587504e-07,0.0
1804,7.934641530482622e-07,0.0
1805,8.130630249070236e-07,0.0
1806,5.965055152046261e-07,0.0
1807,6.491057433777314e-07,0.0
1808,8.611081057097181e-07,0.0
1809,8.019558208616218e-07,0.0
1810,9.945538295141887e-07,0.0
1811,1.0680147397579276e-06,0.0
1812,7.121445833035978e-07,0.0
1813,8.771012289798819e-07,2.8757416448144113e-09
1814,7.552025067525392e-07,0.0
1815,4.855002657677687e-07,0.0
1816,7.184572154983471e-07,0.0
1817,7.426286288136907e-07,4.670620334934483e-09
1818,8.16600675079826e-07,1.668964877410417e-08
1819,1.0268241794619826e-06,0.0
1820,9.303321348852478e-07,0.0
1821,8.441434147243854e-07,0.0
1822,7.880133807702805e-07,0.0
1823,8.093920769169927e-07,0.0
1824,8.008478289411869e-07,5.052667617633233e-09
1825,1.1367826573405182e-06,3.522177216552791e-09
1826,5.945389602857176e-07,2.642395191543301e-09
1827,8.461456673103385e-07,1.8434546111834038e-09
1828,7.291979500223533e-07,9.172301251858528e-10
1829,6.584199354620068e-07,2.571952872898464e-09
1830,7.61888998113136e-07,8.349468672008697e-09
1831,6.23648247710662e-07,3.1182412207897414e-09
1832,5.655527388626069e-07,0.0
1833,5.455888754113403e-07,2.3167257001688313e-09
1834,7.8876786346882e-07,3.733812370398937e-09
1835,7.010982585597958e-07,0.0
1836,7.708700309194683e-07,0.0
1837,7.584101240354357e-07,1.3915781860163179e-09
1838,8.060630989348283e-07,0.0
1839,7.019440886324446e-07,4.194885327990505e-09
1840,6.42064605926862e-07,2.5478754661634184e-09
1841,5.232747071204358e-07,1.2841097074556274e-09
1842,5.748983085140935e-07,0.0
1843,5.836027980876679e-07,0.0
1844,6.536876639984257e-07,1.097712254427563e-09
1845,5.2454140586633e-07,2.2320911785556063e-09
1846,5.754974949923053e-07,7.610851504580296e-09
1847,5.857040719092765e-07,3.235934187273415e-09
1848,5.639700475512655e-07,0.0
1849,2.765206943422527e-07,8.379414939696517e-10
1850,4.650462415156653e-07,4.073397619208663e-09
1851,4.985416239833285e-07,1.9348316282474798e-09
1852,4.1016437535290606e-07,0.0
1853,5.90624040341936e-07,5.971931837933653e-10
1854,5.226838197813777e-07,3.117398783558656e-09
1855,5.397155291575473e-07,4.776243400783642e-09
1856,4.897621010968578e-07,5.177189232874468e-10
1857,6.131175496193464e-07,4.881509085841174e-10
1858,5.970284746581456e-07,1.468102750479261e-09
1859,5.468994004331762e-07,2.5970084749360467e-08
1860,4.833506181967095e-07,9.154367819341758e-10
1861,4.7678392434136185e-07,4.2443675241088386e-09
1862,5.362849719858787e-07,4.517986262886353e-10
1863,5.389196076066582e-07,0.0
1864,4.847469767810253e-07,9.589455896019672e-10
1865,5.234010700405634e-07,9.41368871743009e-10
1866,3.950877669467445e-07,0.0
1867,4.5567898609988333e-07,5.338092634588065e-09
1868,4.060576372921787e-07,9.87974813071446e-10
1869,4.0142526813724544e-07,4.883519144627257e-10
1870,4.2833343627535214e-07,2.2936195165357276e-09
1871,3.6218213494976226e-07,3.18635318130589e-09
1872,4.402463105179777e-07,9.675742873582749e-09
1873,3.160610333452496e-07,1.1972008939764578e-09
1874,3.632562481925561e-07,1.1949218281515073e-09
1875,3.8219801012928656e-07,5.721527140956084e-10
1876,3.724344992406259e-07,6.04601479992084e-10
1877,3.46349708024718e-07,1.2369631985365004e-09
1878,4.215283979647211e-07,4.22736201599605e-09
1879,4.362058234619326e-07,1.2829582729523281e-08
1880,4.075332356023864e-07,1.2835692508872398e-09
1881,3.297996045148466e-07,2.091752326904839e-09
1882,4.2794127352863143e-07,4.6587693702804245e-09
1883,3.0775180448472383e-07,0.0
1884,4.0798488498694496e-07,1.2543224237049344e-08
1885,2.778068903808162e-07,1.2891271383708158e-09
1886,3.2396388860433945e-07,0.0
1887,2.7552061965252506e-07,1.3057849246322917e-09
1888,3.4112505886696454e-07,5.706553452000662e-09
1889,3.4520903113843815e-07,0.0
1890,2.1760563129191723e-07,0.0
1891,3.1743616091262084e-07,4.461953917456185e-09
1892,2.758145569714543e-07,0.0
1893,2.1369704938933864e-07,5.542574843531156e-09
1894,2.9491204145415395e-07,0.0
1895,2.9250466582197987e-07,2.4074457982692365e-09
1896,2.4826491085150337e-07,7.66613794667137e-09
1897,2.4763531314420106e-07,2.330685422435863e-09
1898,2.2576836045118398e-07,7.921697076085366e-09
1899,2.2607795813200937e-07,1.6582735185011188e-09
1900,2.829123957326374e-07,1.5573159428683425e-09
1901,2.0454784532830672e-07,5.588738916095792e-10
1902,2.032857508993402e-07,0.0
1903,2.0412832668625924e-07,2.1600881083827517e-09
1904,2.3970827101038594e-07,5.374625189347171e-10
1905,2.446199687256012e-07,0.0
1906,2.433199313145451e-07,0.0
1907,2.257708189290497e-07,2.057137349353866e-09
1908,2.470428626111243e-07,3.437972351250096e-09
1909,2.3214150246531062e-07,5.500983557560346e-10
1910,2.2231667173855385e-07,0.0
1911,2.458012886563665e-07,0.0
1912,2.3650773073313758e-07,1.0418842455450772e-09
1913,2.3439214658083074e-07,5.30298971401777e-10
1914,2.270196119980028e-07,0.0
1915,1.6021836302115844e-07,0.0
1916,2.010705486554798e-07,0.0
1917,2.489378232439776e-07,0.0
1918,1.8952520974835352e-07,0.0
1919,2.430871859360195e-07,0.0
1920,2.0066414663233445e-07,0.0
1921,2.5671613457234344e-07,1.5145494858259667e-09
1922,1.785460455039356e-07,2.2133805899215986e-09
1923,2.972465438233485e-07,1.0615948120573648e-09
1924,2.4880836235752213e-07,0.0
1925,2.6505608730076347e-07,1.0998177923937646e-09
1926,2.3741274901567522e-07,1.1146138456652466e-09
1927,3.1998274607758503e-07,3.3447675740205796e-09
1928,2.4908769091780414e-07,1.1426041224282812e-09
1929,3.4089643463630637e-07,1.1140406375176326e-09
1930,2.4473396820212656e-07,1.0503603542488804e-09
1931,2.760096435849846e-07,2.2810713318222042e-09
1932,2.2795836684963433e-07,0.0
1933,2.615310847886576e-07,0.0
1934,2.0728133165448526e-07,0.0
1935,2.3577520380513306e-07,1.196828414151696e-09
1936,1.5519634644078906e-07,0.0
1937,2.0523522437088104e-07,0.0
1938,1.892921375201695e-07,1.2965214457594243e-09
1939,1.9117562999326765e-07,6.117620188206274e-09
1940,2.459709378399566e-07,0.0
1941,2.0070217487955233e-07,0.0
1942,2.2453167503044824e-07,0.0
1943,1.6548440839869727e-07,0.0
1944,2.1528347815547022e-07,6.4263723231761105e-09
1945,1.895298566978454e-07,0.0
1946,2.18561339693224e-07,0.0
