year,serait_VERB à_ADP,serait_VERB a_ADP,serait_VERB las_ADJ
1860,6.405768999684369e-06,9.428998754001938e-08,7.781213007262977e-09
1861,6.1958330661582295e-06,9.196129235888861e-08,1.0375120318428799e-08
1862,6.3522888922307175e-06,1.0301008801505418e-07,2.710791813242963e-09
1863,6.15886710875202e-06,8.091285802480641e-08,3.496234635136375e-09
1864,6.189993655425496e-06,7.527723067113357e-08,1.0068928801842958e-08
1865,6.444140581152169e-06,1.1249358133902376e-07,9.413688495385486e-09
1866,6.01146484768833e-06,8.174229854107651e-08,5.352174259343201e-09
1867,6.7934506660094485e-06,8.58947650783648e-08,4.85281148598915e-09
1868,7.05661022948334e-06,9.336361928014014e-08,8.397785578040384e-09
1869,6.4726164055173285e-06,8.69266413294767e-08,1.70923168951731e-08
1870,6.41238693788182e-06,8.543732343824217e-08,5.734048791339319e-09
1871,6.889957603561925e-06,9.13421269732595e-08,0.0
1872,6.528102858283091e-06,7.317280226182277e-08,3.0236697590169115e-09
1873,6.412806669686688e-06,6.345164571541773e-08,1.7958012854535355e-09
1874,6.434056558646262e-06,7.289022807555057e-08,3.5847653734322193e-09
1875,7.0260352913464885e-06,6.579756250957303e-08,8.58229043387837e-09
1876,6.663312888122164e-06,8.585341126909896e-08,3.627608879952504e-09
1877,5.963399416941684e-06,8.349501401383463e-08,8.658742167710898e-09
1878,5.937632067798404e-06,8.69628764554875e-08,6.039088673581716e-10
1879,6.906592261657352e-06,1.0385853221883679e-07,6.720257683667796e-09
1880,6.664933152933372e-06,7.63723717600584e-08,1.7969970400599777e-08
1881,6.395880973286694e-06,9.273435264134378e-08,1.3945015142624584e-09
1882,6.632091299252352e-06,8.785108596143232e-08,1.3310770263785798e-09
1883,6.646680503763491e-06,8.34152706907787e-08,4.423537092179686e-09
1884,6.19701313553378e-06,8.318137822982408e-08,8.582206056928499e-09
1885,6.167184437799733e-06,9.668453637701191e-08,1.933690763067375e-09
1886,6.025599304848583e-06,9.744730555816261e-08,6.453463874400711e-10
1887,6.053619017620804e-06,7.834709792042815e-08,1.9586774424595887e-09
1888,5.894235528103309e-06,8.433017617548444e-08,0.0
1889,6.0953516367590055e-06,6.766347659947769e-08,5.012109394186837e-09
1890,6.367586593114538e-06,8.84842172865774e-08,6.554386478008212e-10
1891,5.986029918858549e-06,9.433846004380797e-08,5.099376032546843e-09
1892,6.0428460528783035e-06,9.590823912830615e-08,1.8805537127519756e-09
1893,5.570287612499669e-06,7.636436616387243e-08,1.2316833108982905e-09
1894,5.936680281592999e-06,9.51532448389969e-08,1.2603078580752936e-09
1895,6.282831691351021e-06,8.064943424201942e-08,6.018614495673091e-10
1896,5.922976015426684e-06,8.314811100751385e-08,1.179405795248556e-09
1897,6.166993443912361e-06,7.866063000960821e-08,1.7480140668268973e-09
1898,6.2869980865798425e-06,1.0581123932595915e-07,1.13167097914868e-09
1899,6.283751190494513e-06,1.0170744069171178e-07,2.2110313580014918e-09
1900,6.329970346996561e-06,9.395805866674323e-08,1.1939421895590385e-08
1901,6.456670234911144e-06,1.0395054461653785e-07,1.956058603980182e-08
1902,5.876627710676985e-06,8.691202246779994e-08,3.928227076954727e-09
1903,6.228074198588729e-06,8.748357149812591e-08,4.860198465905796e-09
1904,6.239939921215409e-06,8.921877459044936e-08,1.0749250378694342e-09
1905,6.250711521715857e-06,8.15399956444196e-08,0.0
1906,6.4472064877918456e-06,9.310974319332033e-08,1.0288369267641428e-08
1907,6.600325377803529e-06,1.2034253565884612e-07,1.5428529565042481e-09
1908,6.556213065778138e-06,7.514425126586843e-08,3.437972351250096e-09
1909,6.348685019474942e-06,1.0506878422855692e-07,6.0510818578052294e-09
1910,6.155392838991247e-06,8.229992010111431e-08,8.550641084070776e-09
1911,6.138647677289555e-06,9.04463576256731e-08,1.5961122423746588e-09
1912,6.175768703542417e-06,8.751827973441095e-08,3.646594803896619e-09
1913,5.854500614077551e-06,8.802962980780649e-08,7.42418571064718e-09
1914,5.61187107450678e-06,9.241506326862492e-08,1.3393487430235496e-09
1915,5.707779109798139e-06,6.479419289995292e-08,5.890381071793627e-09
1916,6.131003829068504e-06,9.559091651567542e-08,0.0
1917,5.791368948848685e-06,1.0747095802177142e-07,1.0966424435210342e-09
1918,6.212981134012807e-06,8.040463406189247e-08,1.378365155346728e-08
1919,5.6996582316060085e-06,8.379141785974653e-08,4.603924352863942e-09
1920,6.213016149558825e-06,7.269342638949183e-08,5.300562211374427e-09
1921,5.731812507292489e-06,8.405749341022783e-08,4.543648568500203e-09
1922,5.857342785020592e-06,7.082817798931274e-08,5.902348387820666e-09
1923,5.419441549747717e-06,7.325004069969054e-08,5.307974060286824e-09
1924,5.424795745057054e-06,9.024137059832071e-08,5.156649773851996e-09
1925,5.324217909219442e-06,7.258797696252373e-08,1.3197813508725176e-08
1926,5.242028692009626e-06,4.124071217859182e-08,8.916910765321973e-09
1927,5.7228971854783595e-06,6.243565953134578e-08,4.4596899506643695e-09
1928,5.011461780668469e-06,5.370239486435224e-08,3.4278122562625413e-09
1929,5.534554020414362e-06,4.90177864964636e-08,4.4561625500705304e-09
1930,5.402003353083273e-06,6.512234107525217e-08,2.100720708497761e-09
1931,5.400436293712119e-06,5.816731984964463e-08,1.1405356659111021e-09
1932,5.52689425603603e-06,5.589363860636354e-08,1.0959536611565568e-09
1933,5.304034402797697e-06,6.423570830804692e-08,4.588264879146209e-09
1934,5.443231657409342e-06,6.829500520666443e-08,1.1981580172459871e-09
1935,5.17867647431558e-06,5.2660450222674626e-08,0.0
1936,5.013569534639828e-06,6.304851485339213e-08,6.0623572828433225e-09
1937,5.24420056535746e-06,6.92511514799321e-08,3.777335333410292e-09
1938,4.966973847331246e-06,7.001215962532115e-08,6.482607339819424e-09
1939,5.0990365707548335e-06,7.494085085824054e-08,0.0
1940,4.503550371737219e-06,6.085879089567925e-08,5.0715658339584024e-09
1941,4.565974450088106e-06,7.083605968460915e-08,2.9515025978810172e-09
1942,5.22491245646961e-06,5.765002231150618e-08,3.034211770724937e-09
1943,5.022596724302275e-06,6.096793847554238e-08,1.1612940831184915e-08
1944,4.610922132997075e-06,4.177141832428788e-08,0.0
1945,4.934311618853826e-06,3.921307412113606e-08,4.357008087652048e-09
1946,5.0283028940611985e-06,5.0115974481457215e-08,4.1763312808029696e-09
1947,4.923319920635549e-06,5.1259743560905235e-08,3.5762612871081956e-09
1948,4.636860012396937e-06,3.8051605866229465e-08,5.435944139264848e-09
1949,4.319483650760958e-06,5.1048442695211804e-08,4.908504269707237e-09
1950,4.832708327739965e-06,6.168509525394938e-08,2.1270722960764488e-09
1951,4.67715699414839e-06,4.797630925867935e-08,4.264560704569931e-09
1952,4.6291688704513945e-06,4.745161907848683e-08,1.4762725264461096e-08
1953,4.70277564090793e-06,5.710128392344416e-08,2.1547654771580937e-09
1954,4.744566467707045e-06,5.961246873908976e-08,0.0
1955,4.598009127221303e-06,3.4726748587843304e-08,3.754243138587299e-09
1956,4.434700713318307e-06,6.192010459926678e-08,1.0465369904011368e-08
1957,4.5482775021810085e-06,4.4175188729234094e-08,5.301022731885041e-09
1958,4.261032700014766e-06,3.0607300971485785e-08,4.1361216673863055e-09
1959,4.421026460477151e-06,3.4878364307822096e-08,6.200598257066758e-09
1960,4.262541096977657e-06,6.090333304342721e-08,5.536666680683311e-09
1961,4.321755113778636e-06,5.141637815508915e-08,2.08444772553662e-09
1962,4.357558282208629e-06,3.9320131206554976e-08,3.170978146727066e-09
1963,4.286993316782173e-06,4.978860868032342e-08,1.2932106496776896e-09
1964,4.196721420157701e-06,3.346182664287767e-08,7.909158661334459e-09
1965,4.379276106192265e-06,7.058936307702268e-08,5.47204326295514e-09
1966,4.299429747334216e-06,4.375869044892511e-08,6.6468897053084675e-09
1967,4.167119641351746e-06,3.9935719620132204e-08,4.437302081328198e-09
1968,4.4896191866428126e-06,5.4346130928806247e-08,4.491415683816058e-09
1969,4.706169420387596e-06,3.9967469778190434e-08,5.450109252791435e-09
1970,4.503071522776736e-06,8.00178127369211e-08,3.219107425067591e-09
1971,4.241747319611022e-06,5.343933362489395e-08,6.166076982339064e-09
1972,4.249300673109246e-06,5.284051241005727e-08,2.565073486948677e-09
1973,4.046140475111315e-06,4.686223253891342e-08,4.410563025913916e-09
1974,4.178112249064725e-06,3.544110205311313e-08,3.937900228123681e-09
1975,4.0522950257582124e-06,3.255543790103843e-08,4.569184142155791e-09
1976,4.086885837750742e-06,4.570821521276969e-08,2.856763492431469e-09
1977,3.8022778880986152e-06,4.348818416488598e-08,3.526069214387917e-09
1978,3.899998318956932e-06,4.396037700526989e-08,5.940591352171509e-10
1979,4.23331766796764e-06,5.4423352713328654e-08,5.266775904289034e-09
1980,4.048396021971712e-06,5.400893166029874e-08,5.116635559687666e-09
1981,3.921840743714711e-06,3.9850961419674036e-08,6.325549417596221e-09
1982,3.895207555615343e-06,6.145427144943483e-08,3.1037510339615437e-09
1983,4.052538315590937e-06,3.0313517807023516e-08,6.315316047889041e-10
1984,3.999576165369945e-06,3.2474447575481236e-08,2.3196033982486597e-09
1985,3.8854491322126705e-06,5.474157727114459e-08,6.617113967877231e-09
1986,4.1703633542056195e-06,4.316029428297341e-08,5.395036861699509e-09
1987,3.8345374377968255e-06,2.627651163322753e-08,4.888653482026939e-09
1988,3.984110207966296e-06,3.837794371186476e-08,1.798966087207532e-09
1989,4.0902973523770925e-06,4.500260042394899e-08,2.7440609784434855e-09
1990,3.937740075343754e-06,3.596109499071076e-08,4.358920779878872e-09
1991,3.71323812942137e-06,1.8756689479371147e-08,3.5168792322792797e-09
1992,3.875694801536156e-06,2.2590771142638744e-08,1.1019888335184191e-09
1993,3.946685410483042e-06,3.046564001074614e-08,1.1078414852150331e-09
1994,3.958832621719921e-06,2.05722139323683e-08,2.637463358823311e-09
1995,3.950797690777108e-06,2.277429311803303e-08,1.0844901643380922e-09
1996,3.9982310227060225e-06,2.6156651067310577e-08,3.2028553142993132e-09
1997,4.07470133723109e-06,3.020783623242096e-08,4.79489448146353e-10
1998,3.987586296716472e-06,2.0979769144169325e-08,3.814503379828693e-09
1999,4.1597972995077725e-06,2.6507167127931552e-08,3.656160929565999e-09
2000,3.966066742577823e-06,2.606638671576178e-08,2.6508188977203417e-09
2001,4.003551111964043e-06,1.708672603406569e-08,4.3812117822561447e-10
2002,3.973767888965085e-06,2.3658595083020373e-08,3.504977197366088e-09
2003,4.236510449118214e-06,1.5417615184531996e-08,2.083461403401543e-09
2004,4.055050794704584e-06,1.7619165515458945e-08,4.404791198453495e-09
2005,3.960146841563983e-06,3.332774656250592e-08,3.1526248278623825e-09
2006,3.929290414816933e-06,1.8942294455204234e-08,1.2353669198716943e-09
2007,4.114313924219459e-06,1.4779574231127413e-08,3.595031605740928e-09
2008,3.935151653422508e-06,1.788124590063056e-08,2.9802078582719105e-09
2009,4.0734666981734335e-06,2.002640919762655e-08,2.384096253749135e-09
2010,4.049235485581448e-06,1.2281862193930237e-08,2.8342759250676863e-09
2011,3.7138415791559964e-06,8.412738061736036e-09,2.6767803529281764e-09
2012,4.022124358016299e-06,8.851057275993668e-09,6.127654827992046e-09
2013,4.131809873797465e-06,9.483025364964703e-09,6.414987652192394e-09
2014,4.284766419004882e-06,4.547434942492323e-09,6.063246349441442e-09
2015,4.1882190089381766e-06,4.654808385962106e-09,5.763096222466402e-09
2016,4.420654022396775e-06,6.628288057308751e-09,5.3854840587064245e-09
2017,3.86548845199286e-06,5.534344982294215e-09,5.0312225496895735e-09
2018,4.015729700768134e-06,5.937373259712331e-09,4.3884935685412074e-09
2019,3.885154455929296e-06,3.3162841917011576e-09,4.08158040698936e-09
