year,tout_ADV à_ADP,tout_ADV a_ADP,tout_ADV las_ADJ
1896,0.00012911957674077712,2.3057383380375995e-07,1.1204354777305525e-08
1897,0.00012863577603638987,2.2782449549119121e-07,5.826713334045053e-09
1898,0.00012961310812897864,2.5066511699645133e-07,3.3950129374460403e-09
1899,0.00012921599045512266,2.1612830813921846e-07,8.844125432005967e-09
1900,0.00012852684494646383,2.0504660169784472e-07,6.74836919678512e-09
1901,0.00012670006208281848,2.352859079790548e-07,1.1177477832191585e-09
1902,0.00011183269634784665,2.1507043429513928e-07,9.820567692386817e-10
1903,0.0001246268225258973,2.6029061106491724e-07,6.48026410310365e-09
1904,0.00012312459875829518,2.2788410269924952e-07,1.0749250378694342e-09
1905,0.00012582962517626584,2.2242871244859685e-07,6.708986699521802e-09
1906,0.00012726609838864533,2.1605574884731027e-07,5.658602808544799e-09
1907,0.00012527966600828222,2.5199932374153633e-07,4.6285588695127444e-09
1908,0.00013172542549000354,2.1855682019733536e-07,5.40252820258047e-09
1909,0.00013066156179775135,2.447937701433034e-07,1.6502950117569526e-09
1910,0.00013629241675516823,2.3353938893855286e-07,5.878565634276356e-09
1911,0.00012526022737802123,2.6601870461995247e-07,2.6601871816467337e-09
1912,0.00012767197222274262,2.2556793716210777e-07,1.0939784800267915e-08
1913,0.00012890666403109208,2.2219526135680567e-07,1.060597942803554e-09
1914,0.00012534027200672426,2.2969831214858516e-07,1.9420557606508737e-08
1915,0.00011946870654355735,2.049852542151953e-07,7.068456930880984e-09
1916,0.00011994792703262647,2.4611914817285196e-07,5.493730803607377e-09
1917,0.00012515322214312619,2.1494192115056876e-07,1.0966424435210342e-09
1918,0.00011930209575439221,2.6074073389281693e-07,9.189101035644853e-09
1919,0.00011851973886223277,2.1085973350709608e-07,3.6831393490643904e-09
1920,0.00012195609542686725,1.8173356375328353e-07,5.300562211374427e-09
1921,0.00013098656745569315,1.7190136447631232e-07,1.060184651180407e-08
1922,0.0001339936334261438,1.8813736119005497e-07,1.5493664740073854e-08
1923,0.00013234159223429742,1.0828266949758358e-07,1.3800733000834953e-08
1924,0.00013696963742404478,1.1344629291532016e-07,3.867487219366694e-09
1925,0.00013368395593715832,1.1768050467431124e-07,5.499089184013428e-09
1926,0.0001341460001640371,1.5047287083014282e-07,4.458455382660986e-09
1927,0.00013676307844434632,1.1260717058814151e-07,3.3447675740205796e-09
1928,0.00012859438265877543,1.0397697403075057e-07,0.0
1929,0.0001318132835876895,1.1920234821438669e-07,6.684243825105796e-09
1930,0.00012546134348667692,1.0398567562575067e-07,4.201441416995522e-09
1931,0.00012393972974678036,1.0949142570382264e-07,1.1405356659111021e-09
1932,0.00011971321328019258,1.2384276637522618e-07,4.383814644626227e-09
1933,0.0001151918313553324,1.5141274323227094e-07,1.1470662197865522e-09
1934,0.00011605598410824314,1.258065900344718e-07,1.1981580172459871e-09
1935,0.00011731671202142024,7.659701939388697e-08,7.180970484910176e-09
1936,0.00011730661026376765,1.2245961711343512e-07,2.424942913137329e-09
1937,0.00011173358234373154,1.0576539077877811e-07,7.554670666820584e-09
1938,0.0001120596457440115,1.30948667909081e-07,6.482607339819424e-09
1939,0.00010515118765397347,1.0858776100519663e-07,0.0
1940,9.424997779206024e-05,1.5214697701715352e-07,7.607348528892999e-09
1941,0.00010349739250159473,9.444808135583571e-08,5.9030051957620344e-09
1942,0.00010788140070872032,1.2136847393762196e-07,6.068423541449874e-09
1943,0.00010679841034288984,1.3354882133498336e-07,2.9032352077962287e-09
1944,0.00011110233981526108,1.7993842149621742e-07,9.639558484764166e-09
1945,0.00011403161443013232,1.0238969050391233e-07,6.535512131478072e-09
1946,0.00011417811629144126,7.9350293447078e-08,4.1763312808029696e-09
1947,0.00012565074575832114,1.3351375849346425e-07,1.1920870957027319e-09
1948,0.00011529854691616492,1.1959077084178205e-07,2.174377566888097e-09
1949,0.00010179354012507247,1.7866955337453305e-07,2.9451024952109606e-09
1950,0.00010948785484288237,1.127348325802302e-07,9.571825110299415e-09
1951,0.00011344584709149785,1.2047384045921206e-07,8.529121409139861e-09
1952,0.0001045875837917265,1.1282940282075771e-07,5.272402070488624e-09
1953,0.00010033988428403973,1.1312518577444308e-07,1.185120990232491e-08
1954,0.00011115966481156647,1.1238416686154551e-07,5.863521668203475e-09
1955,0.00010034904244093923,8.916327454144835e-08,4.6928039232341234e-09
1956,0.00010362547891418217,1.1250272757834523e-07,4.360570571293465e-09
1957,9.567020470058196e-05,1.3605958354423464e-07,6.18452644651768e-09
1958,9.61805440056196e-05,1.0174859665923464e-07,1.6544486891589827e-09
1959,0.00010010943151428364,9.688434510213284e-08,1.5501495642666896e-09
1960,0.00010013891869675717,9.689166657889103e-08,5.536666680683311e-09
1961,0.00010300089888914954,1.0491720592309406e-07,4.863711378089164e-09
1962,0.00010203003103015362,1.0908165165579575e-07,1.9025869213429303e-09
1963,0.00010246301690131077,8.535190354486133e-08,6.466053248388448e-10
1964,0.00010213096629740903,1.3384730268573009e-07,6.083968329129164e-10
1965,9.988065949073643e-05,1.0342162293230928e-07,1.0944086803466035e-08
1966,9.999359554058174e-05,1.362612397359797e-07,8.862519607077957e-09
1967,0.00010217084991381853,1.1832805490996634e-07,6.902469928959931e-09
1968,0.0001028453416438424,1.1453110193571092e-07,2.245707841908029e-09
1969,9.288757564718253e-05,1.0536878072842093e-07,2.7250546263957176e-09
1970,9.542630641590222e-05,1.2048659972507814e-07,9.657322413980651e-09
1971,9.841007658906165e-05,1.3616753613554522e-07,6.166076982339064e-09
1972,9.356567352369893e-05,1.4056602493095482e-07,4.104117490300041e-09
1973,9.526540270599071e-05,9.978898884988041e-08,4.410563025913916e-09
1974,8.764978429098846e-05,1.0632330166293613e-07,2.812785782069227e-09
1975,8.432486674792017e-05,1.3079289340467426e-07,3.4268881066168433e-09
1976,8.870650390235824e-05,1.279829981437608e-07,4.570821499072508e-09
1977,9.012221244120155e-05,1.0695742747035553e-07,5.289103821581875e-09
1978,9.222589869750664e-05,1.5742566872312125e-07,4.752473081737207e-09
1979,9.671147017797921e-05,1.515661109952049e-07,5.851973128301324e-09
1980,9.776412434803206e-05,1.4667688313929617e-07,5.116635615198817e-09
1981,9.65702652138134e-05,1.2271566185440008e-07,3.162774764309262e-09
1982,9.776691967999795e-05,1.4773855350203036e-07,1.2415004690957687e-08
1983,9.901846988213947e-05,1.0799190597321484e-07,4.420721011477724e-09
1984,9.858024804998422e-05,9.046453319783154e-08,2.8995042478108246e-09
1985,9.535562048768043e-05,1.1068626715182717e-07,3.609334831011779e-09
1986,0.00010347381385145127,1.1269632627097792e-07,4.196139880008332e-09
1987,9.830654153120122e-05,1.234385004211802e-07,6.110816852533674e-10
1988,9.841004339250503e-05,1.283262502926874e-07,6.596209356501959e-09
1989,0.00010243195902148727,1.2128749782291948e-07,8.232183157375061e-09
1990,9.717124248709297e-05,1.149665357358387e-07,1.6345953479657283e-09
1991,0.00010040338020189665,9.730032179966486e-08,4.68917216167597e-09
1992,9.551102812110912e-05,9.697501673899822e-08,3.30596661157756e-09
1993,9.770885253601591e-05,9.305868398090666e-08,8.862731881720265e-09
1994,9.773542524271761e-05,9.811363521627925e-08,1.5824779264761446e-09
1995,9.461417585043819e-05,8.730145850677218e-08,3.253470381991974e-09
1996,9.110949167734361e-05,1.0943089145953877e-07,2.135236876199542e-09
1997,9.088243132282514e-05,9.781584908719054e-08,3.3564262480467733e-09
1998,9.28173585634795e-05,1.0203796863006431e-07,1.9072516899143466e-09
1999,9.056767976289848e-05,9.734528522153951e-08,2.2851005809787495e-09
2000,9.004566936710034e-05,7.333932361408557e-08,2.2090156370779823e-09
2001,9.268584790333989e-05,1.0733968455745035e-07,2.1906058633724967e-09
2002,9.05265487745055e-05,1.121592694275364e-07,1.752488598683044e-09
2003,9.086975478567183e-05,8.458853301140934e-08,2.083461403401543e-09
2004,8.915121225072653e-05,7.135761950771702e-08,1.3214374039449694e-09
2005,8.854551651893416e-05,1.0088399360341782e-07,9.007499190971657e-10
2006,9.019990784508991e-05,9.553504759507447e-08,2.4707338397433887e-09
2007,9.583674955138122e-05,6.590891163393842e-08,5.19282339350724e-09
2008,9.650381298342836e-05,1.0217855250793662e-07,3.405951826129794e-09
2009,9.662741922511486e-05,8.964201825278906e-08,1.907277002999308e-09
2010,0.00010691738589230226,8.03044820085752e-08,2.834275814045384e-09
2011,0.00010672055577742867,5.735957830932392e-08,0.0
2012,0.0001215747151945834,5.5148892896816903e-08,1.702126356528666e-09
2013,0.00012876469918410294,4.992533730874271e-08,8.367375126105969e-10
2014,0.00013779052460449748,3.681256824372703e-08,2.38198966107106e-09
2015,0.0001421935266989749,2.5712273865607926e-08,3.768178130636457e-09
2016,0.00014599280984839424,3.314143981469897e-08,4.971216105431608e-09
2017,0.00011775526036217343,2.6665480767906757e-08,1.760927903493581e-09
2018,0.00013661018601851538,3.175203994176812e-08,6.711813327342497e-09
2019,0.00013668983592651784,2.72955691382748e-08,3.06118530524202e-09
