year,fût_VERB en_ADP,fût_VERB lent_ADJ
1800,2.3329700979957124e-06,0.0
1801,2.3740390133752953e-06,0.0
1802,2.202034693254973e-06,2.2378401354217203e-09
1803,2.1999826458340976e-06,0.0
1804,3.0379048894246807e-06,0.0
1805,2.3908601178845856e-06,0.0
1806,3.1122026484808885e-06,0.0
1807,2.6078109840455e-06,1.9928686256776018e-08
1808,2.7351513836038066e-06,0.0
1809,2.8734868919855217e-06,6.7770917766551975e-09
1810,2.7777305149356835e-06,1.8721014072298203e-08
1811,2.3491309093515156e-06,0.0
1812,2.5658544018369867e-06,0.0
1813,2.3581080768053653e-06,0.0
1814,2.2404340143111767e-06,0.0
1815,2.308823468410992e-06,0.0
1816,2.303698238392826e-06,0.0
1817,2.9066825391055318e-06,0.0
1818,2.811013700920739e-06,9.536941902865692e-09
1819,3.0463140774372732e-06,0.0
1820,2.699624474189477e-06,0.0
1821,3.130036475340603e-06,9.86148829262845e-10
1822,2.999664275193936e-06,0.0
1823,4.5361534830590244e-06,0.0
1824,3.4080242130585248e-06,0.0
1825,3.3469489153503673e-06,0.0
1826,3.288020479885745e-06,8.807984341885344e-10
1827,3.308079385533347e-06,0.0
1828,2.9094539968355093e-06,0.0
1829,3.0563371637981618e-06,8.57317605795771e-10
1830,2.8596930405910825e-06,0.0
1831,2.4743244466662873e-06,2.3386808933878456e-08
1832,2.171560026908992e-06,1.0823975493678972e-08
1833,2.9862594601581804e-06,3.4750886612755494e-09
1834,2.540859213695512e-06,2.8003592777992026e-09
1835,2.8414522148523247e-06,0.0
1836,2.8536305762827396e-06,0.0
1837,2.761586983979214e-06,0.0
1838,3.2210962217504857e-06,0.0
1839,2.744154016909306e-06,0.0
1840,2.968274884551647e-06,1.2739377330817092e-09
1841,2.9052982881694334e-06,3.2102742686390684e-09
1842,2.7034307095163967e-06,0.0
1843,2.4466426111757755e-06,0.0
1844,2.610908495626063e-06,0.0
1845,2.5825295324466424e-06,0.0
1846,2.58944601227995e-06,0.0
1847,2.174547717004316e-06,0.0
1848,2.1689918412448606e-06,0.0
1849,2.1350749648263445e-06,6.703531951757213e-09
1850,2.3028273972158786e-06,5.431196825611551e-09
1851,2.353400304855313e-06,0.0
1852,2.297571427334333e-06,6.510545436100301e-10
1853,2.2364883989212103e-06,0.0
1854,2.43053182202857e-06,1.0391328908454511e-09
1855,2.189111455663806e-06,0.0
1856,2.205482587669394e-06,1.5531567143511893e-09
1857,2.490057795512257e-06,4.881509085841174e-10
1858,2.3279217202798463e-06,4.893676019968041e-10
1859,2.3255954602063866e-06,0.0
1860,2.2272577098192414e-06,0.0
1861,2.1127516447450034e-06,0.0
1862,2.3236002562043723e-06,0.0
1863,1.9928536403313046e-06,4.994620828036034e-10
1864,1.992209490708774e-06,1.4384183844029508e-09
1865,2.103959332089289e-06,2.8241067262513297e-09
1866,2.124326556440792e-06,7.298419202328432e-09
1867,2.056621497104061e-06,4.85281148598915e-10
1868,1.9932392660848564e-06,0.0
1869,2.1272610410960624e-06,0.0
1870,2.0143713754805503e-06,0.0
1871,1.8130349417333491e-06,7.434824311758348e-09
1872,2.102659891534131e-06,5.442605477412599e-09
1873,1.9113313101115637e-06,0.0
1874,1.972815880435519e-06,3.5847653734322193e-09
1875,1.919000169436913e-06,1.716458086775674e-09
1876,1.7974801949094399e-06,1.813804439976252e-09
1877,1.6012488686101278e-06,0.0
1878,1.6474633639518288e-06,2.4156354694326865e-09
1879,1.727106223370356e-06,0.0
1880,1.739236381581577e-06,6.417846254436199e-10
1881,1.6559705500185373e-06,3.4862537301449947e-09
1882,1.8435416677675676e-06,0.0
1883,1.6202784536289982e-06,0.0
1884,1.5989310213626595e-06,3.9610181801208455e-09
1885,1.4857190535622067e-06,0.0
1886,1.589488192621502e-06,0.0
1887,1.4461568298429484e-06,1.3057849246322917e-09
1888,1.5635955605830532e-06,0.0
1889,1.52806683217932e-06,6.265136742733546e-10
1890,1.389529984408e-06,1.3108772956016423e-09
1891,1.3608960216515698e-06,5.736798147637501e-09
1892,1.45993658406951e-06,2.5074049503359674e-09
1893,1.4743249039383954e-06,2.463366621796581e-09
1894,1.3863386811863165e-06,0.0
1895,1.3656235751113854e-06,0.0
1896,1.473077873015427e-06,0.0
1897,1.3820964568367344e-06,0.0
1898,1.4264712717704242e-06,4.52668391659472e-09
1899,1.4056631698622368e-06,0.0
1900,1.3221612107372493e-06,5.191053142894475e-10
1901,1.2675259313255083e-06,5.588738916095792e-10
1902,1.1917259143956471e-06,4.910283846193408e-10
1903,1.325214043390588e-06,1.0800440541913758e-09
1904,1.1888671451742994e-06,1.6123875568041512e-09
1905,1.3061880963505246e-06,8.257214467732865e-09
1906,1.184191319225647e-06,2.0576738091193647e-09
1907,1.2306824146435247e-06,3.599990305858114e-09
1908,1.2641914963751333e-06,0.0
1909,1.2861299865107867e-06,0.0
1910,1.1356320328559377e-06,0.0
1911,1.1949559848289937e-06,5.320374141248863e-10
1912,1.1945203368668444e-06,0.0
1913,1.1921121085833875e-06,0.0
1914,1.1444734582255478e-06,0.0
1915,1.1945692222070647e-06,2.3561523843085297e-09
1916,1.1646709481283324e-06,1.0987462051303964e-09
1917,1.2370127251415397e-06,7.676496771580332e-09
1918,1.1578267731238157e-06,0.0
1919,1.1758422715502093e-06,1.8415696745321952e-09
1920,1.147950342783588e-06,0.0
1921,1.1404557653804659e-06,7.572747429129834e-10
1922,1.2549868415590026e-06,7.377935484775833e-10
1923,1.2611745887625148e-06,5.307974060286824e-09
1924,1.1782944966398645e-06,0.0
1925,1.2295962505959324e-06,0.0
1926,1.2349921689747134e-06,0.0
1927,1.2197251635370776e-06,7.804457524684949e-09
1928,1.0671922154870117e-06,7.998228745975666e-09
1929,1.2499535841925535e-06,0.0
1930,1.1270366258031572e-06,2.100720708497761e-09
1931,1.1063195870519849e-06,0.0
1932,1.0630750466589234e-06,0.0
1933,9.910652352118632e-07,0.0
1934,9.741024769027717e-07,0.0
1935,1.1669077366605052e-06,2.393656828303392e-09
1936,9.639147720008623e-07,0.0
1937,9.367792017656029e-07,2.5182236296217297e-09
1938,9.607224455976393e-07,1.2965214457594243e-09
1939,1.0277601631969446e-06,0.0
1940,7.303054871954373e-07,0.0
1941,8.79547769727651e-07,0.0
1942,9.527424822408648e-07,0.0
1943,1.1409714488763711e-06,0.0
1944,1.0185800647377619e-06,0.0
1945,9.628987527321442e-07,0.0
1946,1.0510433412491693e-06,0.0
1947,1.1122172054456314e-06,1.1920870957027319e-09
