year,fût_VERB en_ADP,fût_VERB lent_ADJ
1948,9.371567557536764e-07,0.0
1949,9.021830464917002e-07,0.0
1950,1.044392547555617e-06,0.0
1951,1.0629418056851136e-06,0.0
1952,7.634437793058169e-07,0.0
1953,8.629835974716116e-07,1.0773827385790469e-09
1954,1.0075484624394448e-06,0.0
1955,8.203021479857853e-07,2.815682353940474e-09
1956,8.258921297965571e-07,0.0
1957,6.661618385805923e-07,8.835037701437898e-10
1958,8.048892823353526e-07,0.0
1959,7.991021107045526e-07,7.750747821333448e-10
1960,8.346524964508717e-07,6.920833350854139e-10
1961,7.879212375883071e-07,1.3896318540318475e-09
1962,7.534244446105731e-07,1.9025869768540815e-09
1963,8.780900202509656e-07,0.0
1964,8.766998575993057e-07,0.0
1965,8.727909062145045e-07,1.0944086747954884e-09
1966,8.075970754362061e-07,0.0
1967,8.810509939394251e-07,9.860671168482327e-10
1968,9.086134014069103e-07,0.0
1969,8.293249607049802e-07,0.0
1970,7.252189107020968e-07,1.3796175313274261e-09
1971,7.758980018479633e-07,1.0276794970565106e-09
1972,6.761533768440131e-07,5.130146862875051e-10
1973,6.95215021551121e-07,0.0
1974,5.912475558034203e-07,0.0
1975,5.814287078464986e-07,5.711480177694739e-10
1976,6.004916599522403e-07,0.0
1977,5.500667725755193e-07,2.3507127355770763e-09
1978,6.124749916125438e-07,5.940591352171509e-10
1979,6.583470053556084e-07,1.1703946700691858e-09
1980,5.611243523162557e-07,5.685150683554241e-10
1981,4.845371108785912e-07,6.325549528618524e-10
1982,5.015662054574932e-07,0.0
1983,5.020676212552644e-07,0.0
1984,4.6276088028207596e-07,0.0
1985,5.059084173808515e-07,0.0
1986,5.30511954366375e-07,5.994485463567401e-10
1987,5.151418349669257e-07,0.0
1988,4.953153620590456e-07,5.996553809062277e-10
1989,5.098465294395282e-07,5.488122178931576e-10
1990,4.952823928761063e-07,1.089730194969718e-09
1991,4.566081486245821e-07,0.0
1992,6.386025006577256e-07,0.0
1993,4.5144540194996807e-07,0.0
1994,4.847657351092494e-07,0.0
1995,4.5711260554526234e-07,1.626735190995987e-09
1996,4.564068945001054e-07,2.135236876199542e-09
1997,4.0852501115296036e-07,0.0
1998,4.1005910134117585e-07,9.536258449571733e-10
1999,4.277708285371773e-07,4.570201161957499e-10
2000,3.817179106135882e-07,4.4180314962005696e-10
2001,4.192819744730514e-07,0.0
2002,4.122729535538383e-07,4.38122149670761e-10
2003,4.5502798684537993e-07,4.1669229178253886e-10
2004,4.241813940097927e-07,0.0
2005,4.3731409959946177e-07,1.3511248786457486e-09
2006,4.550268499770027e-07,1.6471559671771274e-09
2007,4.2101814301531704e-07,0.0
2008,4.0658548527972016e-07,1.7029758714315335e-09
2009,4.391505399325979e-07,4.76819250749827e-10
2010,4.860783064941643e-07,0.0
2011,5.204425974625337e-07,3.82397197240536e-10
2012,6.655313882220071e-07,1.0212758416727752e-09
2013,7.633835252818244e-07,8.367375126105969e-10
2014,8.531853836757364e-07,2.165445156521173e-09
2015,8.64021103552659e-07,8.866301581811342e-10
2016,9.66487277764827e-07,1.0356699942093428e-09
2017,5.695343929801311e-07,1.2578056374223934e-09
2018,7.284899083970231e-07,1.8070267504555204e-09
2019,7.175928544711496e-07,0.0
