year,voulant_VERB imiter_VERB,voulant_VERB limiter_VERB
1894,3.906954493260173e-08,3.780923574225881e-09
1895,3.912099266756286e-08,5.416753268150387e-09
1896,3.8920392630981127e-08,8.845543852942228e-09
1897,5.185775009408644e-08,6.409385022720926e-09
1898,4.583267454449924e-08,2.8291774478717002e-09
1899,3.3165472146379216e-08,3.8693048765026106e-09
1900,3.5818267019038785e-08,1.0901211489056095e-08
1901,2.5708198458929132e-08,1.0618603996093157e-08
1902,3.928227132465878e-08,9.329538919189417e-09
1903,3.564145423240461e-08,5.940242520097172e-09
1904,3.0635362691100454e-08,8.061937784020756e-09
1905,4.076999715607599e-08,6.192911072844254e-09
1906,3.6009292214700395e-08,2.572092316910357e-09
1907,2.4171363577352167e-08,3.599990305858114e-09
1908,2.799491771732221e-08,4.911389073214423e-09
1909,3.520629365816319e-08,6.601180213561264e-09
1910,3.099607326362275e-08,1.5498037075900584e-08
1911,2.8197982615552064e-08,5.852411555373749e-09
1912,3.125652747737462e-08,3.646594803896619e-09
1913,4.454511204343703e-08,6.3635876568213234e-09
1914,1.875088173619588e-08,8.705766996186526e-09
1915,2.709575319670421e-08,9.424609537234119e-09
1916,2.4172416956957932e-08,3.2962386153911893e-09
1917,3.728584374584898e-08,1.6449636319748606e-08
1918,3.331049125421259e-08,5.743188147278033e-09
1919,1.8415696745321952e-08,2.762354567309444e-09
1920,1.8930579326337238e-08,5.300562211374427e-09
1921,1.8174594496045415e-08,4.5436484574779e-09
1922,2.213380562166023e-08,5.164554894854234e-09
1923,2.5478275489376756e-08,1.0615948120573648e-09
1924,3.093989930924579e-08,9.024136882196387e-09
1925,3.519416935660047e-08,7.698724768800957e-09
1926,5.9074535485592605e-08,8.916910765321973e-09
1927,3.233275258640589e-08,5.574612327308159e-09
1928,2.9707707849269127e-08,4.570416489713125e-09
1929,2.8965056797503053e-08,1.0026365737658693e-08
1930,2.941009036305786e-08,9.453243521306831e-09
1931,1.4826963656844327e-08,2.2810713318222042e-09
1932,2.7398840751757803e-08,2.1919073223131136e-09
1933,4.817678256330282e-08,5.735331320977366e-09
1934,1.4377896206951846e-08,7.188948103475923e-09
1935,2.2739740757060645e-08,5.98414207075848e-09
1936,1.6974599503782883e-08,2.424942913137329e-09
1937,3.399602022113868e-08,5.0364472592434595e-09
1938,3.5006079368571363e-08,6.4826072287971215e-09
1939,2.5999885799876665e-08,6.117620188206274e-09
1940,1.7750480196809804e-08,2.5357829169792012e-09
1941,2.066051862925633e-08,0.0
1942,2.4273694165799498e-08,0.0
1943,3.774205836748479e-08,5.806470415592457e-09
1944,9.639558484764166e-09,1.927911696952833e-08
1945,2.6142048081823077e-08,1.089252021913012e-08
1946,2.7842208538686464e-08,6.960552134671616e-09
1947,3.337843823558728e-08,3.5762612871081956e-09
1948,3.587722829934137e-08,9.784699273041042e-09
1949,2.5524222291295473e-08,7.853606653895895e-09
1950,2.871547555294285e-08,4.2541445921528975e-09
1951,2.9851924931989515e-08,6.396841278899501e-09
1952,2.31985678444957e-08,1.5817205323287453e-08
1953,2.5857186614075545e-08,8.619061908632375e-09
1954,3.22493685089853e-08,9.772536557761669e-09
1955,2.9095383879962355e-08,2.4402580400817442e-08
1956,1.8314396887930684e-08,4.36057079333807e-09
1957,2.5621609722747962e-08,7.0680299946168645e-09
1958,2.895285167170414e-08,9.099467845885556e-09
1959,2.015194411342236e-08,3.1002992395556817e-09
1960,2.560708423082758e-08,6.920833295342987e-09
1961,4.0299324044479334e-08,3.4740795795684676e-09
1962,3.107558727011295e-08,6.341956293454132e-09
1963,2.651081754123652e-08,3.879632060055371e-09
1964,3.4678618643368964e-08,7.909158661334459e-09
1965,3.009623772420866e-08,6.566451937750628e-09
1966,4.9297765869482646e-08,1.3293778966527725e-08
1967,3.894964972772641e-08,6.902469706915326e-09
1968,3.099076989476757e-08,9.881114926280077e-09
1969,2.8158898102148555e-08,7.266812457329408e-09
1970,3.035158507858071e-08,5.518470125309705e-09
1971,4.830093691676751e-08,9.762955333059153e-09
1972,3.796308689629768e-08,4.617132176587546e-09
1973,3.583582419697251e-08,8.821125663249774e-09
1974,2.306484425673716e-08,8.438357623763437e-09
1975,2.2845921154868165e-08,4.569184142155791e-09
1976,2.913898611289767e-08,8.57029019973865e-09
1977,2.7620874476497193e-08,7.639816779203557e-09
1978,3.326731246033887e-08,7.722768757822962e-09
1979,2.633388052064589e-08,9.363157360553487e-09
1980,3.2405357730525e-08,1.4781392110307934e-08
1981,3.4790522684957637e-08,6.3255494731073725e-09
1982,2.483000871578156e-08,7.449002747961231e-09
1983,2.841892232652299e-08,6.946847541655643e-09
1984,3.7113653039710925e-08,6.378909511717268e-09
1985,2.7070011343610645e-08,8.421781050316213e-09
1986,2.6375736483785772e-08,9.591176741707841e-09
1987,3.238732926291732e-08,1.2221633483022742e-08
1988,2.9383114386050124e-08,8.994830658082265e-09
1989,2.634298579273775e-08,1.2073869015694072e-08
1990,3.0512445015062895e-08,1.52562225630426e-08
1991,2.4032006884500134e-08,1.3481370075840715e-08
1992,2.479474914274249e-08,1.3774860363469088e-08
1993,3.600484932420045e-08,1.883330513763326e-08
1994,3.375953006035104e-08,1.2659824188965274e-08
1995,2.9281234659173094e-08,7.591431205877797e-09
1996,2.9893315600659776e-08,1.2277611594058158e-08
1997,2.205651428166533e-08,5.27438381858758e-09
1998,2.9562400527538557e-08,7.1521940592234046e-09
1999,3.107736790131099e-08,4.113181045761749e-09
2000,2.6066385494516453e-08,1.3695898082310975e-08
2001,2.5849149126733195e-08,1.445799924226776e-08
2002,4.2497849683797995e-08,7.448076544402937e-09
2003,3.500215273177787e-08,1.2084076683738232e-08
2004,2.5107310896999024e-08,6.6071870752359985e-09
2005,2.7923247936101347e-08,1.1709748837240852e-08
2006,3.1295963154320816e-08,1.0706514064207084e-08
2007,2.0771293351984355e-08,7.589511241690161e-09
2008,2.597038251117567e-08,7.237647453584017e-09
2009,2.9562793990578484e-08,8.105927262747059e-09
2010,3.448368879332975e-08,1.039234459598859e-08
2011,2.1031846375585417e-08,4.5887662558641296e-09
2012,2.0765941743938754e-08,3.4042526575461807e-09
2013,2.900689999307815e-08,8.367374848550213e-09
2014,2.5768798206371457e-08,6.496335747119275e-09
2015,3.2805315797190815e-08,6.206411301556969e-09
2016,3.107010093650331e-08,4.556948152156792e-09
2017,2.037645252528364e-08,5.785906087574233e-09
2018,2.2975053415308366e-08,3.6140533898887384e-09
2019,2.5254778268646305e-08,3.0611854162643226e-09
