year,pourront_VERB imiter_VERB,pourront_VERB limiter_VERB
1800,6.288328968651058e-09,0.0
1801,0.0,4.7623651688866175e-09
1802,0.0,0.0
1803,3.900678446910888e-09,0.0
1804,1.9774807569206132e-08,0.0
1805,1.1371510844071508e-08,2.842877711017877e-09
1806,2.305335300434308e-08,0.0
1807,2.8469551160981155e-09,0.0
1808,0.0,0.0
1809,2.259030518203531e-09,0.0
1810,7.020380277111826e-09,0.0
1811,0.0,1.2535384286138651e-08
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,6.293354282149721e-09
1815,0.0,0.0
1816,2.3176038865813098e-09,0.0
1817,0.0,1.556873407970727e-09
1818,2.5034472272977837e-08,2.384235475716423e-09
1819,4.140420006848444e-09,0.0
1820,9.493184904840746e-09,0.0
1821,1.97229765852569e-09,0.0
1822,3.0076847679083585e-09,1.0025615893027862e-09
1823,4.941343334508019e-09,9.882686891060644e-10
1824,0.0,0.0
1825,6.163809906922779e-09,0.0
1826,1.145037931138404e-08,8.807984341885344e-10
1827,9.217273055917019e-10,2.7651818612639545e-09
1828,2.7516904310687096e-09,0.0
1829,5.143905745796928e-09,8.57317605795771e-10
1830,0.0,1.6698937344017395e-08
1831,6.236482441579483e-09,0.0
1832,0.0,0.0
1833,1.0425265983826648e-08,0.0
1834,6.534171426153534e-09,1.8669061851994684e-09
1835,2.2689263801112247e-09,1.5126175867408165e-09
1836,4.704525213838906e-09,2.688300027031687e-09
1837,6.262101948095733e-09,6.957890930081589e-10
1838,6.312161904276081e-09,0.0
1839,1.3283802502428443e-08,1.3982950353153e-09
1840,5.732719632334238e-09,3.821813088222825e-09
1841,0.0,0.0
1842,2.0124795163667386e-09,0.0
1843,2.3627644285539873e-09,0.0
1844,5.488561272137815e-10,2.195424508855126e-09
1845,5.580227946389016e-10,6.138250796539069e-09
1846,4.0981511517657054e-09,1.1709002656346001e-09
1847,2.6966118227278457e-09,0.0
1848,4.02261068899179e-09,0.0
1849,8.379414939696517e-10,1.256912263158938e-08
1850,8.82569484161877e-09,4.752297222410107e-09
1851,6.449438760824933e-10,4.514607354622058e-09
1852,4.557382027314816e-09,6.510545436100301e-10
1853,0.0,0.0
1854,2.5978321716024766e-09,1.0391328908454511e-09
1855,1.5920811335945473e-09,5.306937111981824e-10
1856,2.5885946719483854e-09,1.5531567143511893e-09
1857,0.0,4.881509085841174e-10
1858,4.893676019968041e-10,0.0
1859,4.073738679721828e-09,1.018434669930457e-09
1860,2.288591982591015e-09,1.373155145145688e-09
1861,5.659156698811785e-09,4.715963730639317e-10
1862,1.8071945051545413e-09,2.710791813242963e-09
1863,1.9978483312144135e-09,0.0
1864,3.3563094525845827e-09,0.0
1865,6.118897832863013e-09,4.706844358715045e-10
1866,4.865612801552288e-09,0.0
1867,2.426405742994575e-09,1.94112459439566e-09
1868,6.421836395986702e-09,0.0
1869,3.906815315701806e-09,9.767038289254515e-10
1870,6.880858549607183e-09,1.1468097582678638e-09
1871,3.18635318130589e-09,5.629224020253787e-08
1872,3.0236697590169115e-09,3.628403577593531e-09
1873,5.986004469882289e-10,1.7958012854535355e-09
1874,1.7923826867161097e-09,5.974609140757536e-10
1875,1.716458086775674e-09,2.2886108563824337e-09
1876,8.464420275799966e-09,1.1487427897804992e-08
1877,6.184816214727107e-09,1.2369631985365004e-09
1878,2.4156354694326865e-09,7.850815109122777e-09
1879,2.443730107160036e-09,7.94212251520321e-09
1880,2.5671385017744797e-09,6.417846254436199e-10
1881,6.9725074602899895e-09,2.091752326904839e-09
1882,5.324308105514319e-09,0.0
1883,1.4534479397809719e-08,5.0554711528150165e-09
1884,2.6406787867472303e-09,5.941527270181268e-09
1885,1.933690763067375e-09,0.0
1886,1.936039106809062e-09,0.0
1887,3.9173548849191775e-09,5.223139698529167e-09
1888,5.07249175996094e-09,1.9021844099853524e-09
1889,5.6386229019267375e-09,6.265136742733546e-10
1890,6.554386366985909e-09,6.554386478008212e-10
1891,6.374220040683554e-10,1.9122659011827636e-09
1892,6.268512375839919e-10,0.0
1893,1.847525021858587e-09,7.390100087434348e-09
1894,1.1342770278588432e-08,0.0
1895,3.0093072478365457e-09,6.018614495673091e-10
1896,2.948514543632541e-09,0.0
1897,3.4960281336537946e-09,4.661370844871726e-09
1898,5.6583548957434e-10,5.6583546736987955e-09
1899,1.6582735185011188e-09,6.633094074004475e-09
1900,1.038210628578895e-09,5.191053142894475e-10
1901,5.58873880507349e-09,5.58873880507349e-09
1902,6.38336894454028e-09,1.9641135384773634e-09
1903,2.1600881083827517e-09,1.6200660812870638e-09
1904,0.0,1.6123875568041512e-09
1905,4.64468330463319e-09,2.580379465655369e-09
1906,3.600929110447737e-09,3.0865106026567446e-09
1907,9.257117739025489e-09,7.199980611716228e-09
1908,6.875944702500192e-09,4.4202499438483756e-09
1909,4.400786846048277e-09,3.850688656825696e-09
1910,3.206490406526541e-09,0.0
1911,0.0,1.0640748282497725e-09
1912,0.0,8.856016364688912e-09
1913,1.2196876397752021e-08,2.121195885607108e-09
1914,4.018046340092951e-09,3.3483718020477227e-09
1915,0.0,1.0602685840410686e-08
1916,6.592477230782379e-09,6.592477230782379e-09
1917,9.869782324756216e-09,8.773139548168274e-09
1918,0.0,1.722956355365568e-08
1919,9.207848372660976e-10,9.207848705727883e-09
1920,7.572231730534895e-10,7.572231730534895e-10
1921,0.0,1.5145494858259667e-09
1922,8.853522359686394e-09,5.164555005876537e-09
1923,1.0615948120573648e-09,8.492758496458919e-09
1924,2.578324886925998e-09,2.578324886925998e-09
1925,3.299453377181294e-09,2.1996355847875293e-09
1926,0.0,5.57306911730393e-09
1927,4.4596899506643695e-09,1.0034302277972529e-08
1928,0.0,9.14083297942625e-09
1929,1.1140406375176326e-09,3.342121912552898e-09
1930,1.0503603542488804e-09,6.302162347537887e-09
1931,1.1405356659111021e-09,5.7026783295555106e-09
1932,0.0,9.863582839386709e-09
1933,2.2941324395731044e-09,2.2941324395731044e-09
1934,0.0,0.0
1935,2.393656828303392e-09,1.196828414151696e-09
1936,4.849885826274658e-09,4.849885826274658e-09
1937,2.5182236296217297e-09,0.0
1938,3.8895642262559704e-09,5.186085783037697e-09
1939,1.5294050470515685e-09,2.2941076593951948e-08
1940,5.0715658339584024e-09,7.607348528892999e-09
1941,0.0,0.0
1942,3.034211770724937e-09,0.0
1943,5.806470415592457e-09,0.0
1944,0.0,3.2131861615880553e-09
1945,2.178504043826024e-09,8.714016175304096e-09
1946,2.7842208538686464e-09,1.3921104269343232e-09
1947,0.0,2.3841741914054637e-09
1948,6.523132700664291e-09,5.435944139264848e-09
1949,9.817008317369869e-10,2.945102384188658e-09
1950,1.0635361480382244e-09,6.381216888229346e-09
1951,1.0661401761424827e-09,4.264560704569931e-09
1952,3.1634410646574906e-09,8.435843135146115e-09
1953,2.1547654771580937e-09,4.3095309543161875e-09
1954,0.0,0.0
1955,9.385607846468247e-10,3.754243138587299e-09
1956,3.488456634670456e-09,3.488456634670456e-09
1957,0.0,3.534015080575159e-09
1958,8.272243445794913e-10,7.445019267748876e-09
1959,0.0,7.750747821333448e-10
1960,1.3841666701708277e-09,1.1765417085030094e-08
1961,1.3896318540318475e-09,4.86371165564492e-09
1962,6.341956404476434e-10,1.9025869768540815e-09
1963,5.819448034571906e-09,1.1638896069143811e-08
1964,6.083968329129164e-10,7.909158661334459e-09
1965,1.094408652591028e-08,6.5664522708175355e-09
1966,1.6617224263271169e-09,4.431259803538978e-09
1967,1.9721342336964653e-09,1.1339771788243524e-08
1968,1.7965663401398047e-09,6.737123747768692e-09
1969,9.083515606356229e-10,8.175163657142548e-09
1970,1.8394900047624674e-09,1.241655755990223e-08
1971,1.541519245584766e-09,2.569198631618974e-09
1972,4.104117490300041e-09,4.6171320100540925e-09
1973,3.3079223804577396e-09,7.1671650836435674e-09
1974,5.625571675160757e-10,9.00091468025721e-09
1975,1.7134440533084216e-09,5.711480177694739e-09
1976,1.142705374768127e-09,6.2848797277581525e-09
1977,1.7630346071939584e-09,2.3507127355770763e-09
1978,1.1881182704343018e-09,6.534650598410963e-09
1979,1.1703946700691858e-09,2.925986564150662e-09
1980,1.7055452605774235e-09,2.8425752862659692e-09
1981,1.8976649140967083e-09,3.1627747087981106e-09
1982,0.0,1.1173503899897241e-08
1983,6.315316047889041e-10,1.2630632095778083e-09
1984,0.0,4.059305780401701e-09
1985,1.2031116103372597e-09,3.609334831011779e-09
1986,1.1988970927134801e-09,0.0
1987,2.4443267410134695e-09,3.0554083707556856e-09
1988,2.99827696004229e-09,2.398621523624911e-09
1989,5.488122178931576e-10,1.6464366536794728e-09
1990,0.0,2.179460389939436e-09
1991,0.0,4.68917216167597e-09
1992,2.7549720282848966e-09,3.30596661157756e-09
1993,2.7696036575264316e-09,6.093128224193833e-09
1994,1.5824779264761446e-09,5.802419433820205e-09
1995,2.1689803286761844e-09,3.253470381991974e-09
1996,5.338092190498855e-10,3.2028553142993132e-09
1997,1.438468344439059e-09,6.233362714880286e-09
1998,1.43043876743576e-09,4.7681290027412615e-09
1999,1.8280804647829996e-09,1.0968483010742602e-08
2000,1.3254094488601709e-09,3.5344251969604557e-09
2001,0.0,4.381211837767296e-09
2002,2.6287327870022636e-09,3.9430991805033955e-09
2003,1.2500769308587678e-09,5.416999737661854e-09
2004,8.809582507929292e-10,5.285749615779878e-09
2005,1.8014998381943315e-09,1.8014998381943315e-09
2006,8.235779835885637e-10,4.117890028965121e-09
2007,1.1983438685803094e-09,3.1955835755326234e-09
2008,1.2772318758180745e-09,5.108927503272298e-09
2009,4.76819250749827e-10,5.721831008997924e-09
2010,9.447586046817946e-10,4.723792912386671e-09
2011,1.529588788962144e-09,3.4415748029203996e-09
2012,2.382976926895708e-09,4.425528388196653e-09
2013,1.9523875849358774e-09,2.2313000336282585e-09
2014,1.0827225782605865e-09,2.5985342766432495e-09
2015,1.5516027351836215e-09,6.649726325136385e-10
2016,6.214020409345267e-10,2.899876117012923e-09
2017,1.2578056374223934e-09,1.0062445321423752e-09
2018,1.290733298020541e-09,2.323319980845895e-09
2019,1.53059265262101e-09,1.7856913725466939e-09
