year,furent_VERB en_PRON,furent_VERB lents_ADJ
1842,2.5826821570262837e-07,3.7566284305512454e-08
1843,1.9610945400927449e-07,3.898561473647533e-08
1844,1.5532629049630486e-07,5.3787900355928286e-08
1845,2.2209307815046486e-07,3.5155437672074186e-08
1846,2.2364194762758416e-07,2.3418005312692003e-08
1847,1.9847063015276944e-07,3.074137566727586e-08
1848,1.995214944372492e-07,2.815827571112095e-08
1849,2.639515628288791e-07,2.76520690789539e-08
1850,2.3014696637346788e-07,3.6660580349234806e-08
1851,1.6252585055553936e-07,5.7400004749297295e-08
1852,1.7969105670090357e-07,3.450589147746541e-08
1853,1.964765630191323e-07,4.240071760364117e-08
1854,2.2081573547438893e-07,4.2084881357595805e-08
1855,1.6186157836273196e-07,3.767925349507095e-08
1856,1.791307511211926e-07,3.675804194358534e-08
1857,1.9428405551025207e-07,4.539803555303479e-08
1858,1.8449158289968182e-07,1.8106600663259087e-08
1859,2.0623302532385424e-07,5.14309519417111e-08
1860,1.8766453990792797e-07,3.9363783344015246e-08
1861,1.730758754092676e-07,4.2443673464731546e-08
1862,1.9743599466437445e-07,3.5692092836825395e-08
1863,1.8380204380719078e-07,2.0477944673302773e-08
1864,2.0233751740761363e-07,3.308362295229017e-08
1865,2.0615978257865208e-07,4.706844336510585e-08
1866,1.4888775012877886e-07,3.16264845423575e-08
1867,1.6693671511802677e-07,5.435148864307848e-08
1868,1.9660699024370842e-07,2.6181332657415624e-08
1869,1.3527348130537575e-07,2.3929244363785074e-08
1870,1.9667787398702785e-07,4.185855573268782e-08
1871,1.901190671560471e-07,2.1242353653860846e-08
1872,1.6872076002982794e-07,4.051717183983783e-08
1873,1.556361155508057e-07,2.095101514498765e-08
1874,1.9297986852961913e-07,2.8080663128093875e-08
1875,1.350280456335895e-07,2.8607635371713513e-08
1876,1.4933657155324909e-07,3.3253080289341597e-08
1877,1.5523887952895166e-07,1.5462040536817767e-08
1878,1.497694057661647e-07,2.8383716710322915e-08
1879,1.3562701894898055e-07,3.237942536316041e-08
1880,1.5017759835700417e-07,2.5671385017744797e-08
1881,1.01798612206494e-07,1.743126887276958e-08
1882,1.2512124669683544e-07,3.7270154962243396e-08
1883,1.2575485186516744e-07,2.0221884611260066e-08
1884,1.2477207178562821e-07,5.2813575734944607e-08
1885,1.4631592648584046e-07,3.3517306263775026e-08
1886,1.5101105077519605e-07,2.6459201052375647e-08
1887,1.1295039570313747e-07,1.8933882017790893e-08
1888,1.3885946259506454e-07,3.9945874164004636e-08
1889,1.1402548949490665e-07,2.4434033463194282e-08
1890,7.406456603575862e-08,1.6385966361553983e-08
1891,1.0198752420365054e-07,1.784781566982474e-08
1892,1.1408692301984047e-07,2.1312942521944933e-08
1893,1.1947328459882556e-07,2.2170299374124625e-08
1894,1.3359263562051638e-07,4.348062176973144e-08
1895,1.5588211965678056e-07,1.745398137131815e-08
1896,9.081424678925032e-08,3.066455178668548e-08
1897,1.3751044036780513e-07,3.3212266714599536e-08
1898,1.0411373096985699e-07,2.8291774256672397e-08
1899,1.2381775604808354e-07,3.4823742112166656e-08
1900,8.876700974269625e-08,4.5162163786471865e-08
1901,1.089804086973345e-07,1.956058603980182e-08
1902,1.2521223879957688e-07,2.7497589982772297e-08
1903,8.964365605379498e-08,3.348136701220028e-08
1904,9.45934033325102e-08,1.7198800605910947e-08
1905,8.3604298595219e-08,2.9932401446330914e-08
1906,8.385021033063822e-08,3.2922780945909835e-08
1907,1.0491400814771623e-07,2.468564730406797e-08
1908,9.135183631769905e-08,3.388858615949175e-08
1909,9.461691519163651e-08,4.015717891547865e-08
1910,1.0795184124390289e-07,1.977335806202518e-08
1911,1.133239706518907e-07,2.3409645777405785e-08
1912,9.220675423193825e-08,4.375913675858101e-08
1913,9.916590926195568e-08,4.295421618394357e-08
1914,8.705767129413289e-08,3.214437072074361e-08
1915,9.542416989916092e-08,1.5314990164938536e-08
1916,1.1866458748954756e-07,1.9777431248257926e-08
1917,9.211796481167767e-08,1.6449636319748606e-08
1918,1.1141784739265859e-07,4.709414369585829e-08
1919,1.1601888871837218e-07,4.6960025201769895e-08
1920,1.0373957337606043e-07,3.180337415642498e-08
1921,9.314479143540666e-08,4.998013380941302e-08
1922,9.369978215545416e-08,2.1396012073182646e-08
1923,8.386599148479945e-08,2.866305948145964e-08
1924,8.121723737986031e-08,1.804827398643738e-08
1925,9.678396395429445e-08,3.629398648286042e-08
1926,1.1926367449177633e-07,3.009457216762712e-08
1927,1.1149224832252003e-07,3.2332753363562006e-08
1928,1.165456211538185e-07,3.313552099371009e-08
1929,9.580749349424877e-08,3.5649300400564243e-08
1930,1.1028783575284251e-07,4.516549623190258e-08
1931,9.352392282835353e-08,3.42160717536899e-08
1932,1.2713061892100086e-07,4.274219378430644e-08
1933,1.0208889023033407e-07,5.391211388428019e-08
1934,9.944711365506009e-08,2.875579241390369e-08
1935,1.2327332399308943e-07,2.2739740757060645e-08
1936,1.1882220007919386e-07,4.7286388138445545e-08
1937,1.2465207532841305e-07,3.021868266728234e-08
1938,9.853562943362704e-08,4.148868626430158e-08
1939,1.2082300315796601e-07,1.6823456405745674e-08
1940,1.2425336137766863e-07,3.550096039361961e-08
1941,1.121570960549434e-07,4.132103725851266e-08
1942,8.49579322448335e-08,3.6410540360520827e-08
1943,1.4225852851268428e-07,2.9032351633873077e-08
1944,6.42637232317611e-08,5.1410978585408884e-08
1945,1.0892519952676594e-07,5.664110602765504e-08
1946,7.9350293447078e-08,5.568441707737293e-08
1947,1.1920870690573793e-07,5.4836007734593295e-08
1948,1.2502671609126992e-07,5.435943961629164e-08
1949,1.4529172176480643e-07,3.043272656100271e-08
1950,1.1167129798650421e-07,4.3604980959344175e-08
1951,1.183415605510163e-07,2.1322803078760444e-08
1952,9.384875454543362e-08,4.956057964022875e-08
1953,9.911921239336152e-08,5.710128547775639e-08
1954,8.893007930055319e-08,3.8112890621277984e-08
1955,8.634759041115103e-08,2.7218263198847126e-08
1956,1.0814215301024888e-07,3.1396108823855684e-08
1957,9.630191044607272e-08,3.445664731316356e-08
1958,9.843969905887207e-08,3.22617488279775e-08
1959,1.1393598953191031e-07,3.5653439312000046e-08
1960,9.412333668024075e-08,4.775375117560543e-08
1961,8.129346440455265e-08,3.543561177821175e-08
1962,1.3001010756852338e-07,4.439369405417892e-08
1963,1.0992290810918348e-07,3.556329275511416e-08
1964,1.2532974835721689e-07,3.589541464066315e-08
1965,1.1600732108263401e-07,2.5718604135249734e-08
1966,1.2573700303164514e-07,2.9357096309468034e-08
1967,1.2227232559780532e-07,2.9582013283402375e-08
1968,1.2351394218512723e-07,3.09907690621003e-08
1969,1.026437246309797e-07,2.952142530432411e-08
1970,1.0898978075601917e-07,2.2993624781975086e-08
1971,9.094963360212205e-08,2.8261185391897925e-08
1972,1.1286323342574178e-07,3.847610230423015e-08
1973,1.163286000860353e-07,3.859242525550144e-08
1974,8.944658702603192e-08,2.5315072704756858e-08
1975,9.252597976683319e-08,1.8847885030481848e-08
1976,9.255913369088375e-08,2.513951891103261e-08
1977,1.134218905463058e-07,2.938390863960194e-08
1978,1.1643559361118605e-07,2.4950484345254154e-08
1979,1.0475032041767918e-07,1.287434159280565e-08
1980,9.266795331086541e-08,2.615169236719339e-08
1981,1.0247390491713304e-07,2.277197808098208e-08
1982,9.99407845370115e-08,2.669225906970496e-08
1983,1.0546578010917074e-07,2.273513821648976e-08
1984,1.026424527594827e-07,2.2616132966390978e-08
1985,9.324114813580309e-08,1.3234227935754461e-08
1986,1.1569356672680442e-07,2.2179596825822046e-08
1987,9.716198690057354e-08,1.2832715334809564e-08
1988,1.2652728287321224e-07,1.3792074149421296e-08
1989,1.0976244624316678e-07,3.677041959804228e-08
1990,1.0025517838130327e-07,2.6153525567451652e-08
1991,1.1722930537416687e-07,1.934283488935762e-08
1992,1.1405584388057832e-07,1.983579878128694e-08
1993,1.2241648050803633e-07,1.717154241021035e-08
1994,1.1974083236054867e-07,2.637463225596548e-08
1995,1.2471636523514462e-07,1.8978578708583882e-08
1996,1.1476898009732395e-07,1.7615704450690828e-08
1997,1.1172104308343478e-07,1.5823152565985765e-08
1998,8.248863281323793e-08,1.621164003040576e-08
1999,1.293366977961341e-07,1.553868322901053e-08
2000,1.148688184571256e-07,1.6346715980830595e-08
2001,9.989162919055161e-08,1.3143635513301888e-08
2002,8.499569759123915e-08,1.62105191492401e-08
2003,1.3542499743834924e-07,1.8751153518792307e-08
2004,9.07387018855843e-08,1.3214373595360485e-08
2005,1.1799824051195174e-07,1.216012357474483e-08
2006,8.688747499263627e-08,1.1530091548195287e-08
2007,9.746529627818745e-08,8.38840730210677e-09
2008,1.0132706762533417e-07,1.7881246705542253e-08
2009,8.2489727049051e-08,1.5258216023994464e-08
2010,6.613310432612707e-08,1.5588517143783065e-08
2011,5.582998952036178e-08,1.3766299211681599e-08
2012,6.468080471222493e-08,1.4297861561374248e-08
2013,6.638117611146299e-08,1.338780020176955e-08
2014,7.232586796135365e-08,1.5591204771681078e-08
2015,5.984753670418286e-08,1.684597350504191e-08
2016,6.8354218285549e-08,1.9677729667932908e-08
2017,6.691526266422443e-08,1.4842107098900215e-08
2018,6.169705102365697e-08,1.3165480261534412e-08
2019,5.66319293682227e-08,1.1734544003161318e-08
