year,étant_VERB égal_ADJ,étant_VERB egal_ADJ,étant_VERB légal_ADJ,etant_VERB égal_ADJ,etant_VERB egal_ADJ
1800,5.785262828794657e-07,0.0,6.288328968651058e-09,0.0,0.0
1801,5.786273504782002e-07,0.0,2.3811825844433088e-09,0.0,0.0
1802,2.9315705774024536e-07,4.475680270843441e-09,2.2378401354217203e-09,0.0,0.0
1803,2.8865019885415677e-07,1.950339223455444e-09,1.950339223455444e-09,0.0,0.0
1804,4.0291169511874614e-07,2.4718509461507665e-09,4.943701892301533e-09,2.4718509461507665e-09,0.0
1805,3.0703080255989335e-07,0.0,2.842877711017877e-09,0.0,0.0
1806,2.881669161070022e-07,0.0,0.0,0.0,0.0
1807,3.501754690660164e-07,0.0,0.0,0.0,0.0
1808,5.121327149026911e-07,6.798221985349073e-09,4.5321479902327155e-09,0.0,0.0
1809,3.7499907534765953e-07,0.0,0.0,0.0,0.0
1810,4.984469796909252e-07,2.3401267590372754e-09,4.680253518074551e-09,0.0,0.0
1811,4.888799480795569e-07,0.0,0.0,2.5070767684098882e-09,0.0
1812,4.640942279365845e-07,8.00162425207418e-09,0.0,5.3344164641089264e-09,0.0
1813,5.463909360514663e-07,2.8757416448144113e-09,0.0,0.0,0.0
1814,2.0453401816666883e-07,3.1466771410748606e-09,0.0,0.0,0.0
1815,4.5852800667489646e-07,0.0,0.0,0.0,0.0
1816,2.0858435334503156e-07,4.6352077731626196e-09,0.0,0.0,0.0
1817,1.899385608794546e-07,1.556873407970727e-09,0.0,0.0,0.0
1818,3.445220215780864e-07,1.1921177378582115e-09,1.1921177378582115e-09,0.0,0.0
1819,2.4221458261308726e-07,0.0,2.070210003424222e-09,1.035105001712111e-09,0.0
1820,1.8630375109296438e-07,0.0,0.0,0.0,0.0
1821,3.954456815336016e-07,9.86148829262845e-10,0.0,0.0,9.86148829262845e-10
1822,3.398683929844992e-07,0.0,2.0051231786055723e-09,0.0,0.0
1823,2.9450407623698993e-07,0.0,0.0,0.0,0.0
1824,2.5094917077694845e-07,0.0,0.0,0.0,0.0
1825,2.791325357520691e-07,0.0,8.805443041381977e-10,0.0,0.0
1826,3.2237221603281796e-07,8.807984341885344e-10,8.807984341885344e-10,0.0,0.0
1827,2.580836451215873e-07,0.0,0.0,0.0,0.0
1828,3.3020285172824515e-07,0.0,1.8344602503717056e-09,0.0,0.0
1829,2.5976723350140674e-07,0.0,0.0,0.0,0.0
1830,2.7448876949165424e-07,0.0,3.1310507520032616e-09,2.0873671680021744e-09,0.0
1831,3.1338325356955465e-07,1.5591206103948707e-09,0.0,0.0,0.0
1832,2.54363413887404e-07,0.0,0.0,0.0,0.0
1833,2.3746439126171026e-07,1.1583628500844156e-09,1.1583628500844156e-09,0.0,0.0
1834,2.2869600968533632e-07,0.0,2.8003592777992026e-09,0.0,0.0
1835,3.010109139722772e-07,0.0,4.5378527602224494e-09,0.0,0.0
1836,3.259563641222485e-07,0.0,1.3441500135158435e-09,0.0,0.0
1837,2.421346039227501e-07,0.0,0.0,0.0,0.0
1838,1.9630823544503073e-07,0.0,1.2624323808552163e-09,0.0,0.0
1839,3.3279422950727167e-07,6.9914751765765e-10,7.690622361167243e-09,0.0,0.0
1840,2.573354151991225e-07,0.0,0.0,0.0,0.0
1841,2.619583767682343e-07,0.0,3.2102742686390684e-09,0.0,0.0
1842,2.019187803625755e-07,0.0,7.379091560011375e-09,6.708265054555795e-10,0.0
1843,3.945816615669173e-07,1.1813822142769936e-09,5.906911071384968e-10,0.0,0.0
1844,2.519249733268225e-07,0.0,3.2931368743049916e-09,0.0,0.0
1845,2.6896699978351535e-07,0.0,2.7901139176833567e-09,0.0,0.0
1846,2.359363975301676e-07,0.0,1.7563503984519002e-09,0.0,0.0
1847,2.6966117161464354e-07,1.6179670936367074e-09,5.9325460100012606e-09,0.0,0.0
1848,3.6444853890316153e-07,0.0,8.84974404868899e-09,0.0,0.0
1849,1.466397634430905e-07,8.379414939696517e-10,8.379414939696517e-10,0.0,0.0
