year,soient_VERB également_ADV,soient_VERB egalement_ADV,soient_VERB légalement_ADV
1886,3.12347651743039e-07,1.936039106809062e-09,2.2587123282846733e-08
1887,3.760660547413863e-07,0.0,7.1818169189441505e-09
1888,3.7029190025350545e-07,0.0,2.3460273723685532e-08
1889,3.5711278201233654e-07,6.265136742733546e-10,2.6313573542324775e-08
1890,2.857712502191134e-07,0.0,1.9007721618891082e-08
1891,3.620556867645064e-07,0.0,2.5496881050912634e-08
1892,4.3942270622210344e-07,0.0,2.6954603882245465e-08
1893,4.039921179810335e-07,6.158416554491453e-10,2.2170299374124625e-08
1894,3.037341969047702e-07,1.2603078580752936e-09,1.0082462864602348e-08
1895,2.8768977244908456e-07,6.018614495673091e-10,1.0833506536300774e-08
1896,3.237468888528383e-07,1.179405795248556e-09,1.9460195233023114e-08
1897,2.9075300744807464e-07,0.0,3.3212266714599536e-08
1898,2.619818246785144e-07,5.6583548957434e-10,1.5277558773618694e-08
1899,3.443681464432302e-07,1.1055156790007459e-09,2.3215829259015663e-08
1900,3.2911276548475143e-07,0.0,1.7130474816440255e-08
1901,3.2191135801440396e-07,5.588738916095792e-10,3.1855812210324075e-08
1902,3.3733650184331054e-07,1.4730852093691738e-09,2.0132164380015638e-08
1903,3.051124508601788e-07,0.0,1.9980815224585058e-08
1904,3.26777211512308e-07,0.0,1.289910045443321e-08
1905,3.3028857160388725e-07,1.5482277682110634e-09,2.7352022868853965e-08
1906,4.182222141935199e-07,5.144184522798412e-10,2.9321851613417493e-08
1907,3.733704261321691e-07,1.028568674676933e-09,1.7999951751335175e-08
1908,4.037161716041737e-07,1.964555629285769e-09,1.0313916831705683e-08
1909,4.0102170828504313e-07,5.500983557560346e-10,2.1453836041018803e-08
1910,3.3614708172535757e-07,2.137660271017694e-09,3.153049021875631e-08
1911,3.793426799347799e-07,1.0640748282497725e-09,1.3832972989291648e-08
1912,3.6153383575765474e-07,5.209421227725386e-10,1.2502610502451716e-08
1913,3.537094244165928e-07,5.30298971401777e-10,1.2196876397752021e-08
1914,3.2211337952503527e-07,2.678697486047099e-09,1.1384464038144415e-08
1915,3.357517073254712e-07,0.0,4.712304768617059e-09
1916,4.54880932920787e-07,0.0,6.592477230782379e-09
1917,3.3447594205426867e-07,0.0,1.7546279096336548e-08
1918,3.606722032145626e-07,1.1486376294556067e-09,1.378365155346728e-08
1919,2.8176015121061937e-07,0.0,2.025726608678724e-08
1920,3.384787703453185e-07,2.2716695191604686e-09,1.4387239843927091e-08
1921,3.4380272495582176e-07,0.0,1.5145495524393482e-08
1922,3.0765991709813534e-07,0.0,2.951174238319254e-08
1923,3.52449490037543e-07,1.0615948120573648e-09,1.9108707505210987e-08
1924,2.6814578291123325e-07,1.289162443462999e-09,1.0313299547703991e-08
1925,3.046495180569764e-07,3.299453377181294e-09,1.7597084678300234e-08
1926,3.0428958552874974e-07,0.0,1.114613823460786e-08
1927,2.9322461614356143e-07,0.0,1.4493992672726108e-08
1928,3.222143618586415e-07,1.1426041224282812e-09,1.3711249025050165e-08
1929,3.754316821868997e-07,0.0,2.785101571589621e-08
1930,3.371656873696338e-07,0.0,2.4158287814657342e-08
1931,2.4977731527542346e-07,1.1405356659111021e-09,2.5091784650044247e-08
1932,3.2001847216633905e-07,0.0,1.3151444377967891e-08
1933,3.2461974797115545e-07,1.1470662197865522e-09,2.2941324395731044e-09
1934,3.2949344586086227e-07,0.0,1.1981580172459871e-08
1935,3.135690462841012e-07,0.0,5.98414207075848e-09
1936,3.2372989267059893e-07,2.424942913137329e-09,9.699771652549316e-09
1937,3.223326245915814e-07,0.0,2.2664012888640173e-08
1938,3.07275570321508e-07,2.5930428915188486e-09,2.074434313215079e-08
1939,2.492930093467294e-07,0.0,1.8352860564618823e-08
1940,2.2568467272776616e-07,0.0,1.7750480196809804e-08
1941,2.951502722225996e-07,0.0,1.4757512545315876e-08
1942,2.821817020048911e-07,0.0,9.102635090130207e-09
1943,3.2225909762928495e-07,0.0,1.4516175816936538e-08
1944,2.8918674388478394e-07,0.0,1.6065930807940276e-08
1945,3.245970958687394e-07,0.0,4.357008087652048e-09
1946,3.452433929851395e-07,0.0,9.744772988540262e-09
1947,3.421289989091747e-07,1.1920870957027319e-09,5.960435700558264e-09
1948,4.022598432129598e-07,0.0,4.348755133776194e-09
1949,3.5733910408453085e-07,0.0,1.47255123650325e-08
1950,3.07361943896467e-07,1.0635361480382244e-09,2.6588404367089424e-08
1951,3.337018767979316e-07,2.1322803522849654e-09,1.1727541604500402e-08
1952,3.7012262055213796e-07,0.0,1.2653764258629963e-08
1953,3.813934768004401e-07,1.0773827385790469e-09,1.4005975934594517e-08
1954,3.6549283777276287e-07,0.0,1.7590565448699635e-08
1955,3.275577000749763e-07,1.8771215692936494e-09,1.8771215692936494e-08
1956,2.886697814119543e-07,8.72114158667614e-10,4.360570571293465e-09
1957,3.640035401986097e-07,0.0,2.2087593976038988e-08
1958,3.705964957134711e-07,1.6544486891589827e-09,1.6544486669545222e-08
1959,3.8831245774417766e-07,3.100299128533379e-09,8.525822714489095e-09
1960,3.8064584373387333e-07,1.3841666701708277e-09,1.1073333361366622e-08
1961,3.8562282611565024e-07,1.3896318540318475e-09,1.250668635321972e-08
1962,3.2978172725961485e-07,6.341956404476434e-10,1.331810839388936e-08
1963,3.620989730279689e-07,0.0,1.1638896069143811e-08
1964,3.887655850576266e-07,4.867174663303331e-09,9.734349326606662e-09
1965,3.332474420858489e-07,6.5664522708175355e-09,1.3132904541635071e-08
1966,3.306827522919775e-07,1.6617224263271169e-09,1.0524241922382771e-08
1967,3.7174729072830814e-07,0.0,1.1832804958089582e-08
1968,3.4224589740006195e-07,1.7965663401398047e-09,1.1677681044375277e-08
1969,4.618967750502634e-07,1.3625273131978588e-09,1.589615195030092e-08
1970,4.377986329018313e-07,0.0,8.7375777724219e-09
1971,3.730476691998774e-07,1.541519245584766e-09,1.490135304038631e-08
1972,3.5038902979067643e-07,1.5390440033513642e-09,1.0260293947794707e-08
1973,3.252790179431031e-07,1.102640756478479e-09,8.269805285010534e-09
1974,3.7916353790024004e-07,0.0,8.438357568252286e-09
1975,3.5296946521157224e-07,5.711480177694739e-10,6.282628195464213e-09
1976,3.3024184631358366e-07,2.285410749536254e-09,1.0284348483935446e-08
1977,3.1499550345870375e-07,5.876781838942691e-10,1.057820764316375e-08
1978,3.398018293410132e-07,2.3762365408686037e-09,7.128709622605811e-09
1979,3.809634563367581e-07,2.925986564150662e-09,8.777959692451986e-09
1980,3.4224606793031853e-07,2.2740602734216964e-09,1.1370301145063877e-08
1981,3.023612578090251e-07,0.0,1.4548763971333756e-08
1982,3.0106386361694604e-07,0.0,1.1794254461960918e-08
1983,3.271333639531804e-07,2.5261264191556165e-09,6.946847541655643e-09
1984,3.311233740532771e-07,1.739702604197646e-09,8.69851302098823e-09
1985,3.0559036190425104e-07,6.015558051686298e-10,1.3234227935754461e-08
1986,3.0931545325074694e-07,3.5966913891627428e-09,1.019062523255343e-08
1987,3.238732801946753e-07,6.110816852533674e-10,7.944062296871834e-09
1988,3.1122112886805553e-07,5.996553809062277e-10,1.139345240375178e-08
1989,4.116091645300912e-07,3.841685636274406e-09,1.2073869015694072e-08
1990,3.073039067658101e-07,5.44865097484859e-10,1.0352437129768077e-08
1991,3.11243809392181e-07,5.861465202094962e-10,6.4476117778156095e-09
1992,2.727422270254465e-07,5.509944167592096e-10,1.5427843891302473e-08
1993,3.3401420296286233e-07,5.539207426075166e-10,1.0524494165053966e-08
1994,3.07000732391316e-07,5.274926606624319e-10,1.5297286992677073e-08
1995,2.944390757875226e-07,1.0844901643380922e-09,1.5182862966867106e-08
1996,3.1921791787681286e-07,5.338092190498855e-10,1.014237493990322e-08
1997,3.2845028385963815e-07,2.876936688878118e-09,1.006927874414032e-08
1998,3.185110415415693e-07,9.536258449571733e-10,1.0966696883940585e-08
1999,3.2585535336693283e-07,1.3710603763428253e-09,9.140402212892695e-09
2000,3.141220474844886e-07,8.836062992401139e-10,1.678851901942835e-08
2001,3.3691517842271423e-07,8.762423564512289e-10,1.1829271784336015e-08
2002,3.4261151427017467e-07,8.76244299341522e-10,1.4896152755738967e-08
2003,3.258533638472727e-07,4.1669229178253886e-10,6.667076668520622e-09
2004,3.1890689911051595e-07,2.642874807889939e-09,1.0571499231559756e-08
2005,3.341782246479852e-07,1.8014998381943315e-09,1.170974872621855e-08
2006,3.17077535783028e-07,4.1178899179428186e-10,1.0294725072412803e-08
2007,2.856052958577493e-07,3.994479469415779e-10,1.1184542181297275e-08
2008,2.9376334964581474e-07,0.0,7.663391698997657e-09
2009,2.875219990983169e-07,4.76819250749827e-10,1.0966842545201416e-08
2010,2.9523707212320005e-07,4.723793023408973e-10,5.196172381261022e-09
2011,2.351742693917913e-07,0.0,5.353560705856353e-09
2012,2.1378707515395945e-07,3.404252713057332e-10,4.765953853791416e-09
2013,2.3958583028615976e-07,0.0,8.646287241731443e-09
2014,1.9489006319872715e-07,0.0,6.063246349441442e-09
2015,2.0614150741948833e-07,0.0,7.979671146074452e-09
2016,2.1044814957349445e-07,0.0,5.799752234025846e-09
2017,1.9219270086523466e-07,0.0,5.0312225496895735e-09
2018,1.920611225614266e-07,0.0,8.518839855753413e-09
2019,1.760181618237766e-07,0.0,5.867272001580659e-09
