year,était_VERB égale_ADJ,était_VERB egale_ADJ,était_VERB légale_ADJ,etait_VERB égale_ADJ,etait_VERB egale_ADJ
1800,3.175606195782166e-07,0.0,6.288328968651058e-09,0.0,0.0
1801,1.9049460320275102e-07,0.0,2.8574191901498125e-08,0.0,0.0
1802,2.0588129245879827e-07,0.0,0.0,0.0,0.0
1803,1.4237475909339992e-07,0.0,1.950339223455444e-09,0.0,0.0
1804,1.507829097135982e-07,0.0,1.4831105232815389e-08,0.0,0.0
1805,2.9850215810256486e-07,0.0,8.528632911009026e-09,0.0,0.0
1806,2.6511355599723174e-07,0.0,2.881669125542885e-09,0.0,0.0
1807,2.2775640218242188e-07,0.0,2.8469550272802735e-08,0.0,0.0
1808,2.01680592226694e-07,2.2660739951163578e-09,4.5321479902327155e-09,0.0,0.0
1809,2.778607495201868e-07,0.0,1.581321384946932e-08,0.0,0.0
1810,3.6739990605383355e-07,2.3401267590372754e-09,1.1700633351097167e-08,0.0,0.0
1811,2.85806748934192e-07,0.0,2.5070767684098882e-09,2.5070767684098882e-09,0.0
1812,3.7607637182190956e-07,0.0,3.7340914360584065e-08,0.0,0.0
1813,4.256097554389271e-07,0.0,1.4378708002027452e-08,0.0,0.0
1814,4.24801413601017e-07,0.0,3.1466771410748606e-09,3.1466771410748606e-09,0.0
1815,3.263640451223182e-07,0.0,3.506390555685357e-08,0.0,0.0
1816,6.164826231724874e-07,0.0,9.270415546325239e-09,0.0,0.0
1817,4.063439575929806e-07,0.0,1.8682481339737933e-08,3.113746815941454e-09,0.0
1818,2.992215399899578e-07,1.1921177378582115e-09,1.668964877410417e-08,4.768470951432846e-09,0.0
1819,3.8816438063804526e-07,1.035105001712111e-09,6.107119787657211e-08,2.070210003424222e-09,0.0
1820,3.500611853723967e-07,0.0,4.865257352548724e-08,0.0,0.0
1821,3.2838755714692525e-07,9.86148829262845e-10,1.7750679148775816e-08,0.0,0.0
1822,4.7320907015091507e-07,0.0,2.5064039732569654e-08,1.0025615893027862e-09,0.0
1823,3.9926055706018815e-07,9.882686891060644e-10,2.9648060007048116e-08,9.882686891060644e-10,9.882686891060644e-10
1824,3.4779196766976384e-07,1.6842225392110777e-09,6.14741253457396e-08,8.421112696055388e-10,8.421112696055388e-10
1825,4.1913909853974474e-07,8.805443041381977e-10,3.9624492131906663e-08,8.805443041381977e-10,0.0
1826,3.329417950226343e-07,8.807984341885344e-10,5.989429041619587e-08,0.0,0.0
1827,3.732995708105591e-07,0.0,5.899054755786892e-08,0.0,0.0
1828,3.8890556197657133e-07,9.172301251858528e-10,5.870272801189458e-08,3.668920500743411e-09,0.0
1829,3.8322096429510566e-07,0.0,4.886710414098161e-08,2.571952872898464e-09,0.0
1830,3.7050767787150107e-07,0.0,1.1167414015744725e-07,0.0,0.0
1831,3.9289838582590164e-07,0.0,1.1225668572478753e-07,1.5591206103948707e-09,0.0
1832,3.4907321833088645e-07,0.0,7.712082350508354e-08,1.3529969367098715e-09,0.0
1833,3.3824196066234435e-07,0.0,4.9809603552830595e-08,0.0,0.0
1834,3.593794417611207e-07,0.0,7.560969805808782e-08,0.0,0.0
1835,3.350448025685182e-07,0.0,5.672315950278062e-08,1.5126175867408165e-09,0.0
1836,3.1587524063070305e-07,2.688300027031687e-09,3.2259599436201825e-08,6.720750067579218e-10,0.0
1837,4.5017554839432705e-07,6.957890930081589e-10,3.75726116885744e-08,6.957890930081589e-10,0.0
1838,4.784618568010046e-07,0.0,2.398621568033832e-08,0.0,0.0
1839,4.187893694052036e-07,6.9914751765765e-10,6.432156851587933e-08,0.0,0.0
1840,4.3887155243282905e-07,0.0,6.11490094115652e-08,6.369688665408546e-10,0.0
1841,3.4028906270577863e-07,0.0,2.760835826620678e-08,0.0,0.0
1842,3.320591304145637e-07,0.0,6.03743828264669e-08,0.0,0.0
