year,tout_ADV eu_VERB,tout_ADV lu_VERB
1888,1.864140664054048e-07,7.60873763994141e-09
1889,1.6602611996319183e-07,1.8168895721260014e-08
1890,1.8548914226812485e-07,1.6385966361553983e-08
1891,1.9441370646688938e-07,1.211101796627645e-08
1892,1.5545910869718682e-07,5.641661360300532e-09
1893,1.8352081276873378e-07,6.774258043407144e-09
1894,1.512369420808568e-07,1.827446460822557e-08
1895,1.4745605447785692e-07,1.444467478961542e-08
1896,1.9519166372106156e-07,1.2383760683576384e-08
1897,1.613999600635907e-07,9.905413378419325e-09
1898,1.7314565603498977e-07,6.224190496340043e-09
1899,1.9014869856448513e-07,9.949641111006713e-09
1900,1.5209785964032108e-07,1.661137005726232e-08
1901,1.4642495393957233e-07,1.620734302321125e-08
1902,1.3797897135958692e-07,8.347482705062248e-09
1903,1.5336625036610485e-07,4.860198465905796e-09
1904,1.429650371420621e-07,1.5048950530172078e-08
1905,1.5224239469091572e-07,1.4450125540577119e-08
1906,1.3580646651689676e-07,1.18316245689698e-08
1907,1.4039962081824342e-07,2.1599941391059474e-08
1908,1.5618217297230785e-07,1.7189861978295085e-08
1909,1.2872301802246966e-07,1.1001967337165297e-08
1910,1.106239206905002e-07,1.0153886620400954e-08
1911,1.0534340955103971e-07,8.51259862599818e-09
1912,1.0939784367280936e-07,1.5628263128064646e-08
1913,1.081809903880071e-07,1.9090762748419365e-08
1914,1.1250529485806737e-07,1.2054139020278853e-08
1915,1.2251992309586512e-07,2.3561524287174507e-08
1916,1.27454559795126e-07,3.2962386153911893e-09
1917,1.5352993898432032e-07,4.276905585243185e-08
1918,1.3898515849319892e-07,1.722956355365568e-08
1919,1.197020296217488e-07,1.4732557396257562e-08
1920,1.1964126045427292e-07,4.543339038320937e-09
1921,1.1889213347160421e-07,1.8931869405491852e-08
1922,1.5050987833831186e-07,9.591316185719734e-09
1923,1.475616784318845e-07,1.6985516992917837e-08
1924,1.2118126768712045e-07,1.933743654092268e-08
1925,1.3747722338308677e-07,8.798542339150117e-09
1926,1.1257600007752444e-07,2.5636119005412183e-08
1927,9.811317980279455e-08,2.2298449309232637e-08
1928,9.940655854023817e-08,2.399468712610542e-08
1929,1.0360577906709523e-07,2.2280811862174232e-08
1930,9.033099068744832e-08,8.402882833991043e-09
1931,9.808606993289004e-08,6.843213995466613e-09
1932,9.206010798123998e-08,1.8631212128639163e-08
1933,9.63535633502488e-08,1.4911860191091364e-08
1934,8.866369327620305e-08,1.0783422155213884e-08
1935,6.941604713261995e-08,9.574627313213568e-09
1936,8.972288689790275e-08,1.33371855781661e-08
1937,9.31742745180486e-08,1.888667711114067e-08
1938,6.741911340313322e-08,2.7226949583791793e-08
1939,5.964679683501117e-08,1.5294050470515685e-08
1940,5.3251442144741645e-08,2.2822046474857416e-08
1941,4.132103814669108e-08,2.3612020783048138e-08
1942,5.4615812983271894e-08,9.102635090130207e-09
1943,6.967764698551093e-08,8.709705845433291e-09
1944,5.462416652335378e-08,1.2852744646352221e-08
1945,7.406914015462007e-08,1.9606536838523425e-08
1946,5.0115976257814054e-08,2.645009899993056e-08
1947,5.722018148190955e-08,1.549713246618012e-08
1948,6.523132833891054e-08,1.3046265401328583e-08
1949,5.890205123648684e-08,2.0615717133409817e-08
1950,8.614642865722999e-08,1.3825969702452312e-08
1951,6.290226917116115e-08,3.6248767543156646e-08
1952,5.377850120780181e-08,2.319856839960721e-08
1953,4.5250076685654506e-08,2.477980309834038e-08
1954,3.8112889733099564e-08,2.052232517257835e-08
1955,4.3173796981932355e-08,2.2525458831523792e-08
1956,6.192010415517757e-08,3.0523995775411095e-08
1957,5.3893730811438445e-08,1.501956425897788e-08
1958,3.6397871050475317e-08,2.4816730004317833e-08
1959,4.417926346977907e-08,2.325224279786653e-08
1960,3.737250153790228e-08,2.4914999841030294e-08
1961,3.821487437605242e-08,2.292892631317045e-08
1962,3.995432679149147e-08,2.4099433559854333e-08
1963,3.879631771397385e-08,2.7157422977097667e-08
1964,2.7377857980681597e-08,2.311907998375773e-08
1965,4.1587528087916326e-08,2.2435377999840966e-08
1966,2.6033652122947615e-08,2.1602390987141007e-08
1967,4.634515526902305e-08,3.254021407883556e-08
1968,4.311759127517689e-08,2.0211372131484495e-08
1969,3.951329308193863e-08,2.5888018839737015e-08
1970,1.3244328123107607e-07,1.839489982558007e-08
1971,4.419021726320693e-08,1.0790635052160269e-08
1972,3.693705741270037e-08,1.6929485369132635e-08
1973,3.032262108071393e-08,2.4258095976392724e-08
1974,2.5877630038806387e-08,1.6314157136321228e-08
1975,2.9699696924012642e-08,2.6843956391076063e-08
1976,2.9710340410105118e-08,2.2282755196556536e-08
1977,2.7620874920586402e-08,3.173462204131283e-08
1978,3.3267311683182754e-08,2.7326720442033547e-08
1979,3.2771050317847994e-08,2.1652301285257636e-08
1980,2.5014663673772475e-08,2.785723829390463e-08
1981,2.71998629175485e-08,2.5934753011824796e-08
1982,3.662426317774248e-08,3.3520510811513304e-08
1983,2.5261264524623073e-08,3.4734238596456635e-08
1984,3.0734745637417404e-08,3.131464509920079e-08
1985,2.9476234120195954e-08,3.609334697785016e-08
1986,2.8174080901610665e-08,2.6375735373562748e-08
1987,2.7498676447024195e-08,2.5054349706010726e-08
1988,4.0176910465206106e-08,3.358070088665954e-08
1989,1.9208427959327423e-08,3.347754429228189e-08
1990,2.996758002860034e-08,2.0704874259536155e-08
1991,3.223805933316726e-08,4.2202550787351356e-08
1992,2.2039776725879534e-08,3.7467621893938485e-08
1993,2.381859270927933e-08,3.988229480000882e-08
1994,4.008944287647864e-08,3.112206670152773e-08
1995,3.361919603817043e-08,2.982347879765257e-08
1996,3.149474281372022e-08,3.096093337262573e-08
1997,3.931813552515706e-08,3.5002731380018304e-08
1998,3.385371882824728e-08,2.3363833534517653e-08
1999,3.4276508575903364e-08,2.1479944933844308e-08
2000,3.534425063733693e-08,2.783359853708589e-08
2001,3.548781690732028e-08,2.6725391677473453e-08
2002,3.8554747616714735e-08,3.50497728618393e-08
2003,3.375207474620723e-08,3.375207668909752e-08
2004,2.6869227065517975e-08,3.4357370282123156e-08
2005,3.693074746013991e-08,3.602999498752979e-08
2006,3.541385246164097e-08,3.8296377624646993e-08
2007,3.874645174151148e-08,3.7148659259855776e-08
2008,3.7891212917307016e-08,2.5970381400952647e-08
2009,4.482101112479597e-08,3.623826216880843e-08
2010,5.5740756010891346e-08,4.2041758518962524e-08
2011,5.850677184393582e-08,4.053410407323099e-08
2012,5.685102166808065e-08,4.255315744217114e-08
2013,5.3830113311281735e-08,4.685730203846106e-08
2014,6.474681316093189e-08,4.980524082043303e-08
2015,5.763095974054e-08,4.034167133681876e-08
2016,6.193306623103467e-08,4.950502585643335e-08
2017,7.722926770314942e-08,5.710437633865695e-08
2018,6.660183982099e-08,5.472709574405599e-08
2019,6.938686369917235e-08,5.433603789128938e-08
