year,fût_VERB en_PRON,fût_VERB lent_ADJ
1800,6.917161954334006e-08,0.0
1801,2.8574191901498125e-08,0.0
1802,6.713520406265161e-08,2.2378401354217203e-09
1803,6.241085515057421e-08,0.0
1804,3.460591457837836e-08,0.0
1805,1.1371510844071508e-08,0.0
1806,1.440834580535011e-07,0.0
1807,3.9857372513552036e-08,1.9928686256776018e-08
1808,2.7192887941396293e-08,0.0
1809,5.6475762733043666e-08,6.7770917766551975e-09
1810,6.31834211617388e-08,1.8721014072298203e-08
1811,5.515568801683912e-08,0.0
1812,2.6672083208723052e-08,0.0
1813,2.8757416004054903e-08,0.0
1814,3.1466772298927026e-08,0.0
1815,4.8550024445148665e-08,0.0
1816,3.244645441213834e-08,0.0
1817,3.42512151974006e-08,0.0
1818,5.126106117359086e-08,9.536941902865692e-09
1819,5.4860564091541164e-08,0.0
1820,4.390598107306687e-08,0.0
1821,8.875339574387908e-08,9.86148829262845e-10
1822,3.408709403629473e-08,0.0
1823,9.78386012207011e-08,0.0
1824,8.000056794799093e-08,0.0
1825,5.547429182684027e-08,0.0
1826,5.108631029315802e-08,8.807984341885344e-10
1827,7.373818533551457e-08,0.0
1828,5.6868266540277546e-08,0.0
1829,6.601345603485242e-08,8.57317605795771e-10
1830,2.2961039292113128e-08,0.0
1831,9.354723218280014e-09,2.3386808933878456e-08
1832,3.3824925083081325e-08,1.0823975493678972e-08
1833,3.8225973497674204e-08,3.4750886612755494e-09
1834,4.85395617033646e-08,2.8003592777992026e-09
1835,4.9160071569076536e-08,0.0
1836,3.696412420595152e-08,0.0
1837,4.244313345225237e-08,0.0
1838,9.152634561360173e-08,0.0
1839,3.705481788074394e-08,0.0
1840,4.968357103507515e-08,1.2739377330817092e-09
1841,5.393260948949319e-08,3.2102742686390684e-09
1842,4.159124245006751e-08,0.0
1843,3.9576303123567413e-08,0.0
1844,4.7750482679020934e-08,0.0
1845,4.464182268293371e-08,0.0
1846,2.5759806732139623e-08,0.0
1847,4.314578916364553e-08,0.0
1848,2.574470947536156e-08,0.0
1849,3.603148357456121e-08,6.703531951757213e-09
1850,3.530277936647508e-08,5.431196825611551e-09
1851,4.321124080775007e-08,0.0
1852,3.6459056218518526e-08,6.510545436100301e-10
1853,2.9262466227919504e-08,0.0
1854,4.2604447969551984e-08,1.0391328908454511e-09
1855,3.980202833986368e-08,0.0
1856,4.40061072026765e-08,1.5531567143511893e-09
1857,4.3445432140742923e-08,4.881509085841174e-10
1858,4.991549573674092e-08,4.893676019968041e-10
1859,4.379269213927728e-08,0.0
1860,4.073693560258107e-08,0.0
1861,2.0750240636857598e-08,0.0
1862,6.776979688538631e-08,0.0
1863,4.395266373080631e-08,4.994620828036034e-10
1864,3.5001512799226475e-08,1.4384183844029508e-09
1865,5.036323358353911e-08,2.8241067262513297e-09
1866,3.6978658357611494e-08,7.298419202328432e-09
1867,4.367530337390235e-08,4.85281148598915e-10
1868,2.4699369660652337e-08,0.0
1869,2.9789466893248573e-08,0.0
1870,1.834895613228582e-08,0.0
1871,1.5931766128574054e-08,7.434824311758348e-09
1872,2.4189358072135292e-08,5.442605477412599e-09
1873,2.454261860407314e-08,0.0
1874,4.182226476245887e-08,3.5847653734322193e-09
1875,3.318485752856759e-08,1.716458086775674e-09
1876,2.7811667635546655e-08,1.813804439976252e-09
1877,2.1646856751544874e-08,0.0
1878,2.8383716710322915e-08,2.4156354694326865e-09
1879,1.710611030603104e-08,0.0
1880,2.0537108014195837e-08,6.417846254436199e-10
1881,1.673401861523871e-08,3.4862537301449947e-09
1882,2.994923420374107e-08,0.0
1883,4.1707636455612374e-08,0.0
1884,2.0465261485469455e-08,3.9610181801208455e-09
1885,1.8692343672910283e-08,0.0
1886,3.743009102663564e-08,0.0
1887,3.133883907935342e-08,1.3057849246322917e-09
1888,3.6775563927449184e-08,0.0
1889,1.3783300722991498e-08,6.265136742733546e-10
1890,2.4251230357208442e-08,1.3108772956016423e-09
1891,3.6970476458009216e-08,5.736798147637501e-09
1892,3.19694137829174e-08,2.5074049503359674e-09
1893,2.8328715373504565e-08,2.463366621796581e-09
1894,1.6384001710889606e-08,0.0
1895,1.6852119699706236e-08,0.0
1896,2.889544248318998e-08,0.0
1897,2.9133568446582103e-08,0.0
1898,2.2067583316243145e-08,4.52668391659472e-09
1899,2.9296165493519766e-08,0.0
1900,2.0245106924221545e-08,5.191053142894475e-10
1901,2.2913829056392387e-08,5.588738916095792e-10
1902,1.8659077838378835e-08,4.910283846193408e-10
1903,2.5381035939631147e-08,1.0800440541913758e-09
1904,2.956043942958786e-08,1.6123875568041512e-09
1905,2.0643035725242953e-08,8.257214467732865e-09
1906,1.4918134283448126e-08,2.0576738091193647e-09
1907,1.337139288182243e-08,3.599990305858114e-09
1908,3.045061092166179e-08,0.0
1909,3.740668930163338e-08,0.0
1910,1.6566866989364826e-08,0.0
1911,1.5429085564733214e-08,5.320374141248863e-10
1912,3.334029585744247e-08,0.0
1913,2.1211958411981868e-08,0.0
1914,1.7411533548283842e-08,0.0
1915,1.4136913861761968e-08,2.3561523843085297e-09
1916,2.0876177231343718e-08,1.0987462051303964e-09
1917,1.5352993543160665e-08,7.676496771580332e-09
1918,1.2635013924011673e-08,0.0
1919,1.749491218561161e-08,1.8415696745321952e-09
1920,1.1358347151713133e-08,0.0
1921,2.4232791773215467e-08,7.572747429129834e-10
1922,1.3280283539529592e-08,7.377935484775833e-10
1923,2.7601466001669905e-08,5.307974060286824e-09
1924,1.5469948877466777e-08,0.0
1925,8.798542339150117e-09,0.0
1926,2.3406890647947876e-08,0.0
1927,2.5643217327342427e-08,7.804457524684949e-09
1928,1.1426041446327417e-08,7.998228745975666e-09
1929,2.785101571589621e-08,0.0
1930,1.995684684175103e-08,2.100720708497761e-09
1931,1.1405356659111021e-08,0.0
1932,1.6439305028370654e-08,0.0
1933,1.7205993074753678e-08,0.0
1934,1.7972370258689807e-08,0.0
1935,2.154291145473053e-08,2.393656828303392e-09
1936,1.8187071404440758e-08,0.0
1937,1.2591118370153254e-08,2.5182236296217297e-09
1938,2.074434313215079e-08,1.2965214457594243e-09
1939,2.141167065872196e-08,0.0
1940,2.028626333583361e-08,0.0
1941,1.1806010391524069e-08,0.0
1942,9.102635090130207e-09,0.0
1943,1.4516175816936538e-08,0.0
1944,1.6065930807940276e-08,0.0
1945,6.535512131478072e-09,0.0
