year,fût_VERB en_PRON,fût_VERB lent_ADJ
1946,2.5057987684817817e-08,0.0
1947,5.006765846360395e-08,1.1920870957027319e-09
1948,3.152847583010043e-08,0.0
1949,2.9451024730065e-08,0.0
1950,9.571825110299415e-09,0.0
1951,3.1984203729962246e-08,0.0
1952,2.319856839960721e-08,0.0
1953,2.2625037843226892e-08,1.0773827385790469e-09
1954,1.7590565448699635e-08,0.0
1955,2.3464020060259827e-08,2.815682353940474e-09
1956,1.831439710997529e-08,0.0
1957,9.718541527092839e-09,8.835037701437898e-10
1958,2.3989505493204888e-08,0.0
1959,2.2477168570844697e-08,7.750747821333448e-10
1960,1.868625076895114e-08,6.920833350854139e-10
1961,2.292892631317045e-08,1.3896318540318475e-09
1962,2.980719671086263e-08,1.9025869768540815e-09
1963,2.2631185814248056e-08,0.0
1964,2.068549243006146e-08,0.0
1965,2.5171399187229326e-08,1.0944086747954884e-09
1966,2.3818021332999706e-08,0.0
1967,3.007504645324843e-08,9.860671168482327e-10
1968,1.4372530721118437e-08,0.0
1969,1.8167030546578644e-08,0.0
1970,1.609553734738256e-08,1.3796175313274261e-09
1971,2.003974941544584e-08,1.0276794970565106e-09
1972,2.5137719461554298e-08,5.130146862875051e-10
1973,1.929621262775072e-08,0.0
1974,1.012602890426706e-08,0.0
1975,1.4278700888326057e-08,5.711480177694739e-10
1976,1.9425991482080462e-08,0.0
1977,2.1744092748576804e-08,2.3507127355770763e-09
1978,1.7227714366185864e-08,5.940591352171509e-10
1979,1.287434159280565e-08,1.1703946700691858e-09
1980,1.4212877097463661e-08,5.685150683554241e-10
1981,1.8344094243616382e-08,6.325549528618524e-10
1982,1.9864007327896616e-08,0.0
1983,2.084054351314535e-08,0.0
1984,1.3917620833581168e-08,0.0
1985,1.2632671797518924e-08,0.0
1986,1.7384007122700496e-08,5.994485463567401e-10
1987,1.588812459374367e-08,0.0
1988,1.4991384134077634e-08,5.996553809062277e-10
1989,9.878619700032232e-09,5.488122178931576e-10
1990,9.80757164370516e-09,1.089730194969718e-09
1991,1.0550637696837839e-08,0.0
1992,1.322386644631024e-08,0.0
1993,1.1632335983335906e-08,0.0
1994,1.5824779708850656e-08,0.0
1995,1.138714633697191e-08,1.626735190995987e-09
1996,1.5480466686312866e-08,2.135236876199542e-09
1997,8.630809844589749e-09,0.0
1998,1.4781200263769279e-08,9.536258449571733e-10
1999,7.312321859131998e-09,4.570201161957499e-10
2000,1.4579503826439577e-08,4.4180314962005696e-10
2001,1.1391150245287918e-08,0.0
2002,1.3143664823189738e-08,4.38122149670761e-10
2003,5.8336921959778465e-09,4.1669229178253886e-10
2004,1.0571499231559756e-08,0.0
2005,9.908249332113428e-09,1.3511248786457486e-09
2006,1.8118715416903797e-08,1.6471559671771274e-09
2007,7.988958827809256e-09,0.0
2008,8.089135583588813e-09,1.7029758714315335e-09
2009,7.629108011997232e-09,4.76819250749827e-10
2010,1.2281861749841028e-08,0.0
2011,1.3001504761689375e-08,3.82397197240536e-10
2012,1.7021264397953928e-08,1.0212758416727752e-09
2013,1.840822605458925e-08,8.367375126105969e-10
2014,1.7323561252169384e-08,2.165445156521173e-09
2015,1.9505863591007255e-08,8.866301581811342e-10
2016,2.423467826417891e-08,1.0356699942093428e-09
2017,1.3081178806828575e-08,1.2578056374223934e-09
2018,1.9102854409425163e-08,1.8070267504555204e-09
2019,1.632632162795744e-08,0.0
