year,serait_VERB à_ADP,serait_VERB a_ADP,serait_VERB là_ADV
1896,5.922976015426684e-06,8.314811100751385e-08,1.1770470109695452e-06
1897,6.166993443912361e-06,7.866063000960821e-08,1.1694214663293678e-06
1898,6.2869980865798425e-06,1.0581123932595915e-07,1.282183234252443e-06
1899,6.283751190494513e-06,1.0170744069171178e-07,1.3724977634410607e-06
1900,6.329970346996561e-06,9.395805866674323e-08,1.286862129745714e-06
1901,6.456670234911144e-06,1.0395054461653785e-07,1.2490831977629568e-06
1902,5.876627710676985e-06,8.691202246779994e-08,1.1720848078766721e-06
1903,6.228074198588729e-06,8.748357149812591e-08,1.2442108072718838e-06
1904,6.239939921215409e-06,8.921877459044936e-08,1.1947792017963366e-06
1905,6.250711521715857e-06,8.15399956444196e-08,1.2267124702702858e-06
1906,6.4472064877918456e-06,9.310974319332033e-08,1.2258591368663474e-06
1907,6.600325377803529e-06,1.2034253565884612e-07,1.271310907213774e-06
1908,6.556213065778138e-06,7.514425126586843e-08,1.4085863995205727e-06
1909,6.348685019474942e-06,1.0506878422855692e-07,1.229469830832386e-06
1910,6.155392838991247e-06,8.229992010111431e-08,1.1350975910318084e-06
1911,6.138647677289555e-06,9.04463576256731e-08,1.2582685258166748e-06
1912,6.175768703542417e-06,8.751827973441095e-08,1.1674312645482132e-06
1913,5.854500614077551e-06,8.802962980780649e-08,1.2334753591858316e-06
1914,5.61187107450678e-06,9.241506326862492e-08,1.0902298299697577e-06
1915,5.707779109798139e-06,6.479419289995292e-08,1.0932546956610167e-06
1916,6.131003829068504e-06,9.559091651567542e-08,1.2305957852731808e-06
1917,5.791368948848685e-06,1.0747095802177142e-07,1.1437980447226437e-06
1918,6.212981134012807e-06,8.040463406189247e-08,1.0567466688371496e-06
1919,5.6996582316060085e-06,8.379141785974653e-08,1.1601888445511577e-06
1920,6.213016149558825e-06,7.269342638949183e-08,1.1744531320800888e-06
1921,5.731812507292489e-06,8.405749341022783e-08,1.0586701364445616e-06
1922,5.857342785020592e-06,7.082817798931274e-08,1.17825629786239e-06
1923,5.419441549747717e-06,7.325004069969054e-08,1.151830360868189e-06
1924,5.424795745057054e-06,9.024137059832071e-08,1.2221260021760827e-06
1925,5.324217909219442e-06,7.258797696252373e-08,1.1680065199470846e-06
1926,5.242028692009626e-06,4.124071217859182e-08,1.1870637308675214e-06
1927,5.7228971854783595e-06,6.243565953134578e-08,1.2275296512598288e-06
1928,5.011461780668469e-06,5.370239486435224e-08,1.101470388675807e-06
1929,5.534554020414362e-06,4.90177864964636e-08,1.0995580623784917e-06
1930,5.402003353083273e-06,6.512234107525217e-08,1.0409071364847478e-06
1931,5.400436293712119e-06,5.816731984964463e-08,1.2044056347804144e-06
1932,5.52689425603603e-06,5.589363860636354e-08,1.0345802365918644e-06
1933,5.304034402797697e-06,6.423570830804692e-08,1.0507126262382371e-06
1934,5.443231657409342e-06,6.829500520666443e-08,1.1370519814590807e-06
1935,5.17867647431558e-06,5.2660450222674626e-08,9.287388706979982e-07
1936,5.013569534639828e-06,6.304851485339213e-08,9.97864049168129e-07
1937,5.24420056535746e-06,6.92511514799321e-08,1.065208607542445e-06
1938,4.966973847331246e-06,7.001215962532115e-08,1.034624119711225e-06
1939,5.0990365707548335e-06,7.494085085824054e-08,1.081289383364492e-06
1940,4.503550371737219e-06,6.085879089567925e-08,1.0827792493728339e-06
1941,4.565974450088106e-06,7.083605968460915e-08,8.677417895341932e-07
1942,5.22491245646961e-06,5.765002231150618e-08,9.77016156866739e-07
1943,5.022596724302275e-06,6.096793847554238e-08,1.0480679293323192e-06
1944,4.610922132997075e-06,4.177141832428788e-08,1.0667778269635164e-06
1945,4.934311618853826e-06,3.921307412113606e-08,1.1328221489748103e-06
1946,5.0283028940611985e-06,5.0115974481457215e-08,1.1484911510706297e-06
1947,4.923319920635549e-06,5.1259743560905235e-08,1.16109288228472e-06
1948,4.636860012396937e-06,3.8051605866229465e-08,1.0980606930388603e-06
1949,4.319483650760958e-06,5.1048442695211804e-08,1.0062433375424007e-06
1950,4.832708327739965e-06,6.168509525394938e-08,1.1145858707095613e-06
1951,4.67715699414839e-06,4.797630925867935e-08,1.0672063126548892e-06
1952,4.6291688704513945e-06,4.745161907848683e-08,1.140947802014125e-06
1953,4.70277564090793e-06,5.710128392344416e-08,1.1581864782783668e-06
1954,4.744566467707045e-06,5.961246873908976e-08,1.0642291954354732e-06
1955,4.598009127221303e-06,3.4726748587843304e-08,9.639019253881997e-07
1956,4.434700713318307e-06,6.192010459926678e-08,1.0727004564614617e-06
1957,4.5482775021810085e-06,4.4175188729234094e-08,9.241449561159243e-07
1958,4.261032700014766e-06,3.0607300971485785e-08,9.777792229215265e-07
1959,4.421026460477151e-06,3.4878364307822096e-08,1.014572944768588e-06
1960,4.262541096977657e-06,6.090333304342721e-08,9.647641263654805e-07
1961,4.321755113778636e-06,5.141637815508915e-08,1.0415291171739227e-06
1962,4.357558282208629e-06,3.9320131206554976e-08,9.462198704568436e-07
1963,4.286993316782173e-06,4.978860868032342e-08,1.000298425424262e-06
1964,4.196721420157701e-06,3.346182664287767e-08,9.369311442242179e-07
1965,4.379276106192265e-06,7.058936307702268e-08,9.521355650576879e-07
1966,4.299429747334216e-06,4.375869044892511e-08,9.815240673560766e-07
1967,4.167119641351746e-06,3.9935719620132204e-08,9.855740472630714e-07
1968,4.4896191866428126e-06,5.4346130928806247e-08,1.0182039886785788e-06
1969,4.706169420387596e-06,3.9967469778190434e-08,1.0150828302357695e-06
1970,4.503071522776736e-06,8.00178127369211e-08,9.689513262856053e-07
1971,4.241747319611022e-06,5.343933362489395e-08,8.874012564774603e-07
1972,4.249300673109246e-06,5.284051241005727e-08,8.710989618521126e-07
1973,4.046140475111315e-06,4.686223253891342e-08,8.688809316481638e-07
1974,4.178112249064725e-06,3.544110205311313e-08,8.050192832342873e-07
1975,4.0522950257582124e-06,3.255543790103843e-08,7.8418622706522e-07
1976,4.086885837750742e-06,4.570821521276969e-08,8.101781077129999e-07
1977,3.8022778880986152e-06,4.348818416488598e-08,8.627116017123626e-07
1978,3.899998318956932e-06,4.396037700526989e-08,8.958411967796565e-07
1979,4.23331766796764e-06,5.4423352713328654e-08,9.129078648584255e-07
1980,4.048396021971712e-06,5.400893166029874e-08,8.283264492092712e-07
1981,3.921840743714711e-06,3.9850961419674036e-08,8.299120963783935e-07
1982,3.895207555615343e-06,6.145427144943483e-08,8.336675705322705e-07
1983,4.052538315590937e-06,3.0313517807023516e-08,7.603640597153571e-07
1984,3.999576165369945e-06,3.2474447575481236e-08,8.518743470631307e-07
1985,3.8854491322126705e-06,5.474157727114459e-08,8.331547860507271e-07
1986,4.1703633542056195e-06,4.316029428297341e-08,8.158494892995805e-07
1987,3.8345374377968255e-06,2.627651163322753e-08,7.931840286801162e-07
1988,3.984110207966296e-06,3.837794371186476e-08,7.525675300712464e-07
1989,4.0902973523770925e-06,4.500260042394899e-08,7.65593028972944e-07
1990,3.937740075343754e-06,3.596109499071076e-08,7.372024697360757e-07
1991,3.71323812942137e-06,1.8756689479371147e-08,8.123990937747294e-07
1992,3.875694801536156e-06,2.2590771142638744e-08,7.427404966620088e-07
1993,3.946685410483042e-06,3.046564001074614e-08,7.666263286409958e-07
1994,3.958832621719921e-06,2.05722139323683e-08,7.495670502066787e-07
1995,3.950797690777108e-06,2.277429311803303e-08,7.412490390379389e-07
1996,3.9982310227060225e-06,2.6156651067310577e-08,7.286495815606031e-07
1997,4.07470133723109e-06,3.020783623242096e-08,6.851904004179232e-07
1998,3.987586296716472e-06,2.0979769144169325e-08,7.843572689125722e-07
1999,4.1597972995077725e-06,2.6507167127931552e-08,6.850731324448134e-07
2000,3.966066742577823e-06,2.606638671576178e-08,6.874457199046446e-07
2001,4.003551111964043e-06,1.708672603406569e-08,7.307860983019054e-07
2002,3.973767888965085e-06,2.3658595083020373e-08,7.785430398143944e-07
2003,4.236510449118214e-06,1.5417615184531996e-08,7.16294039193599e-07
2004,4.055050794704584e-06,1.7619165515458945e-08,7.259096150846744e-07
2005,3.960146841563983e-06,3.332774656250592e-08,7.300578204194608e-07
2006,3.929290414816933e-06,1.8942294455204234e-08,7.696336297158268e-07
2007,4.114313924219459e-06,1.4779574231127413e-08,8.931656338972971e-07
2008,3.935151653422508e-06,1.788124590063056e-08,8.783098337517004e-07
2009,4.0734666981734335e-06,2.002640919762655e-08,9.560226317262277e-07
2010,4.049235485581448e-06,1.2281862193930237e-08,1.049626803251158e-06
2011,3.7138415791559964e-06,8.412738061736036e-09,1.1299837296974147e-06
2012,4.022124358016299e-06,8.851057275993668e-09,1.2582117960846517e-06
2013,4.131809873797465e-06,9.483025364964703e-09,1.4051612424736959e-06
2014,4.284766419004882e-06,4.547434942492323e-09,1.5340013987952261e-06
2015,4.1882190089381766e-06,4.654808385962106e-09,1.4746875649507274e-06
2016,4.420654022396775e-06,6.628288057308751e-09,1.561169028718723e-06
2017,3.86548845199286e-06,5.534344982294215e-09,1.5015683629826526e-06
2018,4.015729700768134e-06,5.937373259712331e-09,1.5925068055366864e-06
2019,3.885154455929296e-06,3.3162841917011576e-09,1.5788062910360168e-06
