year,aient_VERB assez_ADV,aient_VERB lassé_VERB
1879,7.147910707772098e-08,0.0
1880,6.610381575455904e-08,6.417846254436199e-10
1881,6.554157039317943e-08,0.0
1882,8.652000360598322e-08,0.0
1883,7.014466518739937e-08,0.0
1884,5.743476449993068e-08,0.0
1885,8.37932674357944e-08,0.0
1886,5.8726520535401505e-08,0.0
1887,6.006610675513002e-08,0.0
1888,5.7699594435689505e-08,8.242799331981132e-09
1889,4.448246926358479e-08,6.265136742733546e-10
1890,6.161123167203186e-08,1.3108772956016423e-09
1891,5.418086956865409e-08,0.0
1892,7.14610379759506e-08,0.0
1893,5.6041589147071136e-08,6.774258043407144e-09
1894,6.742646974089439e-08,3.780923574225881e-09
1895,6.801034402315054e-08,0.0
1896,5.189385632320409e-08,0.0
1897,6.409384667449558e-08,0.0
1898,4.809601605870739e-08,0.0
1899,5.251199297617859e-08,0.0
1900,4.152842336679896e-08,2.07642125715779e-09
1901,8.494883019238841e-08,5.588738916095792e-10
1902,5.3031065760933416e-08,0.0
1903,5.34621804604285e-08,0.0
1904,4.83716249277677e-08,5.374625189347171e-10
1905,5.3155819301764495e-08,0.0
1906,6.173021205313489e-08,0.0
1907,4.988558188756542e-08,0.0
1908,6.188350454294778e-08,4.911389073214423e-10
1909,4.620826032919467e-08,3.300590023513905e-09
1910,7.749018493541371e-08,4.275320542035388e-09
1911,5.533189195716659e-08,3.7242617878519013e-09
1912,6.147116948795883e-08,1.0418842455450772e-09
1913,4.5075413623862914e-08,0.0
1914,5.6252648761301316e-08,0.0
1915,7.421880354741006e-08,2.3561523843085297e-09
1916,4.504859418830165e-08,1.0987462051303964e-09
1917,5.263883906536648e-08,1.0966424435210342e-09
1918,7.466144325007917e-08,0.0
1919,5.985101125816072e-08,0.0
1920,3.63467123065675e-08,1.514446346106979e-09
1921,2.7261890522822796e-08,0.0
1922,4.721878710256533e-08,7.377935484775833e-10
1923,4.140219900250486e-08,3.1847844361720945e-09
1924,3.9964035636330664e-08,0.0
1925,4.6192347724627325e-08,0.0
1926,5.015762383209221e-08,3.343841648018042e-09
1927,4.1252132376712325e-08,3.3447675740205796e-09
1928,2.9707706517001498e-08,0.0
1929,6.572840050012019e-08,0.0
1930,3.7812974085227324e-08,2.100720708497761e-09
1931,5.7026781519198266e-08,1.1405356659111021e-09
1932,6.904507898752854e-08,0.0
1933,4.01473165823063e-08,1.1470662197865522e-09
1934,4.313368862085554e-08,0.0
1935,4.787313656606784e-08,0.0
1936,5.8198629915295896e-08,0.0
1937,6.1696475484041e-08,0.0
1938,4.148868626430158e-08,0.0
1939,4.129393715857077e-08,0.0
1940,3.0429394115571995e-08,5.0715658339584024e-09
1941,4.427253941230447e-08,0.0
1942,4.5513175450651033e-08,0.0
1943,3.4838823381733164e-08,2.9032352077962287e-09
1944,2.2492303131116387e-08,6.4263723231761105e-09
1945,5.010559434026618e-08,2.178504043826024e-09
1946,6.821341003160342e-08,0.0
1947,5.006765846360395e-08,0.0
1948,4.240036233227329e-08,1.0871887834440486e-09
1949,3.6322930441201606e-08,0.0
1950,2.4461330738745346e-08,0.0
1951,3.5182626589858046e-08,0.0
1952,3.9015773722894664e-08,0.0
1953,4.740483916521043e-08,4.3095309543161875e-09
1954,4.593092128857279e-08,0.0
1955,4.223523575319632e-08,0.0
1956,4.7966278060584955e-08,0.0
1957,3.975766915687018e-08,4.417518795207798e-09
1958,6.038737865310395e-08,8.272243445794913e-10
1959,4.417926291466756e-08,7.750747821333448e-10
1960,4.221708493901133e-08,1.3841666701708277e-09
1961,4.099414141478519e-08,0.0
1962,5.5175021884679154e-08,0.0
1963,5.1728427763464424e-08,0.0
1964,5.77976990712159e-08,1.8251904432275978e-09
1965,4.487075599968193e-08,2.188817349590977e-09
1966,5.0405581930590415e-08,0.0
1967,4.3879985867079085e-08,0.0
1968,4.626158300879979e-08,0.0
1969,5.7226149152711514e-08,0.0
1970,5.5184699476740207e-08,1.8394900047624674e-09
1971,5.0356295133724416e-08,0.0
1972,4.2580218462262565e-08,0.0
1973,3.6387145740945925e-08,1.102640756478479e-09
1974,4.050411561706824e-08,0.0
1975,3.255543745694922e-08,0.0
1976,4.1137393935741784e-08,0.0
1977,3.408533544302372e-08,0.0
1978,4.455443658457625e-08,0.0
1979,4.154901134256761e-08,5.851973350345929e-10
1980,3.183684427199296e-08,0.0
1981,4.2381181231121445e-08,0.0
1982,3.47620137119975e-08,6.207502289967692e-10
1983,2.7787390166622572e-08,0.0
1984,4.001315900836744e-08,1.1598016991243298e-09
1985,2.5866899733273385e-08,6.015558051686298e-10
1986,2.937297871596911e-08,1.1988970927134801e-09
1987,4.27757171905796e-08,0.0
1988,3.47800117594943e-08,0.0
1989,2.4147738031388144e-08,0.0
1990,2.3429199913493903e-08,0.0
1991,4.0444110283033297e-08,1.7584396161396398e-09
1992,3.4161654838271716e-08,0.0
1993,4.09901339537555e-08,0.0
1994,3.586950114708998e-08,0.0
1995,2.548551947256783e-08,0.0
1996,4.4839975288368805e-08,0.0
1997,2.924885578181602e-08,0.0
1998,2.6224711291433778e-08,4.768129224785866e-10
1999,2.8792268125243936e-08,4.570201161957499e-10
2000,1.899753598877396e-08,0.0
2001,4.249775287235025e-08,4.3812117822561447e-10
2002,4.0745359086713506e-08,0.0
2003,2.8335076507346457e-08,4.1669229178253886e-10
2004,2.686922684347337e-08,0.0
2005,2.9274373147814003e-08,4.5037495954858286e-10
2006,2.635449547483404e-08,0.0
2007,3.515141955290346e-08,0.0
2008,2.6396126173722223e-08,0.0
2009,3.4807804638603557e-08,0.0
2010,3.590082542359596e-08,1.4171379625338432e-09
2011,4.703485600998647e-08,0.0
2012,3.948933269271038e-08,0.0
2013,4.0442312609911824e-08,0.0
2014,3.9844191945803686e-08,0.0
2015,3.901172718201451e-08,2.2165753954528356e-10
2016,4.5983750140976554e-08,8.285360175719347e-10
2017,6.037467414898856e-08,0.0
2018,3.872199982879465e-08,0.0
2019,4.311169377047008e-08,0.0
