year,soit_VERB également_ADV,soit_VERB egalement_ADV,soit_VERB légalement_ADV
1901,3.705333995185356e-07,0.0,4.8622027293276915e-08
1902,4.915194153909397e-07,9.820567692386817e-10,6.579780631454923e-08
1903,3.828756121038168e-07,1.0800440541913758e-09,5.562226945698967e-08
1904,3.6654944324254757e-07,0.0,4.72967016662551e-08
1905,3.6692998151011125e-07,5.160759042333041e-10,6.967025001358707e-08
1906,3.657515321719984e-07,1.0288369045596824e-09,7.201858664984684e-08
1907,4.618273408141249e-07,1.5428529565042481e-09,1.0542829187443203e-07
1908,4.2630856000869244e-07,4.911389073214423e-10,6.974172350737717e-08
1909,3.7791755858052056e-07,4.400786846048277e-09,6.381140593703094e-08
1910,4.0081130237012985e-07,1.068830135508847e-09,4.649411167179096e-08
1911,4.83621988678351e-07,5.320374141248863e-10,5.001151848205154e-08
1912,3.6986889995205274e-07,5.209421227725386e-10,4.4801023335594437e-08
1913,3.759819833248912e-07,5.30298971401777e-10,5.780258760523793e-08
1914,3.4823068517653155e-07,0.0,4.486818383497848e-08
1915,2.9569713433375e-07,0.0,6.479419312199752e-08
1916,3.9444989852199797e-07,1.0987462051303964e-09,6.043104150421641e-08
1917,3.553121530330827e-07,1.0966424435210342e-09,6.908847183240141e-08
1918,3.9972590570869215e-07,0.0,4.135095466040184e-08
1919,3.498982437122322e-07,1.8415696745321952e-09,3.9593746947730324e-08
1920,3.748254755464586e-07,1.514446346106979e-09,4.846228307542333e-08
1921,3.483463899556227e-07,0.0,4.543648302046677e-08
1922,4.6480994342346094e-07,7.377935484775833e-10,3.9840852394945614e-08
1923,2.919385622135451e-07,0.0,4.671016995416721e-08
1924,3.85459571816682e-07,0.0,3.609654797287476e-08
1925,4.6632274575131305e-07,1.0998177923937646e-09,4.06932585406139e-08
1926,3.9234407722688047e-07,3.343841648018042e-09,3.1209186346359274e-08
1927,4.5711823304372956e-07,3.3447675740205796e-09,3.2332753363562006e-08
1928,4.341895589732303e-07,1.1426041224282812e-09,5.484499610020066e-08
1929,4.1442311271566723e-07,0.0,1.893869061575515e-08
1930,4.2854702542172163e-07,1.0503603542488804e-09,3.7812974085227324e-08
1931,4.174360412889655e-07,0.0,3.763767608688795e-08
1932,3.8687164760631276e-07,0.0,3.835837958376942e-08
1933,4.014731871393451e-07,0.0,3.785318369864399e-08
1934,3.929958438675385e-07,0.0,4.7926320689839486e-08
1935,4.009375231817103e-07,1.196828414151696e-09,3.8298509252854274e-08
1936,3.5161673395123216e-07,1.2124714565686645e-09,4.7286388138445545e-08
1937,4.0039756754595146e-07,0.0,4.658713592675667e-08
1938,5.432424927676038e-07,1.2965214457594243e-09,3.630260181353151e-08
1939,3.9611589386367996e-07,0.0,1.2235240376412548e-08
1940,3.62616958682338e-07,0.0,5.832300686847702e-08
1941,4.1616186763349106e-07,2.9515025978810172e-09,4.132103725851266e-08
1942,3.6410540360520827e-07,6.068423541449874e-09,2.4273694165799498e-08
1943,4.238723363414465e-07,0.0,4.935499831049128e-08
1944,3.7594278978758666e-07,3.2131861615880553e-09,4.819779064746399e-08
1945,5.141269525665848e-07,0.0,3.921307367704685e-08
1946,4.2459367932679015e-07,1.3921104269343232e-09,3.201854070766785e-08
1947,3.802757930770895e-07,2.3841741914054637e-09,5.1259746669529704e-08
1948,4.2509080344643735e-07,5.435944139264848e-09,4.783630558335972e-08
1949,4.0053393490779854e-07,0.0,4.613993809243766e-08
1950,4.5625699840456946e-07,0.0,4.892266147749069e-08
1951,3.74215204601569e-07,2.1322803522849654e-09,7.249753508631329e-08
1952,4.3022799900427344e-07,3.1634410646574906e-09,3.690681538159879e-08
1953,4.815900638277526e-07,1.0773827385790469e-09,5.0636987936059086e-08
1954,4.3194609133934136e-07,2.9317608341017376e-09,4.49536656788041e-08
1955,4.2610659534148e-07,4.6928039232341234e-09,4.880516257799172e-08
1956,4.5088302158546867e-07,1.744228317335228e-09,5.319896345667985e-08
1957,4.532374475729739e-07,1.7670075402875796e-09,6.184526313290917e-08
1958,4.285022043859499e-07,1.6544486891589827e-09,4.549733745307094e-08
1959,4.2551604906293505e-07,3.100299128533379e-09,5.968075811324525e-08
1960,4.477779214084876e-07,0.0,5.536666591865469e-08
1961,4.6552668209187686e-07,1.3896318540318475e-09,3.960450811746341e-08
1962,4.388633954022225e-07,6.341956404476434e-10,5.45408234131628e-08
1963,4.4357125261740293e-07,4.526237162849611e-09,3.814971449855875e-08
1964,5.067945494374726e-07,1.8251904432275978e-09,4.258777863697105e-08
1965,4.662180970171903e-07,1.6416130677043839e-09,3.720989383282358e-08
1966,4.6971354095148854e-07,5.539074754423723e-10,3.212663202134536e-08
1967,4.6788883878434717e-07,1.9721342336964653e-09,3.5991448044114804e-08
1968,4.3746391042986943e-07,1.7965663401398047e-09,3.054162789339898e-08
1969,7.543859510406037e-07,5.904285060864822e-09,7.403065183098079e-08
1970,6.424418756978412e-07,1.8394900047624674e-09,3.724967356788511e-08
1971,4.619419371465483e-07,5.138397485282553e-10,3.288574390580834e-08
1972,4.3606249278127507e-07,5.130146862875051e-10,2.8215808356435446e-08
1973,4.206574431009358e-07,2.205281512956958e-09,2.921997932503473e-08
1974,4.2979368686246744e-07,1.6876715580593782e-09,3.31908722728258e-08
1975,4.4206856841810804e-07,5.140332159925265e-09,3.5982324675387645e-08
1976,4.5479674781745416e-07,1.7140580066410394e-09,2.628222439682304e-08
1977,4.2136525735259056e-07,3.526069214387917e-09,2.938390863960194e-08
1978,4.0811863755152444e-07,1.7821774056514528e-09,2.9108898402796513e-08
1979,4.1080852497543674e-07,2.925986564150662e-09,2.57486831856113e-08
1980,4.730045475298539e-07,5.685150683554241e-10,3.240536017301565e-08
1981,4.320350228681491e-07,6.325549528618524e-10,2.0241758491579276e-08
1982,5.214301950218214e-07,6.207502289967692e-10,3.41412622617554e-08
1983,4.3259913695692376e-07,1.89459470334441e-09,3.410270821291306e-08
1984,4.523226664332469e-07,5.799008495621649e-10,3.2474446243213606e-08
1985,3.741677119251108e-07,1.2031116103372597e-09,3.308556983938615e-08
1986,3.7285698795130884e-07,4.7955883708539204e-09,2.6975184752586756e-08
1987,4.2225744323332037e-07,1.8332451112712533e-09,3.0554083707556856e-08
1988,4.119632421861752e-07,5.996553809062277e-10,2.5185526553173077e-08
1989,4.505748449901148e-07,1.0976244357863152e-09,2.359892548042808e-08
1990,3.982963789894711e-07,1.089730194969718e-09,3.432650075296806e-08
1991,4.425406245900376e-07,1.1722930404189924e-09,3.8099525312418336e-08
1992,3.719212315900222e-07,2.7549720282848966e-09,3.967159756257388e-08
1993,4.0546999002799566e-07,0.0,2.3264671966671813e-08
1994,3.9509200178144965e-07,0.0,2.4264663167627987e-08
1995,4.061415666001267e-07,0.0,2.6570008415660595e-08
1996,4.275811704701482e-07,2.6690460952494277e-09,2.93595068256991e-08
1997,4.5935090042803495e-07,9.58978896292706e-10,1.965906726297817e-08
1998,4.338997712238779e-07,1.9072516899143466e-09,3.0516027038629545e-08
1999,4.4102441165705386e-07,4.570201161957499e-10,2.9249287436527993e-08
2000,4.3473428945617343e-07,1.7672125984802278e-09,3.269343196166119e-08
2001,4.433786386925931e-07,8.762423564512289e-10,3.9430904763548824e-08
2002,4.210353949929413e-07,1.3143663935011318e-09,2.6725450297249154e-08
2003,4.512777422860381e-07,4.1669229178253886e-10,3.2501997537792704e-08
2004,4.4224103135093173e-07,8.809582507929292e-10,2.9071621554521698e-08
2005,4.0668859924153367e-07,4.053374524914943e-09,2.296912349208924e-08
2006,4.282605630123726e-07,8.235779835885637e-10,2.5119128110873135e-08
2007,4.4298778334450617e-07,7.988958938831558e-10,2.157018919035636e-08
2008,4.240409907652065e-07,1.2772318758180745e-09,2.4693150635357597e-08
2009,4.081572910763498e-07,4.76819250749827e-10,3.385416746937153e-08
2010,3.750691632831149e-07,9.447586046817946e-10,2.172944846279279e-08
2011,3.498934404433385e-07,1.1471915639660324e-09,2.6385405860196443e-08
2012,3.1761678087605105e-07,3.404252713057332e-10,2.519147024315771e-08
2013,3.324637134483055e-07,0.0,2.8449075983871808e-08
2014,3.16588085524927e-07,0.0,3.031623307947484e-08
2015,3.211817727333255e-07,0.0,2.1500781599570473e-08
2016,3.270645834163588e-07,0.0,3.252003821785365e-08
2017,3.252685587540327e-07,0.0,2.5156113636626287e-08
2018,3.219088853256835e-07,0.0,2.5298373174109656e-08
2019,3.1147561685429537e-07,7.65296326310505e-10,3.21424451499297e-08
