year,seront_VERB à_ADP,seront_VERB a_ADP,seront_VERB là_ADV
1956,1.7110879753090558e-06,3.5756680061282964e-08,1.8750453989468951e-07
1957,1.6733561096771155e-06,3.0039128351422306e-08,1.3782658925265423e-07
1958,1.6900193031688104e-06,2.48167307259628e-08,2.1342387412914832e-07
1959,1.8175503555539763e-06,2.9452841832089405e-08,1.643158498154662e-07
1960,1.6381612795157707e-06,2.3530833559437525e-08,1.8201791363026132e-07
1961,1.7849821460913518e-06,4.168895717526766e-08,2.36237411854745e-07
1962,1.7205727544933325e-06,2.7904608845830126e-08,1.8264834977799183e-07
1963,1.6766475710028317e-06,2.1984581488609933e-08,1.8751553909623908e-07
1964,1.7923371160577517e-06,1.8251905320454398e-08,1.928617905377905e-07
1965,1.6137055354192853e-06,3.337946508086276e-08,1.5978366718627512e-07
1966,1.6218410792134819e-06,2.326411419062424e-08,1.4844719942175288e-07
1967,1.8335917957301717e-06,3.007504723040455e-08,1.9918556404263654e-07
1968,1.693712874839548e-06,2.0660512634051997e-08,1.6842808747696836e-07
1969,2.716425342441653e-06,2.99756011123975e-08,1.680450338881201e-07
1970,2.0450529518711846e-06,2.7132477625757545e-08,1.9498594383549062e-07
1971,1.7999806232182891e-06,2.106742980068077e-08,1.7316399691935658e-07
1972,1.735528712742962e-06,2.5137719017465088e-08,1.893024261789833e-07
1973,1.6269464140350465e-06,1.709093200297218e-08,1.7256327566883556e-07
1974,1.8266231336383498e-06,3.544110294129155e-08,1.8620642094901996e-07
1975,1.6306275938404724e-06,2.341706917263764e-08,1.8847885030481848e-07
1976,1.6340686670446303e-06,2.3425460182746605e-08,1.7369121962929057e-07
1977,1.5303139662137255e-06,2.3507126911681553e-08,1.745404176745069e-07
1978,1.6592072142884717e-06,3.5643549001207475e-08,1.78217746338305e-07
1979,1.715798589430051e-06,1.8726315165196183e-08,1.5858847746130778e-07
1980,1.6106031353047001e-06,3.240535872972572e-08,1.8533590662173083e-07
1981,1.6939821989581105e-06,1.2018544104375195e-08,1.973571386315598e-07
1982,1.7232026721103466e-06,2.7313010853013964e-08,2.0857207516655762e-07
1983,1.5756713764858432e-06,3.726036634787988e-08,2.071423637062253e-07
1984,1.5587735333610908e-06,2.7835240778983916e-08,2.1340350997434143e-07
1985,1.5893103864073055e-06,1.564045115642898e-08,1.9009164020644675e-07
1986,1.5285937706721597e-06,1.7384007400256252e-08,2.1040644071490533e-07
1987,1.47209573242435e-06,1.3443797297618687e-08,1.8576882609977474e-07
1988,1.4949408750908333e-06,1.4991384633677995e-08,1.7270075147735042e-07
1989,1.733149019855773e-06,1.8659615852456568e-08,1.640948568137901e-07
1990,1.5773844097566325e-06,1.6890817911008327e-08,1.8797845768858679e-07
1991,1.6060414509411203e-06,2.0515128540399274e-08,2.1746035372416372e-07
1992,1.5785990399308503e-06,9.917899501665772e-09,1.7521622908134304e-07
1993,1.573688791722816e-06,9.970573366935298e-09,1.9276441776128195e-07
1994,1.5228713436954422e-06,6.329911927949183e-09,2.24711868668237e-07
1995,1.534011289550108e-06,7.591431094855494e-09,2.120178237419168e-07
1996,1.5149505543377018e-06,9.60856594289794e-09,1.9270513007541012e-07
1997,1.6163589862117078e-06,1.5343662784772505e-08,1.9802914152933226e-07
1998,1.589217504260887e-06,2.050295500044541e-08,1.8786428768180485e-07
1999,1.4889715203025844e-06,6.855301576402795e-09,1.695544682434047e-07
2000,1.528197117295349e-06,7.952456693161025e-09,1.8688272973577114e-07
2001,1.4681440916319843e-06,1.3581756497238473e-08,1.761247148124312e-07
2002,1.4988158909545746e-06,1.4458031272202021e-08,2.0285055768454185e-07
2003,1.4534226693285746e-06,1.0000615113803235e-08,2.0292914371111692e-07
2004,1.476045554227312e-06,1.1892936080393213e-08,1.9997752076506004e-07
2005,1.4231849263524055e-06,1.1259373988714572e-08,1.7249361405902164e-07
2006,1.447850081603974e-06,1.2353669365250397e-08,2.1289490348408435e-07
2007,1.3824893585479003e-06,1.677681391032415e-08,2.608394993330876e-07
2008,1.393885781908466e-06,1.1069342942260363e-08,2.8822867648159445e-07
2009,1.465265540900873e-06,1.2397300297450897e-08,3.2376027547798003e-07
2010,1.3254963278086507e-06,4.723792912386671e-09,4.081357189988921e-07
2011,1.4993794366091606e-06,6.1183551280930004e-09,4.909979907097295e-07
2012,1.5169349580901326e-06,5.106379125097149e-09,5.620421461571823e-07
2013,1.414923190168338e-06,5.578250139581797e-09,5.620087222268921e-07
2014,1.3157244893591269e-06,4.11434586400361e-09,6.119548174865486e-07
2015,1.3547709158956422e-06,4.433150652127793e-09,6.126614380264073e-07
2016,1.404368504154263e-06,3.5212779914139958e-09,6.195377864059992e-07
2017,1.813252652027586e-06,4.276539233849519e-09,6.912899834787822e-07
2018,1.3529466968975612e-06,2.5814667625745358e-09,7.207455041680078e-07
2019,1.3688600120076444e-06,2.5509878653906526e-09,6.755015533599362e-07
