year,seront_VERB à_ADP,seront_VERB a_ADP,seront_VERB là_ADV
1800,2.6662514756026212e-06,4.7162467708972144e-08,6.917161954334006e-08
1801,2.012099230341846e-06,1.1905912700171939e-08,2.6193008650921e-08
1802,2.437007879052544e-06,3.1329761895904085e-08,6.489736392722989e-08
1803,2.457427399349399e-06,1.3652374342143503e-08,3.90067853572873e-08
1804,2.5015131086547626e-06,2.4718509461507665e-09,5.9324420931261557e-08
1805,2.928164121840382e-06,8.528632911009026e-09,1.506725197941705e-07
1806,3.440713044255972e-06,4.3225035994964855e-08,3.1698359492793315e-08
1807,3.8433895497291815e-06,2.8469551160981155e-08,1.9928686256776018e-08
1808,3.2155589906324167e-06,3.172503637571822e-08,4.078933102391602e-08
1809,3.079058615185204e-06,3.840351947559384e-08,8.584316191218022e-08
1810,3.09598772219033e-06,1.4040760554223652e-08,3.7442028144596406e-08
1811,3.367004183019162e-06,7.771938115297417e-08,1.0028307073639553e-08
1812,2.9766044917778345e-06,3.200649834056435e-08,2.1337665856435706e-08
1813,2.982143996632658e-06,4.888760796184499e-08,1.4378708002027452e-08
1814,3.2599575661151903e-06,9.440031423224582e-09,1.1328037885505182e-07
1815,3.174632183799986e-06,2.4275012000529728e-08,4.045835311217161e-08
1816,3.223786961825681e-06,2.3176038865813098e-08,2.062667476820934e-07
1817,2.6793791221280117e-06,2.8023721343473085e-08,6.383181272440197e-08
1818,3.281900035290164e-06,1.6689648107970356e-08,7.74876554032744e-08
1819,2.964540726679843e-06,2.6912729822470283e-08,3.622867339458935e-08
1820,3.206323299309588e-06,1.6613073583471305e-08,5.22125169766241e-08
1821,2.523554940125905e-06,1.6764529986446064e-08,1.2918549430196435e-07
1822,2.8021595426253043e-06,1.9048670196752937e-08,4.912551787583652e-08
1823,2.0180445972073358e-06,3.953074634299725e-08,6.621399961659336e-08
1824,2.617281779748737e-06,1.8526447931321854e-08,6.82110155025839e-08
1825,2.9859256756026298e-06,1.7610886082763955e-08,8.277116592125822e-08
1826,3.1664703783462755e-06,1.145037975547325e-08,4.051672775062798e-08
1827,3.441729859332554e-06,2.6730091917670507e-08,8.940754980812926e-08
1828,2.735180260060588e-06,2.109629271274116e-08,6.420610532131832e-08
1829,3.0349042390298564e-06,2.143293986733852e-08,3.3435387791769244e-08
1830,2.4589185159129556e-06,1.5655253760016308e-08,7.618890407457002e-08
1831,3.0589947073167423e-06,4.833273958837481e-08,1.0446107978623331e-07
1832,2.5747531253728084e-06,2.1647950210201827e-08,1.1094574858816486e-07
1833,2.5657736841822043e-06,2.6642344885807745e-08,8.91939393454777e-08
1834,3.564857252058573e-06,2.0535967593104942e-08,1.3815105148751172e-07
1835,2.9972518404974835e-06,2.7227116561334697e-08,1.2630357559828553e-07
1836,3.0559251626982586e-06,2.6210924986003192e-08,1.397915951883988e-07
1837,2.5806816665863153e-06,2.0873672124110954e-08,1.3776623575267877e-07
1838,2.5905112579494016e-06,3.408567472718005e-08,7.763959075646198e-08
1839,2.897267222579103e-06,1.5381245610512906e-08,1.1466019600447908e-07
1840,2.765081944744452e-06,2.93005673057678e-08,9.23604872582473e-08
1841,2.554094180595712e-06,1.733548193882939e-08,1.001605554051821e-07
1842,2.3512468487751903e-06,2.884554017867913e-08,1.442276982288604e-07
1843,2.3621737454959657e-06,2.658110043185502e-08,9.628264763250627e-08
1844,2.2332956177706365e-06,2.9089374908863874e-08,1.2843233321291336e-07
1845,2.6020602490461897e-06,4.0735663120461396e-08,1.1997489934856276e-07
1846,2.400345465503051e-06,2.2832554291696283e-08,7.786486833083472e-08
1847,2.731667791522341e-06,5.501088207182647e-08,9.492073616002017e-08
1848,2.6589457320369547e-06,3.5398974640443726e-08,1.2711450381175382e-07
1849,2.6847644676308846e-06,8.295620546050486e-08,1.1396004140351579e-07
1850,2.3435613911715336e-06,1.9009189777818847e-08,1.0658723681444826e-07
1851,2.2547237676917575e-06,3.934157510876446e-08,1.064157402197452e-07
1852,2.564503802204854e-06,3.05995628835376e-08,6.966283905285309e-08
1853,2.1863243091502227e-06,3.105404489112118e-08,1.0391161708867003e-07
1854,2.2699857709085336e-06,4.831967964635808e-08,1.1742201877495972e-07
1855,2.166291778848972e-06,2.9718847827098216e-08,1.4063382991480466e-07
1856,2.222049715783214e-06,2.2779632291580754e-08,9.526028321715785e-08
1857,1.8813335600498249e-06,2.1966791607930247e-08,1.1032210522898822e-07
1858,2.2231970433495007e-06,3.2787628556629755e-08,1.1598012150670911e-07
1859,2.30115324484359e-06,2.698851875315711e-08,1.1202781280417184e-07
1860,2.3975289877853356e-06,2.7463103874358907e-08,1.597437204736707e-07
1861,2.6329225875088014e-06,8.913171722912949e-08,1.169559027403011e-07
1862,2.4681758077349514e-06,5.286044049701566e-08,1.206302329137543e-07
1863,2.3459733711206354e-06,2.3974179197416845e-08,1.108805847138683e-07
1864,2.7152543680131203e-06,3.3563095414024247e-08,1.294576605914699e-07
1865,2.582174829512951e-06,2.8241066818424088e-08,1.327330068079391e-07
1866,2.0002535165986046e-06,1.9949013552178485e-08,1.571592918025999e-07
1867,2.5365645797137404e-06,4.464586567110018e-08,1.3151118594123545e-07
1868,2.577626219135709e-06,3.60610815652862e-08,1.239908442585147e-07
1869,2.2430003809859045e-06,3.2231225244316875e-08,1.689697626261477e-07
1870,2.2758440536563285e-06,2.5229813793714584e-08,1.2500225921030506e-07
1871,2.666977707121987e-06,5.5230122475435905e-08,2.0605084216640535e-07
1872,2.2193735276232474e-06,3.688876892837811e-08,1.0945684181251636e-07
1873,2.3105976652004756e-06,2.9331422179978972e-08,1.3288929778809688e-07
1874,2.7925323138333624e-06,3.823749689102485e-08,1.236744111565713e-07
1875,2.4648338694532868e-06,3.776207790906483e-08,1.2587359776716767e-07
1876,2.7194973881705664e-06,5.8041740746972437e-08,1.2333870813563408e-07
1877,2.4343435143237002e-06,3.339800735968623e-08,9.833857461671869e-08
1878,2.3190100364445243e-06,3.2611079170408175e-08,9.541760448428249e-08
1879,2.4956593733804766e-06,4.948553466999073e-08,1.1057878879228156e-07
1880,2.793046633087215e-06,4.1715999765656875e-08,1.3092406447867688e-07
1881,2.123825879607466e-06,3.3468037008432816e-08,1.1016562240229177e-07
1882,2.067162540697609e-06,3.793569547383413e-08,1.2911446845009777e-07
1883,2.1397281670942903e-06,3.7916033257534565e-08,9.731782313338044e-08
1884,2.1831810954608954e-06,3.234831424947515e-08,1.4457715735716192e-07
1885,2.232768110843608e-06,4.1896630609272734e-08,9.732909944659696e-08
1886,2.272264737257501e-06,4.581959212046627e-08,1.0583680420950259e-07
1887,2.50057814810134e-06,3.52561939642726e-08,1.5016526333511138e-07
1888,2.3770965071889805e-06,4.755461024963381e-08,1.1920355547090367e-07
1889,2.2316417016554624e-06,3.445825108583378e-08,1.0776034997661554e-07
1890,2.181955323976581e-06,3.2771932723107966e-08,1.1142456912693888e-07
1891,2.376309339524596e-06,3.697047767925454e-08,1.1409854039357015e-07
1892,2.434690259178751e-06,5.0774949134080316e-08,1.1972858260378416e-07
1893,2.2638339487457415e-06,3.263960690613743e-08,7.451684069792464e-08
1894,2.3882832920207875e-06,2.3945848637296763e-08,1.2224985823650059e-07
1895,2.5880042358039645e-06,3.5509827078783474e-08,1.1916856834659484e-07
1896,2.5333636131108506e-06,4.009979592822788e-08,1.2029939000512968e-07
1897,2.5754072794370586e-06,4.195233749282323e-08,1.35762419972707e-07
1898,2.560971324783168e-06,3.3384293107729945e-08,1.1090375551248144e-07
1899,2.5907759209076175e-06,4.2009594025671504e-08,1.1331535887393329e-07
1900,2.3193624656414613e-06,4.464305580764716e-08,1.2614259503607173e-07
1901,2.3869504275353393e-06,3.241468499171063e-08,1.3133536924669897e-07
1902,2.264131808260572e-06,2.7497590426861507e-08,1.1882887207548265e-07
1903,2.7746332307287958e-06,3.7801541896698154e-08,1.301453096402838e-07
1904,2.4798521280899877e-06,3.332267617395246e-08,1.3597801284959132e-07
1905,2.4921305339375976e-06,2.9416326707831786e-08,1.1714922720784671e-07
1906,2.4218820726673584e-06,4.372556716703002e-08,1.4866692765735934e-07
1907,2.552393198129721e-06,5.0399864726102805e-08,1.383424859113802e-07
1908,2.4198413939302554e-06,4.22379444753318e-08,1.350632032881549e-07
1909,2.501297331036767e-06,3.6306492368076704e-08,1.4852655283448257e-07
1910,2.3706652427790686e-06,4.7028525851366965e-08,1.23984293054491e-07
1911,2.551651505200425e-06,3.6178544604581475e-08,1.5216269844131602e-07
1912,2.57710075857176e-06,2.8651816474933867e-08,1.6670148283992603e-07
1913,2.4669507183716632e-06,2.4924052155483878e-08,1.3363533923893556e-07
1914,2.270865707032499e-06,3.683208993354725e-08,1.8081207997511228e-07
1915,2.7225341909797862e-06,3.416420901736217e-08,2.2383447628726572e-07
1916,2.7128044166602194e-06,2.966614687238689e-08,2.065642803472656e-07
1917,2.345718257856788e-06,3.070598797449975e-08,2.489378232439776e-07
1918,2.4982869035738986e-06,3.5607766513123806e-08,2.0790341181964322e-07
1919,2.9317789085325785e-06,3.406903859026755e-08,2.633444751154457e-07
1920,2.3640507151867496e-06,1.9687802055301518e-08,1.5144463816341158e-07
1921,2.4331236545549473e-06,2.8019165654313838e-08,1.7341591274089296e-07
1922,2.282733248648583e-06,3.1725122751069534e-08,1.3649180630181945e-07
1923,2.2941064798942534e-06,2.9724655181695425e-08,1.6348559483958525e-07
1924,2.2599017484026263e-06,1.9337436318878076e-08,1.907960438529699e-07
1925,2.0577590476023033e-06,3.299453421590215e-08,1.4737558728938893e-07
1926,2.1289124561008066e-06,2.452150527076924e-08,1.5827517074740172e-07
1927,1.9801022972387727e-06,1.2264147253304714e-08,1.2710115981917625e-07
1928,2.1766609279438853e-06,3.1992915872081085e-08,1.3939769871740282e-07
1929,2.1144492166058626e-06,3.787738167559951e-08,1.2588658648837736e-07
1930,2.140634478564607e-06,3.151081107155562e-08,1.523022490346193e-07
1931,2.2411525151255773e-06,2.623232031595535e-08,1.1177249348293117e-07
1932,2.263144324388122e-06,4.055028712812714e-08,1.501456523556044e-07
1933,2.2620145045948448e-06,4.014731880275235e-08,1.3650088703798247e-07
1934,2.3819382022338687e-06,2.516131836216573e-08,1.4737344145032694e-07
1935,2.05256083063432e-06,2.752705263731059e-08,1.2686381012372294e-07
1936,1.8987302610184997e-06,4.12240299674238e-08,1.3458432590596203e-07
1937,2.202186578870169e-06,6.16964799249331e-08,1.3346584637474734e-07
1938,2.171673486373038e-06,4.148868537612316e-08,1.309486634681889e-07
1939,2.287989900651155e-06,5.8117391787959605e-08,1.2999943521663226e-07
1940,1.9626959328888915e-06,6.085878978545622e-08,9.889553354014424e-08
1941,2.083760819004965e-06,9.444808490854939e-08,1.9479917057196872e-07
1942,1.83569807177264e-06,3.6410541248699246e-08,1.8205270180260413e-07
1943,1.927748144225916e-06,1.1612940831184915e-08,1.7129087837020052e-07
1944,1.9600436189648462e-06,2.5705489292704442e-08,1.8636480092482088e-07
1945,2.0499724087130744e-06,3.267756110147957e-08,2.3092142953373695e-07
1946,2.110439481839421e-06,2.645009811175214e-08,2.477956684288074e-07
1947,1.947870259755291e-06,4.410722165282266e-08,2.431857808460336e-07
1948,1.673183533057454e-06,2.5005342685346932e-08,1.869964734169116e-07
1949,2.119492137353518e-06,5.595694752003055e-08,1.5020022203771077e-07
1950,1.8739507368081831e-06,3.5096692441172195e-08,1.5633980865459307e-07
1951,1.870009896265401e-06,3.19842060614306e-08,1.7378084748997935e-07
1952,1.828468953135598e-06,5.166953864765844e-08,1.370824520563474e-07
1953,1.70980638358742e-06,2.3702420026694426e-08,1.4113713575625297e-07
1954,1.662308363847842e-06,2.443134095031496e-08,1.798146627152164e-07
1955,1.6171402421605308e-06,2.7218262754757916e-08,1.8677359037155838e-07
