year,soit_VERB en_PRON,soit_VERB lent_ADJ
1866,2.3987472097530826e-07,2.0435575009969398e-08
1867,2.4991979685751176e-07,1.164674756637396e-08
1868,3.1516395893049776e-07,1.432563490055827e-08
1869,2.778722337781758e-07,7.813630631403612e-09
1870,2.7523434376064415e-07,4.587239033071455e-09
1871,2.3047955255428576e-07,2.0180236148803488e-08
1872,3.090190410226512e-07,8.4662747923403e-09
1873,2.7415901548977217e-07,2.7535620006347017e-08
1874,2.2942498811850953e-07,1.0754296120296658e-08
1875,2.706282439812746e-07,8.010138330405425e-09
1876,2.8174429322902483e-07,1.3905833817773328e-08
1877,2.393523783617013e-07,2.6594708657512456e-08
1878,2.1197201671707688e-07,1.0870359723469392e-08
1879,2.6636658700951443e-07,1.5273313280772527e-08
1880,2.2911711017314929e-07,1.9253538763308597e-09
1881,2.363680042805072e-07,1.324776466304911e-08
1882,2.7420188075666374e-07,7.320923423037584e-09
1883,2.4139874454931487e-07,1.1374810426900694e-08
1884,2.059729418135703e-07,1.5183903911974994e-08
1885,2.1528422866623487e-07,9.023890079618013e-09
1886,2.2264450499909216e-07,1.8069698626277386e-08
1887,2.611569824839677e-07,1.1752064210668323e-08
1888,2.821573508171582e-07,9.510921827882157e-09
1889,2.180267539841907e-07,1.1903759755682586e-08
1890,2.2153825751658474e-07,3.2771931834929546e-09
1891,1.6254261314685436e-07,1.1473596295275001e-08
1892,2.7894879028877995e-07,8.149066310636499e-09
1893,1.8598417783621812e-07,8.621783287310336e-09
1894,2.6025356092418406e-07,1.6384001710889606e-08
1895,2.0403103739852213e-07,1.444467478961542e-08
1896,2.3352234990170473e-07,2.358811590497112e-09
1897,2.546273938364152e-07,8.740070001067579e-09
1898,2.1162247110240173e-07,9.05336783318944e-09
1899,1.9733455047798998e-07,1.0502398950507086e-08
1900,2.0245107035243848e-07,1.557315876254961e-08
1901,1.995179776947964e-07,1.1736351446245408e-08
1902,3.083658191016525e-07,1.718599307309887e-08
1903,1.744271149739518e-07,1.4040573148577096e-08
1904,1.7736262414302928e-07,1.7198800605910947e-08
1905,1.8475517871152647e-07,1.3934049469810361e-08
1906,2.083394674556871e-07,1.9547901075611662e-08
1907,2.3708507468356288e-07,5.142843484406967e-09
1908,2.1757452906001618e-07,1.0313916831705683e-08
1909,1.7548137698497612e-07,7.151278680339601e-09
1910,2.217822467898145e-07,1.1222716089775986e-08
1911,2.1919941595172077e-07,1.9153347352585115e-08
1912,1.901438817508705e-07,1.927485904218429e-08
1913,1.8984702798707787e-07,1.2196876397752021e-08
1914,2.0826873231571952e-07,7.366418142140674e-09
1915,1.932044986219239e-07,1.4136913861761968e-08
1916,1.2635581114750494e-07,3.2962386153911893e-09
1917,2.0726542548921145e-07,1.864292187292449e-08
1918,1.4013379256994085e-07,1.033773866510046e-08
1919,1.731075425226436e-07,2.301962176431971e-08
1920,1.620457652506957e-07,1.4387239843927091e-08
1921,1.772022848456345e-07,6.058197943303867e-09
1922,2.0879557283137729e-07,1.4018077365562931e-08
1923,1.6136240610364894e-07,5.307974060286824e-09
1924,2.2431426316416037e-07,2.578324886925998e-09
1925,2.3206155774779802e-07,1.9796720707176974e-08
1926,2.2180814918115743e-07,1.2260752413340015e-08
1927,2.452829415133806e-07,8.919379901328739e-09
1928,2.650841461893094e-07,1.3711249025050165e-08
1929,1.9272903672984398e-07,1.0026365515614089e-08
1930,1.9641739013032122e-07,1.470504518152893e-08
1931,2.4635571183040383e-07,1.4826963656844327e-08
1932,1.895999774959023e-07,1.9727165678773417e-08
1933,1.869717891622713e-07,8.02946331646126e-09
1934,2.695855538803471e-07,4.7926320689839486e-09
1935,1.7354012005199593e-07,3.590485242455088e-09
1936,2.1339497324746048e-07,1.091224355320719e-08
1937,2.6189526369790883e-07,8.813782592653752e-09
1938,2.0485039442519337e-07,5.186085783037697e-09
1939,1.6670514924044255e-07,1.5294050470515685e-08
1940,1.9018372454659982e-07,5.0715658339584024e-09
1941,2.656352364738268e-07,2.6563522936839945e-08
1942,2.6094220606509566e-07,6.068423541449874e-09
1943,2.2064587490433496e-07,1.7419411690866582e-08
1944,2.056439125652787e-07,3.2131861615880553e-09
1945,2.1785040749122686e-07,6.535512131478072e-09
1946,2.241297814009613e-07,6.960552134671616e-09
1947,2.0980733483888514e-07,9.536696765621855e-09
1948,2.1961213758636688e-07,1.3046265401328583e-08
1949,2.012486706171046e-07,6.8719057111366055e-09
1950,2.169613795288683e-07,1.3825969702452312e-08
1951,2.3135241555838348e-07,1.0661401539380222e-08
1952,2.0878711204375122e-07,1.370824520563474e-08
1953,2.100896363543825e-07,1.8315507332999914e-08
1954,2.521314301784372e-07,1.07497895029951e-08
1955,1.952206418742719e-07,1.407841132561316e-08
1956,2.372150458285205e-07,8.72114114258693e-09
1957,2.323614927135509e-07,1.3252556385623393e-08
1958,2.2748669065153493e-07,4.1361216673863055e-09
1959,2.2167138791218122e-07,9.300897829689347e-09
1960,2.5330250497113127e-07,8.305000243069571e-09
1961,2.4457521374809943e-07,1.528595028332802e-08
1962,2.4670211762334304e-07,1.2049716779927166e-08
1963,2.3471772869765317e-07,7.1126584622049904e-09
1964,2.6708620692872387e-07,1.2776333768727e-08
1965,2.670357219791697e-07,8.20806533852192e-09
1966,2.9080142838200373e-07,1.1078149952936656e-08
1967,2.85466438265658e-07,7.888536934785861e-09
1968,2.7487463927222677e-07,5.3896989093971115e-09
1969,2.684178734835285e-07,9.083515273289322e-09
1970,2.9707762227992873e-07,1.3796174869185052e-08
1971,2.5383683199819984e-07,1.1818314327172175e-08
1972,2.5753337240530527e-07,8.208234980600082e-09
1973,2.789681210479955e-07,9.37244681864513e-09
1974,2.6383930284978874e-07,7.875800456247362e-09
1975,2.404533159250377e-07,1.2565256390928425e-08
1976,2.8110553507154634e-07,5.142174241967723e-09
1977,2.856115894900313e-07,7.639816779203557e-09
1978,2.7683157100000244e-07,1.128712323605896e-08
1979,3.1073979023243936e-07,6.437170796402825e-09
1980,2.5640030587581464e-07,3.97960553399912e-09
1981,3.09951938781694e-07,7.590659656386833e-09
1982,2.62577348197901e-07,4.345251713999687e-09
1983,2.7597931884226767e-07,2.5261264191556165e-09
1984,2.928499327481404e-07,7.538710988796993e-09
1985,2.719032207165739e-07,4.812446441349039e-09
1986,3.123126959270195e-07,5.395036861699509e-09
1987,2.5420996951908137e-07,2.4443267410134695e-09
1988,2.5425387639721464e-07,4.197587610832443e-09
1989,2.3050113573397368e-07,3.841685636274406e-09
1990,2.9150282149226214e-07,4.358920779878872e-09
1991,2.661105207302228e-07,7.6199047072123e-09
1992,2.771501885767691e-07,4.4079553340736766e-09
1993,2.736368571731873e-07,1.661762283333701e-09
1994,2.769336332475447e-07,1.5824779264761446e-09
1995,2.835941786960561e-07,5.964695848348356e-09
1996,2.476874880752433e-07,3.736664311304594e-09
1997,2.6323970148123266e-07,1.006927874414032e-08
1998,2.5890940413830776e-07,7.629006759657386e-09
1999,2.710129336502831e-07,5.941261704833778e-09
2000,2.9689170633062645e-07,6.627047355323157e-09
2001,2.6593954877141e-07,5.257454027685071e-09
2002,2.9923743372073375e-07,2.6287327870022636e-09
2003,2.771003835277952e-07,9.167230530238157e-09
2004,2.9952579283509806e-07,3.9643119897903034e-09
2005,2.6617159165631676e-07,7.205999352777326e-09
2006,2.820754527732561e-07,6.58862386870851e-09
2007,2.580433702270568e-07,4.393927444112933e-09
2008,2.6396126240335605e-07,5.960415716543821e-09
2009,2.4699237877179314e-07,6.675469510497578e-09
2010,2.2579730052374458e-07,4.2514138876015295e-09
2011,2.4855818908653404e-07,8.030340836739924e-09
2012,2.3046790856295907e-07,1.0212757750593937e-08
2013,2.3456541398125808e-07,9.761937924679387e-09
2014,2.418802291376254e-07,9.527958866328845e-09
2015,2.549061697831867e-07,1.0196246513771712e-08
2016,2.6844566491934785e-07,1.3877977877996273e-08
2017,2.555861158271e-07,1.33327402451755e-08
2018,2.3568790530337225e-07,9.29327992338358e-09
2019,2.5101719730580285e-07,1.4795729086358733e-08
